N	3gram	Vygotskiy_	PoTuStor
1	с точки зрения	11	6
2	на самом деле	3	4
3	с самого начала	10	4
4	до сих пор	6	3
5	не может быть	3	3
6	по сравнению с	1	3
7	во всяком случае	6	3
8	можно сказать что	1	3
9	мы можем сказать	1	2
10	все то что	13	2
11	на две группы	1	2
12	в конечном счете	1	2
13	так же как	2	2
14	и может быть	3	2
15	по аналогии с	2	2
16	о том что	8	2
17	в самом деле	29	2
18	и только для	1	2
19	и в этом	6	2
20	нам кажется что	1	2
21	со всех сторон	1	1
22	все же в	2	1
23	что в этой	3	1
24	в том что	20	1
25	друг с другом	2	1
26	мы знаем что	2	1
27	то что можно	1	1
28	весь тот материал	1	1
29	в течение своей	1	1
30	мы не можем	2	1
31	и столь же	1	1
32	не что иное	1	1
33	и та же	3	1
34	сейчас же заметим	1	1
35	что иное как	1	1
36	в этом и	1	1
37	будет как раз	1	1
38	из всего сказанного	1	1
39	не ощущали бы	1	1
40	мы узнаем о	1	1
41	что он действительно	1	1
42	вместе с тем	3	1
43	все время говорит	1	1
44	это мы можем	1	1
45	мы уже знаем	2	1
46	подобно тому как	1	1
47	едва ли от	1	1
48	в применении к	1	1
49	а на самом	1	1
50	можно было бы	6	1
51	прежде всего на	1	1
52	каждого из этих	1	1
53	в полном согласии	1	1
54	так ли это?	1	1
55	и таким образом	1	1
56	только для того	1	1
57	в данном случае	5	1
58	мы имеем в	1	1
59	в том смысле	2	1
60	и мы можем	2	1
61	шаг за шагом	3	1
62	в душе человека	1	1
63	и можно сказать	1	1
64	в себя и	1	1
65	и как мы	1	1
66	и посвящена настоящая	1	1
67	самом деле в	1	1
68	же как и	1	1
69	уже знаем что	1	1
70	имеем в виду	2	1
71	и того же	1	1
72	этой точки зрения	2	1
73	от своего имени	2	1
74	в высшей степени	1	1
75	мы увидим что	9	1
76	одна и та	2	1
77	на первый взгляд	1	1
78	с этой точки	2	1
79	то же самое	12	1
80	она может быть	1	1
81	в каком направлении	1	1
82	как один из	1	1
83	для того чтобы	17	1
84	по его мнению	1	1
85	есть в сущности	1	1
86	и что он	1	1
87	так как он	1	1
88	а с другой	1	1
89	как это делает	1	1
90	с одной стороны	6	1
91	время говорит о	1	1
92	говорить о том	3	1
93	полном согласии с	1	1
94	что эти два	1	1
95	в этом отношении	1	1
96	или во всяком	2	1
97	за которой скрывается	2	1
98	таким образом и	1	1
99	мы сейчас же	1	1
100	это и есть	2	1
101	на наших глазах	2	1
102	течение своей жизни	1	1
103	же заметим что	1	1
104	свой смысл и	1	1
105	одного и того	1	1
106	смысл и значение	2	1
107	случае не может	1	1
