N	4gram	Bakhtin_Pr	FransuaR
1	в то же время	10	55
2	но в то же	5	20
3	в том числе и	1	17
4	до сих пор еще	1	15
5	как мы уже говорили	1	15
6	с начала и до	2	14
7	начала и до конца	2	14
8	дело в том что	1	13
9	и в то же	3	12
10	в той или иной	2	10
11	мы имеем в виду	2	5
12	одной и той же	1	4
13	точки зрения на мир	1	4
14	и не может быть	1	4
15	и т.п все это	1	4
16	мы уже говорили в	1	3
17	ни с одним из	1	3
18	нет и не может	1	3
19	одного и того же	1	3
20	бы оно ни было	1	3
21	нужно сказать что и	1	3
22	точку зрения на мир	2	3
23	той или иной степени	2	3
24	в виду прежде всего	1	3
25	можно прямо сказать что	1	3
26	но на самом деле	1	3
27	имеем в виду прежде	1	3
28	мы можем судить о	1	2
29	на мир и на	3	2
30	в том что это	1	2
31	можно сказать что в	1	2
32	заключается в том что	1	2
33	зрения на мир и	1	2
34	бы то ни было	2	2
35	как бы оно ни	1	2
36	и в целом ряде	2	2
37	которой можно было бы	1	2
38	совершенно так же как	2	2
39	на котором мы остановимся	1	2
40	то есть все то	1	2
41	и в том что	1	2
42	в целом ряде других	2	2
43	мы можем сказать что	2	2
44	в большинстве случаев в	1	2
45	плоскости на одном уровне	1	2
46	все новые и новые	1	2
47	и по отношению к	1	2
48	в своей статье о	1	2
49	то же время не	3	2
50	то же время и	1	2
51	какой бы то ни	1	2
52	так же как и	3	2
53	на протяжении всего романа	2	1
54	точкой зрения на мир	1	1
55	таким же успехом могла	1	1
56	него в руках и	1	1
57	в литературе о нем	1	1
58	так сказать второго порядка	1	1
59	во всяком случае не	1	1
60	они в той или	1	1
61	человека а следовательно и	1	1
62	не можем здесь углубляться	1	1
63	не видит и не	1	1
64	как мы уже отмечали	1	1
65	произведение очень характерно для	1	1
66	в данном случае в	1	1
67	на самом деле нет	1	1
68	во все сферы идеологической	1	1
69	то же время оно	1	1
70	сферы идеологической жизни в	1	1
71	можно было бы привести	1	1
72	недопустимо сводить к нему	1	1
73	под этим углом зрения	2	1
74	в то время как	2	1
75	в обычном смысле слова	1	1
76	точка зрения на мир	2	1
77	с точки зрения их	1	1
78	неотделимы друг от друга	1	1
79	дело идет именно об	1	1
80	то есть только в	1	1
81	в своей книге о	1	1
82	только то что может	1	1
83	как бы ни были	1	1
84	в одном из своих	1	1
85	никогда не совпадает с	1	1
86	еще раз подчеркнуть что	1	1
87	этом мы уже говорили	1	1
88	а не так как	1	1
89	но несмотря на это	1	1
90	пятой главе нашей работы	1	1
91	заключается в том чтобы	1	1
92	имеет ничего общего с	1	1
93	друг к другу и	1	1
94	бы нелепо думать что	1	1
95	и воспринимать ее как	1	1
96	с таким же успехом	1	1
97	в этом отношении не	1	1
98	в годах то есть	1	1
99	на равных правах с	1	1
100	одной плоскости на одном	1	1
101	к себе самому и	1	1
102	и в том и	1	1
103	есть все то что	1	1
104	проявляется и в целом	1	1
105	все сферы идеологической жизни	1	1
106	своего становления и роста	1	1
107	не так как его	1	1
108	но здесь мы должны	1	1
109	не значит конечно что	3	1
110	можем здесь углубляться в	1	1
111	мы остановимся лишь на	1	1
112	с другой стороны эта	1	1
113	это не значит конечно	3	1
114	то что может быть	1	1
115	но не только в	1	1
116	судить о нем по	1	1
117	бы он ни был	2	1
118	в отличие от этого	1	1
119	а потому что они	1	1
120	как бы в точке	1	1
121	об этом мы уже	1	1
122	и на равных правах	1	1
123	жизни в ее целом	1	1
124	подчеркиваем что дело идет	1	1
125	в одной плоскости на	1	1
126	и до известной степени	1	1
127	как бы он ни	1	1
128	весь с начала и	1	1
129	не имеет ничего общего	1	1
130	в самом деле в	1	1
131	в том что он	4	1
132	и в этом отношении	2	1
133	они уже не могут	2	1
134	видения и понимания мира	2	1
135	так в особенности и	1	1
136	в пятой главе нашей	1	1
137	было бы нелепо думать	1	1
138	поэтому он и не	1	1
139	и видеть в нем	1	1
140	только то что для	1	1
141	здесь углубляться в эту	1	1
142	говорить о том что	1	1
143	не в том что	1	1
144	у него в руках	1	1
145	подобно тому как в	2	1
146	мы не можем здесь	1	1
