N	4gram	Vygotskiy_	Myshleni
1	заключается в том что	6	43
2	в то время как	4	20
3	одного и того же	2	17
4	состоит в том что	2	17
5	с этой точки зрения	3	16
6	так же как и	1	16
7	одной и той же	4	15
8	мы могли бы сказать	2	14
9	могли бы сказать что	2	13
10	один и тот же	1	12
11	одно и то же	3	12
12	мы видим таким образом	2	11
13	видим таким образом что	2	10
14	с одной стороны и	1	10
15	в собственном смысле слова	2	9
16	в силу того что	1	9
17	но вместе с тем	1	9
18	в том что в	2	8
19	в том что он	2	8
20	заключается в том чтобы	2	7
21	вместе с тем и	1	7
22	не что иное как	2	6
23	одним и тем же	3	6
24	вперед по сравнению с	1	5
25	а с другой стороны	3	5
26	проистекает из того что	1	5
27	ответ на этот вопрос	2	5
28	приводит к тому что	1	5
29	оказывается не в состоянии	1	4
30	что с точки зрения	1	4
31	для того чтобы сделать	2	4
32	в том что мы	1	4
33	о которых мы говорили	1	4
34	в том виде как	1	4
35	в самом деле если	2	4
36	указывает на то что	3	4
37	в одной и той	1	4
38	если принять во внимание	1	4
39	для того чтобы показать	1	4
40	несмотря на то что	1	4
41	указывают на то что	1	3
42	мы будем иметь случай	1	3
43	принять во внимание что	1	3
44	в том что оно	1	3
45	которых мы говорили выше	1	3
46	дело в том что	2	3
47	ответить на этот вопрос	1	3
48	с психологической точки зрения	2	3
49	можно было бы назвать	1	3
50	бы то ни было	1	3
51	одна и та же	2	3
52	мы не станем останавливаться	1	3
53	не только то что	1	2
54	не хотим сказать что	1	2
55	о котором мы говорили	2	2
56	мы постараемся показать ниже	1	2
57	в зависимости от того	3	2
58	сомневаться в том что	1	2
59	в то же время	1	2
60	вместе с тем мы	1	2
61	на самом деле не	1	2
62	в том что всякое	1	2
63	друг к другу как	1	2
64	в том и заключается	3	2
65	именно в силу того	1	2
66	согласны в том что	1	2
67	это вполне совпадает с	1	2
68	сомнения в том что	1	2
69	том что он не	1	2
70	находится в зависимости от	2	2
71	то что мы нашли	1	2
72	что с самого начала	2	2
73	по одному тому что	1	2
74	что в этом случае	2	2
75	в том что для	1	2
76	к тому что он	2	2
77	в каком отношении находятся	1	2
78	с другой стороны мы	2	2
79	не станем останавливаться на	1	2
80	убедиться в том что	1	2
81	в совершенно ином виде	1	2
82	в конце концов к	1	2
83	из того что мы	1	2
84	есть то о чем	1	2
85	у нас на глазах	1	2
86	чтобы ответить на этот	1	2
87	с мы видим таким	1	2
88	указанием на то что	1	2
89	так же точно как	2	2
90	мы не станем сейчас	1	2
91	с самого начала в	1	2
92	в самом деле как	1	2
93	мы видели что в	1	2
94	только для того чтобы	1	2
95	с точки зрения того	1	2
96	особенность состоит в том	1	2
97	мы имеем дело с	1	2
98	на то что в	2	2
99	правом мы могли бы	1	2
100	для того чтобы понять	1	2
101	в состоянии объяснить нам	1	1
102	том и заключается что	2	1
103	прибавим к этому что	1	1
104	образом мы видим что	2	1
105	и в том что	1	1
106	ни в каком случае	1	1
107	равно как и на	1	1
108	сам по себе как	1	1
109	принять во внимание то	1	1
110	соотнесены друг с другом	1	1
111	вопрос о том в	2	1
112	в зависимости от той	1	1
113	по своему психологическому значению	1	1
114	суть дела заключается в	1	1
115	когда он говорит что	1	1
116	то о чем идет	1	1
117	но что самое важное	1	1
118	идет все время речь	1	1
119	он должен признать что	1	1
120	что в основе его	1	1
121	таким образом мы видим	1	1
122	того чтобы ответить на	1	1
123	сами по себе совершенно	1	1
124	для этого нужно было	1	1
125	мы видели уже что	1	1
126	в каком отношении стоят	1	1
127	если оставить в стороне	1	1
128	все исследование в целом	1	1
129	в себе два противоположных	1	1
130	таким образом что не	1	1
131	в том что при	1	1
132	которое на самом деле	1	1
133	говорить не только о	1	1
134	надо сказать что в	1	1
135	совершенно невозможно потому что	2	1
136	говоря о том что	1	1
137	что для того чтобы	2	1
138	друг с другом мы	1	1
139	как раз обратным образом	1	1
140	до сих пор в	1	1
141	того чтобы заметить что	1	1
142	для того чтобы заметить	1	1
143	что обе эти тенденции	1	1
144	для того чтобы он	2	1
145	и есть то о	1	1
146	во внимание то что	1	1
147	и в самом деле	2	1
148	по сравнению с теми	1	1
149	как только мы пытаемся	1	1
150	шаг вперед по сравнению	1	1
151	о том что он	2	1
152	в каждый данный момент	1	1
