N	3gram	Ircho_Kome	RusskieA
1	в том что	15	49
2	состоит в том	2	29
3	и т д	1	21
4	тем не менее	3	14
5	в этом случае	2	12
6	вместе с тем	5	11
7	о том что	7	10
8	том что в	1	9
9	в том чтобы	1	9
10	для того чтобы	8	8
11	подобно тому как	1	8
12	т е в	2	7
13	в настоящее время	1	7
14	мы не можем	1	7
15	не может быть	1	6
16	по этому поводу	1	6
17	в это время	1	6
18	как мы видели	1	6
19	так же как	1	6
20	после того как	3	6
21	в связи с	3	5
22	к тому что	1	5
23	в отличие от	3	4
24	на себя внимание	3	4
25	в то время	3	4
26	можно было бы	1	4
27	во всяком случае	3	4
28	один из них	1	4
29	к этому же	1	4
30	тех пор пока	1	3
31	но вместе с	1	3
32	по отношению к	4	3
33	по своему происхождению	1	3
34	более или менее	2	3
35	до сих пор	12	3
36	и в том	1	3
37	в свою очередь	10	3
38	на то что	1	3
39	с точки зрения	6	3
40	обращает на себя	3	3
41	до тех пор	5	3
42	кроме того в	1	3
43	до того как	1	2
44	в других случаях	1	2
45	о том как	5	2
46	и т п	4	2
47	ни одно из	3	2
48	об этом не	1	2
49	может быть только	1	2
50	друг с другом	3	2
51	ничего общего с	1	2
52	потому что он	1	2
53	но все же	3	2
54	с другой стороны	2	2
55	в этой связи	3	2
56	к этому времени	2	2
57	в тех случаях	1	2
58	равно как и	3	2
59	к себе в	2	2
60	мы увидим что	1	2
61	приведем несколько примеров	1	2
62	можно сказать что	1	2
63	чем в других	1	2
64	вопрос о том	1	2
65	не только в	1	2
66	и в этом	1	2
67	в виду что	1	2
68	тех случаях когда	1	2
69	по его мнению	2	2
70	с одной стороны	4	2
71	в этом отношении	2	2
72	взад и вперед	1	2
73	при этом почти	1	1
74	и как она	1	1
75	имеет ничего общего	1	1
76	а может быть	1	1
77	за ним следует	1	1
78	в том же	2	1
79	принадлежат к числу	1	1
80	как будто бы	1	1
81	с тем он	1	1
82	был уверен что	1	1
83	как нет и	1	1
84	сделать вывод что	1	1
85	никак не может	1	1
86	но в этот	1	1
87	все что она	1	1
88	сих пор в	1	1
89	наряду с этим	2	1
90	можно сделать вывод	1	1
91	слезами на глазах	1	1
92	самое лучшее что	1	1
93	далеко не всегда	1	1
94	потому что она	1	1
95	потому что в	2	1
96	и после этого	1	1
97	на интересующие нас	1	1
98	только тем что	1	1
99	дошедшим до нас	1	1
100	одного и того	1	1
101	по тому что	3	1
102	как это не	1	1
103	все же в	1	1
104	как например в	1	1
105	в доме и	1	1
106	даже если бы	1	1
107	и представляют собой	1	1
108	один из самых	1	1
109	мы однако не	1	1
110	вызвать к жизни	1	1
111	слово в слово	1	1
112	точно так же	1	1
113	тому же в	1	1
114	в своем роде	1	1
115	к тому же	9	1
116	из них не	1	1
117	на этот вопрос	1	1
118	не имеет ничего	1	1
119	все что с	1	1
120	и того же	1	1
121	игра может быть	1	1
122	то же самое	3	1
123	сама по себе	1	1
124	это в свою	1	1
125	для нас важно	1	1
126	то что и	1	1
127	о том чтобы	3	1
128	не без основания	1	1
129	можно считать только	1	1
130	с тем у	1	1
131	с ним не	1	1
132	во второй половине	1	1
133	тому что в	1	1
134	в течение всей	1	1
135	и должен был	1	1
136	судя по всему	3	1
137	т е из	1	1
138	нельзя отрицать что	1	1
139	так как он	2	1
140	в противном случае	1	1
141	но и в	1	1
142	как мы знаем	1	1
143	только после того	1	1
144	все то же	1	1
145	и несмотря на	1	1
146	и в дальнейшем	1	1
147	от людей и	1	1
148	со слезами на	1	1
149	их вместе с	1	1
150	они состояли из	1	1
151	что с ними	1	1
152	в некоторых случаях	1	1
153	только в том	1	1
154	но не это	1	1
155	сомнения в том	1	1
156	с того что	1	1
157	но не всегда	1	1
158	так как этот	1	1
159	ироническое отношение к	3	1
160	по существу не	1	1
161	тем более что	1	1
162	независимо от того	1	1
163	таким образом в	1	1
164	в первой половине	2	1
165	хотя и не	2	1
166	не выходят за	1	1
167	и до сих	1	1
168	не отличаются от	1	1
169	ответ на интересующие	1	1
170	что мы имеем	1	1
171	но и во	1	1
172	об этом можно	1	1
173	по меньшей мере	1	1
174	к себе на	1	1
175	и между ними	1	1
176	сюда же можно	1	1
177	одну за другой	2	1
178	в первую очередь	2	1
179	на сцену в	1	1
180	в собственном смысле	1	1
181	по этому вопросу	1	1
182	что в некоторых	1	1
183	всеобщее признание и	1	1
184	то время как	3	1
185	что и в	2	1
186	не могла быть	1	1
187	в основе своей	2	1
188	потому что по	1	1
189	он был бы	1	1
190	мы можем судить	2	1
191	на первое место	1	1
