N	2gram	Voloshinov	Stilisti
1	и в	16	42
2	как бы	5	30
3	не только	7	28
4	и т.п	2	25
5	прежде всего	9	22
6	и т.д	1	21
7	хотя бы	4	18
8	то же	2	16
9	но и	4	16
10	и не	4	14
11	может быть	17	13
12	не может	8	13
13	как и	2	12
14	что мы	2	11
15	мы уже	2	11
16	точки зрения	8	11
17	в этом	9	10
18	и как	3	10
19	мы должны	1	10
20	как мы	4	10
21	отнюдь не	4	10
22	мы не	2	9
23	при этом	6	9
24	все же	1	9
25	то что	3	9
26	для того	1	9
27	таким образом	9	8
28	так как	4	8
29	с тем	1	8
30	и это	6	8
31	в ней	1	8
32	что же	1	8
33	с его	7	8
34	ничего не	1	8
35	и на	4	7
36	так и	4	7
37	мы можем	9	7
38	только в	4	7
39	зависимости от	1	7
40	и его	8	7
41	того чтобы	1	7
42	другими словами	2	7
43	было бы	2	7
44	той же	1	7
45	а не	1	7
46	никогда не	2	7
47	во всех	3	6
48	в его	4	6
49	в нем	4	6
50	в конце	1	6
51	но ведь	2	6
52	и так	2	6
53	на его	1	6
54	в свою	1	6
55	с помощью	2	6
56	если б	3	6
57	в этой	4	6
58	точку зрения	1	6
59	или иной	1	6
60	в области	3	6
61	в самом	2	5
62	связанных с	2	5
63	уже в	1	5
64	и их	4	5
65	с точки	6	5
66	те же	3	5
67	все время	1	5
68	самом деле	6	5
69	и с	8	5
70	но в	4	5
71	вместе с	3	5
72	своей жизни	2	5
73	а с	1	5
74	мы увидим	1	5
75	как это	3	5
76	а в	3	5
77	же самое	1	5
78	в нашем	1	5
79	художественного творчества	4	5
80	в сознании	1	5
81	и то	1	5
82	же мы	1	5
83	и наконец	4	5
84	и к	6	4
85	мы видим	2	4
86	один из	2	4
87	что это	2	4
88	что такое	5	4
89	все это	4	4
90	в качестве	1	4
91	в одном	3	4
92	его в	4	4
93	если бы	1	4
94	и все	4	4
95	с самого	4	4
96	у нас	1	4
97	уже не	1	4
98	к тому	1	4
99	о том	2	4
100	той или	1	4
101	самого начала	4	4
102	можно сказать	4	4
103	если мы	2	4
104	и пр	12	4
105	не существует	2	4
106	не что	1	4
107	можно было	1	4
108	на это	1	4
109	так же	2	4
110	лишь в	1	4
111	себя в	1	4
112	словесное выражение	1	4
113	что было	1	3
114	что оно	2	3
115	и здесь	1	3
116	та же	1	3
117	что эти	1	3
118	совершенно не	8	3
119	для нас	2	3
120	и вот	3	3
121	в том	3	3
122	отношения к	3	3
123	теперь в	1	3
124	несмотря на	1	3
125	для него	6	3
126	хотя и	1	3
127	в разных	1	3
128	и внешней	1	3
129	на самом	4	3
130	что и	2	3
131	в виду	1	3
132	быть может	2	3
133	между ними	3	3
134	связи с	1	3
135	и даже	4	3
136	нам в	1	3
137	в основе	3	3
138	может стать	1	3
139	все эти	5	3
140	по своему	2	3
141	том что	3	3
142	роль в	1	3
143	еще не	5	3
144	его и	1	3
145	нуждается в	5	3
146	и социального	1	3
147	т.п и	1	3
148	не знает	2	3
149	в частности	2	3
150	только на	3	3
151	в начале	2	3
152	конечно не	6	3
153	от того	1	3
154	их в	3	3
155	заметить что	1	3
156	нет и	2	3
157	не будет	2	3
158	сказать что	7	3
159	главным образом	1	3
160	в голову	2	3
161	жизни и	3	3
162	и эта	1	3
163	и для	2	3
164	деятельности и	1	3
165	только одна	1	2
166	и ту	1	2
167	события и	1	2
168	для всех	4	2
169	в душе	2	2
170	и этот	2	2
171	что иное	1	2
172	как с	2	2
173	увидим что	1	2
174	зависит от	1	2
175	и потому	3	2
176	мы имеем	1	2
177	еще более	1	2
178	и сознание	1	2
179	этом отношении	1	2
180	с ним	2	2
181	но как	2	2
182	для них	1	2
183	с другими	3	2
184	но это	2	2
185	а на	2	2
186	связь с	1	2
187	одну и	1	2
188	в своих	1	2
189	на этот	1	2
190	все то	2	2
191	к чему	1	2
192	с ней	1	2
193	всех его	2	2
194	но эта	1	2
195	но не	1	2
196	конечно мы	2	2
197	из всего	1	2
198	и форму	1	2
199	я и	6	2
200	в жизни	2	2
201	в связи	1	2
202	как не	2	2
203	что он	2	2
204	не есть	2	2
205	в своей	2	2
206	в мире	1	2
207	в этих	3	2
208	это же	1	2
209	к нашей	1	2
210	на одном	1	2
211	и сам	1	2
212	связанные с	2	2
213	и жизнь	1	2
214	существенным моментом	1	2
215	легче всего	1	2
216	войти в	2	2
217	его понимание	1	2
218	в каком	2	2
219	чего же	1	2
220	но мы	4	2
221	на первый	2	2
222	сих пор	3	2
223	и вообще	2	2
224	жизни мы	1	2
225	связано с	1	2
226	первый взгляд	1	2
227	с этим	2	2
228	нет ничего	1	2
229	к этому	2	2
230	достаточно для	1	2
231	отвлечемся от	1	2
232	человека в	1	2
233	между собой	2	2
234	вопрос о	1	2
235	себе все	1	2
236	со всех	1	2
237	мы говорили	1	2
238	даже и	1	2
239	разных местах	1	2
240	да еще	2	2
241	нашего сознания	1	2
242	из этих	2	2
243	его не	1	2
244	ни один	1	2
245	и ни	1	2
246	на два	2	2
247	не всегда	1	2
248	человека все	1	2
249	он не	2	2
250	значение и	1	2
251	в него	5	2
252	для этого	2	2
253	только одним	1	2
254	в нашей	1	2
255	времени и	1	2
256	в пределах	2	2
257	ту же	2	2
258	но даже	1	2
259	человека и	1	2
260	развития в	1	2
261	перейти к	1	2
262	отношение к	5	2
263	друг другу	1	2
264	и содержание	2	2
265	которые в	1	2
266	вовсе не	1	2
267	тот же	1	2
268	их мы	1	2
269	однако в	1	2
270	человек не	1	2
271	не будут	1	2
272	иное как	1	2
273	к нему	1	2
274	нам сделать	1	1
275	к сожалению	1	1
276	что в	3	1
277	значения из	1	1
278	с большими	1	1
279	нового мира	1	1
280	они являются	1	1
281	дает нам	1	1
282	одних и	1	1
283	только не	1	1
284	слов о	1	1
285	в другой	1	1
286	все что	4	1
287	даже чисто	1	1
288	до сих	3	1
289	на языке	1	1
290	одним словом	1	1
291	на протяжении	2	1
292	руки или	1	1
293	самым существенным	1	1
294	статье мы	1	1
295	же и	1	1
296	как нам	1	1
297	человек был	1	1
298	на вопрос	1	1
299	или только	1	1
300	желание в	1	1
301	время и	1	1
302	в основном	3	1
303	которой является	1	1
304	т.е в	2	1
305	ненависть к	2	1
306	наших глазах	1	1
307	тогда когда	1	1
308	в состоянии	1	1
309	что я	1	1
310	всей жизни	2	1
311	которые на	1	1
312	дело с	1	1
313	одна и	1	1
314	первой стадии	1	1
315	всего социального	1	1
316	события его	1	1
317	это часто	1	1
318	уже знаем	1	1
319	неизбежно окажется	1	1
320	этот момент	1	1
321	это уже	1	1
322	и теперь	3	1
323	как раз	1	1
324	нашего времени	2	1
325	о нем	1	1
326	этот мир	1	1
327	ее в	2	1
328	искать в	1	1
329	и всегда	1	1
330	исследования мы	1	1
331	не являются	1	1
332	сексуальной жизни	1	1
333	своей первой	1	1
334	ни в	5	1
335	и делает	1	1
336	по ту	4	1
337	в движение	1	1
338	сознания и	2	1
339	весь мир	1	1
340	предположить что	1	1
341	и начало	1	1
342	у него	2	1
343	в следующем	1	1
344	не могут	2	1
345	в более	1	1
346	отвлечься от	1	1
347	однако не	1	1
348	творчества и	1	1
349	в конечном	3	1
350	всего сказанного	1	1
351	похож на	1	1
352	как они	1	1
353	наконец мы	1	1
354	является и	1	1
355	социальных отношений	1	1
356	в сущности	1	1
357	иногда и	1	1
358	и другом	1	1
359	мы живем	1	1
360	сила которая	1	1
361	других отношений	1	1
362	от своего	1	1
363	разрыва между	1	1
364	то содержание	1	1
365	что его	1	1
366	из сознания	1	1
367	так называемый	2	1
368	не нуждается	2	1
369	крайней мере	3	1
370	теперь мы	1	1
371	и теряет	1	1
372	же как	2	1
373	с теми	1	1
374	тела и	1	1
375	уже совершенно	1	1
376	и действительно	2	1
377	конечном счете	2	1
378	деятельности не	1	1
379	вообще не	2	1
380	это какой-то	1	1
381	с их	3	1
382	и эстетический	1	1
383	из тех	2	1
384	характер и	1	1
385	я не	1	1
386	развития к	1	1
387	с ними	4	1
388	приходим к	1	1
389	доступ в	2	1
390	самое и	1	1
391	есть в	2	1
392	эти две	1	1
393	большинстве случаев	3	1
394	в одно	2	1
395	человека на	1	1
396	сознания при	2	1
397	мира и	3	1
398	и социально	1	1
399	всех их	1	1
400	всего к	1	1
401	себе даже	1	1
402	от этого	1	1
403	на все	1	1
404	только себя	1	1
405	это нечто	2	1
406	его жизни	1	1
407	две группы	3	1
408	от всех	1	1
409	и художественного	3	1
410	теряет свой	1	1
411	и оно	3	1
412	в себя	1	1
413	со стороны	1	1
414	жизни если	1	1
415	словами мы	1	1
416	из одного	1	1
417	в чем	5	1
418	в историю	2	1
419	могут показаться	1	1
420	путь к	2	1
421	в дальнейшей	1	1
422	но откуда	1	1
423	по крайней	3	1
424	как ее	1	1
