N	2gram	Losev_Prob	Psycholo
1	то что	42	193
2	и в	62	190
3	в том	35	163
4	что в	11	123
5	потому что	40	114
6	том что	25	113
7	и что	9	108
8	может быть	39	107
9	таким образом	13	102
10	в этом	25	100
11	то есть	63	97
12	все время	2	86
13	в самом	4	82
14	как бы	11	80
15	для того	5	78
16	того чтобы	4	78
17	что он	16	76
18	не только	33	75
19	на то	6	73
20	и не	56	73
21	что она	5	71
22	самом деле	6	70
23	точки зрения	14	69
24	и т	20	69
25	не может	14	68
26	если мы	24	66
27	так же	11	63
28	так как	14	63
29	было бы	14	56
30	если бы	9	55
31	то же	23	54
32	о том	14	54
33	и мы	1	54
34	совершенно ясно	1	54
35	в басне	12	54
36	при этом	9	52
37	как и	15	51
38	что и	11	50
39	а не	28	50
40	что это	3	49
41	сказать что	24	46
42	по себе	36	46
43	только в	33	46
44	заключается в	8	46
45	говорит что	1	45
46	к тому	4	45
47	в искусстве	4	45
48	не в	21	45
49	ясно что	11	43
50	искусства и	3	43
51	в этой	10	43
52	никогда не	7	42
53	и все	13	42
54	вместе с	3	41
55	как это	4	40
56	но и	20	40
57	как раз	11	39
58	при помощи	13	39
59	того что	10	39
60	же самое	20	38
61	и это	11	37
62	мы видим	1	37
63	и как	4	36
64	с тем	9	35
65	вовсе не	62	34
66	как на	2	34
67	и если	11	34
68	и его	12	34
69	тому что	5	33
70	все же	10	33
71	что все	2	33
72	когда он	2	33
73	в себе	23	32
74	все это	9	32
75	художественного произведения	14	32
76	он не	10	31
77	мы не	15	31
78	в его	10	31
79	для нас	23	31
80	в ней	12	31
81	как будто	11	30
82	никак не	13	30
83	как в	10	30
84	с одной	3	29
85	и для	5	29
86	одной стороны	2	29
87	с точки	9	29
88	в нем	13	29
89	что они	8	28
90	и когда	4	28
91	мы можем	11	28
92	и то	17	28
93	что мы	12	28
94	в своих	2	27
95	в основе	3	27
96	и на	4	27
97	а в	9	27
98	с другой	14	27
99	так что	21	26
100	совершенно не	7	26
101	произведение искусства	1	26
102	только что	4	25
103	и здесь	8	25
104	жизни и	7	25
105	до сих	4	24
106	с таким	1	24
107	до конца	1	24
108	тем что	8	24
109	художественное произведение	9	24
110	указывает на	13	24
111	в целом	9	24
112	в своем	7	23
113	сих пор	4	23
114	из этого	5	23
115	что если	3	23
116	что оно	4	23
117	для этого	9	23
118	могут быть	2	23
119	казалось бы	3	22
120	с этим	5	22
121	из них	4	22
122	что у	3	22
123	и даже	21	22
124	когда мы	24	22
125	т д	20	22
126	как она	2	22
127	в котором	3	21
128	том чтобы	1	21
129	в которых	3	21
130	той же	2	21
131	в своей	8	21
132	ни в	17	21
133	в конце	7	21
134	но только	10	21
135	как мы	12	21
136	и вот	1	21
137	и только	10	21
138	другой стороны	11	20
139	в то	18	20
140	тот же	1	20
141	мы имеем	7	20
142	она не	3	20
143	дело с	3	20
144	несмотря на	4	20
145	на этом	1	20
146	там где	1	20
147	это не	10	20
148	все эти	14	20
149	в одном	4	19
150	что при	5	19
151	мы уже	4	19
152	в какой	1	19
153	мы должны	13	19
154	в ее	6	19
155	у него	1	19
156	он говорит	1	19
157	с этой	3	18
158	в которой	3	18
159	можно было	7	18
160	но в	17	18
161	зависимости от	3	18
162	в каком	9	18
163	что с	1	18
164	на самом	13	18
165	но не	6	18
166	и есть	9	18
167	был бы	1	18
168	перед нами	8	18
169	есть не	13	18
170	в виду	20	17
171	во всяком	14	17
172	мы все	5	17
173	время как	6	17
174	что для	4	17
175	из этих	1	17
176	но это	13	17
177	только не	6	17
178	у нас	17	17
179	и о	8	17
180	и к	9	16
181	из которых	6	16
182	к этому	2	16
183	говорит о	1	16
184	то это	13	16
185	в таком	11	16
186	же как	5	16
187	и тем	16	16
188	чувства и	1	16
189	не имеет	12	16
190	формы и	3	16
191	так и	16	16
192	тому как	2	16
193	от того	2	16
194	в результате	8	15
195	в них	6	15
196	только на	6	15
197	что именно	3	15
198	во всех	4	15
199	о которых	3	15
200	могли бы	6	15
201	не могут	1	15
202	и так	1	15
203	о котором	1	15
204	и потому	13	15
205	в зависимости	3	15
206	не просто	36	15
207	которых мы	2	15
208	далеко не	1	15
209	еще не	12	15
210	для него	4	15
211	в частности	4	15
212	не можем	5	15
213	в совершенно	1	14
214	хотя бы	6	14
215	одной и	2	14
216	но он	1	14
217	и той	2	14
218	то время	6	14
219	в художественном	5	14
220	это и	11	14
221	это только	2	14
222	прежде всего	13	14
223	что всякое	1	14
224	что на	2	14
225	в жизни	1	14
226	при таком	2	14
227	не то	2	14
228	этих двух	1	14
229	бы в	3	14
230	столь же	1	14
231	должна быть	1	14
232	это есть	5	14
233	в стихе	1	14
234	всяком случае	8	14
235	с той	5	14
236	или в	7	14
237	к которым	1	14
238	по существу	2	14
239	есть только	5	14
240	в области	2	14
241	с ним	11	14
242	факт что	1	14
243	само по	5	14
244	именно в	4	13
245	не могли	2	13
246	точка зрения	1	13
247	а с	2	13
248	отнюдь не	16	13
249	этот вопрос	3	13
250	знаем что	1	13
251	в той	8	13
252	речь идет	1	13
253	когда она	2	13
254	едва ли	8	13
255	и он	3	13
256	могло бы	3	13
257	рассказа и	1	13
258	как он	2	13
259	и другие	4	12
260	в этих	6	12
261	их в	2	12
262	не менее	24	12
263	того же	2	12
264	я не	1	12
265	в самой	4	12
266	тогда когда	1	12
267	сам по	11	12
268	тот факт	1	12
269	но если	12	12
270	и этот	3	12
271	и другое	1	12
272	и может	4	12
273	идет о	1	12
274	это в	2	12
275	конце концов	4	12
276	и очень	6	12
277	и с	11	12
278	например в	1	12
279	как только	3	12
280	что этот	1	12
281	что его	3	12
282	что не	4	12
283	художественном произведении	3	12
284	этой точки	2	12
285	и до	3	12
286	действия и	2	12
287	ничего не	4	12
288	об этом	7	12
289	что эти	1	12
290	в нашей	4	12
291	так например	1	11
292	понятно что	1	11
293	басни в	1	11
294	конечно не	3	11
295	не было	6	11
296	не будет	3	11
297	мы видели	2	11
298	утверждать что	3	11
299	была бы	2	11
300	подобно тому	3	11
301	сравнению с	3	11
302	и заключается	1	11
303	по сравнению	3	11
304	и поэтому	3	11
305	но мы	1	11
306	бы сказать	1	11
307	на этот	4	11
308	как к	1	11
309	мы могли	4	11
310	уже в	5	11
311	раз в	1	11
312	на все	1	11
313	бы мы	2	11
314	и других	1	11
315	отличие от	3	11
316	искусства с	1	11
317	исходя из	1	11
318	есть в	6	11
319	по поводу	3	11
320	его в	4	11
321	были бы	5	11
322	образом и	2	11
323	этого слова	5	11
324	думать что	1	11
325	на это	1	11
326	во всем	2	10
327	только из	1	10
328	в другом	4	10
329	смысл и	1	10
330	в тех	3	10
331	нам кажется	2	10
332	не так	8	10
333	том и	1	10
334	сами по	8	10
335	только тогда	2	10
336	данном случае	12	10
337	в их	2	10
338	что ни	1	10
339	с теми	2	10
340	от него	2	10
341	отличается от	8	10
342	в данном	14	10
343	должно быть	1	10
344	по мнению	2	10
345	тому же	1	10
346	и у	2	10
347	но как	6	10
348	совсем не	4	10
349	все те	2	10
350	и от	11	10
351	представить себе	5	10
352	мы в	6	10
353	здесь мы	5	10
354	не является	19	10
355	ее в	2	10
356	это было	4	10
357	и между	2	10
358	на нас	2	9
359	но что	3	9
360	не есть	57	9
361	вопрос о	2	9
362	образом что	1	9
363	на него	3	9
364	что даже	6	9
365	внимание на	2	9
366	и следовательно	3	9
367	в чем	5	9
368	и та	1	9
369	заставляет нас	3	9
370	мы будем	3	9
371	в него	2	9
372	с ее	5	9
373	бы не	2	9
374	на основании	2	9
375	в отличие	2	9
376	ответ на	1	9
377	в виде	20	9
378	по своему	6	9
379	на его	1	9
380	и по	3	9
381	в самых	3	9
382	оказывается что	2	9
383	тем самым	9	9
384	и ее	7	9
385	которые не	1	9
386	о чем	4	9
387	точно так	5	9
388	но все	5	9
389	можно сказать	10	9
390	то как	1	9
391	во внимание	2	9
392	и именно	2	9
393	мы говорили	3	9
394	ту же	1	9
395	если же	4	9
396	которое мы	5	9
397	каждого из	1	9
398	оно есть	2	9
399	эту басню	1	9
400	именно это	1	9
401	и наконец	2	9
402	не к	2	9
403	формы в	1	8
404	это значит	12	8
405	из двух	1	8
406	со всей	1	8
407	для выражения	1	8
408	себе и	4	8
409	то чтобы	2	8
410	на сцене	2	8
411	жизни с	1	8
412	будто бы	7	8
413	одно и	4	8
414	и тот	2	8
415	имеет дело	1	8
416	ни на	5	8
417	что же	9	8
418	он в	3	8
419	тем же	2	8
420	такое же	1	8
421	о нем	2	8
422	произведения искусства	2	8
423	мы совершенно	1	8
424	смысле этого	1	8
425	в такой	1	8
426	бы совершенно	1	8
427	как все	1	8
428	и вообще	20	8
429	басня может	1	8
430	и эта	1	8
431	которой мы	1	8
432	из всех	1	8
433	представление о	1	8
434	в собственном	1	8
435	меньше всего	2	8
436	больше чем	1	8
437	точно и	1	8
438	и значение	3	8
439	большей частью	1	8
440	гораздо более	6	8
441	по преимуществу	1	8
442	из того	3	8
443	уже давно	3	8
444	чтобы понять	1	8
445	именно потому	3	8
446	кажется что	2	8
447	содержания и	3	8
448	этом смысле	5	8
449	в нее	2	8
450	здесь совершенно	1	8
451	во время	3	8
452	к нему	3	8
453	в процессе	2	8
454	из области	1	8
455	и более	6	8
456	относится к	4	8
457	том как	4	8
458	и во	5	8
459	он может	2	8
460	бы и	7	8
461	жизнь и	3	8
462	которую мы	1	8
463	эти два	2	8
464	стороны и	3	8
465	только то	4	8
466	что поэт	1	8
467	еще раз	2	7
468	что всякая	2	7
469	мысли и	1	7
470	не как	1	7
471	и там	2	7
472	сам собой	1	7
473	к самому	3	7
474	от этого	1	7
475	во все	3	7
476	или вернее	1	7
477	бы если	1	7
478	и те	1	7
479	она есть	2	7
480	чем это	1	7
481	на том	3	7
482	она в	2	7
483	только при	10	7
484	связи с	10	7
485	в каждом	1	7
486	что такое	4	7
487	что только	1	7
488	для чего	3	7
489	и при	2	7
490	и дает	1	7
491	себе не	2	7
492	со всеми	1	7
493	есть нечто	22	7
494	они не	1	7
495	который он	1	7
496	не существует	6	7
497	того или	8	7
498	но при	1	7
499	это можно	2	7
500	же в	6	7
501	все что	1	7
502	для всех	3	7
503	к этой	2	7
504	нас в	5	7
505	нашего исследования	2	7
506	как они	4	7
507	если он	1	7
508	когда в	4	7
509	которые мы	5	7
510	в глаза	1	7
511	в нашем	13	7
512	от себя	2	7
513	о ней	3	7
514	от этой	1	7
515	и заставляет	1	7
516	время в	1	7
517	в качестве	10	7
518	и эти	1	7
519	лежит в	1	7
520	однако мы	2	7
521	какой мере	1	7
522	бы его	2	7
523	и почему	1	7
524	с которым	1	7
525	же мы	1	7
526	а как	2	7
527	которого мы	2	7
528	за ним	2	7
529	если это	1	7
530	и действительно	2	7
531	себя и	1	7
532	признать что	1	7
533	это то	3	7
534	времени и	4	7
535	что здесь	5	7
536	различие между	1	7
537	здесь в	3	7
538	дело в	6	7
539	на тему	1	7
540	для нашей	1	7
541	есть как	1	7
542	слова в	1	7
543	таком понимании	2	6
544	смысл этого	1	6
545	даже в	2	6
546	более или	2	6
547	к другу	1	6
548	все дело	2	6
549	басню в	1	6
550	только как	3	6
551	что вся	2	6
552	вносит в	1	6
553	после этого	1	6
554	рядом с	1	6
555	того и	2	6
556	в сторону	1	6
557	произведению искусства	1	6
558	из него	2	6
559	почти всегда	4	6
560	что есть	1	6
561	образом в	2	6
562	всех этих	6	6
563	одного и	1	6
564	друг к	1	6
565	смысле слова	19	6
566	в отношении	4	6
567	оно не	1	6
568	к его	1	6
569	никто не	5	6
570	да и	9	6
571	для нее	2	6
572	каждой из	2	6
573	и вся	2	6
574	только с	5	6
575	в эстетике	2	6
576	находятся в	5	6
577	ее на	2	6
578	нуждается в	1	6
579	то мы	3	6
580	на нее	1	6
581	сама по	11	6
582	один и	2	6
583	и без	9	6
584	не все	1	6
585	и другого	1	6
586	и ни	5	6
587	к ней	2	6
588	мы сейчас	4	6
589	слова и	3	6
590	больше того	1	6
591	еще более	3	6
592	остановиться на	1	6
593	нами в	2	6
594	и которые	1	6
595	у пушкина	9	6
596	из нее	1	6
597	почти все	1	6
598	гораздо больше	2	6
599	имеет в	2	6
600	говорить о	7	6
601	не что	6	6
602	или менее	2	6
603	есть по	1	6
604	что иное	6	6
605	она как	1	6
606	второй план	1	6
607	тем не	23	6
608	что под	2	6
609	евгении онегине	1	6
610	что за	1	6
611	а только	9	6
612	не дает	1	6
613	за пределы	6	6
614	уже не	12	6
615	о его	3	6
616	значит что	13	6
