N	4gram	Losev_Prob	Komedia
1	в то же время	1	16
2	в то время как	4	9
3	бы то ни было	2	7
4	не говоря уже о	2	6
5	в том что он	2	4
6	ни в чем не	2	3
7	в том числе и	1	3
8	iii в н э	2	3
9	состоит в том что	1	2
10	с этой точки зрения	2	2
11	в трагедии и в	1	2
12	v в н э	5	2
13	в самой общей форме	1	2
14	в том что в	1	2
15	ни малейшего намека на	1	2
16	в середине iv в	1	2
17	между небом и землей	1	2
18	в до н э	2	2
19	и до сих пор	1	1
20	с самого начала не	1	1
21	не что иное как	3	1
22	ни в коем случае	3	1
23	же мере в какой	1	1
24	который в свою очередь	1	1
25	вопрос о том как	1	1
26	в каждом из нас	1	1
27	по отношению к людям	1	1
28	и о том что	2	1
29	насколько можно судить по	1	1
30	ii в н э	2	1
31	в том что его	1	1
32	то по крайней мере	1	1
33	о том что он	1	1
34	может быть даже и	1	1
35	несмотря на всю ее	1	1
36	в связи с этим	1	1
37	таким же образом как	1	1
38	ни у кого не	1	1
39	тем не менее в	2	1
40	только в том что	1	1
41	iv вв до н	1	1
42	то время как в	1	1
43	не имеет ничего общего	2	1
44	только в связи с	1	1
45	под тем же названием	1	1
46	несмотря на то что	1	1
47	у того же автора	2	1
48	с одной стороны он	1	1
49	и в том числе	1	1
50	в начале нашего века	1	1
51	и в конце концов	1	1
52	имеет ничего общего с	1	1
53	на чем свет стоит	1	1
54	не приходит в голову	1	1
55	сын от этого брака	1	1
56	с другой стороны он	1	1
57	вв до н э	2	1
58	а может быть даже	1	1
59	вместе с тем он	1	1
60	мы имеем дело с	1	1
