N	3gram	Bakhtin_Pr	Dialekti
1	с точки зрения	13	46
2	сама по себе	2	26
3	по крайней мере	2	26
4	в том что	6	25
5	не может быть	8	18
6	не что иное	1	18
7	что иное как	1	18
8	тем не менее	2	16
9	то же время	8	15
10	в то же	8	14
11	в таком случае	1	14
12	и то же	1	12
13	с другой стороны	3	12
14	о том что	3	12
15	одно и то	1	12
16	ровно ничего не	2	12
17	есть не что	1	11
18	на то что	2	11
19	и в этом	1	9
20	в этом смысле	5	8
21	можно сказать что	6	7
22	так или иначе	1	7
23	сами по себе	1	7
24	в связи с	1	7
25	той или иной	2	7
26	более или менее	3	6
27	в зависимости от	3	6
28	и прежде всего	5	6
29	и в то	3	6
30	то что мы	1	6
31	как и все	1	6
32	в нем есть	1	6
33	во всяком случае	1	6
34	может быть и	2	6
35	и даже не	1	5
36	по сравнению с	6	5
37	потому что она	1	5
38	в конце концов	1	5
39	в нем нет	3	5
40	к тому что	1	5
41	до сих пор	8	5
42	одной и той	1	5
43	есть прежде всего	1	5
44	и той же	1	5
45	это было бы	1	5
46	мы уже знаем	1	4
47	можем сказать что	1	4
48	так же как	1	4
49	может быть только	1	4
50	в данном случае	1	4
51	к тому же	1	4
52	как раз и	1	4
53	то же самое	1	4
54	я не могу	1	4
55	равно как и	1	4
56	и может быть	1	4
57	того и другого	2	4
58	и тем более	1	4
59	мы можем сказать	1	4
60	можно было бы	2	4
61	пространства и времени	1	4
62	в этом отношении	1	4
63	в той или	1	3
64	тех или иных	2	3
65	самом же деле	2	3
66	ничего общего не	1	3
67	это конечно не	2	3
68	не есть и	1	3
69	это вовсе не	1	3
70	мы находим в	3	3
71	на самом же	2	3
72	даже и не	3	3
73	и не может	6	3
74	в чем же	1	3
75	как и в	4	3
76	то что я	1	3
77	хотя и не	3	3
78	но в то	3	3
79	не только в	1	3
80	с самого начала	4	3
81	и есть подлинная	1	3
82	и в нем	2	3
83	что он не	1	2
84	как раз на	1	2
85	том что все	2	2
86	в каждом из	3	2
87	времени и пространства	2	2
88	в собственном смысле	3	2
89	хотя бы и	2	2
90	дело не в	1	2
91	в жизни и	1	2
92	то что есть	1	2
93	далеко не всегда	1	2
94	друг от друга	2	2
95	в этом его	1	2
96	не вызывает никаких	1	2
97	и жизни и	1	2
98	со всеми ее	1	2
99	бытия и небытия	1	2
100	друг с другом	6	2
101	в обоих случаях	1	2
102	в отношении к	2	2
103	по своему существу	1	2
104	теперь мы должны	2	2
105	ибо не только	1	2
106	и вместе с	1	2
107	но они не	1	2
108	та же самая	1	2
109	не было и	1	2
110	они вовсе не	1	2
111	так как это	1	2
112	уже знаем что	1	2
113	в них нет	1	2
114	но мы уже	1	2
115	так как он	1	2
116	мы будем говорить	1	2
117	или хотя бы	1	2
118	все же есть	1	2
119	в разной степени	1	2
120	мы видим что	1	2
121	лишь тогда когда	1	2
122	друг к другу	1	2
123	вместе с ним	1	2
124	что с точки	1	2
125	не с точки	1	2
126	так как мы	1	2
127	мы уже сказали	2	2
128	как один из	1	2
129	в себе самом	2	2
130	то стало быть	1	2
131	сказать что в	1	2
132	вызывает никаких сомнений	1	2
133	у достоевского в	2	2
134	одна из самых	1	2
135	ли это что	1	2
136	дело в том	3	2
137	и все его	1	2
138	значит ли это	1	2
139	и все в	1	2
140	и то что	1	2
141	в широком смысле	2	2
142	никогда не может	2	2
143	в нем и	1	2
144	жизни и в	1	2
145	мы имеем дело	1	2
146	потому что они	1	2
147	теперь мы можем	2	2
148	чтобы убедиться в	1	1
149	в него как	2	1
150	это вполне понятно	1	1
151	у нее нет	1	1
152	взгляд может показаться	1	1
153	то это вовсе	1	1
154	вполне понятно что	1	1
155	он как бы	1	1
156	в применении к	1	1
157	еще не знает	1	1
158	то что он	1	1
159	и во всех	3	1
160	в пределах одной	1	1
161	быть ни в	1	1
162	к одному и	2	1
163	в братьях карамазовых	4	1
164	ошибемся если скажем	1	1
165	не в этом	1	1
166	да еще и	2	1
167	все той же	1	1
168	если же они	1	1
169	ту же тему	1	1
170	могла быть только	1	1
171	об этом не	1	1
172	того как раз	1	1
173	так и от	1	1
174	может быть иной	1	1
175	включают в себя	1	1
176	и идеи в	1	1
177	и не могу	1	1
178	всем мире и	1	1
179	было и не	1	1
180	и неотделим от	1	1
181	и что об	1	1
182	не отвлеченная мысль	1	1
183	и относятся к	1	1
184	до некоторой степени	1	1
185	и во многих	2	1
186	если в нем	1	1
187	бы в некотором	1	1
188	и для всякого	1	1
189	говорит о себе	1	1
190	а не об	1	1
191	но при этом	1	1
192	то что было	1	1
193	из них в	2	1
194	то что можно	1	1
195	этом и заключается	1	1
196	он совершенно не	1	1
197	ее может быть	1	1
198	как у достоевского	3	1
199	к своему собственному	1	1
200	бы оно было	1	1
201	точки зрения своей	1	1
202	когда он является	1	1
203	пространство и время	2	1
204	не чем иным	1	1
205	самой своей природе	1	1
206	если скажем что	1	1
207	уже ничего не	2	1
208	не в самом	1	1
209	мы переходим к	1	1
210	но только в	2	1
211	и кроме того	1	1
212	как бы по	1	1
213	в этом мире	1	1
214	в душе моей	1	1
215	и не вполне	1	1
216	и понимает ее	2	1
217	нет ничего что	1	1
218	что уже на	1	1
219	в отличие от	1	1
220	если же он	1	1
221	и никогда не	1	1
222	чем иным как	1	1
223	и это последнее	1	1
224	в своей жизни	1	1
225	возникает вопрос о	1	1
226	как мы уже	5	1
227	нужно сказать что	2	1
228	которые сами по	1	1
229	не входит в	1	1
230	перед нами два	1	1
231	точки зрения истории	1	1
232	вплоть до ее	1	1
233	и в каждой	1	1
234	относится к самому	1	1
235	же время как	1	1
236	так как только	1	1
237	сущности а не	1	1
238	все его формы	1	1
239	прямо сказать что	1	1
240	да и не	1	1
241	строй и порядок	1	1
242	таким образом и	2	1
243	не то что	3	1
244	видели что для	1	1
245	убеждение в том	1	1
246	рождение и смерть	1	1
247	по самой своей	1	1
248	не могли быть	1	1
249	всего того что	1	1
250	в обычной жизни	2	1
251	наиболее типичный и	1	1
252	то что именно	1	1
253	в этих случаях	1	1
254	в одном из	1	1
255	может быть еще	1	1
256	между собою и	1	1
257	человеческой жизни и	1	1
258	но прежде всего	1	1
259	между идеей и	1	1
260	никогда не бывает	1	1
261	время как будто	1	1
262	а не в	1	1
263	как то что	1	1
264	большей или меньшей	6	1
265	но и помимо	1	1
266	но и в	2	1
267	нисколько не мешает	1	1
268	мере того как	1	1
269	да и сама	1	1
270	в него и	1	1
271	но она не	1	1
272	и тому же	2	1
273	и понимает его	1	1
274	на первом плане	1	1
275	может быть даже	2	1
276	их взаимоотношения и	1	1
277	и без всякого	1	1
278	со всеми его	1	1
279	и до сих	2	1
280	имеем в виду	3	1
281	по своей глубине	1	1
282	все более и	1	1
283	как точка зрения	1	1
284	крайней мере не	1	1
285	в свое время	4	1
286	в основе их	1	1
287	относится только к	1	1
288	друг против друга	1	1
289	а следовательно и	2	1
290	но дело в	1	1
291	о бессмертии души	1	1
292	со всеми их	1	1
293	в этом и	1	1
294	земли на луну	1	1
295	более и более	1	1
296	а между тем	2	1
297	в себя и	1	1
298	каждом из них	2	1
299	все же не	1	1
