N	3gram	Bakhtin_Fr	Problemy
1	то же время	14	26
2	в то же	14	26
3	с точки зрения	5	25
4	по отношению к	1	18
5	на самом деле	4	15
6	не может быть	4	14
7	в большинстве случаев	5	12
8	но в то	6	11
9	в конце концов	1	11
10	до сих пор	3	10
11	в самом деле	2	9
12	с другой стороны	2	9
13	с самого начала	3	9
14	в том что	8	8
15	в его целом	1	8
16	и не может	1	8
17	друг с другом	2	8
18	и в то	3	7
19	то перед нами	1	7
20	как раз и	1	7
21	как бы в	2	7
22	мы уже говорили	7	7
23	между тем как	2	6
24	в отличие от	3	6
25	как и все	5	6
26	в той или	1	5
27	бы он ни	1	5
28	он ни был	1	5
29	в зависимости от	1	5
30	по ту сторону	1	5
31	к тому же	3	5
32	той или иной	1	5
33	а не как	1	5
34	подобно тому как	2	5
35	можно было бы	2	5
36	но на самом	1	5
37	вполне понятно что	1	4
38	и не в	2	4
39	он не может	1	4
40	тем не менее	1	4
41	так и в	1	4
42	именно потому что	1	4
43	более или менее	2	4
44	и прежде всего	4	4
45	как мы сказали	2	4
46	о том что	5	4
47	как и в	1	4
48	зрения на мир	4	4
49	в этом отношении	7	4
50	хотя и не	1	4
51	уже говорили что	1	4
52	он и не	1	4
53	в сущности не	2	4
54	ни в одном	1	4
55	может быть и	1	4
56	все то что	5	3
57	никак не может	2	3
58	точку зрения на	3	3
59	можно сказать что	4	3
60	из этих трех	1	3
61	потому что она	2	3
62	и то же	1	3
63	как мы уже	6	3
64	в данном случае	4	3
65	и в других	1	3
66	они уже не	1	3
67	это вовсе не	1	3
68	там где он	1	3
69	даже там где	1	3
70	большей или меньшей	1	3
71	в эту минуту	1	3
72	и в самом	1	3
73	но и не	1	3
74	слова и мысли	1	3
75	в его творчестве	1	3
76	на этот вопрос	1	3
77	в большей или	1	3
78	все же не	1	3
79	в узком смысле	1	3
80	как мы видели	4	3
81	одно и то	1	3
82	или меньшей степени	1	3
83	в то время	3	3
84	как мы увидим	1	3
85	в самом построении	1	3
86	и до конца	1	3
87	что он не	1	2
88	в сущности в	1	2
89	рано или поздно	1	2
90	в противоречии с	1	2
91	уже не могут	1	2
92	можем сказать что	1	2
93	он не только	2	2
94	можно прямо сказать	1	2
95	или иной форме	1	2
96	в том же	1	2
97	для того чтобы	8	2
98	в свою очередь	1	2
99	дело в том	4	2
100	перед нами в	1	2
101	друг от друга	1	2
102	в приведенном отрывке	1	2
103	мы можем сказать	1	2
104	вместе с тем	2	2
105	в чем не	1	2
106	в нем не	4	2
107	на котором мы	1	2
108	то же самое	3	2
109	только то что	1	2
110	дело идет не	1	2
111	но это не	1	2
112	что дело идет	1	2
113	хотя он и	1	2
114	и только в	1	2
115	на мир и	1	2
116	и в самой	1	2
117	то что в	1	2
118	а следовательно и	1	2
119	конечно не в	1	2
120	и к тому	1	2
121	но все это	1	2
122	в значительной степени	1	2
123	но в общем	2	2
124	и та же	1	2
125	недопустимо сводить к	1	2
126	таким образом и	2	2
127	в лучшем случае	1	2
128	таким образом как	1	2
129	не только в	1	2
130	же как и	2	2
131	одна и та	1	2
132	с начала и	1	2
133	о мире и	1	2
134	что и в	2	2
135	ни в чем	1	2
136	если бы он	1	2
137	начала и до	1	2
138	так же как	4	1
139	иногда бывает трудно	1	1
140	менее всего можно	1	1
141	но благодаря этому	1	1
142	к нему не	2	1
143	не хочет принять	1	1
144	и было бы	1	1
145	одной стороны и	1	1
146	несмотря на их	1	1
147	и как бы	2	1
148	а потому и	1	1
149	это как бы	1	1
150	том что это	1	1
151	в себе в	1	1
152	огромном большинстве случаев	1	1
153	еще один отрывок	1	1
154	прямо сказать что	1	1
155	о том как	2	1
156	и почти все	1	1
157	есть еще одна	1	1
158	до известной степени	4	1
159	в каждом из	1	1
160	тем путем что	1	1
161	в том числе	6	1
162	с его верой	1	1
163	еще одна очень	1	1
164	мы здесь не	1	1
165	то что не	1	1
166	сих пор не	1	1
167	на том же	1	1
168	независимо от их	1	1
169	самом деле в	1	1
170	здесь перед нами	3	1
171	наконец и это	1	1
172	но уже и	1	1
173	в жизни а	1	1
174	в своем художественном	1	1
175	и независимо от	1	1
176	и во всех	3	1
177	здесь тот же	1	1
178	никак не мог	1	1
179	как существенный момент	1	1
180	она и не	1	1
181	при всей ее	1	1
182	и тот же	2	1
183	каждом из этих	1	1
184	потому что в	1	1
185	мы не поймем	1	1
186	в строгом смысле	1	1
187	возвращает нас к	1	1
188	но и с	1	1
189	вам скажу что	1	1
190	со всею отчетливостью	1	1
191	ряд существенных проблем	1	1
192	оно никогда не	1	1
193	все действующие лица	1	1
194	одного и того	1	1
195	то же слово	1	1
196	но здесь нам	1	1
197	конечно далеко не	2	1
198	здесь ничего не	1	1
199	как на других	1	1
200	сводить к нему	1	1
201	обязательный момент во	1	1
202	на которой он	1	1
203	мысли и слова	2	1
204	в первом случае	3	1
205	потому что он	3	1
206	для правильного понимания	1	1
207	о чем он	1	1
208	подойти к нему	1	1
209	здесь не в	3	1
210	это конечно не	4	1
211	в центре его	1	1
212	сочетается здесь с	1	1
213	вместо того чтобы	1	1
214	начинается там где	1	1
215	том числе и	3	1
216	вовсе не такой	1	1
217	в полной мере	1	1
218	и земли в	1	1
219	в нем нет	1	1
220	быть и речи	1	1
221	с миром и	1	1
222	как бы он	1	1
223	неизбежно принимает форму	1	1
224	точки зрения этого	1	1
225	они вовсе не	2	1
226	воспринимать ее как	1	1
227	мы его не	1	1
228	внешнюю и внутреннюю	1	1
229	так как его	1	1
230	эта как и	2	1
231	и того же	1	1
232	от него не	1	1
233	в своей жизни	1	1
234	нужно сказать что	4	1
235	все это уже	1	1
236	становления и роста	1	1
237	почву на которой	1	1
238	в связи с	5	1
239	в маленьком масштабе	1	1
240	его так что	1	1
241	самом же деле	4	1
242	в своей книге	1	1
243	в сущности лишь	1	1
244	для них не	1	1
245	до мельчайших деталей	2	1
246	сказать что вся	1	1
247	точки зрения на	2	1
248	как бы снова	1	1
249	но этот голос	1	1
250	сих пор еще	2	1
251	на первый взгляд	1	1
252	поставить и разрешить	1	1
253	мы видели что	2	1
254	другой стороны эта	1	1
255	такой же характер	1	1
256	лишь тогда когда	1	1
257	сливается с ним	1	1
258	здесь и там	1	1
259	между собою и	1	1
260	но он не	1	1
261	и потому она	1	1
262	одна очень существенная	1	1
263	не только для	2	1
264	она так же	1	1
265	мысль а как	1	1
266	не знаете что	1	1
267	в этом выражении	1	1
268	что он может	1	1
269	но и в	3	1
270	и в формах	1	1
271	оставаясь в пределах	1	1
272	своем художественном творчестве	1	1
273	и вот в	1	1
274	в слова и	1	1
275	художественном творчестве не	1	1
276	же время он	1	1
277	и для других	1	1
278	особой точки зрения	1	1
279	говорит он здесь	1	1
280	и в особенности	1	1
281	со всеми его	2	1
282	но там где	2	1
283	в сущности одна	1	1
284	в другом месте	3	1
285	и вообще всех	1	1
286	отражает в себе	1	1
287	на самом же	4	1
288	все это не	1	1
289	что он знает	2	1
290	между ними и	1	1
291	как мы говорили	1	1
292	как и во	2	1
293	так же необходимо	1	1
294	в индивидуальном и	1	1
295	что он должен	1	1
296	независимо от того	1	1
297	этом отношении очень	1	1
298	таким образом в	3	1
299	и воспринимать ее	1	1
300	в самой жизни	2	1
301	все те же	1	1
302	уже знакомые нам	1	1
303	в ходу и	1	1
304	на этом моменте	1	1
305	мира с его	1	1
306	и в частности	1	1
307	внутренний и внешний	1	1
308	сущности одна и	1	1
309	же время и	1	1
310	в чем же	3	1
311	содержания а не	1	1
312	вообще не знает	1	1
313	например очень часто	1	1
314	и в своей	1	1
315	падает именно на	1	1
316	один и тот	1	1
317	и так сказать	1	1
318	он все же	1	1
319	в первой части	3	1
320	его и не	1	1
321	и то что	1	1
322	он не мог	1	1
323	собою и с	1	1
324	и что в	1	1
325	он определяет как	1	1
326	и не могут	2	1
327	но кроме того	1	1
328	более глубокий и	1	1
329	их в самой	1	1
330	благодаря этому его	1	1
331	в огромном большинстве	2	1
332	может случиться и	1	1
333	в нем есть	2	1
334	и любовь к	1	1
335	его с другими	1	1
336	с одной стороны	2	1
337	все то в	1	1
338	в общем не	1	1
339	в другом случае	1	1
340	дело идет в	1	1
341	все это в	1	1
342	своего становления и	1	1
343	все они как	1	1
344	в следующей главе	1	1
345	первой части нашей	1	1
346	единую точку зрения	1	1
347	является одним из	2	1
348	это и есть	2	1
349	также и в	2	1
350	сущности лишь в	1	1
351	это прежде всего	1	1
352	кроме того она	1	1
353	в виду что	1	1
354	и последнее слово	1	1
355	конечно не случайно	1	1
356	в литературе как	1	1
357	после того как	1	1
358	ни о каком	1	1
359	потому что они	1	1
360	не могут нести	1	1
361	но как мы	1	1
362	что с ним	1	1
