N	3gram	Propp_Isto	Narrotol
1	в том что	4	18
2	в данном случае	2	17
3	не только в	2	13
4	в отличие от	1	11
5	по отношению к	2	11
6	о том что	5	9
7	не может быть	6	8
8	тем не менее	6	8
9	в соответствии с	1	8
10	то же время	1	8
11	по большей части	1	8
12	в то же	1	8
13	и тем самым	2	6
14	состоит в том	1	6
15	можно сказать что	1	6
16	с одной стороны	7	6
17	для того чтобы	3	5
18	но при этом	1	5
19	в свою очередь	1	5
20	но и в	2	5
21	на самом деле	1	5
22	подобно тому как	2	5
23	на другой день	1	4
24	во всяком случае	1	4
25	в том как	1	3
26	в самом деле	1	3
27	обращает на себя	1	3
28	друг на друга	1	3
29	до сих пор	7	3
30	иметь в виду	1	3
31	речь идет о	1	3
32	в зависимости от	1	3
33	при встрече с	1	3
34	уже говорилось выше	1	3
35	точно так же	3	3
36	в связи с	6	3
37	то же самое	1	3
38	а также и	1	3
39	внимание на то	1	3
40	на то что	3	3
41	с точки зрения	1	3
42	и то что	3	3
43	они и не	1	2
44	если бы она	1	2
45	не в том	2	2
46	и то же	2	2
47	в частности в	1	2
48	в таком случае	1	2
49	что у него	2	2
50	может быть не	1	2
51	не могло быть	1	2
52	это то что	1	2
53	и потому что	1	2
54	но и здесь	1	2
55	на том свете	2	2
56	в том смысле	2	2
57	но все же	6	2
58	здесь мы имеем	4	2
59	все же не	1	2
60	одно и то	2	2
61	так же как	10	2
62	только потому что	1	2
63	в этом месте	1	2
64	что иное как	1	2
65	еще и потому	1	2
66	но то же	1	1
67	у него есть	1	1
68	одной стороны и	1	1
69	и когда он	1	1
70	в меньшей степени	1	1
71	необходимо отличать от	1	1
72	мы уже знаем	1	1
73	до нас в	1	1
74	о том как	4	1
75	никак не может	1	1
76	том смысле что	1	1
77	не превращается в	3	1
78	что в ней	1	1
79	то что он	2	1
80	и многие другие	1	1
81	том что искусство	1	1
82	а исключительно в	1	1
83	на том что	3	1
84	по сравнению с	1	1
85	целый ряд других	2	1
86	что есть на	1	1
87	ничего не говорит	2	1
88	то или иное	1	1
89	всем свете нет	1	1
90	на него и	3	1
91	не говорит об	1	1
92	не мог говорить	1	1
93	он не может	2	1
94	в том числе	3	1
95	уже никто не	1	1
96	потому что в	1	1
97	свидетельствует о том	1	1
98	а в тех	1	1
99	сам по себе	1	1
100	что один из	1	1
101	так и в	2	1
102	в ней не	1	1
103	же в своих	1	1
104	друг с другом	2	1
105	в особенности в	2	1
106	он живет в	2	1
107	с этой стороны	1	1
108	и не по	1	1
109	а тот кто	1	1
110	по аналогии с	1	1
111	само по себе	1	1
112	один из этих	1	1
113	потому что оно	1	1
114	и в других	1	1
115	из них не	1	1
116	которой он сам	1	1
117	так как это	1	1
118	по себе но	1	1
119	а не в	1	1
120	это своего рода	1	1
121	мере того как	3	1
122	только то что	1	1
123	с ним о	1	1
124	том числе и	2	1
125	с другой стороны	10	1
126	в этой связи	1	1
127	то что и	1	1
128	из того что	1	1
129	как мы увидим	4	1
130	а не только	1	1
131	не тот кто	1	1
132	долго не может	1	1
133	так же в	1	1
134	не мог бы	1	1
135	и потому не	1	1
136	может быть только	1	1
137	и т д	36	1
138	жизнью и смертью	1	1
139	есть не что	1	1
140	в этих случаях	7	1
141	и тем не	2	1
142	они могут быть	1	1
143	обращается к нему	1	1
144	в противоречие с	1	1
145	стороны может быть	1	1
146	этой точки зрения	2	1
147	что он уже	1	1
148	что не только	1	1
149	одна из них	1	1
150	как и в	4	1
151	их ставят на	1	1
152	как один из	1	1
153	с ним происходит	1	1
154	и тем более	1	1
155	но и тем	1	1
156	то что здесь	1	1
157	одна из наиболее	1	1
158	и целый ряд	2	1
159	или точнее выражаясь	1	1
160	прямо не говорится	1	1
161	в то время	3	1
162	на этот вопрос	2	1
163	же можно сказать	1	1
164	между жизнью и	1	1
165	и не только	1	1
166	не означает что	1	1
167	не что иное	1	1
168	и здесь мы	1	1
169	легко представить себе	1	1
170	рода может быть	1	1
171	как и все	1	1
172	тогда как на	1	1
173	как мы видели	2	1
174	у древних греков	1	1
175	мы не знаем	2	1
176	порой в качестве	1	1
177	это уже не	2	1
178	то время как	3	1
179	этой стороны может	1	1
180	у меня в	1	1
181	этого слова а	1	1
182	с самого начала	1	1
183	же как и	4	1
184	у него нет	1	1
185	и не могло	1	1
186	на этом свете	1	1
187	не только тем	1	1
188	в основе своей	1	1
189	по мере того	3	1
190	ночь а утром	1	1
191	что и в	3	1
192	в виду что	1	1
193	с этой точки	2	1
194	сменяющие друг друга	1	1
195	что с ним	1	1
196	не говорится но	1	1
197	может быть и	1	1
