N	2gram	Bakhtin_Fr	Literetu
1	а не	6	50
2	и не	25	47
3	не только	21	46
4	и в	68	44
5	может быть	10	43
6	при этом	5	41
7	но и	17	41
8	в том	12	39
9	в этом	28	38
10	своего рода	5	37
11	том что	6	32
12	такого рода	5	30
13	в частности	4	30
14	то что	11	29
15	в мире	6	28
16	в качестве	2	27
17	то же	14	26
18	в году	11	26
19	как и	17	23
20	в то	14	23
21	себя в	2	22
22	не в	2	22
23	того что	3	22
24	так и	8	22
25	не может	5	22
26	же время	13	21
27	и т.п	17	20
28	в себе	5	20
29	прежде всего	23	19
30	как бы	7	18
31	с другой	8	17
32	точки зрения	8	17
33	то есть	31	17
34	в его	21	17
35	в жизни	1	16
36	сознания в	1	16
37	в этой	15	16
38	не менее	2	15
39	только в	9	15
40	со стороны	2	15
41	тем самым	1	15
42	в целом	3	15
43	и даже	7	14
44	по отношению	3	14
45	что он	7	14
46	уже не	2	13
47	в своем	11	13
48	с одной	5	13
49	как это	1	13
50	но не	4	13
51	и его	26	13
52	в своей	11	12
53	о том	5	12
54	в данном	5	12
55	одной стороны	4	12
56	пути в	1	12
57	одним из	2	12
58	художественного мышления	1	12
59	еще не	3	12
60	отношению к	2	12
61	а также	6	12
62	в другом	3	11
63	никогда не	2	11
64	в конечном	1	11
65	причастности к	1	11
66	и сам	5	11
67	еще в	4	11
68	вместе с	4	11
69	как в	4	11
70	в основе	7	11
71	в отличие	3	11
72	с его	6	11
73	данном случае	3	11
74	это не	5	11
75	отличие от	3	11
76	а в	3	11
77	даже в	4	10
78	конечном счете	1	10
79	из них	8	10
80	в ее	5	10
81	не случайно	1	10
82	что в	14	10
83	и на	16	10
84	жизни в	1	10
85	потому что	3	10
86	этом отношении	4	10
87	жизни и	6	10
88	отнюдь не	1	10
89	в области	5	10
90	мыслится как	1	9
91	представляет собой	1	9
92	связи с	8	9
93	один из	9	9
94	что я	2	9
95	одно из	3	9
96	в начале	5	9
97	лишь в	3	9
98	же в	2	9
99	быть может	2	8
100	в своих	7	8
101	тем что	6	8
102	все же	6	8
103	исходит из	1	8
104	одна из	3	8
105	того же	4	8
106	с точки	4	8
107	как раз	8	8
108	что не	1	8
109	в конце	8	8
110	художественного творчества	1	8
111	а именно	1	8
112	слова и	3	8
113	той же	9	8
114	но в	20	8
115	уже в	4	8
116	для него	7	8
117	xix века	5	8
118	и как	5	8
119	и я	1	8
120	вплоть до	5	8
121	мира в	2	8
122	в самом	6	7
123	в одном	7	7
124	другой стороны	5	7
125	для всех	1	7
126	на свою	1	7
127	именно в	5	7
128	в художественном	3	7
129	на фоне	1	7
130	для этого	3	7
131	в противоположность	2	7
132	по преимуществу	3	7
133	не как	1	7
134	он не	11	7
135	и тем	1	7
136	и с	15	7
137	в нем	12	7
138	по своей	4	7
139	наконец в	3	7
140	до конца	10	7
141	друг друга	2	7
142	и для	6	7
143	перестает быть	2	7
144	он и	10	7
145	у нас	4	7
146	в их	6	7
147	так в	4	7
148	и других	7	7
149	это как	2	7
150	тому как	2	7
151	а затем	2	6
152	в виду	8	6
153	например в	2	6
154	культуры в	3	6
155	казалось бы	1	6
156	как на	3	6
157	и он	2	6
158	в третьем	1	6
159	у него	14	6
160	его в	7	6
161	не было	7	6
162	с жизнью	1	6
163	во всех	8	6
164	перед лицом	2	6
165	было бы	4	6
166	подобно тому	2	6
167	с ее	1	6
168	в культуре	4	6
169	то в	2	6
170	самом деле	5	6
171	как о	2	6
172	в слове	2	6
173	еще и	6	6
174	тем же	2	6
175	одного из	3	6
176	и др	9	6
177	и то	2	6
178	что ему	1	6
179	том числе	4	6
180	в ней	6	6
181	далеко не	3	6
182	при всем	1	6
183	как будто	2	6
184	право на	2	6
185	и только	1	6
186	и наконец	5	6
187	и к	4	5
188	к этой	3	5
189	тех кто	2	5
190	в связи	7	5
191	во имя	1	5
192	хотя бы	2	5
193	жизни как	2	5
194	в нашем	5	5
195	он сам	1	5
196	всего в	1	5
197	том чтобы	1	5
198	должно быть	1	5
199	несмотря на	1	5
200	ни было	1	5
201	и за	3	5
202	к жизни	2	5
203	не знает	1	5
204	одном из	2	5
205	в себя	2	5
206	права на	1	5
207	между тем	3	5
208	так что	1	5
209	все более	1	5
210	эти слова	1	5
211	во втором	1	5
212	в сущности	15	5
213	литературного произведения	1	5
214	и одновременно	3	5
215	в романе	24	5
216	в словах	1	5
217	не с	1	5
218	и если	2	5
219	автора и	1	5
220	так как	7	5
221	мы не	3	5
222	в литературе	10	5
223	что и	3	5
224	но с	1	5
225	на свете	2	5
226	как он	4	5
227	или иной	2	5
228	все еще	1	5
229	не к	2	5
230	более того	1	5
231	что было	3	4
232	которая в	1	4
233	в них	19	4
234	с тем	1	4
235	только для	6	4
236	во всяком	2	4
237	входит в	2	4
238	для того	5	4
239	не всегда	1	4
240	только на	4	4
241	за собой	1	4
242	как мы	18	4
243	под названием	1	4
244	во всей	3	4
245	к этому	6	4
246	не мог	1	4
247	бы то	1	4
248	хотя и	2	4
249	для своего	1	4
250	этой книге	1	4
251	все время	3	4
252	века в	3	4
253	себе и	1	4
254	здесь как	1	4
255	с образом	2	4
256	на этом	3	4
257	от самого	1	4
258	то ни	1	4
259	и что	2	4
260	к своему	1	4
261	и есть	5	4
262	можно сказать	2	4
263	из этого	3	4
264	на жизнь	1	4
265	о которой	1	4
266	со всеми	5	4
267	и все	16	4
268	в пределах	1	4
269	отношения к	2	4
270	по собственному	1	4
271	бы не	1	4
272	знает что	1	4
273	все они	5	4
274	нет ничего	1	4
275	ни к	1	4
276	совершенно не	1	4
277	то он	1	4
278	в свою	3	4
279	на том	2	4
280	со всей	1	4
281	каждый из	2	4
282	при котором	1	4
283	одной из	3	4
284	но это	5	4
285	таким образом	22	4
286	в формах	1	4
287	как к	1	4
288	свидетельствует о	2	4
289	и вот	4	4
290	для нас	1	4
291	этом в	1	4
292	и прежде	4	4
293	на его	4	4
294	для которого	2	4
295	в каждой	1	4
296	вовсе не	18	4
297	ко всему	2	4
298	во второй	2	4
299	такой же	3	4
300	на то	1	4
301	нуждается в	4	4
302	не надо	1	4
303	все что	4	3
304	же и	4	3
305	о чем	3	3
306	мысли и	2	3
307	же году	1	3
308	в этих	8	3
309	по себе	1	3
310	одновременно не	1	3
311	в первом	1	3
312	от всего	1	3
313	мира и	4	3
314	и того	1	3
315	со своей	1	3
316	он был	5	3
317	во многих	1	3
318	он ищет	1	3
319	превращается в	4	3
320	так же	3	3
321	свою очередь	2	3
322	и еще	3	3
323	и культуры	1	3
324	мы чувствуем	3	3
325	который в	2	3
326	с ним	3	3
327	жизни с	2	3
328	к общему	1	3
329	она и	1	3
330	после чего	1	3
331	этой же	2	3
332	что такое	1	3
333	как от	1	3
334	от языка	2	3
335	и перед	2	3
336	во главе	1	3
337	в чем	3	3
338	а для	1	3
339	той или	2	3
340	всех своих	2	3
341	но как	5	3
342	для его	1	3
343	же как	1	3
344	как сам	1	3
345	но только	2	3
346	вот в	1	3
347	в историческом	2	3
348	над ним	1	3
349	не раз	2	3
350	он в	2	3
351	что для	2	3
352	в первой	3	3
353	и от	4	3
354	те кто	1	3
355	там где	6	3
356	в особенности	6	3
357	не так	3	3
358	если в	1	3
359	во время	17	3
360	на страницах	1	3
361	был бы	1	3
362	это уже	2	3
363	из которых	1	3
364	мы в	1	3
365	в отношении	3	3
366	и вполне	2	3
367	себе не	1	3
368	не на	2	3
369	можно было	3	3
370	если бы	3	3
371	так называемый	1	3
372	где в	1	3
373	xx века	5	3
374	и т	1	3
375	они не	4	3
376	не имеет	1	3
377	да и	2	3
378	вследствие этого	2	3
379	своей жизни	3	3
380	бы и	1	3
381	и состоит	1	3
382	такую же	1	3
383	того чтобы	6	3
384	относится к	2	3
385	из его	2	3
386	тех пор	1	3
387	и уже	1	3
388	в образах	8	3
389	о своем	2	3
390	и до	14	3
391	в истории	5	3
392	к объекту	1	3
393	такие как	1	3
394	в творчестве	5	3
395	в этот	2	3
396	между людьми	1	3
397	том же	4	3
398	здесь не	5	3
399	всяком случае	2	3
400	литературе в	1	3
401	тот же	4	3
402	ничего не	4	3
403	на языке	2	3
404	ни с	1	3
405	в веках	2	3
406	о нем	3	3
407	ее в	1	3
408	части романа	1	3
409	на самом	7	3
410	сознания и	1	3
411	с их	5	3
412	все равно	1	3
413	этого не	1	3
414	на нее	1	3
415	дело в	4	3
416	в ту	8	3
417	в действительности	1	3
418	этой цели	1	3
419	все эти	16	3
420	имеется в	2	3
421	жизнью в	1	3
422	путь к	1	3
423	и потому	6	3
424	он говорит	6	3
425	также и	6	3
426	не по	1	3
427	когда он	1	3
428	стороны и	2	3
429	только то	2	3
430	числе и	3	3
431	отношение к	11	3
432	и о	5	3
433	художественного произведения	1	3
434	за счет	3	3
435	есть не	1	3
436	за их	1	3
437	в той	7	2
438	он готов	1	2
439	во всем	4	2
440	еще раз	2	2
441	в свое	1	2
442	усматривал в	1	2
443	тем как	1	2
444	время не	1	2
445	потому не	1	2
446	например с	1	2
447	представлений о	1	2
448	в результате	1	2
449	является по	1	2
450	целом как	1	2
451	для понимания	5	2
452	быть названа	1	2
453	подобного рода	1	2
454	прошлого не	1	2
455	сознанием и	1	2
456	вещей в	1	2
457	на эту	2	2
458	роль в	7	2
459	в это	2	2
460	мир и	2	2
461	в самый	1	2
462	так например	2	2
463	на первый	1	2
464	за то	2	2
465	за рамки	1	2
466	книге о	3	2
467	в котором	3	2
468	не согласиться	1	2
469	раз и	2	2
470	два момента	1	2
471	даже и	3	2
472	но даже	2	2
473	это его	1	2
474	с другим	1	2
475	о рабле	9	2
476	века это	1	2
477	этой связи	1	2
478	значительной степени	2	2
479	уже и	2	2
480	именно таков	1	2
481	еще более	5	2
482	второй половины	3	2
483	сила и	1	2
484	именно его	1	2
485	сказать что	3	2
486	для всей	2	2
487	ключ к	1	2
488	в контексте	1	2
489	и у	2	2
490	быть в	2	2
491	речь не	1	2
492	менее важным	1	2
493	году и	1	2
494	для этой	3	2
495	и духовного	1	2
496	гораздо более	1	2
497	к нему	4	2
498	на художественную	1	2
499	только не	1	2
500	что у	2	2
501	и мы	2	2
502	и столь	1	2
503	на протяжении	7	2
504	внимание на	1	2
505	принадлежности к	1	2
506	первый раз	2	2
507	за два	1	2
508	известные нам	1	2
509	и сама	2	2
510	целом но	1	2
511	с другими	1	2
512	и противоположный	1	2
513	и притом	1	2
514	но он	9	2
515	быть только	1	2
516	xviii века	6	2
517	внутреннюю свободу	1	2
518	тому что	1	2
519	в живом	1	2
520	их именно	1	2
521	человек в	1	2
522	себя как	1	2
523	и вместе	1	2
524	в ряду	1	2
525	так сказать	7	2
526	по дороге	1	2
527	людей в	1	2
528	не был	4	2
529	войне и	1	2
530	остается в	2	2
531	нем уже	1	2
532	это прежде	1	2
533	нового времени	2	2
534	чтобы он	1	2
535	обычно на	1	2
536	явления в	1	2
537	для художника	1	2
538	новых и	1	2
539	одно и	1	2
540	всех других	1	2
541	он пишет	1	2
542	на свое	1	2
543	как известно	3	2
544	где каждый	1	2
545	как человек	2	2
546	культуры и	7	2
547	в толпе	1	2
548	друг другу	1	2
549	оставляет в	1	2
550	что может	1	2
551	в общем	2	2
552	и по	4	2
553	здесь мы	3	2
554	этой системе	2	2
555	в него	1	2
556	и ее	3	2
557	мире как	1	2
558	где мы	1	2
559	к более	1	2
560	мире и	1	2
561	однако и	1	2
562	переходит в	1	2
563	к художественному	1	2
564	на почве	1	2
565	своего времени	5	2
566	и который	1	2
567	тогда когда	1	2
568	оно было	1	2
569	и при	2	2
570	что они	3	2
571	человек с	1	2
572	никак не	3	2
573	есть и	4	2
574	самой жизни	2	2
575	что сам	1	2
576	основная задача	1	2
577	для них	1	2
578	к смерти	1	2
579	все то	2	2
580	с этого	1	2
581	не более	1	2
582	борьба с	1	2
583	есть лишь	1	2
584	значение в	4	2
585	его лице	1	2
586	к его	1	2
587	с ними	4	2
588	свою деятельность	1	2
589	каждого из	1	2
590	который не	1	2
591	это всего	1	2
592	перед нами	4	2
593	свое время	1	2
594	полной мере	1	2
595	это и	4	2
596	он же	1	2
597	и более	2	2
598	в значительной	3	2
599	из этих	2	2
600	на основе	3	2
601	во мне	1	2
602	над собою	1	2
603	этот образ	11	2
604	для нее	1	2
605	или иных	2	2
606	и об	1	2
607	он как	1	2
608	он становится	2	2
609	в совершенно	1	2
610	им в	2	2
611	вот этот	2	2
612	но мы	1	2
613	нет и	1	2
614	начиная с	3	2
615	из первых	1	2
616	всякий раз	2	2
617	с тех	1	2
618	не видит	4	2
619	у них	1	2
620	с каким	1	2
621	которому он	1	2
622	этом случае	1	2
623	ему в	1	2
624	произведения как	1	2
625	на три	1	2
626	второй половине	1	2
627	в первый	2	2
628	над ней	1	2
629	мы имеем	2	2
630	не для	1	2
631	бы на	1	2
632	участия в	1	2
633	xix веке	3	2
634	в преодолении	1	2
635	в зеркале	1	2
636	по этому	1	2
637	раз в	4	2
638	ведь это	3	2
639	от всех	1	2
640	чем он	2	2
641	и где	1	2
642	в последнем	2	2
643	во внешнем	1	2
644	здесь даже	1	2
645	художника и	1	2
646	к труду	1	2
647	в любом	1	2
648	есть в	1	2
649	восприниматься как	1	2
650	другом месте	1	2
651	к концу	1	2
652	по словам	2	2
653	вокруг себя	1	2
654	вследствие чего	2	2
655	а он	1	2
656	руки и	4	2
657	жизнь и	2	2
658	произведения с	1	2
659	и самого	1	2
660	в полной	1	2
661	в таком	2	2
662	а как	1	2
663	культуре и	1	2
664	дело не	3	2
665	романа о	1	2
666	люди с	1	2
667	в нашей	2	2
668	как явление	1	2
669	в xix	3	2
670	из своей	1	2
671	с кем	1	2
672	даже по	1	2
673	в большинстве	3	2
674	эту тему	3	2
675	со своими	2	2
676	в понимании	2	2
677	этом и	1	2
678	слова в	3	2
679	бытия и	1	2
680	тех или	2	2
681	в эти	2	2
682	и новые	1	2
683	что на	2	2
684	еще несколько	1	1
685	к действительности	1	1
686	был и	1	1
687	несомненно что	1	1
