N	3gram	Tiupa_Hudo	Narrotol
1	в том что	8	18
2	в отличие от	7	11
3	по отношению к	10	11
4	дамы с собачкой	1	11
5	к тому же	1	9
6	о том что	1	9
7	не может быть	4	8
8	тем не менее	3	8
9	не сводится к	9	8
10	в соответствии с	1	8
11	той или иной	5	8
12	то же время	7	8
13	по большей части	2	8
14	в то же	7	8
15	и тем самым	1	6
16	состоит в том	5	6
17	в известном смысле	2	6
18	мы имеем дело	2	6
19	можно сказать что	3	6
20	во времени и	1	6
21	с одной стороны	3	6
22	для того чтобы	5	5
23	в свою очередь	2	5
24	подобно тому как	3	5
25	имеем дело с	1	5
26	начало и конец	2	4
27	в конечном счете	5	4
28	к тому что	2	4
29	в равной степени	2	4
30	войны и мира	1	4
31	заключает в себе	1	3
32	в самом деле	2	3
33	а в том	1	3
34	следует подчеркнуть что	1	3
35	иметь в виду	1	3
36	речь идет о	1	3
37	в зависимости от	1	3
38	уже говорилось выше	1	3
39	в художественных текстах	1	3
40	точно так же	1	3
41	не было и	1	3
42	по сути дела	3	3
43	в связи с	3	3
44	то же самое	1	3
45	при всей своей	1	3
46	едва ли не	1	3
47	присутствия в мире	7	3
48	того или иного	4	3
49	обратим внимание на	1	3
50	так и не	4	3
51	с точки зрения	3	3
52	я в мире	7	3
53	как раз в	1	3
54	несет в себе	3	3
55	тогда как в	1	3
56	как уже говорилось	2	3
57	войне и мире	2	2
58	в той или	2	2
59	мере в какой	1	2
60	и в жизни	1	2
61	все то что	1	2
62	и в то	2	2
63	в той мере	1	2
64	текста так и	1	2
65	следует иметь в	1	2
66	в е годы	1	2
67	из этих двух	1	2
68	в силу своей	4	2
69	собственно говоря и	1	2
70	более или менее	6	2
71	и то же	3	2
72	поименованное в тексте	1	2
73	в частности в	1	2
74	в таком случае	2	2
75	одного и того	3	2
76	в себе самом	1	2
77	той мере в	1	2
78	не могло быть	2	2
79	не только на	1	2
80	и того же	3	2
81	не входит в	1	2
82	как субъекта самоопределения	1	2
83	а с другой	2	2
84	перед нами не	1	2
85	по этой причине	1	2
86	а не все	1	2
87	раз в том	1	2
88	оказывается всего лишь	1	2
89	в рассказе душечка	1	2
90	и потому что	1	2
