N	3gram	Vygotskiy_	Komedia
1	в том что	30	29
2	к тому же	1	21
3	в то же	1	16
4	то же время	1	16
5	до сих пор	9	16
6	в самом деле	8	13
7	о том что	15	13
8	и т п	5	11
9	для того чтобы	41	11
10	в то время	4	11
11	в свою очередь	1	10
12	едва ли не	1	10
13	по отношению к	2	9
14	вместе с тем	4	9
15	с одной стороны	15	9
16	то время как	4	9
17	речь идет о	1	8
18	с другой стороны	8	8
19	и в самом	3	8
20	бы то ни	1	7
21	в конце концов	6	7
22	то ни было	1	7
23	с самого начала	5	7
24	во всяком случае	1	7
25	в отличие от	3	6
26	с точки зрения	5	6
27	до тех пор	2	6
28	после того как	1	6
29	что он не	3	5
30	о том как	1	5
31	то же самое	8	5
32	и т д	6	5
33	в ответ на	1	5
34	за то что	3	5
35	в этом отношении	3	5
36	том что он	4	5
37	и тот же	2	4
38	из действующих лиц	1	4
39	что у него	1	4
40	чуть ли не	1	4
41	именно потому что	3	4
42	в этой области	1	4
43	к тому что	8	4
44	в это время	1	4
45	не в состоянии	3	4
46	по сравнению с	4	4
47	можно было бы	4	4
48	что и в	1	4
49	до самого конца	2	3
50	то что он	5	3
51	друг от друга	2	3
52	более или менее	1	3
53	друг с другом	6	3
54	в чем не	1	3
55	в высшей степени	1	3
56	о том чтобы	1	3
57	сих пор не	1	3
58	вместе с ним	1	3
59	равно как и	2	3
60	в какой мере	1	3
61	на то что	25	3
62	один и тот	1	3
63	таким образом в	2	3
64	состоит в том	2	3
65	с первых же	1	3
66	сомневаться в том	1	3
67	то обстоятельство что	2	3
68	из того же	1	3
69	ни в чем	1	3
70	одной стороны и	1	2
71	а может быть	1	2
72	как будто бы	1	2
73	в конечном счете	2	2
74	в этом смысле	3	2
75	то что не	1	2
76	хотя бы по	1	2
77	сих пор в	1	2
78	с этой точки	3	2
79	по отношению ко	1	2
80	потому что в	4	2
81	заботится о том	1	2
82	в частности в	1	2
83	том что она	1	2
84	как мы помним	1	2
85	именно об этом	1	2
86	у него в	1	2
87	о том насколько	1	2
88	каждый из них	1	2
89	в зависимости от	7	2
90	и таким образом	3	2
91	и в то	1	2
92	том что в	2	2
93	на то чтобы	1	2
94	у него не	1	2
95	на первый план	2	2
96	в основе своей	1	2
97	и в том	2	2
98	в течение всей	1	2
99	что и на	1	2
100	но и здесь	1	2
101	этой точки зрения	3	2
102	и в тех	1	2
103	но столь же	1	2
104	и тем более	1	2
105	в трагедии и	2	2
106	в одной из	1	2
107	о чем идет	1	2
108	подобно тому как	1	2
109	ли не самым	1	2
110	так же как	3	2
111	только потому что	1	2
112	не только в	5	2
113	стало ясно что	1	2
114	только для того	1	2
115	мы имеем в	1	2
116	в этом случае	2	2
117	и в свою	1	2
118	ни в одном	1	2
119	в этой же	1	2
120	и все же	1	2
121	по его мнению	4	2
122	одна из них	2	2
123	начала до конца	1	1
124	сравнивает себя с	1	1
125	и как раз	1	1
126	благодаря тому что	1	1
127	тех пор пока	2	1
128	на этом фоне	1	1
129	точки зрения того	1	1
130	только что в	2	1
131	в своем доме	1	1
132	как раз на	1	1
133	с тем мы	1	1
134	что весь этот	1	1
135	в силу своих	1	1
136	и если в	1	1
137	бы при этом	1	1
138	каждая из них	1	1
139	и для этого	2	1
140	дают нам возможность	1	1
141	но вместе с	1	1
142	вслед за этим	1	1
143	в применении к	1	1
144	никак не может	3	1
145	иначе обстояло дело	1	1
146	том что его	1	1
147	не может быть	4	1
148	в самых общих	1	1
149	не заботится о	1	1
150	одной из этих	1	1
151	конечно в том	1	1
152	этой же сцене	1	1
153	и как она	1	1
154	несмотря на то	1	1
155	один из них	1	1
156	можно сказать что	3	1
157	имеем дело с	1	1
158	о которых мы	2	1
159	в собственном смысле	2	1
160	должно было бы	2	1
161	если бы исследователи	1	1
162	его современников и	1	1
163	том что на	2	1
164	потому что как	1	1
165	а то что	1	1
166	то есть больше	1	1
167	таким образом для	1	1
168	бы он не	1	1
169	и во всех	1	1
170	что все это	1	1
171	и все прочее	1	1
172	здесь мы видим	2	1
173	потому что она	1	1
174	является ли это	1	1
175	с такой силой	2	1
176	принадлежат к числу	1	1
177	и в остальных	1	1
178	в этой пьесе	1	1
179	к которой мы	1	1
180	того или иного	1	1
181	до конца и	2	1
182	достаточно сослаться на	1	1
183	совершенно очевидно что	2	1
184	одного и того	2	1
185	что он был	1	1
186	как это не	1	1
187	о мести и	2	1
188	может быть только	1	1
189	можем заключить что	1	1
190	сам по себе	4	1
191	можем представить себе	1	1
192	но он не	2	1
193	рассказывает о том	1	1
194	и если бы	1	1
195	в том случае	1	1
196	признать что и	1	1
197	ничего общего с	1	1
198	он нисколько не	1	1
199	а между тем	1	1
200	он не хочет	1	1
201	нечто такое что	3	1
202	смысле этого слова	1	1
203	том что именно	1	1
204	таким образом что	6	1
205	ни о чем	1	1
206	могут быть отнесены	1	1
207	что в нем	3	1
208	что нет в	1	1
209	о том в	2	1
210	вместо того чтобы	1	1
211	само по себе	3	1
212	что в комедии	1	1
213	в полной мере	1	1
214	все что угодно	1	1
215	и прежде всего	1	1
216	в данном случае	3	1
217	в своем роде	1	1
218	приходится говорить о	1	1
219	но если бы	1	1
220	мы узнаем что	1	1
221	не забудем что	1	1
222	и никогда не	1	1
223	по себе не	2	1
224	что действующие лица	1	1
225	на поле битвы	1	1
226	так же точно	8	1
227	и у него	1	1
228	совсем другой смысл	1	1
229	об этом не	1	1
230	едва ли могла	1	1
231	и того же	2	1
232	ли в этом	1	1
233	тот же прием	1	1
234	чтобы понять как	1	1
235	что это не	2	1
236	чем больше внимания	1	1
237	но в этом	1	1
238	его дочь и	1	1
239	по этому поводу	4	1
240	в своих руках	1	1
241	это может служить	1	1
242	с тем как	1	1
243	шаг вперед по	1	1
244	во всех других	1	1
245	и в его	1	1
246	и не дает	1	1
247	для нас важно	1	1
248	конце концов к	1	1
249	потому что и	1	1
250	столь же ясно	2	1
251	к ней и	1	1
252	бы они не	1	1
253	не мог бы	1	1
254	а не в	1	1
255	и в этом	2	1
256	мы имеем дело	1	1
257	по тому же	1	1
258	с двумя другими	1	1
259	того чтобы показать	1	1
260	то что у	1	1
261	из которых складывается	1	1
262	с ним не	1	1
263	мы можем теперь	1	1
264	собственном смысле слова	2	1
265	на русский язык	1	1
266	малейшего сомнения в	1	1
267	том виде как	1	1
268	если мы сравним	1	1
269	то окажется что	1	1
270	на задний план	1	1
271	что по существу	1	1
272	те и другие	1	1
273	той или иной	2	1
274	это было вызвано	1	1
275	сводится к тому	3	1
276	если бы на	1	1
277	ведет себя как	1	1
278	семейной жизни и	1	1
279	мы находим в	1	1
280	возражал против того	1	1
281	должен был бы	3	1
282	действующих лиц и	1	1
283	он должен быть	1	1
284	против его воли	1	1
285	и почему он	1	1
286	в том чтобы	6	1
287	прямо указывает что	1	1
288	по крайней мере	1	1
289	вытекает из того	1	1
290	пьесы и что	1	1
291	именно в этой	1	1
292	можно рассматривать и	1	1
293	и несмотря на	1	1
294	потому что он	3	1
295	это не так	3	1
