N	2gram	Tiupa_Vved	PoTuStor
1	может быть	25	17
2	и в	23	16
3	таким образом	6	9
4	в этом	27	9
5	прежде всего	11	9
6	мы можем	2	9
7	и только	2	9
8	совершенно не	2	8
9	точки зрения	1	8
10	и с	2	8
11	не может	14	8
12	и его	9	8
13	не только	32	7
14	сказать что	1	7
15	с его	1	7
16	и к	2	6
17	при этом	43	6
18	для него	5	6
19	самом деле	6	6
20	и это	2	6
21	что такое	23	5
22	все эти	1	5
23	в чем	2	5
24	еще не	8	5
25	как бы	8	5
26	отношение к	5	5
27	нуждается в	1	5
28	в него	2	5
29	а потому	1	4
30	все что	3	4
31	и на	5	4
32	все это	3	4
33	в его	9	4
34	так и	14	4
35	на самом	5	4
36	его в	1	4
37	и даже	3	4
38	и все	8	4
39	с ними	2	4
40	только в	9	4
41	и не	24	4
42	можно сказать	6	4
43	с самого	1	4
44	но и	31	4
45	хотя бы	2	4
46	и их	1	4
47	самого начала	1	4
48	в этой	2	4
49	как мы	5	4
50	отнюдь не	14	4
51	в нем	9	4
52	с ее	3	4
53	и ее	2	4
54	и наконец	2	4
55	но в	14	4
56	и вот	3	3
57	если б	1	3
58	к себе	2	3
59	в том	21	3
60	те же	2	3
61	с другими	1	3
62	с их	2	3
63	между ними	1	3
64	в конечном	2	3
65	их в	3	3
66	отношения к	1	3
67	этом смысле	1	3
68	и как	2	3
69	что в	6	3
70	и она	1	3
71	том что	16	3
72	вместе с	2	3
73	на этом	1	3
74	в этих	5	3
75	мира и	5	3
76	сравнению с	1	3
77	и оно	2	3
78	во всех	2	3
79	но оно	1	3
80	во всяком	3	3
81	и потому	2	3
82	в основе	6	3
83	и притом	3	3
84	тех же	2	3
85	по сравнению	1	3
86	по крайней	1	3
87	и теперь	1	3
88	как это	2	3
89	только на	2	3
90	в одном	5	3
91	даже не	1	3
92	а в	15	3
93	то что	9	3
94	и др	2	3
95	могут быть	5	3
96	и есть	2	3
97	жизни и	8	3
98	в области	5	3
99	всяком случае	3	3
100	во время	3	3
101	крайней мере	1	3
102	едва ли	4	3
103	в самом	6	2
104	мы видим	1	2
105	рождение и	1	2
106	и этот	1	2
107	это делает	1	2
108	и мы	1	2
109	к другим	1	2
110	на протяжении	2	2
111	они не	3	2
112	т.е в	1	2
113	возникает в	2	2
114	мы не	6	2
115	по всему	1	2
116	что это	2	2
117	нашего времени	2	2
118	аналогии с	2	2
119	для нас	4	2
120	и через	2	2
121	но как	1	2
122	что и	6	2
123	сводится к	6	2
124	у него	8	2
125	не на	3	2
126	не могут	1	2
127	со всеми	1	2
128	в них	4	2
129	а на	4	2
130	поэтому и	1	2
131	все то	1	2
132	не знает	2	2
133	всех его	2	2
134	так называемый	1	2
135	по аналогии	4	2
136	что не	2	2
137	конечном счете	2	2
138	вообще не	1	2
139	в жизни	7	2
140	можно назвать	2	2
141	как и	21	2
142	что он	2	2
143	есть в	2	2
144	же как	1	2
145	похожим на	1	2
146	не есть	2	2
147	в своей	10	2
148	и так	1	2
149	как с	1	2
150	по своему	3	2
151	себя и	1	2
152	в итоге	4	2
153	не менее	4	2
154	на границе	1	2
155	путь к	1	2
156	на первый	3	2
157	и вообще	1	2
158	при всей	3	2
159	к этому	3	2
160	оно не	2	2
161	не существует	3	2
162	в детской	3	2
163	между собой	2	2
164	что мы	2	2
165	в историю	2	2
166	все остальные	1	2
167	из этих	5	2
168	на друга	2	2
169	на основе	2	2
170	совсем не	1	2
171	в этот	3	2
172	он не	6	2
173	он ищет	1	2
174	и т.п	14	2
175	кажется что	1	2
176	с помощью	1	2
177	в частности	19	2
178	оно и	1	2
179	для меня	1	2
180	не существовало	1	2
181	но зато	1	2
182	и вся	3	2
183	говорить о	5	2
184	в науке	1	2
185	в начале	3	2
186	в мир	1	2
187	но отнюдь	1	2
188	в пределах	3	2
189	так же	2	2
190	друг на	2	2
191	было бы	4	2
192	что можно	1	2
193	к ним	4	2
194	и о	4	2
195	своей жизни	3	2
196	если мы	1	2
197	с нею	1	2
198	что на	4	2
199	о том	7	2
200	в голову	2	2
201	во всей	1	2
202	момент в	1	2
203	на ранних	1	2
204	один из	3	2
205	и по	3	2
206	с ним	3	2
207	нет никаких	1	2
208	но это	4	2
209	и для	8	2
210	для этого	2	2
211	того же	1	2
212	то же	8	2
213	не можем	2	2
214	никогда не	6	2
215	с привлечением	1	1
216	как кажется	1	1
217	желания в	3	1
218	жизни но	1	1
219	к сожалению	1	1
220	мир не	1	1
221	во всем	1	1
222	об их	1	1
223	мире и	1	1
224	на почве	1	1
225	от нее	1	1
226	что они	2	1
227	одних и	1	1
228	в любви	1	1
229	служит в	1	1
230	признать метод	1	1
231	и то	1	1
232	в другой	1	1
233	и вместо	1	1
234	даже чисто	1	1
235	в единую	1	1
236	образом и	1	1
237	но никогда	1	1
238	в более	1	1
239	в центре	4	1
240	которая была	1	1
241	мышления в	1	1
242	и здесь	2	1
243	та же	1	1
244	и культурно	1	1
245	дальнейшей жизни	1	1
246	мы и	2	1
247	серьезные основания	1	1
248	к их	1	1
249	мир в	1	1
250	к искажению	1	1
251	данном случае	15	1
252	различие между	1	1
253	только что	1	1
254	на вопрос	1	1
255	не слишком	1	1
256	сознания с	1	1
257	которая в	3	1
258	который всегда	1	1
259	и того	3	1
260	него уже	1	1
261	с одной	9	1
262	все люди	1	1
263	уже в	2	1
264	наших глазах	1	1
265	внимание на	4	1
266	мог бы	2	1
267	и матери	1	1
268	личной жизни	2	1
269	без исключения	2	1
270	дело с	4	1
271	одна и	1	1
272	мы имеем	8	1
273	еще более	2	1
274	это и	1	1
275	несмотря на	2	1
276	но именно	3	1
277	посвящена настоящая	1	1
278	это часто	1	1
279	всего одно	1	1
280	о характерах	1	1
281	герой нашего	1	1
282	хотя и	10	1
283	в разных	2	1
284	смысл и	1	1
285	этом отношении	7	1
286	с тем	1	1
287	имеем дело	5	1
288	в сущности	3	1
289	только не	1	1
290	как раз	5	1
291	говорит о	1	1
292	о нем	1	1
293	матери а	1	1
294	день и	2	1
295	историю не	1	1
296	в качестве	18	1
297	в году	2	1
298	интерес к	1	1
299	потому не	2	1
300	у нас	4	1
301	для них	3	1
302	в виду	3	1
303	это именно	1	1
304	в движение	1	1
305	подобно тому	3	1
306	состояние как	1	1
307	смысла в	1	1
308	можно было	2	1
309	власти и	1	1
310	действия но	2	1
311	сон в	1	1
312	сознания ни	2	1
313	связанная с	1	1
314	его остается	1	1
315	связь с	1	1
316	в своих	5	1
317	является и	1	1
318	связи с	2	1
319	в угол	1	1
320	нам в	1	1
321	на этот	2	1
322	если бы	10	1
323	столь же	3	1
324	оказывается в	3	1
325	сознания на	1	1
326	а во-вторых	1	1
327	пути и	1	1
328	не говорит	1	1
329	и сам	2	1
330	от своего	2	1
331	с ней	1	1
332	и можно	1	1
333	жизнь в	1	1
334	в сознании	5	1
335	это мы	1	1
336	дело в	1	1
337	он может	1	1
338	но не	9	1
339	быть только	2	1
340	как его	2	1
341	в эпоху	1	1
342	из того	1	1
343	а то	2	1
344	времени и	7	1
345	в конце	3	1
346	отступиться от	1	1
347	случае не	1	1
348	в корне	1	1
349	бы оно	1	1
350	в связи	1	1
351	зависит от	3	1
352	как видим	1	1
353	не подлежит	2	1
354	по смыслу	1	1
355	самое и	1	1
356	индивида и	1	1
357	в мире	9	1
358	все же	10	1
359	повторяющееся в	1	1
360	они служат	1	1
361	при таком	2	1
362	жизни в	5	1
363	том смысле	1	1
364	вечер на	1	1
365	не что	1	1
366	и социально	1	1
367	и искусно	1	1
368	в следующем	1	1
369	приводит к	2	1
370	не имеет	3	1
371	и со	1	1
372	и могут	1	1
373	смерть в	1	1
374	делает ее	1	1
375	его жизни	1	1
376	он является	2	1
377	зависимости от	1	1
378	до поры	1	1
379	роль в	2	1
380	со стороны	15	1
381	на его	2	1
382	человеческое сознание	1	1
383	но если	1	1
384	полагает что	1	1
385	вовсе не	1	1
386	уже не	7	1
387	к тому	9	1
388	ее только	1	1
389	не входит	2	1
390	жизни является	1	1
391	связано с	3	1
392	а для	2	1
393	той или	5	1
394	однако не	2	1
395	первый взгляд	3	1
396	этот мотив	1	1
397	сам же	1	1
398	нет ничего	2	1
399	не давая	1	1
400	и тех	1	1
401	предположить что	1	1
402	его и	1	1
403	искать в	1	1
404	человека в	2	1
405	опираясь на	1	1
406	он был	1	1
407	на сторону	1	1
408	для его	1	1
409	а с	4	1
410	в данном	22	1
