N	2gram	Trubetskoy	VeschiIm
1	не есть	3	79
2	и не	19	57
3	не только	9	48
4	то что	13	48
5	не может	22	46
6	и в	14	45
7	это –	1	40
8	и есть	2	40
9	и т	3	39
10	может быть	9	39
11	а не	2	37
12	потому что	5	25
13	не просто	2	24
14	было бы	5	24
15	только в	5	23
16	по себе	2	23
17	в себе	9	23
18	и что	2	22
19	как бы	4	20
20	что такое	2	20
21	что это	3	19
22	что же	4	19
23	с нею	3	19
24	но и	10	19
25	в этом	17	18
26	все же	4	18
27	есть только	1	18
28	так как	4	17
29	прежде всего	8	17
30	и это	1	17
31	есть не	1	17
32	таким образом	11	16
33	оно есть	1	16
34	того что	3	16
35	как и	4	15
36	уже не	2	15
37	в том	17	15
38	в ней	2	15
39	но это	2	14
40	и то	4	14
41	сущности и	1	14
42	не в	4	14
43	в самом	3	13
44	не будет	7	13
45	том что	9	13
46	есть и	2	13
47	и для	6	13
48	это и	1	13
49	в себя	1	13
50	то ни	4	13
51	что в	4	12
52	и с	7	12
53	бы то	4	12
54	то же	11	12
55	и даже	2	12
56	есть то	1	12
57	о том	7	12
58	еще не	3	12
59	если мы	1	12
60	точки зрения	11	12
61	но если	3	12
62	что они	3	12
63	ни было	1	12
64	совершенно не	2	12
65	что и	3	12
66	и как	3	12
67	иное как	1	12
68	и их	1	11
69	не менее	1	11
70	себя в	4	11
71	еще и	1	11
72	тем не	1	11
73	ни в	2	11
74	что не	1	11
75	вовсе не	1	11
76	– не	2	11
77	также и	1	11
78	в то	10	11
79	и только	5	11
80	по крайней	1	10
81	крайней мере	1	10
82	что оно	3	10
83	ясно что	2	10
84	с ее	1	10
85	с ним	2	9
86	в результате	2	9
87	со стороны	4	9
88	то и	1	9
89	хотя бы	5	9
90	нисколько не	2	9
91	говорить о	3	9
92	в своем	6	9
93	должно быть	3	9
94	это не	1	9
95	бы в	1	9
96	ли это	4	9
97	она не	2	9
98	так что	2	9
99	но не	4	9
100	на то	5	9
101	должна быть	2	8
102	это есть	2	8
103	если бы	6	8
104	с тем	6	8
105	что он	6	8
106	себя и	5	8
107	отличается от	2	8
108	в свете	1	8
109	по сравнению	1	8
110	но в	2	8
111	мы не	1	8
112	что значит	1	8
113	для него	6	8
114	в ее	1	8
115	все это	6	8
116	с другими	1	8
117	его в	4	8
118	указывает на	2	8
119	и потому	3	8
120	даже не	2	8
121	с другой	1	8
122	можно сказать	1	8
123	отнюдь не	7	8
124	с этой	1	7
125	в сущности	1	7
126	самом деле	7	7
127	все эти	2	7
128	тем что	3	7
129	ни на	1	7
130	и тогда	2	7
131	можно ли	3	7
132	без всякого	1	7
133	мог бы	1	7
134	никак не	1	7
135	или не	1	7
136	вообще не	1	7
137	сама по	2	7
138	и тем	2	7
139	ни от	2	7
140	от того	4	7
141	а в	5	7
142	из них	3	7
143	необходимо чтобы	1	7
144	для себя	2	6
145	в разных	1	6
146	их в	2	6
147	в своей	5	6
148	в данном	7	6
149	а если	1	6
150	как только	1	6
151	одна из	3	6
152	ее не	1	6
153	вопрос о	5	6
154	в сфере	1	6
155	от ее	1	6
156	на почве	2	6
157	для всякого	1	6
158	несмотря на	3	6
159	с точки	9	6
160	все равно	1	6
161	как же	1	6
162	дело в	1	6
163	и другое	1	6
164	в нем	5	6
165	должны быть	1	6
166	можно было	4	6
167	этот вопрос	2	6
168	как мы	1	6
169	бытия и	1	6
170	жизни и	4	6
171	тех или	1	6
172	и все	1	6
173	никогда не	5	6
174	все что	4	5
175	как это	1	5
176	один из	1	5
177	на себе	1	5
178	даже и	2	5
179	тогда когда	4	5
180	в жизни	1	5
181	ничем не	1	5
182	вместе с	4	5
183	да и	3	5
184	в свою	1	5
185	и если	7	5
186	быть не	1	5
187	те или	1	5
188	и когда	1	5
189	ее с	1	5
190	свою очередь	1	5
191	нет и	1	5
192	точка зрения	1	5
193	того же	1	5
194	только не	1	5
195	во всех	5	5
196	что у	1	5
197	и мы	1	5
198	в его	4	5
199	а это	1	5
200	в которой	1	5
201	но совершенно	2	5
202	на себя	2	5
203	то это	3	5
204	и без	1	5
205	между прочим	1	5
206	или что	1	5
207	об этом	1	5
208	должен быть	1	5
209	значило бы	2	5
210	мы должны	7	5
211	быть и	2	5
212	если же	2	5
213	на это	2	5
214	что для	3	5
215	но тогда	1	5
216	же это	1	5
217	для этого	3	5
218	от всякого	1	4
219	и от	2	4
220	переходит в	1	4
221	как понятие	1	4
222	с самим	2	4
223	о которой	1	4
224	это учение	2	4
225	говорить что	1	4
226	сводится к	3	4
227	более или	4	4
228	или другие	1	4
229	смысл ее	1	4
230	с ними	1	4
231	с этим	2	4
232	во всяком	9	4
233	его и	2	4
234	в основе	1	4
235	и более	2	4
236	в котором	2	4
237	нельзя было	1	4
238	того чтобы	8	4
239	так чтобы	3	4
240	не быть	1	4
241	только тогда	1	4
242	отношении к	2	4
243	как оно	1	4
244	же время	10	4
245	так же	2	4
246	это значило	1	4
247	точке зрения	3	4
248	она может	3	4
249	на него	1	4
250	что все	3	4
251	а следовательно	3	4
252	нею и	1	4
253	то в	3	4
254	может не	3	4
255	это будет	1	4
256	и вот	2	4
257	к себе	2	4
258	в качестве	3	4
259	так и	1	4
260	и сама	1	4
261	в их	4	4
262	в конце	3	4
263	во имя	5	4
264	что только	2	4
265	или менее	4	4
266	и у	1	4
267	о сущности	1	4
268	мы можем	2	4
269	не было	3	4
270	который мы	1	4
271	он не	5	4
272	оно и	1	4
273	в силу	2	4
274	но только	1	4
275	только то	1	4
276	по своей	1	4
277	в этой	4	4
278	к ней	1	4
279	и о	2	4
280	главным образом	3	4
281	однако это	1	3
282	на ее	1	3
283	была бы	1	3
284	случае не	1	3
285	они –	1	3
286	из которых	5	3
287	остановиться на	1	3
288	быть может	1	3
289	в своих	6	3
290	если не	2	3
291	мы ведь	1	3
292	но все	1	3
293	заключается в	1	3
294	себя как	2	3
295	этот тип	1	3
296	если он	1	3
297	отношения к	2	3
298	в собственном	1	3
299	жизни в	5	3
300	по самому	2	3
301	он есть	1	3
302	– мы	1	3
303	к тому	7	3
304	перед нами	1	3
305	понимание и	1	3
306	от этого	1	3
307	к данной	1	3
308	ни к	7	3
309	именно тем	1	3
310	не является	1	3
311	применении к	1	3
312	принципиально не	1	3
313	но даже	2	3
314	внутри себя	1	3
315	только один	1	3
316	только на	2	3
317	чтобы она	2	3
318	превращается в	1	3
319	а только	1	3
320	что ее	1	3
