N	2gram	Bakhtin_Fr	EvropaiC
1	таким образом	34	34
2	в том	13	31
3	и в	73	24
4	том что	8	20
5	все эти	24	19
6	то что	12	18
7	не может	4	18
8	может быть	5	17
9	до сих	3	15
10	все же	2	15
11	сих пор	3	15
12	точки зрения	6	14
13	в этом	21	13
14	все это	19	13
15	самом деле	4	12
16	с этим	4	12
17	между тем	2	12
18	в своем	13	12
19	по отношению	3	11
20	но и	15	11
21	культуры и	1	11
22	отношению к	3	11
23	все что	5	10
24	не только	11	10
25	так и	13	10
26	как и	19	10
27	во всех	13	10
28	из себя	1	10
29	как бы	15	10
30	что в	14	9
31	при этом	5	9
32	в результате	7	9
33	не в	12	9
34	и все	19	9
35	и не	13	9
36	потому что	9	9
37	и что	5	9
38	того же	7	9
39	в самом	9	8
40	с точки	4	8
41	чем у	1	8
42	касается до	1	8
43	более или	3	8
44	или менее	3	8
45	к тому	2	8
46	мы говорили	1	8
47	того чтобы	2	8
48	так же	11	8
49	знаем что	1	8
50	из этих	1	8
51	так как	9	7
52	того что	5	7
53	что и	6	7
54	на самом	2	7
55	что он	8	7
56	о котором	5	7
57	из этого	2	7
58	о том	13	7
59	вместе с	9	7
60	по своей	1	7
61	в этой	18	7
62	развития культуры	1	7
63	в сознании	1	7
64	в силу	1	7
65	по существу	8	7
66	для этого	2	7
67	мы можем	1	6
68	и на	12	6
69	несмотря на	3	6
70	с ним	6	6
71	только в	7	6
72	тому же	1	6
73	от друга	1	6
74	в мире	3	6
75	друг от	1	6
76	еще не	3	6
77	все они	7	6
78	и если	1	6
79	должна быть	3	6
80	так что	2	6
81	и при	1	6
82	тогда как	1	6
83	что касается	1	6
84	как на	1	6
85	начало и	1	6
86	с другой	3	6
87	в то	14	6
88	у них	3	6
89	и для	8	6
90	и к	6	5
91	как к	1	5
92	ничем не	3	5
93	между собою	3	5
94	должно быть	4	5
95	тех кто	2	5
96	в состоянии	2	5
97	в его	18	5
98	из всех	2	5
99	что это	9	5
100	другой стороны	2	5
101	у него	13	5
102	его в	3	5
103	в которой	3	5
104	но все	5	5
105	и с	17	5
106	именно в	4	5
107	и без	1	5
108	по своему	3	5
109	ступени развития	1	5
110	на все	2	5
111	не будет	1	5
112	между двумя	1	5
113	и их	5	5
114	оказывается что	3	5
115	далеко не	2	5
116	лишь в	2	5
117	бороться с	1	5
118	в себе	16	5
119	и от	10	5
120	что все	3	5
121	как будто	1	5
122	к этому	5	5
123	в целом	1	5
124	из них	6	5
125	но в	12	5
126	не так	1	4
127	и то	3	4
128	поэтому что	1	4
129	та же	7	4
130	которых мы	2	4
131	из того	1	4
132	хотя и	5	4
133	из которых	2	4
134	чем больше	1	4
135	это есть	1	4
136	в их	5	4
137	в виде	2	4
138	связи с	5	4
139	что его	2	4
140	одним из	3	4
141	в конце	9	4
142	в таком	1	4
143	с тем	2	4
144	состоит из	1	4
145	не есть	2	4
146	в народе	1	4
147	не могут	3	4
148	между собой	2	4
149	и у	7	4
150	что та	1	4
151	и сейчас	1	4
152	а с	1	4
153	что мы	2	4
154	мы уже	25	4
155	в течение	2	4
156	в дальнейшем	3	4
157	в такой	1	4
158	целый ряд	4	4
159	признать что	1	4
160	и т.д	3	4
161	прямой линии	1	4
162	отношение к	3	4
163	что для	1	4
164	том же	1	4
165	сходства с	1	4
166	и конец	1	4
167	ибо в	1	4
168	в области	3	4
169	он не	4	4
170	конце концов	5	4
171	если мы	2	4
172	всех этих	2	4
173	мы сказали	1	4
174	в одну	4	4
175	то же	16	4
176	никогда не	6	4
177	ближе к	1	3
178	во всем	5	3
179	от него	3	3
180	данном случае	1	3
181	и по	4	3
182	в начале	4	3
183	с одной	3	3
184	за ними	1	3
185	даже в	4	3
186	ни было	2	3
187	в нашем	2	3
188	в разных	2	3
189	с более	2	3
190	как у	3	3
191	для нас	2	3
192	прежде всего	18	3
193	у нас	4	3
194	одно из	2	3
195	целом ряде	1	3
196	в этих	6	3
197	различия между	1	3
198	чем в	1	3
199	что по	2	3
200	в нем	18	3
201	заключается в	1	3
202	сомнению что	1	3
203	представление о	3	3
204	очень много	1	3
205	в жизни	1	3
206	в связи	3	3
207	не подлежит	4	3
208	по одному	1	3
209	но по	3	3
210	на земле	5	3
211	настоящее время	1	3
212	в истории	3	3
213	вследствие этого	1	3
214	и это	6	3
215	ничего общего	1	3
216	что их	2	3
217	и вообще	3	3
218	тем более	1	3
219	жизнь и	3	3
220	и того	1	3
221	и потому	6	3
222	на этой	4	3
223	в данном	3	3
224	и других	3	3
225	отличие от	1	3
226	человеческого рода	2	3
227	но даже	1	3
228	в ней	10	3
229	сказали что	1	3
230	и может	2	3
231	что если	2	3
232	если же	1	3
233	с этой	4	3
234	это не	7	3
235	в тех	1	3
236	тем самым	3	3
237	и до	14	3
238	конечно не	2	3
239	уже и	1	3
240	не вполне	1	3
241	в совершенно	2	3
242	при помощи	1	3
243	к которой	1	3
244	каждый из	2	3
245	а в	10	3
246	как известно	1	3
247	было бы	5	3
248	как мы	19	3
249	сейчас же	1	3
250	что только	1	3
251	этой истории	1	3
252	мы будем	1	3
253	образом в	2	3
254	но не	1	3
255	в эти	2	3
256	таким же	4	3
257	бы в	3	3
258	в настоящее	1	3
259	одного и	2	3
260	тот же	3	3
261	и наконец	6	3
262	подлежит сомнению	1	3
263	таком же	1	2
264	все в	1	2
265	ее начало	1	2
266	с которыми	1	2
267	что за	1	2
268	что они	2	2
269	во втором	1	2
270	образом и	2	2
271	но на	1	2
272	в гораздо	1	2
273	все его	3	2
274	к другу	1	2
275	что у	3	2
276	друг к	1	2
277	что эти	1	2
278	многих других	1	2
279	смотреть на	1	2
280	них в	1	2
281	то есть	36	2
282	на том	2	2
283	он считает	1	2
284	начале этой	1	2
285	не без	1	2
286	для него	7	2
287	те же	3	2
288	а затем	1	2
289	не понимают	1	2
290	него в	2	2
291	и из	2	2
292	борьбы с	1	2
293	каждого человека	1	2
294	в виду	4	2
295	исторического развития	1	2
