N	3gram	Bakhtin_Pr	Dialekti
1	и т д	1	75
2	с точки зрения	6	46
3	в том что	3	25
4	не есть ни	1	24
5	не может быть	11	18
6	не что иное	1	18
7	что иное как	1	18
8	тем не менее	3	16
9	то же время	3	15
10	в то же	3	14
11	с другой стороны	4	12
12	есть не что	1	11
13	на то что	1	11
14	в самом деле	3	10
15	имеется в виду	1	9
16	иметь в виду	1	9
17	по себе не	1	9
18	и в этом	1	9
19	подобно тому как	1	9
20	то или иное	2	9
21	это и есть	1	9
22	внутреннего и внешнего	1	8
23	в то время	1	8
24	то время как	1	8
25	та или иная	1	8
26	в этом смысле	3	8
27	можно сказать что	2	7
28	говоря уже о	1	7
29	не в том	1	7
30	сами по себе	1	7
31	в связи с	1	7
32	той или иной	2	7
33	не говоря уже	1	7
34	и в частности	2	7
35	в коем случае	2	6
36	для того чтобы	2	6
37	ни в коем	2	6
38	и прежде всего	5	6
39	и в то	2	6
40	коем случае не	2	6
41	не нуждается в	1	6
42	с одной стороны	3	6
43	может быть и	1	6
44	на самом деле	3	5
45	по сравнению с	1	5
46	ни от чего	1	5
47	в нем нет	1	5
48	и тем не	1	5
49	к тому что	1	5
50	на первый план	2	5
51	за пределы мира	1	5
52	в том смысле	1	5
53	до сих пор	1	5
54	от чего не	1	5
55	в виду что	1	5
56	одной стороны и	1	4
57	том смысле что	1	4
58	можем сказать что	1	4
59	и т п	13	4
60	ни в чем	2	4
61	может быть только	3	4
62	не больше как	1	4
63	в данном случае	4	4
64	то же самое	2	4
65	может и не	2	4
66	равно как и	1	4
67	и может быть	1	4
68	не может и	2	4
69	не есть ли	1	4
70	мы можем сказать	2	4
71	можно было бы	3	4
72	не могут быть	2	4
73	в этом отношении	2	4
74	и как бы	1	3
75	самом же деле	1	3
76	прежде всего от	1	3
77	несмотря на то	1	3
78	лежащая в основе	1	3
79	и следовательно не	1	3
80	если бы мы	1	3
81	точки зрения самого	2	3
82	на самом же	1	3
83	бы то ни	3	3
84	и не может	2	3
85	того или иного	2	3
86	если так то	1	3
87	ни в какой	1	3
88	как и в	1	3
89	о том как	1	3
90	хотя и не	1	3
91	не было бы	1	3
92	но в то	1	3
93	не только в	2	3
94	и должно быть	1	3
95	есть таким образом	2	3
96	и в нем	3	3
97	души и тела	2	3
98	все что угодно	1	2
99	выходя за пределы	2	2
100	хотя бы и	1	2
101	за его пределы	2	2
102	не только его	1	2
103	таким образом есть	1	2
104	во что бы	1	2
105	далеко не всегда	3	2
106	в этом его	1	2
107	в нем не	1	2
108	она не может	1	2
109	и не должна	2	2
110	но если так	1	2
111	как мы это	1	2
112	в чем не	2	2
113	при этом условии	1	2
114	имеет место в	2	2
115	хотя бы только	1	2
116	не входя в	1	2
117	или хотя бы	1	2
118	в свою очередь	1	2
119	к чему не	1	2
120	не более как	1	2
121	и не в	1	2
122	к выводу что	1	2
123	что бы то	1	2
124	ничто не может	1	2
125	дело в том	1	2
126	не выходя за	3	2
127	которые могут быть	1	2
128	в лучшем случае	2	2
129	кроме того и	1	2
130	вопрос о том	1	2
131	хотя бы в	1	2
132	и в том	1	2
133	тем что оно	1	2
134	и пр в	1	2
135	никогда не может	2	2
136	ни к чему	1	2
137	к нему с	1	2
138	в нем и	1	2
139	не должна быть	1	2
