N	4gram	Losev_Dial	Psycholo
1	в то время как	2	13
2	одной и той же	1	12
3	одно и то же	8	7
4	в том что она	1	7
5	в том что он	1	7
6	не что иное как	4	6
7	все больше и больше	1	5
8	так же как и	1	5
9	все более и более	1	4
10	ни в какой мере	1	4
11	то же самое и	1	4
12	одна и та же	5	4
13	точно так же как	1	4
14	никогда не может быть	1	3
15	в то же время	7	3
16	это вовсе не значит	1	3
17	и вместе с тем	1	3
18	несмотря на то что	2	3
19	и то и другое	3	3
20	в том смысле что	3	3
21	значит ли это что	2	3
22	дело в том что	1	3
23	вовсе не значит что	1	3
24	привело к тому что	1	3
25	само по себе не	1	2
26	ни в каком случае	5	2
27	и т д мы	1	2
28	заключается только в том	1	2
29	вовсе не в том	1	2
30	что для того чтобы	1	2
31	так как она есть	2	2
32	мы все время говорим	1	2
33	т д все это	2	2
34	до сих пор не	1	2
35	беда в том что	1	2
36	сам по себе не	1	2
37	в этом отношении совершенно	1	2
38	с одной стороны и	3	2
39	сами по себе не	1	2
40	сам по себе так	1	2
41	в какой мере не	1	2
42	а на самом деле	1	2
43	же самое и в	1	2
44	и т д все	2	2
45	и тем не менее	1	2
46	можно было бы показать	1	2
47	если принять во внимание	1	2
48	и т д и	3	2
49	т д и т	3	2
50	приводит к тому что	1	2
51	не в том что	1	2
52	и в этом отношении	1	2
53	д и т д	3	2
54	есть не что иное	3	2
55	и с точки зрения	1	1
56	это было так то	1	1
57	именно в том что	1	1
58	взятые сами по себе	1	1
59	как и то что	1	1
60	с самого начала что	1	1
61	то это значит что	2	1
62	том смысле что она	1	1
63	и не должна быть	2	1
64	нельзя сомневаться в том	1	1
65	в том смысле как	1	1
66	потому что он не	1	1
67	в жизни и в	1	1
68	том что для того	1	1
69	именно он а не	1	1
70	не имеет никакого отношения	1	1
71	мы уже знаем что	2	1
72	в коем случае не	1	1
73	между тем и другим	1	1
74	сомневаться в том что	1	1
75	и можно сказать что	3	1
76	что на самом деле	1	1
77	нечего и говорить что	1	1
78	на самом деле не	1	1
79	как она дана в	1	1
80	с другой стороны в	1	1
81	друг к другу как	1	1
82	ни в коем случае	1	1
83	в связи с этим	2	1
84	что в нем есть	2	1
85	и эти два плана	1	1
86	и даже больше того	2	1
87	если бы это было	1	1
88	к одному и тому	1	1
89	свой смысл и свое	1	1
90	вопрос о том что	1	1
91	будем иметь в виду	1	1
92	принять во внимание что	1	1
93	во внимание что под	1	1
94	если иметь в виду	2	1
95	каково бы ни было	1	1
96	по одному тому что	1	1
97	ни на одну минуту	1	1
98	если бы не было	1	1
99	надо сказать что здесь	1	1
100	одному и тому же	1	1
101	не потому что они	1	1
102	не могу не привести	1	1
103	дело вовсе не в	1	1
104	бы это было так	1	1
105	это значило бы что	1	1
106	и т д с	1	1
107	но значит ли это	1	1
108	то же самое мы	1	1
109	что и то и	1	1
110	что это и есть	1	1
111	и потому для него	1	1
112	что они тоже суть	1	1
113	так как она построена	1	1
114	иначе не было бы	1	1
115	только тогда когда оно	2	1
116	я имею в виду	1	1
117	что иное как сама	1	1
118	ни в чем не	1	1
119	не может и не	2	1
120	в каком случае не	3	1
121	то это вовсе не	1	1
122	в том что именно	2	1
123	по крайней мере в	3	1
124	прав если иметь в	1	1
125	может и не должна	1	1
126	сам по себе и	1	1
127	а между тем в	1	1
128	между искусством и жизнью	1	1
129	в самом деле почему	1	1
130	дело не может ограничиться	1	1
131	по себе так как	1	1
132	угодно но только не	1	1
133	все что угодно но	1	1
134	обратим внимание на тот	1	1
135	ни на что не	3	1
136	не нуждается ни в	1	1
137	вместе с ним и	1	1
138	которые не могут быть	1	1
139	в каком случае нельзя	1	1
140	можно было бы и	1	1
141	и в этом смысле	2	1
142	что угодно но только	1	1
143	по самой природе своей	1	1
