N	2gram	Losev_Prob	VeschiIm
1	т е	1	81
2	не есть	57	79
3	и не	56	57
4	вещи есть	3	55
5	не только	33	48
6	то что	42	48
7	не может	14	46
8	и в	62	45
9	вещи и	9	40
10	и есть	9	40
11	и т	20	39
12	может быть	39	39
13	т д	20	38
14	а не	28	37
15	значит что	13	32
16	это значит	12	30
17	есть орудие	1	26
18	потому что	40	25
19	не просто	36	24
20	было бы	14	24
21	только в	33	23
22	по себе	36	23
23	что она	5	23
24	в себе	23	23
25	сказать что	24	22
26	в смысле	2	22
27	и что	9	22
28	как бы	11	20
29	что такое	4	20
30	и следовательно	3	20
31	что это	3	19
32	что же	9	19
33	с нею	2	19
34	но и	20	19
35	и ее	7	19
36	в этом	25	18
37	все же	10	18
38	есть только	5	18
39	так как	14	17
40	что мы	12	17
41	прежде всего	13	17
42	и это	11	17
43	есть не	13	17
44	таким образом	13	16
45	вещи но	1	16
46	оно есть	2	16
47	самой вещи	4	16
48	того что	10	16
49	как раз	11	16
50	от всего	3	15
51	как и	15	15
52	уже не	12	15
53	в том	35	15
54	в ней	12	15
55	но это	13	14
56	и то	17	14
57	сущности и	1	14
58	вещь есть	2	14
59	не в	21	14
60	в самом	4	13
61	не будет	3	13
62	том что	25	13
63	и больше	4	13
64	есть и	2	13
65	и для	5	13
66	а и	2	13
67	это и	11	13
68	то ни	7	13
69	что в	11	12
70	и с	11	12
71	бы то	5	12
72	то же	23	12
73	больше ничего	3	12
74	и даже	21	12
75	есть нечто	22	12
76	есть то	5	12
77	о том	14	12
78	еще не	12	12
79	есть ни	4	12
80	не что	6	12
81	если мы	24	12
82	точки зрения	14	12
83	но если	12	12
84	она есть	2	12
85	ничего не	4	12
86	что они	8	12
87	что иное	6	12
88	ни было	5	12
89	не значит	3	12
90	совершенно не	7	12
91	что и	11	12
92	смысл вещи	3	12
93	между собою	5	12
94	и как	4	12
95	смысл и	1	12
96	вещей и	2	12
97	если она	1	12
98	иное как	6	12
99	содержит в	13	11
100	не менее	24	11
101	себя в	4	11
102	д и	5	11
103	еще и	10	11
104	тем не	23	11
105	ни в	17	11
106	что не	4	11
107	вовсе не	62	11
108	также и	22	11
109	в то	18	11
110	и только	10	11
111	вещи не	1	11
112	вещи в	1	10
113	по крайней	9	10
114	в чем	5	10
115	крайней мере	9	10
116	что оно	4	10
117	сама вещь	2	10
118	ясно что	11	10
119	вещь не	2	10
120	с ее	5	10
121	с ним	11	9
122	в результате	8	9
123	бы и	7	9
124	то и	9	9
125	хотя бы	6	9
126	нисколько не	2	9
127	говорить о	7	9
128	в своем	7	9
129	ни с	5	9
130	должно быть	1	9
131	это не	10	9
132	у нас	17	9
133	есть явление	1	9
134	но что	3	9
135	бы в	3	9
136	если оно	3	9
137	она не	3	9
138	другими словами	9	9
139	так что	21	9
140	но не	6	9
141	на то	6	9
142	и его	12	9
143	должна быть	1	8
144	это есть	5	8
145	если бы	9	8
146	смысла и	1	8
