N	2gram	Vygotskiy_	Stilisti
1	и в	47	42
2	как бы	13	30
3	не только	36	28
4	прежде всего	9	22
5	и т.д	4	21
6	внутренней речи	78	18
7	то же	16	16
8	но и	19	16
9	и не	27	14
10	может быть	20	13
11	не может	23	13
12	как и	19	12
13	что мы	14	11
14	мы уже	5	11
15	точки зрения	39	11
16	ситуации и	3	10
17	в этом	47	10
18	в себе	14	10
19	и как	7	10
20	общественной жизни	1	10
21	мы должны	7	10
22	как мы	24	10
23	отнюдь не	2	10
24	мы не	10	9
25	при этом	4	9
26	все же	7	9
27	эти слова	1	9
28	то что	40	9
29	для того	24	9
30	в то	10	9
31	таким образом	38	8
32	так как	25	8
33	с тем	8	8
34	и это	2	8
35	в ней	5	8
36	тем самым	14	8
37	что же	3	8
38	с его	1	8
39	ничего не	2	8
40	и на	4	7
41	ситуация и	1	7
42	так и	8	7
43	слов и	6	7
44	мы можем	7	7
45	только в	24	7
46	в которой	16	7
47	зависимости от	6	7
48	и его	14	7
49	потому что	26	7
50	того чтобы	26	7
51	другими словами	1	7
52	и тем	10	7
53	же время	1	7
54	было бы	12	7
55	и той	5	7
56	той же	13	7
57	и от	6	7
58	в зависимости	6	7
59	а не	7	7
60	никогда не	7	7
61	во всех	9	6
62	в его	7	6
63	не в	7	6
64	в нем	6	6
65	в конце	5	6
66	в процессе	12	6
67	но ведь	1	6
68	на его	3	6
69	бы в	7	6
70	точкой зрения	1	6
71	в свою	3	6
72	жестов и	1	6
73	речи и	36	6
74	с помощью	18	6
75	если б	1	6
76	одно и	3	6
77	в форме	1	6
78	или как	1	6
79	когда мы	2	6
80	в этой	7	6
81	точку зрения	4	6
82	слова в	7	6
83	мы будем	1	6
84	или иной	2	6
85	язык в	2	6
86	в области	5	6
87	в той	7	5
88	в самом	15	5
89	связанных с	2	5
90	уже в	3	5
91	и их	7	5
92	с точки	31	5
93	те же	1	5
94	не является	4	5
95	в живом	3	5
96	все время	3	5
97	внутренняя речь	17	5
98	самом деле	6	5
99	но все	2	5
100	и с	5	5
101	но в	9	5
102	тому что	14	5
103	вместе с	19	5
104	а с	3	5
105	мы увидим	1	5
106	и следовательно	8	5
107	слова и	10	5
108	как это	7	5
109	и является	5	5
110	а в	3	5
111	же самое	12	5
112	в нашем	6	5
113	в сознании	11	5
114	и то	10	5
115	т.д и	1	5
116	независимо от	1	5
117	и наконец	4	5
118	мы видели	10	5
119	одной и	5	4
120	всего в	2	4
121	были бы	5	4
122	и к	11	4
123	мы видим	10	4
124	один из	3	4
125	слов в	1	4
126	что это	7	4
127	на него	1	4
128	мы показали	2	4
129	что такое	2	4
130	все это	5	4
131	в качестве	9	4
132	в одном	4	4
133	его в	7	4
134	слова как	5	4
135	если бы	8	4
136	и все	5	4
137	с самого	13	4
138	во внутренней	4	4
139	в слове	11	4
140	так сказать	1	4
141	к своему	1	4
142	у нас	3	4
143	в словах	1	4
144	как только	1	4
145	уже не	1	4
146	к тому	13	4
147	о том	5	4
148	и без	2	4
149	вопроса о	2	4
150	человека не	1	4
151	той или	2	4
152	самого начала	13	4
153	в каждом	3	4
154	можно сказать	9	4
155	если мы	6	4
156	и пр	1	4
157	языка и	6	4
158	внешней речи	18	4
159	не существует	1	4
160	необходимым условием	1	4
161	заключает в	2	4
162	не что	1	4
163	можно было	7	4
164	свою очередь	3	4
165	на это	1	4
166	так же	26	4
167	лишь в	3	4
168	в целом	7	4
169	в данной	1	4
170	мы называем	2	4
171	тем же	8	4
172	речь и	5	4
