N	3gram	Propp_Isto	StatiiOP
1	в том что	7	47
2	и т д	25	32
3	о том что	9	29
4	для того чтобы	1	19
5	до сих пор	4	19
6	и т п	1	19
7	с точки зрения	1	14
8	с другой стороны	17	13
9	во всяком случае	3	13
10	не может быть	5	11
11	в самом деле	1	9
12	вместе с тем	6	9
13	на то что	1	9
14	можно было бы	3	9
15	тем не менее	4	8
16	к тому что	1	8
17	не только в	9	8
18	в данном случае	7	7
19	но все же	3	7
20	в то время	4	7
21	том что он	1	7
22	так же как	4	6
23	по отношению к	3	6
24	так и в	3	6
25	том что в	2	6
26	т д но	2	6
27	вопрос о том	1	6
28	что он не	1	5
29	то время как	4	5
30	говорит о том	1	5
31	с тем что	2	5
32	но и в	4	5
33	тем что в	1	5
34	в том чтобы	2	5
35	в одной из	2	5
36	в свое время	1	5
37	то что в	4	5
38	и в области	2	5
39	после того как	4	5
40	то что он	1	4
41	дело не в	3	4
42	обращает на себя	1	4
43	так например в	1	4
44	так или иначе	2	4
45	сами по себе	1	4
46	с одной стороны	11	4
47	мне кажется что	1	4
48	в связи с	1	4
49	в другом месте	2	4
50	но это не	3	4
51	на эти вопросы	1	4
52	на вопрос о	1	4
53	и мн др	1	4
54	что и в	3	4
55	может быть это	1	3
56	ответ на вопрос	2	3
57	это не значит	1	3
58	только потому что	1	3
59	о том как	3	3
60	из этих двух	1	3
61	можно сказать что	1	3
62	совершенно так же	1	3
63	не значит что	1	3
64	более или менее	3	3
65	сказать что в	1	3
66	важно отметить что	1	3
67	а с другой	1	3
68	к тому же	1	3
69	что это не	2	3
70	но все это	1	3
71	бы то ни	1	3
72	что у него	5	3
73	а иногда и	1	3
74	и не в	1	3
75	только в том	1	3
76	т е с	1	3
77	состоит в том	1	3
78	в прямом смысле	1	3
79	во всех этих	6	3
80	в этом случае	4	3
81	всяком случае не	1	3
82	т е в	2	3
83	но в целом	1	3
84	но то что	1	2
85	у него есть	2	2
86	не потому ли	1	2
87	но вместе с	2	2
88	в том-то и	2	2
89	что мы знаем	1	2
90	в иных случаях	1	2
91	в обоих случаях	1	2
92	в зависимости от	3	2
93	совсем не в	1	2
94	если бы мы	1	2
95	и вместе с	3	2
96	точно так же	2	2
97	независимо от того	2	2
98	тем что это	1	2
99	и в других	2	2
100	то ни было	1	2
101	а не в	1	2
102	то же самое	1	2
103	с тех пор	1	2
104	ответить на вопрос	1	2
105	т д и	1	2
106	но он не	1	2
107	и др в	1	2
108	вообще не существует	1	2
109	он не только	1	2
110	это не так	1	2
111	и что он	2	2
112	и в конце	1	2
113	в которой он	1	2
114	он не может	1	2
115	не хотелось бы	1	2
116	на этот вопрос	3	2
117	данном случае в	1	2
118	как мы видели	3	2
119	мы имеем в	7	2
120	и то что	1	2
121	что в нем	1	2
122	между прочим и	2	2
123	всяком случае в	1	2
124	с того что	3	2
125	это прежде всего	1	2
126	том-то и дело	1	2
127	имеем дело с	1	2
128	но с другой	1	2
129	как и в	3	2
130	со стороны содержания	1	1
131	что у нас	1	1
132	должны были бы	1	1
133	не вытекает и	1	1
134	на кавказе в	1	1
135	к концу этого	1	1
136	но все эти	1	1
137	другой же стороны	1	1
138	и дело что	1	1
139	от них и	1	1
140	с полным правом	1	1
141	в точности соответствует	1	1
142	это тем более	1	1
143	в этом направлении	1	1
144	и те же	1	1
145	для борьбы с	1	1
146	а по своим	1	1
147	дело не только	1	1
148	пор мы не	1	1
149	в большинстве случаев	1	1
150	на том что	2	1
151	не так существенно	1	1
152	д но при	1	1
153	в ответ на	3	1
154	в самом начале	1	1
155	до наших дней	1	1
156	нельзя не отметить	1	1
157	с этой точки	3	1
158	о котором говорилось	1	1
159	как и другие	2	1
160	а в том	2	1
161	так что он	1	1
162	не представляет собой	3	1
163	он говорит у	1	1
164	видим связь этого	1	1
165	но в том-то	2	1
166	можно сказать относительно	1	1
167	есть и такие	2	1
168	совершенно очевидно что	1	1
169	а она ему	1	1
170	и некоторые другие	1	1
171	отсюда же объясняется	1	1
172	т д в	3	1
173	того что в	1	1
174	таким образом если	1	1
175	с этой стороны	4	1
176	и здесь следует	1	1
177	смысле этого слова	1	1
178	что ни в	1	1
179	другой стороны и	2	1
180	надо сказать что	2	1
181	котором говорилось выше	1	1
182	как бы он	1	1
183	по ту сторону	1	1
184	по себе не	1	1
185	не в стиле	1	1
186	не могло быть	2	1
187	в которых он	1	1
188	связанные с этим	1	1
189	то же можно	2	1
190	к отказу от	1	1
191	у нас но	1	1
192	и при помощи	1	1
193	это означало бы	1	1
194	и как он	1	1
195	том что к	1	1
196	от этого становится	1	1
197	показать что и	1	1
198	так как не	1	1
199	только то что	1	1
200	так как он	4	1
201	это значит что	2	1
202	не только у	1	1
203	для нас особенно	1	1
204	у нас и	1	1
205	все же можно	2	1
206	но так как	4	1
207	и не может	1	1
208	дело так что	1	1
209	отличается тем что	1	1
210	объяснение того что	1	1
211	же как у	2	1
212	и эти два	1	1
213	на вопрос что	1	1
214	правда это не	1	1
215	имеет право на	1	1
216	не знает что	1	1
217	прямой связи с	1	1
218	даже там где	2	1
219	и хотя это	1	1
220	то что она	1	1
221	и потому что	1	1
222	это может быть	1	1
223	примеров показывающих что	1	1
224	примеры показывают что	1	1
225	мысль о том	1	1
226	на своем пути	2	1
227	что то что	1	1
228	что должны быть	1	1
229	и может быть	1	1
230	мере того как	1	1
231	так как по	1	1
232	об этом очень	1	1
233	в этом же	1	1
234	в какой-то степени	1	1
235	они их не	1	1
236	вместе со своим	1	1
237	и в особенности	1	1
238	не совсем так	1	1
239	могла появиться в	1	1
240	то это означало	1	1
241	же можно сказать	3	1
242	этой точки зрения	3	1
243	ту или иную	1	1
244	по мере того	1	1
245	не подходит под	1	1
246	мы знаем об	1	1
247	в некоторых случаях	2	1
248	к выводу что	1	1
249	к концу жизни	1	1
250	ничего не говорится	1	1
251	он может создать	1	1
252	в этом и	2	1
253	вы говорите что	1	1
254	одна из этих	2	1
255	ни за что	1	1
