N	3gram	Bakhtin_Pr	Vvedenie
1	для того чтобы	3	22
2	в том что	10	15
3	о том что	5	13
4	не может быть	8	10
5	в этом смысле	12	10
6	тем не менее	1	9
7	до сих пор	3	7
8	мере в какой	1	6
9	в той мере	1	6
10	в самом деле	5	6
11	в то же	10	6
12	в этом случае	1	6
13	той мере в	1	6
14	то же время	10	6
15	в том чтобы	1	5
16	на этот вопрос	1	5
17	с другой стороны	3	5
18	во всяком случае	3	5
19	и в том	2	4
20	по отношению к	17	4
21	по крайней мере	3	4
22	с точки зрения	21	4
23	по сравнению с	2	4
24	само по себе	4	4
25	можно было бы	4	4
26	не только в	2	4
27	в данном случае	3	4
28	в отличие от	3	4
29	но все же	3	4
30	в этом отношении	7	4
31	и в этом	8	4
32	той или иной	3	3
33	том отношении что	1	3
34	заключается в том	2	3
35	в чем же	1	3
36	и именно в	1	3
37	и в самом	1	3
38	можно сказать что	3	3
39	дело в том	1	3
40	но в то	5	3
41	как мы видели	3	3
42	в зависимости от	5	3
43	тех или иных	1	3
44	можно говорить о	1	3
45	и то что	1	3
46	то же самое	1	3
47	сама по себе	3	3
48	что может быть	2	3
49	в том отношении	1	3
50	в известном смысле	1	3
51	в целом ряде	2	2
52	как она есть	1	2
53	ответ на вопрос	1	2
54	не может служить	1	2
55	как будто бы	1	2
56	не в том	1	2
57	но не может	1	2
58	на задний план	1	2
59	может ли быть	1	2
60	и со стороны	1	2
61	этой точки зрения	3	2
62	хотя бы и	3	2
63	что же касается	1	2
64	с этой точки	1	2
65	может быть в	1	2
66	это не только	1	2
67	и той же	1	2
68	как мы уже	2	2
69	смысле этого слова	2	2
70	в первом случае	1	2
71	в конце концов	7	2
72	потому что он	2	2
73	одной и той	1	2
74	точно так же	1	2
75	что в нем	1	2
76	всяком случае не	1	2
77	тем или иным	1	2
78	и того же	1	2
79	и не могут	1	2
80	подобно тому как	5	2
81	не могут быть	1	2
82	в другом месте	1	2
83	это однако не	1	2
84	одного и того	1	2
85	уже не только	1	2
86	может быть и	1	2
87	со стороны содержания	1	1
88	отличие от других	1	1
89	только в форме	1	1
90	так чтобы в	1	1
91	в той или	2	1
92	и в целом	2	1
93	таким образом мы	1	1
94	все то что	3	1
95	может быть назван	1	1
96	не входят в	1	1
97	себе самому и	1	1
98	здесь нет никакого	1	1
99	и могут быть	1	1
100	о котором мы	1	1
101	в одном месте	1	1
102	слова а не	1	1
103	или иной степени	2	1
104	он должен быть	1	1
105	зависимости от характера	1	1
106	прежде всего то	1	1
107	чтобы в нем	1	1
108	в том смысле	1	1
109	и тогда когда	1	1
110	исследования но в	1	1
111	не только слово	1	1
112	как он сам	2	1
113	и в дальнейшем	1	1
114	на самом деле	4	1
115	одним из них	1	1
116	которые были бы	2	1
117	и не потому	2	1
118	к своему предмету	1	1
119	отсюда следует что	1	1
120	было бы сказать	1	1
121	в своей работе	1	1
122	и не его	1	1
123	какой бы то	1	1
124	как один из	1	1
125	в каждом из	2	1
126	в том числе	1	1
127	как явление действительности	1	1
128	говорить о том	1	1
129	можно и должно	1	1
130	у него в	1	1
131	если же мы	1	1
132	более или менее	1	1
133	в лучшем случае	3	1
134	того или иного	1	1
135	отношению к нему	1	1
136	и есть то	1	1
137	каждом из них	2	1
138	не только с	1	1
139	так как не	2	1
140	нужно сказать что	2	1
141	может быть только	3	1
142	не было бы	1	1
143	именно в этой	1	1
144	потому что она	3	1
145	принять участие в	1	1
146	что входит в	2	1
147	не потому что	3	1
148	именно потому что	3	1
149	это в сущности	1	1
150	сказать что в	1	1
151	того что в	1	1
152	оправдано лишь как	1	1
153	а есть только	2	1
154	и уже совсем	1	1
155	чтобы убедиться в	1	1
156	зависимости от того	1	1
157	одним из его	1	1
158	уже в первом	2	1
159	так же как	4	1
160	целом ряде других	2	1
161	а потому и	2	1
162	имеем в виду	2	1
163	так как писал	1	1
164	как одна из	1	1
165	наблюдения и выводы	1	1
166	мы имеем в	2	1
167	не соглашаться с	1	1
168	свое выражение в	1	1
169	в них в	1	1
170	а потому что	1	1
171	и никогда не	1	1
172	по себе не	1	1
173	а в том	1	1
174	с самого начала	3	1
175	или иной идеи	1	1
176	том что он	4	1
177	в высшем смысле	2	1
178	он определяет как	1	1
179	то ни было	2	1
180	как если бы	1	1
181	так как и	1	1
182	в этой форме	2	1
183	она может быть	1	1
184	все время идет	1	1
185	прежде всего именно	1	1
186	к тому что	1	1
187	та или иная	1	1
188	сам для себя	1	1
189	только то что	2	1
190	лицом к лицу	1	1
191	притом не только	1	1
192	слова но и	1	1
193	в предисловии к	1	1
194	этом смысле как	1	1
195	бы то ни	3	1
196	точки зрения на	2	1
197	а не только	2	1
198	романа достоевского в	3	1
199	материала на котором	1	1
200	в значительной степени	1	1
201	это прежде всего	1	1
202	было до сих	1	1
203	прежде всего в	1	1
204	то что в	1	1
205	уже само по	1	1
206	и понимать все	1	1
207	так как в	1	1
208	данном случае и	1	1
209	он есть и	1	1
210	потому что они	2	1
211	но с другой	2	1
212	все зависит от	1	1
