N	3gram	Bakhtin_Fr	EvropaiE
1	с точки зрения	4	16
2	в то же	13	15
3	то же время	13	14
4	и в то	2	8
5	с одной стороны	4	8
6	в том что	2	6
7	одной стороны и	2	6
8	для того чтобы	5	5
9	той или иной	2	4
10	само по себе	1	4
11	не только в	3	4
12	то ни было	1	4
13	бы то ни	1	4
14	и в этом	1	4
15	в той или	2	3
16	в применении к	1	3
17	можно было бы	2	3
18	хотя бы и	1	3
19	во всяком случае	2	3
20	можно сказать что	2	3
21	и прежде всего	3	3
22	в этом отношении	4	3
23	так и в	1	2
24	в одном из	1	2
25	и в частности	1	2
26	по своему характеру	1	2
27	как мы видели	4	2
28	но в то	7	2
29	не может быть	2	2
30	в большинстве случаев	3	2
31	в данном случае	3	2
32	прежде всего в	1	2
33	по сравнению с	2	2
34	заключается в том	1	2
35	и со стороны	1	2
36	то что в	1	2
37	во второй половине	1	2
38	в свою очередь	2	2
39	с другой стороны	5	2
40	между прочим и	1	2
41	xviii и xix	1	2
42	мы видели что	1	1
43	например в том	1	1
44	ни для каких	1	1
45	или меньшей степени	2	1
46	этом отношении особенно	1	1
47	кроме того что	1	1
48	следует прежде всего	1	1
49	и по своей	2	1
50	что даже при	1	1
51	в одной из	1	1
52	в том случае	1	1
53	то что может	1	1
54	имеют дело с	1	1
55	и будущего в	1	1
56	дело в том	2	1
57	в эту эпоху	2	1
58	смысле этого слова	2	1
59	же время не	1	1
60	это может быть	1	1
61	бы еще более	1	1
62	большей или меньшей	3	1
63	так и по	2	1
64	в значительной мере	1	1
65	мыслится как нечто	1	1
66	их можно было	1	1
67	вместо того чтобы	1	1
68	или иной степени	1	1
69	но и в	4	1
70	том числе и	3	1
71	в полной мере	1	1
72	тех или иных	2	1
73	культуры между тем	1	1
74	то время как	1	1
75	есть то что	1	1
76	во всех этих	1	1
77	в отличие от	3	1
78	и всего мира	1	1
79	бы совершенно неправильно	1	1
80	неправильно думать что	1	1
81	как и его	1	1
82	там где в	1	1
83	и того же	1	1
84	не может дать	1	1
85	один и тот	3	1
86	и в отношении	1	1
87	усиливается тем что	1	1
88	для каждого товара	1	1
89	но также и	1	1
90	вовсе не в	2	1
91	в связи с	5	1
92	в xviii и	1	1
93	том случае если	1	1
94	в том же	3	1
95	и тот же	3	1
96	было бы совершенно	1	1
97	а также в	1	1
98	народа который не	1	1
99	и не было	2	1
100	в том числе	4	1
101	и xix веках	1	1
102	только в пределах	1	1
103	в нем и	1	1
104	связи с этим	1	1
105	как одной из	1	1
106	может дать ей	1	1
107	точки зрения этих	1	1
108	в то время	1	1
109	только тогда когда	1	1
110	более или менее	1	1
111	также и в	1	1
112	в значительной степени	2	1
113	на этот раз	1	1
114	в большей или	2	1
115	но и для	1	1
116	одного и того	1	1
117	при известных условиях	1	1
118	а также и	4	1
119	может быть и	2	1
