N	3gram	Propp_Isto	Marksizm
1	с точки зрения	1	46
2	не может быть	4	25
3	по отношению к	2	15
4	в том что	8	14
5	в связи с	5	14
6	и не может	1	12
7	до сих пор	7	11
8	с самого начала	1	10
9	в большинстве случаев	2	9
10	как если бы	1	9
11	то же самое	1	8
12	может быть и	1	8
13	смысле этого слова	3	7
14	с другой стороны	10	7
15	в свою очередь	1	7
16	на то что	4	6
17	на самом деле	1	6
18	во всяком случае	2	6
19	с одной стороны	2	6
20	в таком случае	1	5
21	к тому что	1	5
22	самом же деле	1	5
23	на самом же	1	5
24	как мы видели	7	5
25	в этом случае	8	5
26	мы уже знаем	3	4
27	в зависимости от	1	4
28	и прежде всего	1	4
29	но все же	5	4
30	о том что	3	4
31	можно сказать что	2	4
32	в узком смысле	1	4
33	и здесь мы	2	4
34	нашей точки зрения	1	4
35	не только в	3	3
36	тем не менее	6	3
37	в том числе	1	3
38	и пр но	1	3
39	друг с другом	2	3
40	мы не будем	2	3
41	но и в	2	3
42	и той же	2	3
43	связи с этим	1	3
44	на этот вопрос	1	3
45	можно было бы	2	3
46	одной и той	2	3
47	в следующей главе	1	3
48	он должен был	1	2
49	что он не	1	2
50	а в этом	1	2
51	но по мере	1	2
52	и у нас	1	2
53	друг от друга	1	2
54	так или иначе	1	2
55	и от него	1	2
56	обстоит дело с	1	2
57	мы видели что	6	2
58	друг друга в	1	2
59	ничего общего с	1	2
60	если бы это	1	2
61	здесь же в	1	2
62	в данном случае	6	2
63	и в других	3	2
64	к тому же	4	2
65	в этой форме	1	2
66	с ними в	1	2
67	не то что	1	2
68	и в том	1	2
69	мы видели как	3	2
70	с нашей точки	1	2
71	тому что в	1	2
72	сами по себе	1	2
73	как и в	2	2
74	в чем же	1	2
75	несмотря на то	1	2
76	независимо от того	2	2
77	так же как	7	2
78	в соединении с	1	2
79	же как и	3	2
80	с тем что	1	2
81	как мы увидим	2	2
82	но здесь мы	1	2
83	это и есть	2	2
84	и в большинстве	1	2
85	но и здесь	1	2
86	соответствии с этим	1	1
87	смену ему приходит	1	1
88	и столь же	1	1
89	был связан с	1	1
90	между ним и	1	1
91	случае мы узнаем	1	1
92	и даже не	1	1
93	нужно прибавить что	1	1
94	чтобы убедиться что	1	1
95	то что он	1	1
96	которой мы здесь	1	1
97	будем останавливаться на	1	1
98	они еще не	1	1
99	показывает нам что	1	1
100	это далеко не	1	1
101	на том что	1	1
102	уже знакомый нам	1	1
103	по сравнению с	2	1
104	из этих двух	1	1
105	и в другом	1	1
106	это одно из	1	1
107	имеется в виду	1	1
108	все остальные особенности	1	1
109	свою связь с	2	1
110	большинстве случаев он	1	1
111	этой связи оно	1	1
112	с этой точки	1	1
113	в жизни и	1	1
114	говорит что это	1	1
115	указывает на то	1	1
116	совершенно так же	4	1
117	между головой и	1	1
118	и по смыслу	1	1
119	еще тем что	1	1
120	но есть и	1	1
121	но они не	1	1
122	что в них	2	1
123	но в одном	1	1
124	так и с	1	1
125	свою очередь отражает	1	1
126	на смену ему	1	1
127	хотя и в	1	1
128	он ничего не	2	1
129	же в доме	1	1
130	он относится к	1	1
131	между собой и	1	1
132	что он ее	1	1
133	не будем здесь	2	1
134	другой стороны и	3	1
135	а в связи	1	1
136	в соответствии с	1	1
137	вырывает его из	1	1
138	и как мы	1	1
139	не только не	2	1
140	ту роль которую	2	1
141	но в его	1	1
142	мы увидим дальше	1	1
143	это вовсе не	1	1
144	но в этом	1	1
145	из этих примеров	1	1
146	с героем а	1	1
147	в одном случае	5	1
148	но и это	1	1
149	таким образом и	2	1
150	так же и	1	1
151	же самое что	1	1
152	в тех случаях	2	1
153	в каком это	1	1
154	не только по	1	1
155	в определенном направлении	1	1
156	сих пор не	1	1
157	но прежде всего	1	1
158	но он не	1	1
159	дать ответ на	1	1
160	вместе с тем	1	1
161	друг друга не	1	1
162	равно как и	1	1
163	связаны между собой	1	1
164	а именно к	1	1
165	не имеют ничего	1	1
166	что иное как	6	1
167	он делает это	1	1
168	как целое мы	1	1
169	с одним из	2	1
170	не совсем так	2	1
171	из которых он	1	1
172	и пр или	3	1
173	была у него	1	1
174	и пр есть	1	1
175	в другом месте	1	1
176	или же он	1	1
177	этой точки зрения	1	1
178	каждый из этих	1	1
179	и от них	1	1
180	в своей работе	1	1
181	может быть в	1	1
182	и дать ему	1	1
183	имеют ничего общего	1	1
184	мы здесь не	2	1
185	в пределах этого	1	1
186	и на нее	1	1
187	в то время	2	1
188	и с помощью	1	1
189	все же не	1	1
190	в обоих случаях	1	1
191	они и не	1	1
192	слова в системе	1	1
193	здесь не происходит	1	1
194	не что иное	6	1
195	здесь перед нами	1	1
196	узком смысле этого	1	1
197	всех этих случаях	1	1
198	не будем останавливаться	1	1
199	подобно тому как	3	1
200	языка не может	1	1
201	это не совсем	2	1
202	во всех этих	1	1
203	и вне этой	1	1
204	мы рассмотрим еще	1	1
205	но тем не	2	1
206	с переходом на	3	1
207	тех случаях когда	2	1
208	иначе обстоит дело	1	1
209	тем что он	1	1
210	так как они	1	1
211	некоторые относящиеся сюда	1	1
212	каких формах осуществляется	1	1
213	бы это был	1	1
214	в каких формах	1	1
215	между прочим и	2	1
216	относящиеся сюда случаи	1	1
217	мы уже говорили	1	1
218	то что они	1	1
219	в этом именно	2	1
220	к этому же	2	1
221	что он как	1	1
222	здесь входить в	1	1
223	после того как	3	1
224	мы не можем	1	1
225	в другом случае	3	1
226	роль которую в	1	1
