N	2gram	Voloshinov	VLabPisa
1	таким образом	6	32
2	в этом	2	29
3	не только	6	26
4	и в	13	26
5	может быть	8	23
6	и не	8	20
7	хотя бы	5	20
8	художественного творчества	1	19
9	не может	8	17
10	в процессе	5	17
11	в его	7	15
12	в том	2	15
13	этом отношении	1	14
14	все это	4	13
15	прежде всего	9	13
16	как это	1	12
17	что в	3	11
18	представляет собою	1	11
19	с другой	2	11
20	то же	4	10
21	но и	3	10
22	и др	2	10
23	для него	2	9
24	об этом	1	9
25	к этому	1	9
26	могут быть	2	8
27	другой стороны	2	8
28	только в	6	8
29	все эти	2	8
30	вместе с	1	8
31	том что	2	8
32	ни один	3	8
33	было бы	4	8
34	в своем	1	8
35	произведения и	1	7
36	в конечном	1	7
37	не было	1	7
38	по отношению	3	7
39	тому что	1	7
40	как и	3	7
41	их в	1	7
42	а не	2	7
43	то что	6	7
44	художественное произведение	2	7
45	отношению к	3	7
46	в нем	2	7
47	один из	1	6
48	произведения как	4	6
49	более или	1	6
50	все же	5	6
51	это и	1	6
52	в искусстве	3	6
53	не в	3	6
54	между тем	2	6
55	художественном творчестве	1	6
56	так и	3	6
57	художественного произведения	5	6
58	в себе	3	6
59	или менее	1	6
60	в зависимости	2	6
61	и его	12	6
62	в то	1	6
63	в их	3	5
64	в них	2	5
65	связи с	1	5
66	одним из	1	5
67	конечном счете	1	5
68	зависимости от	2	5
69	к тому	2	5
70	не является	4	5
71	он говорит	1	5
72	на основе	1	5
73	и при	2	5
74	в одном	3	5
75	в пределах	3	5
76	же время	1	5
77	как бы	6	5
78	в целом	2	5
79	сказать что	1	5
80	и есть	1	5
81	никогда не	3	5
82	в самом	2	4
83	ее в	2	4
84	только что	1	4
85	в ее	3	4
86	в этой	1	4
87	замысла и	1	4
88	что он	1	4
89	равно как	1	4
90	в виду	1	4
91	с ними	2	4
92	в своей	4	4
93	является не	1	4
94	роль в	2	4
95	с его	1	4
96	чем же	2	4
97	в связи	2	4
98	в нашей	1	4
99	и сводится	1	4
100	в сознании	4	4
101	одна из	1	4
102	по поводу	1	4
103	отнюдь не	1	4
