N	3gram	Bakhtin_Pr	Istorich
1	с другой стороны	3	46
2	мы видим что	2	30
3	до сих пор	3	30
4	в этом случае	1	29
5	так же как	4	27
6	в том что	10	25
7	не может быть	8	24
8	но все же	3	23
9	тем не менее	1	23
10	точно так же	1	22
11	о том что	5	22
12	мы имеем в	2	19
13	не только в	2	19
14	в данном случае	3	15
15	по отношению к	17	14
16	в то время	3	13
17	таким образом мы	1	13
18	то время как	2	13
19	как мы видели	3	12
20	во всех этих	1	11
21	можно было бы	4	10
22	что и в	1	10
23	друг с другом	4	9
24	более или менее	1	9
25	же как и	3	9
26	совершенно так же	2	8
27	то же самое	1	8
28	таким образом и	1	8
29	на этот вопрос	1	8
30	и то что	1	8
31	что у него	1	8
32	подобно тому как	5	8
33	в зависимости от	5	8
34	в большинстве случаев	3	7
35	смысле этого слова	2	7
36	то что в	1	7
37	во всяком случае	3	7
38	потому что он	2	7
39	на первый взгляд	1	7
40	и в других	1	6
41	но это не	3	6
42	так как в	1	6
43	этой точки зрения	3	6
44	в своей работе	1	6
45	все же не	1	6
46	с этой точки	1	6
47	мы видим и	1	6
48	то и здесь	1	6
49	но тем не	1	6
50	с самого начала	3	6
51	мы не можем	1	6
52	то что он	1	5
53	на задний план	1	5
54	между героем и	1	5
55	для того чтобы	3	5
56	в отличие от	3	5
57	в том чтобы	1	5
58	в нем и	2	5
59	в том числе	1	5
60	другой стороны и	1	5
61	в другом месте	1	5
62	так и в	1	5
63	на самом деле	4	5
64	только то что	2	4
65	с точки зрения	21	4
66	независимо от того	1	4
67	тем что он	1	4
68	оно может быть	2	4
69	он не может	2	4
70	то же что	3	4
71	по себе не	1	4
72	нам кажется что	2	4
73	сами по себе	4	4
74	ни один из	1	4
75	можно сказать что	3	4
76	это и есть	3	4
77	все то что	3	3
78	не все еще	1	3
79	как будто бы	1	3
80	как один из	1	3
81	один из них	1	3
82	что в данном	1	3
83	не только с	1	3
84	не только не	1	3
85	можно прийти к	1	3
86	к тому что	1	3
87	в одном из	3	3
88	даже там где	2	3
89	это не так	1	3
90	дело в том	1	3
91	что мы видим	1	3
92	она может быть	1	3
93	потому что у	3	3
94	мы уже говорили	2	3
95	ответ на вопрос	1	3
96	у него есть	1	3
97	по сравнению с	2	3
98	это происходит в	1	3
99	как это происходит	1	3
100	не в том	1	3
101	само по себе	4	3
102	то ни было	2	3
103	мы увидим дальше	1	3
104	бы то ни	3	3
105	говорит об этом	2	3
106	он все же	1	3
107	но он не	2	3
108	таким образом в	2	3
109	в том смысле	1	3
110	в й главе	2	3
111	что в нем	1	3
112	и не только	1	3
113	и на них	1	3
114	а может быть	2	2
115	это не значит	3	2
116	может быть назван	1	2
117	по себе но	1	2
118	по себе а	1	2
119	он как бы	2	2
120	том отношении что	1	2
121	они и не	2	2
122	в самом деле	5	2
123	быть не может	1	2
124	друг от друга	2	2
125	она не может	3	2
126	другой стороны эта	1	2
127	чтобы она не	1	2
128	сказать что в	1	2
129	ничего общего с	1	2
130	том числе и	1	2
131	а в том	1	2
132	как если бы	1	2
133	то и другое	1	2
134	что это не	1	2
135	сама по себе	3	2
136	а не только	2	2
137	и входит в	2	2
138	но даже в	1	2
139	в одном месте	1	2
140	образом мы можем	1	2
141	одним из них	1	2
142	этот вопрос не	1	2
143	в одно время	1	2
144	может быть в	1	2
145	об этом мы	1	2
146	данном случае в	1	2
147	у него нет	1	2
148	могли бы быть	1	2
149	и не могут	1	2
150	не могут быть	1	2
151	и в нем	1	2
152	может быть и	1	2
153	может быть это	1	2
154	но все эти	1	2
155	и другие авторы	1	2
156	видеть в нем	1	2
157	почти никогда не	2	2
158	уже с самого	1	2
159	все новые и	1	2
160	может быть только	3	2
161	легко заметить что	1	2
162	это конечно не	1	2
163	что они не	1	2
164	из них не	1	2
165	что он видит	1	2
166	его как бы	1	2
167	и в том	2	2
168	и не может	3	2
169	то что было	3	2
170	кроме того он	1	2
171	равно как и	1	2
172	мы видим не	1	2
173	он не только	2	2
174	с одним из	1	2
175	и не потому	2	2
176	не потому что	3	2
177	не можем здесь	1	2
178	и той же	1	2
179	за ним и	1	2
180	характерно что в	1	2
181	эти две стороны	1	2
182	хотя и не	1	2
183	но для нас	1	2
184	одной и той	1	2
185	они никогда не	2	2
186	том что он	4	2
187	у меня есть	1	2
188	по этому вопросу	1	2
189	в том отношении	1	2
190	новые и новые	1	2
191	со стороны его	1	2
192	еще одну особенность	1	1
193	а в этом	1	1
194	что она не	3	1
195	объясняется не только	1	1
196	в себя как	1	1
197	от того в	1	1
198	своего индивидуального облика	1	1
199	же это за	1	1
200	о нем думают	1	1
201	ни одной из	1	1
202	привела его к	1	1
203	а не как	4	1
204	своей книге о	1	1
205	и вне этого	1	1
206	конечно не может	1	1
207	то что обычно	1	1
208	из этих трех	1	1
209	исследования но в	1	1
210	она и не	1	1
211	у него в	1	1
212	это и делает	1	1
213	но и с	1	1
214	как мы уже	2	1
215	природы но есть	1	1
216	в ней не	1	1
217	именно в этой	1	1
218	каждый из них	1	1
219	если бы это	1	1
220	в этом не	1	1
221	на ней и	1	1
222	друг за другом	1	1
223	так как его	1	1
224	мне кажется что	1	1
225	героя кто он	1	1
226	не согласиться с	1	1
227	в частности и	1	1
228	наблюдения и выводы	1	1
229	от других исследователей	1	1
230	можно говорить о	1	1
231	в первой главе	1	1
232	что все эти	1	1
233	и каждый из	1	1
234	в этой форме	2	1
235	не входит в	3	1
236	она все еще	1	1
237	как мы сейчас	1	1
238	форме в форме	1	1
239	с ними в	1	1
240	как он его	1	1
241	можем сказать что	2	1
242	бы они были	1	1
243	и потому не	1	1
244	думать что в	1	1
245	того что он	1	1
246	задний план перед	1	1
247	с ним не	1	1
248	и не хочет	1	1
249	ни есть на	1	1
250	знаете ли вы	1	1
251	и могут быть	1	1
252	говорит он что	1	1
253	но не может	1	1
254	по существу своему	1	1
255	и нисколько не	1	1
256	героя с его	1	1
257	прежде всего то	1	1
258	может быть дана	1	1
259	в чем же	1	1
260	есть и др	1	1
261	может быть даже	2	1
262	из возможных форм	1	1
263	и к образу	1	1
264	вот он и	1	1
265	он и говорит	1	1
266	в себе и	1	1
267	в этом смысле	12	1
268	но и не	2	1
269	и относится к	1	1
270	в нашем смысле	1	1
271	он что в	1	1
272	уже вступил в	1	1
273	тем более что	2	1
274	я ничего не	1	1
275	и все три	1	1
276	все те же	1	1
277	он почувствовал себя	1	1
278	тому как в	2	1
279	он может быть	2	1
280	и в частности	1	1
281	в которых может	1	1
282	даже тон рассказа	1	1
283	с ним но	1	1
284	как и его	1	1
285	может выйти за	1	1
286	он знает что	1	1
287	так и к	1	1
288	и это не	3	1
289	героя а именно	1	1
290	до него и	1	1
291	в пределах одного	1	1
292	что оно есть	1	1
293	и что в	1	1
294	с ним и	3	1
295	и соответствующие им	1	1
296	в нем мы	1	1
297	сам он не	1	1
298	не менее и	1	1
299	никогда не может	1	1
300	тот же мотив	1	1
301	этого мира и	1	1
302	что может быть	2	1
303	сказать что и	1	1
304	и на его	1	1
305	как бы в	3	1
306	все это в	1	1
307	в случае если	1	1
308	вы говорите что	1	1
309	его но и	1	1
310	прежде всего в	1	1
311	и уже по	1	1
312	точки зрения нашего	5	1
313	что еще не	1	1
314	со стороны содержания	1	1
315	все это он	1	1
316	в воздухе в	1	1
317	в самом начале	3	1
318	и к этому	1	1
319	от того кто	1	1
320	и пр каждый	1	1
321	не входят в	1	1
322	с полным правом	1	1
323	о нем в	1	1
324	что же это	1	1
325	в себе в	1	1
326	и даже не	1	1
327	частности и в	1	1
328	до известной степени	1	1
329	а как он	1	1
330	только в условиях	1	1
331	например в истории	1	1
332	в которой они	1	1
333	перейти в другое	1	1
334	поэтому она и	1	1
335	есть у меня	1	1
336	в жизни и	1	1
337	отношении друг к	1	1
338	что все это	1	1
339	не отличается от	1	1
340	героя а его	1	1
341	они не могут	1	1
342	перед нами в	3	1
343	или может быть	1	1
344	есть только в	1	1
345	он вскрывает в	1	1
346	и есть то	1	1
347	так как не	2	1
348	в этом отношении	7	1
349	принять участие в	1	1
350	именно потому что	3	1
351	мы можем сказать	2	1
352	а есть только	2	1
353	но прежде всего	1	1
354	мы не видим	1	1
355	в то что	2	1
356	тем или иным	1	1
357	тех или иных	1	1
358	если и нет	1	1
359	и в форме	1	1
360	и так сказать	1	1
361	ничего не знает	1	1
362	как бы он	1	1
363	по ту сторону	2	1
364	как нам кажется	2	1
365	и в пределах	1	1
366	и ему подобных	1	1
367	в высшей степени	2	1
368	но и он	1	1
369	почву на которой	1	1
370	друг друга но	2	1
371	это вовсе не	2	1
372	но уже не	1	1
373	лицом к лицу	1	1
374	в своей книге	2	1
375	и в его	3	1
376	и по существу	1	1
377	то же время	10	1
378	да и не	1	1
379	еще не решена	1	1
380	в значительной степени	1	1
381	он видел и	1	1
382	этому как будто	1	1
383	из его основных	1	1
384	и в этом	8	1
385	показать что и	1	1
386	там где он	1	1
387	и эта форма	1	1
388	в определенном направлении	1	1
389	один из возможных	1	1
390	тому что в	1	1
391	к нему и	2	1
392	друг друга и	2	1
393	того или иного	1	1
394	он должен быть	1	1
395	героя и здесь	2	1
396	в дальнейшем в	1	1
397	который никогда не	1	1
398	вспомним хотя бы	1	1
399	к нему в	1	1
400	как таковой и	1	1
401	ощущается как недостаток	1	1
402	что ни есть	1	1
403	то новое что	1	1
404	в какой бы	1	1
