N	2gram	Medvedev_V	Tvorches
1	и в	2	56
2	то же	1	25
3	и не	1	23
4	и его	1	23
5	в этом	1	22
6	в том	2	21
7	том что	2	19
8	потому что	1	19
9	все это	1	17
10	но это	1	15
11	же с	1	12
12	в самом	1	10
13	в конце	2	10
14	только в	1	10
15	именно в	1	8
16	к этому	1	8
17	так как	1	8
18	в их	1	8
19	самом деле	1	7
20	хотя бы	1	6
21	в книге	3	6
22	все время	1	5
23	я не	1	5
24	с большой	1	5
25	том же	1	5
26	так в	1	4
27	крайней мере	1	4
28	в которых	1	4
29	по крайней	1	4
30	дело в	1	4
31	в частности	1	4
32	далеко не	1	4
33	время в	1	3
34	даже не	1	3
35	гораздо более	1	3
36	сводится к	1	3
37	да и	1	3
38	за свою	1	3
39	в другом	1	3
40	собр соч	1	3
41	и только	1	3
42	ясно что	1	2
43	по поводу	1	2
44	в устах	1	2
45	для них	1	2
46	столь же	1	2
47	ни к	1	2
48	от других	1	2
49	ведь это	1	2
50	конце концов	2	2
51	и составляет	1	1
52	чего не	1	1
53	более к	1	1
54	нет есть	1	1
55	а только	1	1
56	не одно	1	1
57	и мало	1	1
58	разве это	1	1
59	как же	1	1
60	связанным с	1	1
61	что слово	1	1
62	под влиянием	1	1
63	говорится в	1	1
64	речи и	1	1
65	бы уже	1	1
66	главным образом	1	1
67	не даром	1	1
68	более чем	1	1
69	деле как	1	1
70	что сами	1	1
71	тем более	1	1
72	стоило бы	1	1
73	ничуть не	1	1
74	и почти	1	1
75	другом месте	1	1
76	к чему	1	1
77	с головой	1	1
