N	2gram	Voloshinov	VeschiIm
1	не есть	2	79
2	и не	10	57
3	не только	4	48
4	то что	5	48
5	не может	16	46
6	и в	12	45
7	вещи и	2	40
8	может быть	14	39
9	а не	5	37
10	что я	1	26
11	было бы	1	24
12	только в	6	23
13	по себе	3	23
14	что она	1	23
15	в себе	3	23
16	сказать что	7	22
17	в смысле	1	22
18	и что	2	22
19	как бы	13	20
20	и следовательно	5	20
21	что это	1	19
22	но и	3	19
23	и ее	3	19
24	в этом	4	18
25	все же	4	18
26	есть только	1	18
27	так как	9	17
28	что мы	5	17
29	прежде всего	8	17
30	и это	1	17
31	таким образом	12	16
32	того что	3	16
33	от всего	1	15
34	как и	5	15
35	уже не	4	15
36	в том	6	15
37	в ней	6	15
38	но это	2	14
39	и то	2	14
40	не в	4	14
41	в самом	4	13
42	том что	5	13
43	и больше	1	13
44	и для	3	13
45	это и	1	13
46	в себя	2	13
47	то ни	3	13
48	что в	2	12
49	и с	3	12
50	бы то	3	12
51	то же	5	12
52	в вещи	1	12
53	о том	3	12
54	еще не	3	12
55	если мы	1	12
56	точки зрения	14	12
57	но если	1	12
58	ничего не	2	12
59	что они	1	12
60	ни было	4	12
61	что и	2	12
62	смысл и	2	12
63	если она	1	12
64	и их	1	11
65	не менее	3	11
66	себя в	1	11
67	и пр	3	11
68	тем не	3	11
69	ни в	3	11
70	что не	4	11
71	вовсе не	1	11
72	в то	2	11
73	и только	1	11
74	по крайней	1	10
75	в чем	2	10
76	крайней мере	1	10
77	что оно	1	10
78	вещью и	1	10
79	ясно что	3	10
80	с ее	1	10
81	я и	1	9
82	с ним	3	9
83	в результате	1	9
84	хотя бы	5	9
85	в своем	2	9
86	должно быть	1	9
87	это не	2	9
88	у нас	1	9
89	но что	2	9
90	если оно	1	9
91	она не	2	9
92	но не	2	9
93	и его	13	9
94	должна быть	5	8
95	если бы	9	8
96	себя и	2	8
97	но в	5	8
98	мы не	3	8
99	мы имеем	2	8
100	для него	3	8
101	в ее	1	8
102	все это	3	8
103	с другими	2	8
104	в отношении	2	8
105	его в	4	8
106	только и	1	8
107	и потому	2	8
108	с другой	4	8
109	и явления	1	8
110	можно сказать	5	8
111	отнюдь не	5	8
112	с этой	2	7
113	оно не	2	7
114	самом деле	3	7
115	все эти	3	7
116	ни на	2	7
117	относится к	2	7
118	и тогда	1	7
119	слова и	6	7
120	или не	3	7
121	сама по	1	7
122	и тем	1	7
123	от того	4	7
124	можно только	1	7
125	в своей	3	6
126	в каком	3	6
127	в данном	2	6
128	в одном	1	6
129	как только	2	6
130	момент в	1	6
131	она имеет	1	6
132	несмотря на	1	6
133	с точки	2	6
134	все равно	1	6
135	как же	2	6
136	дело в	4	6
137	быть только	2	6
138	между ними	2	6
139	в нем	6	6
140	и вообще	3	6
141	определенным образом	1	6
142	что является	1	6
143	должны быть	1	6
144	одно и	2	6
145	можно было	1	6
146	когда мы	1	6
147	как мы	1	6
148	бытия и	1	6
149	жизни и	4	6
150	тех или	1	6
151	независимо от	2	6
152	ведь и	3	6
153	и все	2	6
154	никогда не	5	6
155	больше того	1	6
156	как это	2	5
157	и здесь	2	5
158	даже и	1	5
159	как к	3	5
160	тогда когда	2	5
161	подобно тому	1	5
162	в жизни	5	5
163	как о	1	5
164	вместе с	2	5
165	да и	3	5
166	себе в	1	5
167	в свою	1	5
168	свою очередь	1	5
169	точка зрения	3	5
170	понять и	1	5
171	во всех	1	5
172	и мы	1	5
173	в его	2	5
174	хотя и	1	5
175	знания и	1	5
176	от всех	2	5
177	на себя	1	5
178	и без	1	5
179	кроме того	2	5
180	тому как	1	5
181	мы должны	1	5
182	быть и	3	5
183	если же	2	5
184	на это	2	5
185	что для	1	5
186	для этого	1	5
187	в особенности	2	4
188	еще более	1	4
189	сам по	1	4
190	говорит о	1	4
191	сводится к	1	4
192	более или	1	4
193	этой точки	3	4
194	равно как	1	4
195	существуют и	1	4
196	есть в	1	4
197	то время	1	4
198	только а	1	4
199	во всяком	1	4
200	его и	1	4
201	не существует	1	4
202	социальной действительности	1	4
203	в основе	1	4
204	и более	3	4
205	в котором	3	4
206	нельзя было	1	4
207	того чтобы	1	4
208	но то	1	4
209	обойтись без	1	4
210	отношении к	3	4
211	же время	1	4
212	так же	3	4
213	при помощи	1	4
214	на него	2	4
215	что все	1	4
216	что именно	1	4
217	тот же	1	4
218	не то	1	4
219	то в	1	4
220	и вот	1	4
221	в качестве	1	4
222	так и	4	4
223	же не	1	4
224	есть уже	2	4
225	и притом	2	4
226	и эта	1	4
227	время как	1	4
228	и оно	1	4
229	или менее	1	4
230	мы можем	2	4
231	на этом	1	4
232	не было	1	4
233	она должна	1	4
234	он не	2	4
235	только то	1	4
236	по своей	1	4
237	отношение к	4	4
238	и о	1	4
239	сущности как	1	4
240	и самое	2	3
241	была бы	2	3
242	другой стороны	2	3
243	себе не	1	3
244	сами по	1	3
245	вещами и	1	3
246	но все	2	3
247	допустим что	2	3
248	как в	5	3
249	жизни в	1	3
250	от его	1	3
251	по самому	1	3
252	к тому	1	3
253	перед нами	1	3
254	перестает быть	2	3
255	не является	1	3
256	чем мы	1	3
257	было в	1	3
258	одной стороны	2	3
259	из его	1	3
260	с которой	1	3
261	только на	3	3
262	понять ее	1	3
263	в истории	1	3
264	и во	1	3
265	в другом	1	3
266	к нему	4	3
267	не можем	1	3
268	с одной	2	3
269	имеем дело	1	3
270	ее нет	1	3
271	то мы	1	3
272	как нечто	1	3
273	у него	1	3
274	в виде	1	3
275	быть ни	1	3
276	же оно	1	3
277	и она	1	3
278	же как	1	3
279	и понимания	1	3
280	но уже	1	3
281	не нужно	1	3
282	свое выражение	4	3
283	тем более	1	3
284	этих двух	2	3
285	к одному	1	3
286	но можно	1	3
287	выражение в	2	3
288	а с	1	3
289	вещью или	1	3
290	мы уже	1	3
291	как некая	1	3
292	является и	1	3
293	в частности	1	3
294	в науке	1	3
295	кто не	1	3
296	чего же	1	3
297	его носителя	1	3
298	или о	1	3
299	к пониманию	1	3
300	из этого	3	3
301	может и	1	3
302	можно с	1	3
303	в целом	1	3
304	мы видели	1	3
305	не к	3	3
306	и к	4	2
307	от нее	1	2
308	не так	2	2
309	и другие	2	2
310	является в	1	2
311	и уже	3	2
312	еще раз	2	2
313	и на	4	2
314	то есть	1	2
315	и который	1	2
316	бы даже	2	2
317	или иных	1	2
318	и дает	2	2
319	и совершенно	2	2
320	это уже	1	2
321	о чем	1	2
322	не как	1	2
323	одно из	1	2
324	и делает	1	2
325	не на	1	2
326	все то	1	2
327	чтобы не	1	2
328	с ней	1	2
329	по природе	2	2
330	именно в	1	2
331	оно всегда	1	2
332	как не	2	2
333	к его	2	2
334	быть понято	1	2
335	и так	2	2
336	в слове	1	2
337	они как	1	2
338	на их	1	2
339	нет ничего	2	2
340	и того	1	2
341	нам не	1	2
342	то он	1	2
343	нас не	1	2
344	которые мы	2	2
345	она могла	1	2
346	только как	1	2
347	на основе	1	2
348	и уж	1	2
349	но эти	1	2
