N	2gram	Vygotskiy_	EvropaiE
1	и в	38	37
2	в отношении	14	32
3	в пределах	1	25
4	точки зрения	27	23
5	что в	31	21
6	не только	16	18
7	с точки	11	17
8	в то	5	16
9	то же	18	15
10	хотя бы	2	15
11	в качестве	25	14
12	и не	16	14
13	но и	9	14
14	в своем	9	14
15	но в	4	14
16	в этом	35	12
17	в том	59	11
18	в их	12	11
19	в области	9	11
20	с и	2	10
21	так и	11	10
22	в себе	9	9
23	прежде всего	6	9
24	только в	16	9
25	в смысле	9	9
26	все более	2	9
27	так же	26	9
28	не может	11	9
29	отнюдь не	6	9
30	с одной	8	8
31	в ее	1	8
32	в своей	9	8
33	одной стороны	8	8
34	между тем	10	8
35	было бы	15	8
36	думать что	1	8
37	к тому	8	8
38	так как	19	7
39	того что	17	7
40	в областях	1	7
41	а также	6	7
42	как и	20	7
43	по своему	14	7
44	также и	3	7
45	с другой	11	7
46	с этой	6	6
47	и даже	4	6
48	вслед за	4	6
49	и на	9	6
50	том что	44	6
51	вовсе не	5	6
52	во всех	3	6
53	может быть	25	6
54	того чтобы	15	6
55	для того	14	6
56	стороны и	1	6
57	то что	27	6
58	как бы	17	6
59	на то	7	6
60	в той	2	5
61	тем самым	6	5
62	в виде	4	5
63	этой точки	4	5
64	не в	10	5
65	но не	7	5
66	к которым	8	5
67	от этого	6	5
68	со стороны	1	5
69	и потому	2	5
70	которую мы	5	5
71	в течение	2	5
72	же как	10	5
73	в частности	4	5
74	как мы	14	5
75	одной из	1	5
76	столь же	7	5
77	но если	2	5
78	и по	5	5
79	в самом	8	4
80	бы то	1	4
81	то в	3	4
82	мы не	14	4
83	даже в	5	4
84	ни было	2	4
85	того или	2	4
86	для нас	6	4
87	не на	2	4
88	чем в	4	4
89	и притом	1	4
90	само по	3	4
91	именно в	6	4
92	в процессе	33	4
93	по себе	11	4
94	не имеет	3	4
95	в каком	3	4
96	тем более	2	4
97	той или	2	4
98	вопрос о	2	4
99	но даже	1	4
100	лежат в	1	4
101	то ни	1	4
102	или иного	2	4
103	как это	16	4
104	несмотря на	1	4
105	к ней	2	4
106	в ней	3	4
107	сказать что	10	4
108	можно сказать	2	4
109	во многих	3	4
110	или иной	3	4
111	на всем	1	4
112	независимо от	5	4
113	и к	9	3
114	говорит о	1	3
115	применении к	1	3
116	но на	3	3
117	и мы	2	3
118	можно ли	2	3
119	в применении	1	3
120	из всех	2	3
121	можно считать	3	3
122	этом отношении	9	3
123	с более	2	3
124	ее в	2	3
125	что и	14	3
126	в результате	6	3
127	или иную	1	3
128	мы можем	13	3
129	не является	13	3
130	себе не	1	3
131	можно было	10	3
132	на себя	2	3
133	тем что	12	3
134	очевидно что	1	3
135	в таком	4	3
136	вообще не	3	3
137	в стороне	2	3
138	в деле	7	3
139	как в	14	3
140	в которых	3	3
141	по признаку	3	3
142	по своим	1	3
143	в известном	6	3
144	с другом	10	3
145	бы ни	2	3
146	в них	3	3
147	в психологии	1	3
148	во всяком	10	3
149	тем в	1	3
150	ни на	3	3
151	бы и	2	3
152	в данном	1	3
153	по нашему	2	3
154	идет о	2	3
155	в свою	4	3
156	не дает	2	3
157	ту или	1	3
158	представляет собой	6	3
159	связано с	2	3
160	потому что	14	3
161	время в	1	3
162	и тем	8	3
163	когда он	5	3
164	не будет	2	3
165	и для	4	3
166	народов и	1	3
167	заключает в	3	3
168	этот факт	1	3
169	этом смысле	7	3
170	уже и	5	3
171	новое слово	1	3
172	отметить что	1	3
173	известной степени	1	3
174	как на	2	3
175	с тем	18	3
176	известном смысле	2	3
177	в данной	1	3
178	в сфере	3	3
179	это так	2	3
180	и от	5	3
181	место в	3	3
182	о том	6	3
183	в общем	1	3
184	мы видели	8	3
185	там где	4	3
186	и только	4	3
187	друг с	10	3
188	является ли	1	3
189	всяком случае	10	3
190	того же	12	3
191	из них	5	3
192	в известной	1	3
193	никогда не	11	3
194	сплошь и	1	2
195	таким образом	36	2
196	иначе говоря	2	2
197	и ту	1	2
198	именно к	1	2
199	и то	9	2
200	в другой	2	2
201	и во	4	2
202	следует отметить	1	2
203	мы видим	13	2
204	в гораздо	1	2
205	и этот	1	2
206	по преимуществу	1	2
207	к отношениям	1	2
208	можно в	1	2
209	данном случае	1	2
210	этот процесс	4	2
211	если в	3	2
212	и сейчас	1	2
213	и того	5	2
214	чем на	1	2
215	тогда когда	10	2
216	в его	22	2
217	свою очередь	3	2
218	или по	2	2
219	одна и	1	2
220	еще более	1	2
221	тому чтобы	2	2
222	значения для	2	2
223	что это	8	2
224	это значит	6	2
225	хотя и	2	2
226	наблюдения над	1	2
227	с этим	6	2
228	будет ли	1	2
229	в некоторых	1	2
230	и рядом	2	2
231	из того	4	2
232	для них	3	2
233	подходит к	2	2
234	с другими	3	2
235	другой стороны	5	2
236	наше внимание	1	2
237	в этих	4	2
238	не могут	5	2
239	с мы	5	2
240	также в	2	2
241	одну и	1	2
242	в своих	3	2
243	от друга	2	2
244	если бы	12	2
245	или в	4	2
246	что к	1	2
247	и с	5	2
248	и можно	1	2
249	качестве орудия	2	2
250	заключается в	22	2
251	и все	5	2
252	в процессах	1	2
253	и эта	4	2
254	другой и	1	2
255	представление о	1	2
256	относятся к	4	2
257	стороны в	1	2
258	в какой	5	2
259	имеет место	4	2
260	вместе с	18	2
261	долгое время	2	2
262	и как	11	2
263	нас к	2	2
264	есть в	1	2
265	но по	3	2
266	не есть	5	2
267	в мире	2	2
268	дело идет	1	2
269	же мало	3	2
270	как оно	5	2
271	между собой	15	2
272	между ними	6	2
273	сравнению с	4	2
274	друг от	2	2
275	в эту	3	2
276	и таким	1	2
277	в других	2	2
278	а именно	1	2
279	совершенно прав	2	2
280	к той	2	2
281	нашему мнению	2	2
282	а поскольку	1	2
283	только одно	1	2
284	что эти	4	2
285	не дают	1	2
286	но как	4	2
287	все другие	2	2
288	только к	2	2
289	и других	4	2
290	значение только	1	2
291	и более	4	2
292	в котором	3	2
293	не означает	2	2
294	эти последние	2	2
295	и что	15	2
296	более чем	1	2
297	поскольку они	1	2
298	она не	1	2
299	в значительной	1	2
300	имеет в	2	2
301	на основе	29	2
302	по сравнению	6	2
303	и поэтому	4	2
304	он не	6	2
305	мы должны	15	2
306	в развитии	46	2
307	что если	3	2
308	а не	7	2
309	и та	1	2
310	есть ли	1	2
311	в одном	4	2
312	отношений между	1	2
313	на основании	11	2
314	целый ряд	4	2
315	тому или	4	2
316	с в	2	2
317	далеко не	2	2
318	этот вопрос	5	2
319	в истории	9	2
320	констатировать что	1	2
321	по своей	12	2
322	при помощи	3	2
323	в известных	1	2
324	а в	7	2
325	в большинстве	1	2
326	или иному	4	2
327	в этой	7	2
328	данного продукта	2	2
329	что же	1	2
330	как их	2	2
331	заметить что	1	2
332	приводит нас	6	2
333	главным образом	3	2
334	на уровне	1	2
335	мог бы	5	2
336	наряду с	3	2
337	начиная с	2	2
338	могут быть	9	2
339	ее от	1	2
340	с а	1	2
341	которое в	1	2
342	что все	2	2
343	во всей	3	2
344	в силу	9	2
345	на этот	5	2
346	же в	3	2
347	такой же	4	2
348	происходит в	1	2
349	можем сказать	1	2
350	в случае	3	2
351	поскольку она	1	2
352	точка зрения	1	2
353	бы в	5	2
354	и чем	1	2
355	исключительно в	1	2
356	не можем	4	2
357	эти в	1	2
358	что на	2	2
359	есть не	1	2
360	но было	1	2
361	к нему	1	2
362	каждую из	1	1
363	центральную и	1	1
364	ответ и	1	1
365	ближе к	1	1
366	представить себе	3	1
367	во всем	7	1
368	ли эти	1	1
369	мире и	1	1
370	с полной	1	1
371	но тем	2	1
372	отношении их	1	1
373	одних и	1	1
374	является в	4	1
375	в свое	2	1
376	социальной средой	1	1
377	находятся в	1	1
378	все что	4	1
379	видели что	4	1
380	или к	1	1
381	в состав	1	1
382	для всех	1	1
383	более высокой	1	1
384	здесь на	1	1
385	с традиционной	1	1
386	что оно	8	1
387	к другу	1	1
388	один из	8	1
389	того обстоятельства	1	1
390	соединено с	1	1
391	является определяющим	2	1
392	та же	3	1
393	с но	3	1
394	не выходит	1	1
395	значение в	5	1
396	отношении в	1	1
397	самой природе	1	1
398	сейчас в	2	1
399	друг к	1	1
400	выходит за	1	1
401	смысле что	2	1
402	с которыми	4	1
403	аналогии с	2	1
404	смотреть на	1	1
405	отражение в	2	1
406	это значение	2	1
407	как с	4	1
408	может не	1	1
409	известных условиях	1	1
410	этого периода	2	1
411	различие между	2	1
412	указание что	1	1
413	и было	1	1
414	в последнее	4	1
415	на вопрос	1	1
416	они являются	8	1
417	в границах	2	1
418	наибольшее значение	1	1
419	указать на	2	1
420	должно быть	3	1
421	в случаях	1	1
422	которая в	1	1
423	его построения	1	1
424	от нее	4	1
425	до него	1	1
426	иметь возможность	1	1
427	том числе	3	1
428	уже в	10	1
429	например в	2	1
430	которых мы	2	1
431	был бы	2	1
432	в жизни	3	1
433	внимание на	4	1
434	объективных доказательств	1	1
435	с такой	1	1
436	в состоянии	1	1
437	для себя	2	1
438	том же	3	1
439	не связана	1	1
440	мы знаем	10	1
441	себе ничего	1	1
442	отдельных элементов	5	1
443	время не	1	1
444	основании того	1	1
445	дело с	3	1
446	она находится	1	1
447	при этом	13	1
448	для него	6	1
449	к числу	1	1
450	но от	1	1
451	установить что	1	1
452	говорили в	1	1
453	различны и	1	1
454	следует что	1	1
455	своем развитии	3	1
456	для возникновения	4	1
457	которые лежат	1	1
458	в разных	1	1
459	с ним	4	1
460	тем как	4	1
461	кроме того	1	1
462	связанное с	2	1
463	что при	3	1
464	получает в	1	1
465	неизбежно приводит	2	1
466	это обстоятельство	4	1
467	но сама	1	1
468	зрения развития	1	1
469	своей совокупности	1	1
470	если обратиться	1	1
471	что с	8	1
472	не как	3	1
473	которые по	1	1
474	а затем	4	1
475	способность к	1	1
476	поэтому в	3	1
477	то станет	1	1
478	глаза на	1	1
479	возникающих в	2	1
480	нас в	4	1
481	не являются	4	1
482	к выводу	2	1
483	не способен	1	1
484	то мы	2	1
485	к еще	1	1
486	у нас	1	1
487	далее в	1	1
488	и другими	2	1
489	выступает в	3	1
490	развития не	2	1
491	исторического процесса	1	1
492	различию между	1	1
493	другую и	1	1
494	нами в	4	1
495	это есть	1	1
496	смысле этого	10	1
497	быть может	2	1
498	в некоторой	1	1
499	отличной от	2	1
500	с их	3	1
501	лежащих в	5	1
502	предъявляет к	1	1
503	его ни	1	1
504	приходит к	7	1
505	в глубь	1	1
506	в русском	1	1
507	что между	1	1
508	мы находим	3	1
509	тому же	6	1
510	к признаку	1	1
511	однако не	3	1
512	которое дает	1	1
513	связь с	4	1
514	оно не	3	1
515	как они	5	1
516	связи с	14	1
517	ко всем	2	1
518	психологии и	1	1
519	если не	1	1
520	более или	3	1
521	о возможности	1	1
522	не представляется	1	1
523	цель и	2	1
524	своей части	1	1
525	на которых	3	1
526	не о	1	1
527	но все	4	1
528	имеет для	1	1
529	по степени	1	1
530	и сам	4	1
531	или иначе	2	1
532	благодаря своей	1	1
533	наряду со	1	1
534	наблюдений над	2	1
535	с ней	4	1
536	на несколько	1	1
537	с таким	4	1
538	это были	1	1
539	общего правила	1	1
540	так называемый	1	1
541	и где	1	1
542	по природе	1	1
543	неизбежно придет	1	1
544	во внимание	2	1
545	это мы	3	1
546	к осознанию	1	1
547	по отношению	4	1
548	же по	2	1
549	одновременно с	2	1
550	что не	1	1
551	как его	1	1
552	для развития	5	1
553	и другое	7	1
554	в построении	2	1
555	или на	1	1
556	самом процессе	1	1
557	то время	5	1
558	бы сделать	1	1
559	сводится к	1	1
560	такое явление	1	1
561	или иная	3	1
562	из общей	1	1
563	но само	1	1
564	этого можно	1	1
565	считать что	1	1
566	тому что	3	1
567	в ряде	4	1
568	никак нельзя	2	1
569	исходящей из	2	1
570	в корне	2	1
571	конечно не	1	1
572	с той	3	1
573	и возникновение	1	1
574	в связи	9	1
575	к действительному	1	1
576	находит себе	1	1
577	лишь на	2	1
578	те же	6	1
579	которая отличает	1	1
580	эти наблюдения	1	1
581	в последнем	1	1
582	есть нечто	1	1
583	с ними	3	1
584	процесс мы	1	1
585	время как	5	1
586	же при	1	1
587	многих других	3	1
588	всегда в	1	1
589	этот раз	2	1
590	что по	2	1
591	все эти	9	1
592	мнение что	1	1
593	все же	11	1
594	том смысле	3	1
595	этого слова	13	1
596	одно из	2	1
597	последнее время	6	1
598	внимание что	2	1
599	мысль можно	1	1
600	нами при	1	1
601	в такой	3	1
602	к какому	1	1
603	в исторической	1	1
604	придет к	1	1
605	один и	6	1
606	что процесс	2	1
607	выше мы	1	1
608	который не	3	1
609	о которых	1	1
610	только и	2	1
611	о котором	2	1
612	мы стремились	1	1
613	и следовательно	1	1
614	войти в	1	1
615	бы неправильно	2	1
616	границ между	1	1
617	ко второй	1	1
618	речь идет	4	1
619	но скорее	2	1
620	и это	7	1
621	именно с	2	1
622	исторической эволюции	1	1
623	об этом	2	1
624	связанная с	1	1
625	со значением	2	1
626	говорит об	2	1
627	или менее	5	1
628	что как	3	1
629	уже не	3	1
630	и вообще	1	1
631	можно толковать	1	1
632	речи эти	1	1
633	всем его	1	1
634	области внутренней	1	1
635	и центральной	1	1
636	к жизни	2	1
637	эти положения	1	1
638	что обе	1	1
639	для мышления	3	1
640	окажется в	1	1
641	основных чертах	1	1
642	дальнейшее развитие	1	1
643	интересующей нас	4	1
644	случай в	1	1
645	не менее	8	1
646	могли бы	16	1
647	сказали бы	1	1
648	которые не	5	1
649	признать что	1	1
650	входя в	1	1
651	том случае	2	1
652	ответить на	1	1
653	мы думаем	1	1
654	от себя	1	1
655	имеет наибольшее	1	1
656	рассматривать как	1	1
657	больше чем	2	1
658	в основе	32	1
659	гораздо большей	1	1
660	переходит в	1	1
661	и сами	1	1
662	не сводится	1	1
663	выше и	1	1
664	составных частей	1	1
665	бы с	3	1
666	отличие от	8	1
667	мы увидим	4	1
668	такие же	1	1
669	язык и	1	1
670	что мы	18	1
671	на этом	3	1
672	значит что	6	1
673	но нам	1	1
674	когда мы	2	1
675	собой такое	1	1
676	единое целое	1	1
677	несомненно в	1	1
678	собой это	1	1
679	случае если	2	1
680	бы она	1	1
681	и направляет	1	1
682	случаи когда	1	1
683	мы говорили	5	1
684	тех и	1	1
685	в основных	1	1
686	возникающее в	1	1
687	то и	5	1
688	доказать что	1	1
689	все остальные	2	1
690	связь и	2	1
691	так называемой	1	1
692	всего этого	1	1
693	связана с	3	1
694	ли констатировать	1	1
695	относится к	1	1
696	природе вещей	1	1
697	ту же	2	1
698	таком смысле	1	1
699	при рассмотрении	1	1
700	не способны	1	1
701	являются не	1	1
702	к установлению	2	1
703	много раз	2	1
704	выше именно	1	1
705	мы хотели	1	1
706	в этот	1	1
707	когда в	3	1
708	склонен думать	1	1
709	из себя	1	1
710	слова и	8	1
711	совершенно достаточно	1	1
712	бы они	2	1
713	для нее	1	1
714	быть установлена	1	1
715	в изучении	2	1
716	увидим что	5	1
