N	3gram	Voloshinov	SlovoVZh
1	по отношению к	11	11
2	не может быть	14	7
3	можно сказать что	5	5
4	в том что	9	4
5	дело в том	1	4
6	и по отношению	2	3
7	то ни было	2	3
8	до сих пор	3	3
9	это как бы	2	3
10	бы то ни	3	3
11	тем не менее	4	3
12	отражает в себе	1	3
13	и не может	3	3
14	может быть и	6	3
15	находит свое выражение	1	2
16	имеем в виду	1	2
17	на самом деле	4	2
18	в какой степени	2	2
19	и для других	1	2
20	в жизни и	1	2
21	то же самое	2	2
22	выходят за пределы	1	2
23	мы можем сказать	5	2
24	одно и то	1	2
25	в данном случае	4	2
26	конечно не может	2	2
27	мы никогда не	2	2
28	мы все время	1	2
29	в зависимости от	4	2
30	лежит на границе	1	2
31	с одной стороны	2	2
32	до известной степени	1	2
33	смысл и значение	2	2
34	и то же	1	2
35	зависит от того	1	2
36	с точки зрения	15	2
37	но тем не	1	2
38	в настоящее время	1	2
39	в такой же	1	2
40	со всех сторон	1	1
41	сих пор не	1	1
42	данной социальной группы	1	1
43	все же не	1	1
44	не найдем в	3	1
45	сам по себе	4	1
46	для него не	1	1
47	в изолированно взятой	1	1
48	должна быть понята	1	1
49	и таким образом	1	1
50	о том что	3	1
51	ни в какой	2	1
52	ко всем тем	1	1
53	мы обратимся к	1	1
54	без внутренней речи	1	1
55	в самом деле	10	1
56	один и тот	3	1
57	в двух направлениях	1	1
58	если мы обратимся	1	1
59	группы к которой	1	1
60	можно с уверенностью	1	1
61	даже тогда когда	1	1
62	является для него	1	1
63	такой же степени	1	1
64	и политической жизни	1	1
65	можно определить как	1	1
66	нуждается в особом	1	1
67	не есть только	1	1
68	в высшей степени	6	1
69	в свою очередь	4	1
70	ничего общего с	1	1
71	это ни в	1	1
72	и тот же	3	1
73	его содержание но	1	1
74	во внутренней речи	1	1
75	переводе с греческого	1	1
76	а между тем	1	1
77	что является для	1	1
78	как мы уже	5	1
79	с греческого значит	1	1
80	может быть понято	1	1
81	в том же	1	1
82	ни в коем	1	1
83	в каком направлении	1	1
84	так именно и	2	1
85	и внешней речи	3	1
86	но прежде всего	1	1
87	речи так как	1	1
88	на протяжении всей	6	1
89	во всяком случае	8	1
90	и др и	1	1
91	здесь имеет место	1	1
92	самом же деле	2	1
93	в нем и	1	1
94	в коем случае	1	1
95	но в то	3	1
96	она не может	1	1
97	и уже отсюда	1	1
98	протяжении всей жизни	4	1
99	как уже сказано	1	1
100	не остается места	1	1
101	равно как и	2	1
102	только то что	3	1
103	как это делает	1	1
104	мы увидим что	4	1
105	и она не	1	1
106	с самого начала	5	1
107	действия и поступки	1	1
108	с большим трудом	1	1
109	на самом же	2	1
110	с помощью которой	3	1
111	в конечном счете	3	1
112	от того в	1	1
113	и в нем	1	1
114	зависимости от того	2	1
115	то что мы	2	1
116	таким образом только	1	1
117	по аналогии с	1	1
118	той социальной группы	1	1
119	с ним в	1	1
120	внутренней и внешней	3	1
121	в основе своей	1	1
122	принимают участие в	1	1
123	можно было бы	1	1
124	находят свое выражение	1	1
125	в этом отношении	4	1
126	он еще не	1	1
127	составная часть его	1	1
128	как бы сценарий	1	1
129	так же как	1	1
130	но зато эти	1	1
131	начинает сближаться с	1	1
132	то же время	6	1
133	с первого же	1	1
134	далеко не всегда	3	1
135	мы убедились что	1	1
136	все зависит от	1	1
137	между тем как	1	1
138	но для этого	1	1
139	дело и с	1	1
140	точки зрения не	1	1
141	оставаясь в пределах	1	1
142	вместе с его	1	1
143	и прежде всего	7	1
144	но и в	1	1
145	в то же	6	1
146	там же где	1	1
147	мы имеем в	1	1
148	уже сказано в	1	1
149	быть понята и	1	1
150	в чем не	4	1
151	в последующем мы	1	1
152	это прежде всего	2	1
153	константные устойчивые моменты	1	1
154	позицию по отношению	1	1
155	говорит о том	1	1
156	том что в	1	1
157	так как в	1	1
158	по крайней мере	1	1
159	ни в чем	4	1
160	обстоит дело и	2	1
161	и тогда когда	1	1
162	все эти три	1	1
163	в то время	1	1
164	в этом смысле	2	1
165	или хотя бы	1	1
166	или может быть	1	1
167	должно рассматривать как	1	1
168	уже не может	1	1
169	но все же	1	1
170	какой степени не	1	1
171	влияние на все	1	1
172	нам кажется что	1	1
173	этот ближайший контекст	1	1
174	и потому не	1	1
175	социальной группы к	1	1
176	мы уже сказали	1	1
177	экономической точки зрения	1	1
178	каких бы то	1	1
179	никогда не поймем	1	1
180	отнюдь не является	3	1
