N	2gram	Tiupa_Narr	Istorich
1	в сказке	1	252
2	и в	19	181
3	может быть	25	115
4	не только	32	114
5	что он	6	111
6	мы имеем	2	102
7	что в	3	90
8	но и	23	85
9	в этом	17	81
10	то что	11	73
11	таким образом	1	72
12	и не	20	67
13	все же	7	65
14	еще не	7	63
15	не может	10	61
16	так же	2	57
17	то же	4	56
18	никогда не	3	56
19	в том	18	53
20	том что	14	53
21	а в	11	52
22	с другой	8	52
23	потому что	1	52
24	и здесь	1	51
25	что и	1	51
26	мы видели	1	49
27	а не	12	48
28	о том	6	48
29	связь с	1	47
30	его в	2	47
31	не в	14	47
32	другой стороны	4	46
33	и пр	1	44
34	но в	6	44
35	это не	2	43
36	и его	5	43
37	в нем	4	42
38	только в	4	42
39	как в	7	42
40	или в	2	39
41	тем что	3	38
42	и на	3	38
43	в его	9	38
44	для нас	1	38
45	как и	7	37
46	уже не	5	37
47	мы уже	1	37
48	он не	3	37
49	так и	9	37
50	мы увидим	1	36
51	мы можем	1	36
52	что они	3	35
53	мы не	1	35
54	здесь мы	1	35
55	все эти	2	35
56	не всегда	2	34
57	связи с	4	34
58	но не	6	34
59	а именно	3	34
60	у него	4	34
61	что это	3	34
62	же как	3	33
63	об этом	1	33
64	сих пор	1	32
65	в качестве	21	32
66	один из	3	31
67	прежде всего	4	31
68	представляет собой	13	31
69	ничего не	2	31
70	с одной	7	30
71	в русской	1	30
72	до сих	1	30
73	к нему	5	30
74	но все	4	29
75	одной стороны	7	29
76	как мы	3	29
77	но это	1	29
78	в иной	2	28
79	и с	4	28
80	например в	2	28
81	героя в	8	27
82	могут быть	3	27
83	того что	2	27
84	как это	6	26
85	на него	3	26
86	и др	2	26
87	представляют собой	2	26
88	в ней	3	26
89	и он	3	25
90	не менее	3	24
91	было бы	4	24
92	если бы	1	24
93	что мы	2	24
94	их в	1	23
95	как бы	4	23
96	точно так	2	23
97	тем не	3	23
98	в этой	5	23
99	не будем	1	23
100	когда он	3	23
101	в частности	14	23
102	и по	1	22
103	с ним	1	22
104	при этом	9	22
105	в другом	1	21
106	сказать что	4	21
107	о смерти	1	21
108	в связи	2	21
109	здесь не	4	21
110	с появлением	1	21
111	к тому	7	21
112	они не	2	21
113	из них	3	20
114	из этих	3	20
115	она не	2	20
116	наряду с	2	20
117	одна из	3	20
118	очень часто	1	20
119	в силу	4	20
120	что у	2	19
121	на том	3	19
122	но он	1	19
123	в тех	1	19
124	все еще	1	19
125	и как	5	19
126	живет в	1	19
127	в то	3	18
128	что этот	1	18
129	не все	5	18
130	в данном	5	18
131	вовсе не	1	18
132	в них	1	17
133	то и	1	17
134	по существу	2	17
135	дело не	1	17
136	и только	2	17
137	герой в	1	16
138	во всех	1	16
139	в котором	1	16
140	между двумя	5	16
141	и все	2	16
142	со стороны	9	16
143	перед нами	4	16
144	даже в	2	15
145	в пределах	2	15
146	в особенности	4	15
147	и то	1	15
148	в которых	1	15
149	данном случае	4	15
150	его и	1	15
151	волшебной сказки	1	15
152	и там	1	15
153	в античности	1	15
154	как будто	3	15
155	и даже	3	15
156	на его	1	15
157	и тем	4	15
158	в целом	1	15
159	с этой	1	14
160	от него	1	14
161	по отношению	7	14
162	можно было	2	14
163	в него	1	14
164	и ее	2	14
165	одной из	4	14
166	у нас	1	14
167	должна быть	2	14
168	и есть	2	14
169	из которых	4	14
170	должен был	1	14
171	а также	7	14
172	отношение к	2	14
173	отношению к	6	14
174	на себя	3	14
175	и наконец	1	14
176	в своем	2	13
177	по себе	5	13
178	после смерти	2	13
179	тогда как	12	13
180	и для	2	13
181	в себе	8	13
182	своего рода	12	13
183	и у	1	13
184	на этом	1	13
185	в форме	5	13
186	и от	1	13
187	с ними	1	13
188	не имеет	2	13
189	смерти и	2	13
190	в книге	1	13
191	к своему	1	13
192	что иное	2	13
193	таким же	1	13
194	хотя бы	4	12
195	к себе	5	12
196	утверждать что	2	12
197	ответ на	1	12
198	о нем	4	12
199	в их	1	12
200	к ней	1	12
201	как только	1	12
202	не знает	1	12
203	одним из	2	12
204	что не	4	12
205	ни один	1	12
206	случаях когда	1	12
207	не знаю	1	12
208	у нее	2	12
209	к которому	2	11
210	точки зрения	10	11
211	от этого	1	11
212	никто не	1	11
213	иное как	2	11
214	уже в	3	11
215	же в	4	11
216	восходит к	3	11
217	но уже	1	11
218	не что	2	11
219	хотя и	3	11
220	дает нам	1	11
221	и более	1	11
222	человека в	2	11
223	далеко не	5	11
224	и к	1	10
225	он видит	1	10
226	не как	2	10
227	на земле	1	10
228	не было	2	10
229	за собой	4	10
230	а с	3	10
231	и тот	2	10
232	вслед за	4	10
233	вступления в	1	10
234	он и	1	10
235	связаны с	1	10
236	о чем	2	10
237	говорит о	2	10
238	там же	1	10
239	в это	1	10
240	не должен	1	10
241	в различных	1	10
242	приходит к	2	10
243	как правило	4	10
244	друг с	1	10
245	не мог	4	10
246	себя в	5	10
247	в состоянии	1	10
248	в ее	3	10
249	но как	2	10
250	ни в	3	10
251	если не	4	10
252	а если	2	10
253	он может	1	10
254	а на	1	10
255	более или	2	9
256	на первый	2	9
257	том чтобы	1	9
258	в чем	1	9
259	героя и	4	9
260	не будет	3	9
261	также не	1	9
262	детей и	1	9
263	силу и	1	9
264	это и	3	9
265	в свою	3	9
266	тот же	1	9
267	зависит от	2	9
268	а по	2	9
269	иного мира	1	9
270	в первую	1	9
271	когда она	1	9
272	не могут	1	9
273	в себя	6	9
274	пребывания в	1	9
275	том свете	2	9
276	или же	1	9
277	а как	1	9
278	если это	1	9
279	в основе	5	9
280	с его	6	9
281	ему в	2	9
282	же не	4	9
283	но по	1	9
284	с другом	1	9
285	или менее	2	9
286	приводит к	2	9
287	говорилось выше	1	9
288	что на	2	9
289	жизни и	3	9
290	и сам	1	8
291	в некотором	1	8
292	именно в	6	8
293	превратился в	1	8
294	с другими	1	8
295	на другой	2	8
296	приводят к	1	8
297	мы будем	1	8
298	не так	1	8
299	та же	2	8
300	подобно тому	2	8
301	из его	1	8
302	смерть и	1	8
303	независимо от	2	8
304	или даже	2	8
305	и потому	2	8
306	но она	1	8
307	не с	3	8
308	тем самым	6	8
309	могло быть	1	8
310	же самое	1	8
311	одно из	2	8
312	в этнографии	1	8
313	роль в	2	8
