N	3gram	Propp_Isto	Mirosoze
1	не может быть	5	28
2	в том что	7	9
3	но он не	1	9
4	а не в	1	9
5	для того чтобы	1	7
6	вместе с тем	6	6
7	о том что	9	6
8	до сих пор	4	5
9	и вместе с	3	5
10	что и в	3	5
11	но и в	4	5
12	мы увидим что	2	5
13	после того как	4	5
14	что он не	1	4
15	по отношению к	3	4
16	в свою противоположность	1	4
17	на то что	1	4
18	в то время	4	4
19	можно было бы	3	4
20	то время как	4	4
21	у него нет	1	4
22	один из самых	1	4
23	она никогда не	1	3
24	и он же	1	3
25	она не может	1	3
26	том что он	1	3
27	к тому что	1	3
28	но это не	3	3
29	одна и та	1	3
30	и всякий раз	1	3
31	так как он	4	3
32	это значит что	2	3
33	и та же	1	3
34	так же как	4	3
35	же как и	1	3
36	с тем что	2	3
37	во всяком случае	3	3
38	как и в	3	3
39	у него есть	2	2
40	в ином мире	11	2
41	это не значит	1	2
42	смысле этого слова	1	2
43	в этом направлении	1	2
44	не только в	9	2
45	лежит в основе	2	2
46	он не может	1	2
47	идет на смену	1	2
48	и в конце	1	2
49	в ней нет	2	2
50	том что в	2	2
51	в которых он	1	2
52	это означает что	1	2
53	что это не	2	2
54	на то чтобы	2	2
55	от него и	1	2
56	есть и в	1	2
57	и не может	1	2
58	тем что в	1	2
59	и те же	1	2
60	он не только	1	2
61	но он же	1	2
62	и это более	1	2
63	она не знает	1	2
64	к тому чтобы	1	2
65	никто не может	1	2
66	у нас на	1	2
67	что в нем	1	2
68	на землю и	1	2
69	т е в	2	2
70	как бы в	1	2
71	в иной мир	2	2
72	и попал в	1	1
73	в самом начале	1	1
74	все это не	1	1
75	во многих других	1	1
76	того ни с	1	1
77	это тем более	1	1
78	не потому ли	1	1
79	только о том	1	1
80	никогда не будет	1	1
81	и т п	1	1
82	на том что	2	1
83	этой задачи в	1	1
84	но и у	1	1
85	он мог бы	1	1
86	и у других	1	1
87	не знает что	1	1
88	может быть наиболее	1	1
89	что они не	1	1
90	в самом деле	1	1
91	никогда не видел	1	1
92	не значит что	1	1
93	у него в	1	1
94	но на них	1	1
95	в плену у	1	1
96	друг на друга	2	1
97	он был и	1	1
98	что у него	5	1
99	ли сказать что	1	1
100	друг с другом	1	1
101	принять участие в	1	1
102	и должна быть	1	1
103	и пришли к	1	1
104	на земле но	1	1
105	того что в	1	1
106	свою противоположность в	1	1
107	то же что	2	1
108	и там в	1	1
109	стороны у него	1	1
110	своего отца и	1	1
111	в зависимости от	3	1
112	он стоит на	1	1
113	должны быть признаны	2	1
114	ни с того	1	1
115	между этими двумя	1	1
116	в этом мире	1	1
117	и тем самым	1	1
118	по ту сторону	1	1
119	тех случаях когда	6	1
120	и в других	2	1
121	есть вместе с	1	1
122	мы хотели бы	2	1
123	и этим он	1	1
124	они должны быть	1	1
125	если бы для	1	1
126	не только у	1	1
127	с другой стороны	17	1
128	но никогда не	1	1
129	но так как	4	1
130	склонен думать что	1	1
131	ней все та	1	1
132	ни с сего	1	1
133	в тех случаях	7	1
134	в чистом виде	1	1
135	я знаю что	1	1
136	вообще не существует	1	1
137	и отношение к	1	1
138	но не может	1	1
139	одним из самых	1	1
140	это не так	1	1
141	с точки зрения	1	1
142	с того что	3	1
143	принадлежат к самым	1	1
144	его в свое	1	1
145	а иногда и	1	1
146	стоит в конце	1	1
147	лицом к лицу	1	1
148	и не в	1	1
149	в иных случаях	1	1
150	как будто что-то	1	1
151	тем что отец	1	1
152	приводит нас к	2	1
153	можно ли сказать	1	1
154	не в этом	1	1
155	в них не	1	1
156	и только он	1	1
157	оказалось роковым для	1	1
158	не имеет своего	2	1
159	с такой силой	1	1
160	другой стороны у	1	1
161	она все же	1	1
162	от нее к	1	1
163	он слаб и	1	1
164	только потому что	1	1
165	мы имеем в	7	1
166	во всех этих	6	1
167	находятся в состоянии	1	1
168	это прежде всего	1	1
169	уже не было	1	1
170	и он мог	1	1
171	если он не	1	1
172	все уже было	1	1
173	он не мог	1	1
174	с того ни	1	1
175	сам он не	1	1
176	это приводит нас	1	1
177	и сам он	1	1
178	одной стороны он	1	1
179	этого мира и	1	1
180	бежит от нее	1	1
181	в этом все	1	1
182	нет в ней	1	1
183	и она не	1	1
184	в нем и	1	1
185	с одной стороны	11	1
186	в этом мы	1	1
187	ничего не будет	1	1
188	показывает как в	2	1
189	мире не только	1	1
190	сама по себе	1	1
191	может быть названо	1	1
192	до встречи с	1	1
