N	2gram	Medvedev_V	Literetu
1	а не	7	50
2	и не	20	47
3	не только	26	46
4	и в	26	44
5	может быть	23	43
6	но и	10	41
7	в том	15	39
8	в этом	29	38
9	том что	8	32
10	в частности	12	30
11	то что	7	29
12	в качестве	12	27
13	то же	10	26
14	в году	7	26
15	как и	7	23
16	в стихотворении	2	23
17	в то	6	23
18	не в	6	22
19	того что	3	22
20	так и	6	22
21	не может	17	22
22	же время	5	21
23	в себе	6	20
24	прежде всего	13	19
25	как бы	5	18
26	с другой	11	17
27	точки зрения	3	17
28	то есть	1	17
29	в его	15	17
30	в жизни	2	16
31	сознания в	1	16
32	в этой	4	16
33	не менее	2	15
34	только в	8	15
35	в стихах	2	15
36	со стороны	1	15
37	в целом	5	15
38	и даже	2	14
39	по отношению	7	14
40	что он	4	14
41	уже не	1	13
42	в своем	8	13
43	с одной	2	13
44	как это	12	13
45	но не	2	13
46	и его	6	13
47	в своей	4	12
48	о том	10	12
49	в данном	1	12
50	одной стороны	2	12
51	одним из	5	12
52	всего лишь	3	12
53	еще не	2	12
54	отношению к	7	12
55	а также	1	12
56	не столько	2	11
57	в другом	2	11
58	никогда не	5	11
59	в конечном	7	11
60	и сам	2	11
61	еще в	1	11
62	вместе с	8	11
63	как в	1	11
64	в основе	1	11
65	с его	4	11
66	данном случае	1	11
67	это не	7	11
68	или иначе	1	11
69	а в	3	11
70	даже в	5	10
71	конечном счете	5	10
72	из них	11	10
73	в ее	4	10
74	не случайно	1	10
75	что в	11	10
76	так или	1	10
77	потому что	1	10
78	этом отношении	14	10
79	жизни и	3	10
80	отнюдь не	4	10
81	в области	2	10
82	с этой	1	9
83	художественной деятельности	2	9
84	к тому	5	9
85	искусства и	2	9
86	связи с	5	9
87	один из	6	9
88	в поэзии	1	9
89	в начале	1	9
90	лишь в	2	9
91	же в	7	9
92	о художнике	1	9
93	говоря уже	1	8
94	в своих	2	8
95	тем что	1	8
96	все же	6	8
97	одна из	4	8
98	ли не	2	8
99	как раз	4	8
100	на себя	1	8
101	что не	3	8
102	в конце	3	8
103	художественного творчества	19	8
104	а именно	1	8
105	слова и	1	8
106	соответствии с	1	8
107	но в	2	8
108	уже в	1	8
109	для него	9	8
110	по существу	4	8
111	и как	3	8
112	не говоря	1	8
113	в искусстве	6	8
114	вплоть до	2	8
115	мира в	1	8
116	в самом	4	7
117	в одном	5	7
118	другой стороны	8	7
119	на свою	1	7
120	именно в	3	7
121	в художественном	10	7
122	для этого	1	7
123	в противоположность	3	7
124	не как	1	7
125	тому же	1	7
126	он не	2	7
127	и тем	1	7
128	в нем	7	7
129	из того	1	7
130	наконец в	1	7
131	в сфере	2	7
132	друг друга	1	7
133	и для	2	7
134	он и	2	7
135	у нас	3	7
136	в их	5	7
137	человека в	2	7
138	личности в	1	7
139	и других	1	7
140	это как	1	7
141	тому как	3	7
142	и жизни	1	7
143	а затем	2	6
144	в виду	4	6
145	например в	3	6
146	казалось бы	1	6
147	при всей	2	6
148	уже о	1	6
149	как на	3	6
150	и он	3	6
151	у него	6	6
152	его в	3	6
153	не было	7	6
154	с жизнью	1	6
155	во всех	7	6
156	в каждом	2	6
