N	2gram	Losev_Prob	slovoVRo
1	и в	48	92
2	в романе	2	89
3	и т	2	82
4	т п	1	72
5	то есть	38	64
6	может быть	11	59
7	и его	11	59
8	в нем	8	59
9	и не	29	51
10	не только	28	44
11	не может	6	41
12	но и	21	39
13	до конца	4	37
14	в этом	31	36
15	а не	7	34
16	во всех	2	32
17	точки зрения	17	30
18	так и	15	30
19	могут быть	2	29
20	и др	1	29
21	в его	19	27
22	все это	8	25
23	как бы	10	24
24	слова и	1	24
25	то же	6	23
26	и на	9	22
27	в сущности	1	21
28	как в	3	21
29	не в	16	21
30	вовсе не	18	21
31	в то	6	20
32	прежде всего	15	19
33	как мы	5	19
34	с ним	4	18
35	как и	10	18
36	же время	1	18
37	или иной	4	18
38	таким образом	20	17
39	и даже	24	17
40	все же	12	17
41	в истории	1	17
42	все эти	12	17
43	в большинстве	1	17
44	при этом	6	16
45	в них	5	16
46	к своему	3	16
47	но в	17	16
48	в той	5	15
49	и с	10	15
50	человек и	2	15
51	с точки	13	15
52	со своим	1	15
53	той или	5	15
54	там где	1	15
55	только в	21	14
56	в особенности	1	13
57	отношении к	1	13
58	на фоне	2	13
59	это не	8	13
60	с другой	8	13
61	с его	3	13
62	и следовательно	1	13
63	и для	11	13
64	и к	9	12
65	в отношении	8	12
66	еще не	4	12
67	во всяком	7	12
68	художественного изображения	1	12
69	никогда не	7	12
70	и потому	4	12
71	или в	7	12
72	а в	8	12
73	отношение к	3	12
74	и наконец	4	12
75	один из	2	11
76	в этих	3	11
77	большинстве случаев	2	11
78	с ними	1	11
79	для него	2	11
80	с одной	5	11
81	на его	4	11
82	одной стороны	5	11
83	и их	7	10
84	и все	12	10
85	уже не	12	10
86	т д	1	10
87	в своем	16	10
88	в том	25	10
89	с другими	1	10
90	она не	1	10
91	в себе	7	10
92	далеко не	6	10
93	в него	1	10
94	всех этих	3	10
95	поэтому и	4	9
96	более или	1	9
97	в своей	29	9
98	конечно не	2	9
99	сказать что	13	9
100	так как	10	9
101	здесь в	7	9
102	его в	9	9
103	у толстого	1	9
104	в их	4	9
105	в смысле	8	9
106	или менее	1	9
107	героя и	1	9
108	и других	1	9
109	он не	4	9
110	быть и	1	9
111	одним из	1	9
112	и от	7	9
113	но не	12	9
114	с ее	1	9
115	к нему	3	9
116	в самом	7	8
117	для нас	14	8
118	не на	1	8
119	не могут	3	8
120	в значительной	3	8
121	все время	5	8
122	с этим	3	8
123	человека в	3	8
124	всяком случае	6	8
125	входит в	1	8
126	в одной	2	8
127	человека и	4	8
128	они могут	1	8
129	в ней	4	8
130	во всем	5	7
131	от него	1	7
132	же и	2	7
133	еще более	4	7
134	кроме того	5	7
135	но все	6	7
136	смысла и	1	7
137	например в	1	7
138	том что	29	7
139	перед нами	14	7
