N	3gram	Propp_Isto	StatiiOP
1	в том что	6	47
2	и т д	35	32
3	о том что	5	29
4	в этом отношении	1	24
5	для того чтобы	1	19
6	до сих пор	11	19
7	и т п	1	19
8	с другой стороны	7	13
9	не может быть	8	11
10	вместе с тем	7	9
11	на то что	5	9
12	дело в том	3	9
13	можно было бы	5	9
14	тем не менее	7	8
15	к тому что	1	8
16	на самом деле	2	8
17	не только в	5	8
18	не в том	1	7
19	по этому поводу	2	7
20	но все же	7	7
21	в то время	3	7
22	и в этом	1	7
23	том что он	1	7
24	так же как	6	6
25	по отношению к	6	6
26	в этом смысле	1	6
27	том что в	1	6
28	не только не	1	6
29	в одном из	1	6
30	в том отношении	1	6
31	т д но	2	6
32	вопрос о том	2	6
33	что он не	4	5
34	то время как	3	5
35	с тем что	3	5
36	за то что	2	5
37	но и в	4	5
38	тем что в	1	5
39	в том чтобы	1	5
40	в одной из	1	5
41	то что в	2	5
42	с самого начала	4	5
43	и в области	1	5
44	после того как	2	5
45	то что он	1	4
46	том отношении что	1	4
47	дело не в	2	4
48	так например в	5	4
49	так или иначе	1	4
50	сами по себе	1	4
51	с одной стороны	7	4
52	тем или иным	1	4
53	в связи с	5	4
54	в другом месте	2	4
55	но это не	1	4
56	того или иного	1	4
57	в это время	2	4
58	говорит об этом	1	4
59	начала xix века	1	4
60	иметь в виду	2	4
61	на вопрос о	1	4
62	что и в	1	4
63	он должен был	1	3
64	в его работе	1	3
65	это не значит	1	3
66	о том как	2	3
67	в том как	1	3
68	говоря уже о	1	3
69	не значит что	1	3
70	более или менее	5	3
71	потому что он	2	3
72	во многих случаях	1	3
73	таким образом в	1	3
74	к тому же	1	3
75	и пр в	1	3
76	но все это	1	3
77	бы то ни	2	3
78	что у него	1	3
79	так как в	2	3
80	и тем не	2	3
81	нет никакого сомнения	1	3
82	а иногда и	1	3
83	т е с	2	3
84	не говоря уже	1	3
85	в прямом смысле	1	3
86	в значительной степени	1	3
87	во всех этих	1	3
88	в этом случае	3	3
89	т е в	1	3
90	но в целом	1	3
91	прежде всего в	1	3
92	тесно связана с	1	2
93	может быть назван	2	2
94	а не на	2	2
95	но вместе с	1	2
96	но если это	2	2
97	т д на	1	2
98	как можно было	1	2
99	должно было бы	1	2
100	и др но	1	2
101	об этом не	1	2
102	в какой степени	1	2
103	но я не	1	2
104	но и с	1	2
105	что он был	1	2
106	ответ на это	1	2
107	в иных случаях	1	2
108	в зависимости от	3	2
109	в этой книге	1	2
110	если бы мы	2	2
111	и вместе с	2	2
112	точно так же	8	2
113	все же и	1	2
114	в отличие от	3	2
115	же и в	1	2
116	что в этом	1	2
117	то ни было	2	2
118	том что она	1	2
119	которая была бы	1	2
120	то же самое	3	2
121	не только с	1	2
122	только тогда когда	1	2
123	при таком положении	1	2
124	уже о том	1	2
125	не только по	1	2
126	сам по себе	1	2
127	ответить на вопрос	1	2
128	внимание на то	1	2
129	т д и	2	2
130	но он не	1	2
131	вовсе не в	1	2
132	является не только	1	2
133	но и здесь	1	2
134	это не так	1	2
135	было бы думать	1	2
136	и что он	1	2
137	и в конце	1	2
138	но столь же	1	2
139	до тех пор	1	2
140	на этот вопрос	2	2
141	кажется что в	1	2
142	хотя бы на	1	2
143	с которыми он	1	2
144	что мы имеем	3	2
145	на точку зрения	1	2
146	но в то	1	2
147	том что и	1	2
148	мы имеем в	4	2
149	так что в	1	2
150	что это за	5	2
151	с того что	3	2
152	выше было указано	1	1
153	должны были бы	2	1
154	но все эти	1	1
155	очень велика в	1	1
156	другой же стороны	1	1
157	не в количестве	1	1
158	а может быть	2	1
159	очень часто в	1	1
160	что там где	1	1
161	как будто бы	2	1
162	но в сущности	1	1
163	в этом направлении	1	1
164	и больше ничего	1	1
165	здесь дело не	1	1
166	начала до конца	1	1
167	он не должен	1	1
168	дело не только	1	1
169	такое же значение	1	1
170	в большинстве случаев	4	1
171	формам но и	1	1
172	в ту же	1	1
173	будет видно из	1	1
174	xix века это	1	1
175	всякий раз когда	1	1
176	понимание того что	1	1
177	не говорится о	1	1
178	сих пор в	1	1
179	что он делает	1	1
180	в дальнейшем же	1	1
181	до наших дней	2	1
182	ни одно из	1	1
183	одним из таких	1	1
184	в и ленина	1	1
185	весьма скромное место	1	1
186	встречаются чаще чем	1	1
187	на котором он	1	1
188	друг от друга	1	1
189	только по внешним	1	1
190	так что они	1	1
191	и то же	1	1
192	не свободна от	1	1
193	только тем что	1	1
194	при помощи которого	1	1
195	уже потому что	1	1
196	этом можно судить	1	1
197	в том случае	1	1
198	что в жизни	1	1
199	нужно было бы	1	1
200	т д вот	1	1
201	а есть только	1	1
202	смысле этого слова	1	1
203	что он в	1	1
204	в то что	1	1
205	вместо того чтобы	2	1
206	если бы в	1	1
207	само по себе	2	1
208	все эти вещи	1	1
209	и пр с	1	1
210	бы быть очень	1	1
211	это один из	2	1
212	надо сказать что	4	1
213	в соответствии с	1	1
214	вопрос до сих	1	1
215	о том чем	1	1
216	не было и	1	1
217	об этом говорят	1	1
218	по себе не	1	1
219	и не мог	1	1
220	и что такое	1	1
221	сейчас еще не	1	1
222	и др а	1	1
223	так как его	1	1
224	то же можно	1	1
225	же значение как	1	1
226	но и по	1	1
227	не вдаваясь в	2	1
228	в высшей степени	1	1
229	имеет такое же	1	1
230	и не хочет	1	1
231	там где нет	1	1
232	во всем мире	1	1
233	работа никогда не	1	1
234	никакого сомнения что	1	1
235	видим и здесь	1	1
236	не менее и	1	1
237	только то что	1	1
238	это значит что	1	1
239	не только у	1	1
240	здесь идет речь	2	1
241	на этом пути	1	1
242	пути очень часто	1	1
243	все же можно	2	1
244	читатель не найдет	1	1
245	никогда не было	1	1
246	так же и	2	1
247	в полном одиночестве	1	1
248	т д по	1	1
249	но так как	2	1
250	мы имеем дело	1	1
251	дело так что	1	1
252	в них как	1	1
253	быть не может	1	1
254	того что он	1	1
255	имеет право на	1	1
256	и др или	1	1
257	то что она	2	1
258	т д все	3	1
259	совсем не трудно	1	1
260	это может быть	2	1
261	он приступает к	1	1
262	но кроме того	1	1
263	но уже без	1	1
264	надо иметь в	1	1
265	на своем пути	1	1
266	а на самом	1	1
267	которое можно назвать	1	1
268	независимо от других	1	1
269	громким голосом и	1	1
270	не в форме	1	1
271	и может быть	1	1
272	в нем он	1	1
273	мере того как	4	1
274	об этом очень	1	1
275	др но в	1	1
276	и в особенности	1	1
277	не совсем так	1	1
278	может быть даже	1	1
279	все говорили о	1	1
280	в его развитии	1	1
281	с подобного рода	1	1
282	в сторону от	1	1
283	по мере того	4	1
284	в такой форме	1	1
285	в некоторых случаях	2	1
286	как его понимал	1	1
287	того как он	2	1
288	что у меня	1	1
289	и так сказать	1	1
290	ничего не говорится	1	1
291	не столько с	1	1
292	ни один человек	1	1
293	в эту сторону	1	1
294	и для нас	2	1
295	тесно связан с	1	1
296	как материала для	1	1
297	в исторической действительности	6	1
298	он попадает в	2	1
299	пути по которому	1	1
300	во всех случаях	2	1
301	не означает что	2	1
302	но уже в	1	1
303	приводит к тому	1	1
304	в этом утверждении	1	1
305	об этом можно	2	1
306	прямом смысле этого	1	1
307	это не может	2	1
308	содержит в себе	1	1
309	с другой же	1	1
310	ответ на этот	1	1
311	не связан с	1	1
312	д все это	1	1
313	сказке и она	1	1
314	было и тем	1	1
315	хотя бы в	1	1
316	зависимости от степени	1	1
317	на котором эти	1	1
318	же как и	1	1
319	есть еще одно	1	1
320	не могут быть	1	1
321	даже в качестве	1	1
322	а не самим	1	1
323	по его мнению	2	1
324	такая точка зрения	1	1
325	как это делает	1	1
326	в таких случаях	4	1
327	и не только	1	1
328	сих пор мы	4	1
329	не только все	1	1
330	было бы быть	1	1
331	должен был бы	1	1
332	что их нельзя	1	1
333	в виду что	1	1
334	показывает что он	1	1
335	но здесь он	1	1
336	как он был	1	1
337	из й главы	1	1
338	потому что они	1	1
