N	3gram	Vygotskiy_	Sovremen
1	мы не можем	2	6
2	с точки зрения	11	5
3	в зависимости от	1	4
4	не может быть	3	4
5	мы видели что	2	3
6	с самого начала	10	3
7	друг с другом	2	2
8	в свою очередь	3	2
9	каждого из них	1	2
10	то же самое	12	2
11	во всяком случае	6	2
12	так как он	1	2
13	в отличие от	1	2
14	может быть и	1	2
15	не можем сказать	1	1
16	и все те	2	1
17	по самому своему	1	1
18	все же в	2	1
19	самому своему существу	1	1
20	что дело идет	1	1
21	не было бы	2	1
22	таким образом все	1	1
23	мы знаем что	2	1
24	в том что	20	1
25	один и тот	1	1
26	сих пор в	1	1
27	на самом деле	3	1
28	не более как	1	1
29	дело идет о	2	1
30	до сих пор	6	1
31	все более и	4	1
32	сами по себе	3	1
33	новой для нас	1	1
34	ли он в	1	1
35	и тот же	1	1
36	не что иное	1	1
37	мы в дальнейшем	1	1
38	одна и та	2	1
39	и та же	3	1
40	и все же	1	1
41	в самом деле	29	1
42	в такой же	1	1
43	в том случае	4	1
44	тот факт что	3	1
45	и это конечно	1	1
46	же мере в	1	1
47	и во всех	2	1
48	что иное как	1	1
49	в данном случае	5	1
50	и не было	1	1
51	что все они	1	1
52	же самое в	6	1
53	но все же	1	1
54	мы уже знаем	2	1
55	и что она	2	1
56	заключать в себе	1	1
57	это то же	1	1
58	одна из них	2	1
59	и той же	3	1
60	в конечном счете	1	1
61	это значит что	2	1
62	но если мы	1	1
63	уже знаем что	1	1
64	с одной стороны	6	1
65	одной и той	3	1
66	она и не	1	1
67	они не могут	1	1
68	это означало бы	2	1
69	более и более	4	1
70	такой же мере	1	1
71	в самом конце	3	1
72	так же как	2	1
73	по аналогии с	2	1
74	не в том	2	1
75	что в ней	3	1
76	не имеет с	1	1
77	а не только	1	1
78	и что следовательно	1	1
79	она не может	2	1
80	и может быть	3	1
81	в том как	2	1
82	верно ли это	1	1
83	мы помним что	2	1
84	но они не	1	1
85	заключает в себе	1	1
86	и все время	1	1
87	том что эта	1	1
88	на этот вопрос	1	1
89	не вытекает из	1	1
90	и в этом	6	1
91	данном случае и	1	1
92	те или иные	1	1
93	в этом случае	1	1
94	же самое что	2	1
95	шаг за шагом	3	1
96	и ничего не	1	1
97	все эти три	1	1
98	можно было бы	6	1
99	значение каждого из	1	1
100	именно в том	1	1
101	и не может	1	1
102	по его мнению	1	1
103	что она может	1	1
104	подчиняются тем же	1	1
105	мы видим что	7	1
