N	3gram	Vygotskiy_	Literetu
1	в том что	33	21
2	в то же	1	21
3	по отношению к	19	12
4	с одной стороны	10	12
5	не может быть	4	11
6	в данном случае	3	11
7	в отличие от	3	11
8	состоит в том	7	11
9	о том что	7	10
10	в этом отношении	7	10
11	с точки зрения	12	8
12	не говоря уже	1	8
13	с другой стороны	8	7
14	говоря уже о	1	6
15	в том числе	2	6
16	к тому же	1	6
17	из того что	4	6
18	подобно тому как	6	6
19	не только в	1	6
20	едва ли не	1	6
21	с этой точки	7	5
22	тем не менее	1	5
23	в том чтобы	3	5
24	этой точки зрения	7	5
25	в связи с	6	5
26	прежде всего в	1	5
27	но при этом	2	4
28	по аналогии с	2	4
29	и тем самым	3	4
30	то ни было	1	4
31	исходит из того	1	4
32	бы то ни	1	4
33	и то что	6	4
34	положение при котором	1	3
35	одной стороны и	2	3
36	в самом деле	6	3
37	в том же	1	3
38	ничего общего с	3	3
39	речь идет о	1	3
40	то же самое	7	3
41	той или иной	1	3
42	только в том	2	3
43	в свою очередь	4	3
44	на то что	5	3
45	не столько в	1	3
46	а не как	2	3
47	на самом деле	3	3
48	в целом ряде	1	3
49	как например в	1	3
50	во всяком случае	2	3
51	то что я	1	3
52	и в частности	3	3
53	том числе и	2	3
54	в самом начале	2	2
55	знает что он	2	2
56	в себя и	1	2
57	в первый раз	1	2
58	для того чтобы	20	2
59	и то же	1	2
60	что он в	1	2
61	как нам представляется	1	2
62	и вместе с	1	2
63	тех или иных	2	2
64	а во второй	1	2
65	а с другой	3	2
66	не могло быть	1	2
67	не только не	7	2
68	имел в виду	1	2
69	к тому что	5	2
70	только то что	2	2
71	в другом месте	4	2
72	в этой связи	1	2
73	а не только	1	2
74	в равной мере	4	2
75	мы имеем дело	2	2
76	на вопрос что	1	2
77	чуть ли не	1	2
78	вместе с тем	4	2
79	тем что в	1	2
80	но и в	1	2
81	в свое время	2	2
82	в себе и	1	2
83	в полной мере	1	2
84	я не могу	1	2
85	одно и то	1	2
86	можно было бы	8	2
87	в этом случае	5	2
88	во второй половине	1	2
89	и не только	1	2
90	на эту тему	1	2
91	оказывается как бы	1	1
92	до самого конца	1	1
93	в каком отношении	1	1
94	потому что я	1	1
95	того что у	1	1
96	как и во	1	1
97	а отнюдь не	1	1
98	что он не	3	1
99	к его началу	1	1
100	ничего не меняет	1	1
101	для этого необходимо	1	1
102	к тому чтобы	4	1
103	в той мере	3	1
104	что уже в	1	1
105	каждый из которых	1	1
106	на том что	1	1
107	не менее чем	1	1
108	то что в	1	1
109	и тем более	2	1
110	за собой и	1	1
111	тем более не	1	1
112	в частности между	1	1
113	друг от друга	5	1
114	то в чем	5	1
115	он сам не	1	1
116	более или менее	1	1
117	возвращает нас к	1	1
118	нам остается только	2	1
119	как бы не	1	1
120	не знает что	3	1
121	этом случае мы	1	1
122	именно в этом	3	1
123	он этого не	1	1
124	так и с	1	1
125	до сих пор	3	1
126	потому что в	4	1
127	все более и	3	1
128	именно потому что	3	1
129	его за собой	1	1
130	в этом и	2	1
131	из прошлого в	1	1
132	в такой же	3	1
133	данном случае не	2	1
134	в конце концов	2	1
135	мы никогда не	1	1
136	оно было бы	1	1
137	в зависимости от	2	1
138	том что в	2	1
139	но и с	1	1
140	простой причине что	1	1
141	но в силу	1	1
142	два момента в	1	1
143	и того же	8	1
144	обнаруживает в своем	1	1
145	и т.п и	1	1
146	возникают прежде всего	1	1
147	всего в преодолении	1	1
148	в высшей степени	3	1
149	видит в том	1	1
150	как раз и	1	1
151	сама по себе	4	1
152	отношение к предмету	1	1
153	не нуждается в	1	1
154	но все же	2	1
155	в истинном значении	1	1
156	о том как	3	1
157	одного и того	8	1
158	для этой цели	1	1
159	еще и в	1	1
160	принципиальное различие между	1	1
161	такой же мере	3	1
162	в этом последнем	1	1
163	в себе поскольку	1	1
164	собой но в	1	1
165	состоит не столько	1	1
166	не только по	1	1
167	и только в	1	1
168	после того как	1	1
169	но это и	1	1
170	которые не могут	1	1
171	только по отношению	1	1
172	отношением к объекту	1	1
173	в основе этой	2	1
174	не только для	1	1
175	словами то что	1	1
176	но как правило	1	1
177	как бы в	1	1
178	с того что	2	1
179	различие между ними	1	1
180	речь в этом	1	1
181	эти два момента	1	1
182	может быть в	1	1
183	как один из	1	1
184	программы при этом	1	1
185	только в качестве	1	1
186	состоит не в	1	1
187	того же самого	4	1
188	не в состоянии	6	1
189	том что для	1	1
190	именно то что	3	1
191	не меняет в	1	1
192	сила и слабость	3	1
193	должно быть подчинено	1	1
194	не что иное	2	1
195	более и более	3	1
196	того что было	2	1
197	альфа и омега	1	1
198	имеем дело в	1	1
199	начинается с того	2	1
200	несмотря на свою	1	1
201	и не является	1	1
202	по существу мысль	1	1
203	той простой причине	1	1
204	там где есть	1	1
205	тому как в	3	1
206	характеризуется тем что	1	1
207	есть альфа и	1	1
208	нам представляется что	1	1
209	и во всей	1	1
