N	4gram	Bakhtin_Pr	Freidism
1	в то же время	10	6
2	мы можем сказать что	2	5
3	одной и той же	1	3
4	но в то же	5	3
5	и не может быть	1	3
6	заключается в том что	1	2
7	с точки зрения сознания	1	2
8	в зависимости от того	1	2
9	в том что он	4	2
10	бы то ни было	2	2
11	говорить о том что	1	2
12	нет и не может	1	2
13	в целом ряде других	2	1
14	и в высшей степени	1	1
15	не может в этом	1	1
16	начала и до конца	2	1
17	только то что может	1	1
18	переносит центр тяжести в	1	1
19	что в данном случае	1	1
20	жизни в ее целом	1	1
21	но тем не менее	1	1
22	только с точки зрения	1	1
23	даже и не подозревает	1	1
24	и в нем мы	1	1
25	свою точку зрения на	1	1
26	не может быть понято	1	1
27	во что бы то	1	1
28	пробным камнем для испытания	1	1
29	в пределах того что	1	1
30	и по отношению к	1	1
31	бы то ни стало	1	1
32	мы имеем в виду	2	1
33	так и со стороны	1	1
34	в его целом то	1	1
35	и не подозревает о	1	1
36	и не могут быть	1	1
37	это и есть та	1	1
38	и со стороны содержания	1	1
39	теперь мы должны перейти	1	1
40	дело в том что	1	1
41	и быть не может	1	1
42	в данном случае в	1	1
43	мы должны перейти к	1	1
44	том что это не	1	1
45	зависимости от того в	1	1
46	другая точка зрения на	1	1
47	что бы то ни	1	1
48	только при этом условии	1	1
49	они и не могут	1	1
50	и в то же	3	1
51	за пределы всего что	1	1
52	формы так и со	1	1
53	во всяком случае не	1	1
54	как же мы должны	1	1
55	что же это за	1	1
