N	4gram	Bakhtin_Fr	Psycholo
1	одной и той же	1	12
2	в том что он	1	7
3	все более и более	1	4
4	в силу того что	1	4
5	одна и та же	1	4
6	и в том что	2	3
7	в то же время	5	3
8	дело в том что	2	3
9	что с точки зрения	1	2
10	беда в том что	1	2
11	и не может быть	2	2
12	с одной стороны он	1	2
13	или во всяком случае	1	2
14	с точки зрения тех	1	1
15	как мы уже говорили	4	1
16	законам то есть по	1	1
17	не только не делает	1	1
18	мы уже говорили о	1	1
19	в тесной связи с	1	1
20	в живописи и в	1	1
21	в основе его лежит	1	1
22	всех времен и народов	1	1
23	что тем самым он	1	1
24	ни в одну из	1	1
25	именно в том чтобы	1	1
26	не входит в область	1	1
27	в средние века в	1	1
28	речь идет не о	1	1
29	потому что в нем	1	1
30	то есть по законам	1	1
31	сводится к тому чтобы	1	1
32	я имею в виду	1	1
33	остановимся прежде всего на	1	1
34	понятно что при таком	1	1
35	в том числе и	7	1
36	мы уже говорили что	3	1
37	свидетельствуют о том что	1	1
38	может быть отнесена к	1	1
39	ни на что не	2	1
40	и во всех других	2	1
41	до сих пор недостаточно	1	1
