N	4gram	Losev_Vesc	Myslijsy
1	в то же время	4	13
2	одного и того же	1	9
3	только в том что	1	8
4	одно и то же	5	7
5	один и тот же	1	4
6	в то время как	4	4
7	или по крайней мере	2	4
8	в том смысле что	1	4
9	не что иное как	12	4
10	а в том что	1	4
11	дело в том что	4	4
12	в том что он	2	3
13	в одном и том	1	3
14	заключается в том что	2	3
15	и та и другая	1	3
16	и то и другое	1	3
17	с этой точки зрения	3	3
18	с одной стороны и	1	3
19	одном и том же	1	3
20	мы не можем потому	1	2
21	и как бы ни	1	2
22	не можем потому что	1	2
23	или что то же	2	2
24	и т д то	1	2
25	бы то ни было	12	2
26	не только не есть	1	1
27	в том что и	1	1
28	может в то же	1	1
29	и т д в	1	1
30	уже одно то что	1	1
31	что бы то ни	1	1
32	указание на то что	1	1
33	нужно для того чтобы	1	1
34	в том что это	1	1
35	по крайней мере как	1	1
36	от того что она	1	1
37	имеем дело не с	2	1
38	но и для всякого	1	1
39	и таким образом получается	1	1
40	и вместе с тем	1	1
41	и здесь как и	1	1
42	само по себе и	1	1
43	и не может понять	1	1
44	дело вовсе не в	1	1
45	это значило бы что	3	1
46	еще и потому что	1	1
47	не может обойтись без	1	1
48	мы имеем дело не	2	1
49	действительность как она есть	1	1
50	не только в смысле	1	1
51	что несмотря на все	1	1
52	и в самом деле	1	1
53	что как бы ни	1	1
54	но и то что	1	1
55	когда мы говорим что	1	1
56	между собою так что	1	1
57	можно выразить и иначе	1	1
58	но даже и в	1	1
59	не только потому что	1	1
60	указывает на то что	3	1
61	самом общем смысле этого	1	1
62	общем смысле этого слова	1	1
63	этот звук не есть	1	1
64	иначе и быть не	1	1
65	это значит что я	3	1
66	есть то что мы	1	1
67	но само по себе	1	1
68	потому что оно есть	1	1
69	что и та и	1	1
70	и т д и	11	1
71	в самом деле в	1	1
72	с точки зрения этого	1	1
73	то ни было но	2	1
74	и то же понятие	3	1
75	и быть не может	1	1
76	есть указание на то	1	1
77	и в этом отношении	1	1
78	подобно тому как в	1	1
79	д и т д	10	1
80	есть не что иное	8	1
