N	2gram	Bakhtin_Fr	formyVre
1	и в	68	148
2	в этом	28	73
3	то есть	31	70
4	в романе	24	58
5	в нем	12	51
6	прежде всего	23	46
7	и т	1	40
8	и не	25	37
9	в его	21	36
10	и его	26	36
11	вовсе не	18	35
12	но и	17	33
13	то же	14	32
14	не только	21	32
15	в литературе	10	32
16	но в	20	31
17	жизни и	6	31
18	так и	8	29
19	может быть	10	27
20	не в	2	26
21	как мы	18	26
22	как и	17	25
23	у рабле	29	25
24	как бы	7	25
25	точки зрения	8	24
26	мы уже	19	24
27	только в	9	23
28	в то	14	23
29	еды и	6	23
30	времени и	5	23
31	в том	12	22
32	то что	11	22
33	связи с	8	21
34	во всех	8	21
35	жизни в	1	21
36	же время	13	21
37	все эти	16	21
38	и питья	2	20
39	в своем	11	19
40	и др	9	19
41	и на	16	19
42	в основном	7	19
43	и для	6	19
44	таким образом	22	18
45	у него	14	18
46	и все	16	18
47	еще не	3	18
48	при этом	5	17
49	те же	6	17
50	с этим	2	17
51	в особенности	6	17
52	так как	7	17
53	в пределах	1	17
54	все же	6	16
55	в условиях	3	16
56	в связи	7	16
57	того же	4	16
58	в основе	7	16
59	и во	6	16
60	кн i	2	16
61	с рядом	1	16
62	и их	5	16
63	не может	5	16
64	в разных	3	15
65	в одном	7	15
66	в них	19	15
67	в дальнейшем	4	15
68	никогда не	2	15
69	с точки	4	15
70	так сказать	7	15
71	с его	6	15
72	кн ii	2	15
73	i гл	2	15
74	вместе с	4	15
75	лишь в	3	15
76	кн iv	6	14
77	и как	5	14
78	и с	15	14
79	так же	3	14
80	в конце	8	14
81	всех этих	5	14
82	а не	6	14
83	как раз	8	14
84	все это	6	14
85	в самом	6	13
86	в котором	3	13
87	для того	5	13
88	рабле в	37	13
89	во время	17	13
90	человеческого тела	2	13
91	с ним	3	13
92	как в	4	13
93	роль в	7	13
94	здесь в	6	13
95	в их	6	13
96	iv гл	6	13
97	в частности	4	13
98	того чтобы	6	13
99	а в	3	13
100	же в	2	13
101	и до	14	12
102	конечно не	4	12
103	не было	7	12
104	он не	11	12
105	ii гл	1	12
106	отнюдь не	1	12
107	что в	14	12
108	это время	1	12
109	потому что	3	12
110	в истории	5	12
111	ничего не	4	12
112	но не	4	12
113	и наконец	5	12
114	из них	8	11
