N	3gram	Trubetskoy	VeschiIm
1	не может быть	4	24
2	бы то ни	4	12
3	то ни было	1	12
4	тем не менее	1	11
5	по крайней мере	1	10
6	в том что	7	9
7	в самом деле	1	7
8	на то что	4	7
9	сама по себе	2	7
10	с точки зрения	9	6
11	то и другое	1	6
12	и не только	1	6
13	в свою очередь	1	5
14	не есть только	1	5
15	в то же	10	5
16	и то что	3	5
17	что оно есть	1	5
18	от того что	1	4
19	более или менее	4	4
20	те или другие	1	4
21	дело в том	1	4
22	о том что	2	4
23	это и есть	1	4
24	есть то что	1	4
25	то же время	10	4
26	потому что они	1	4
27	вместе с тем	3	3
28	указывает на то	1	3
29	заключается в том	1	3
30	она не может	2	3
31	можно было бы	3	3
32	не может не	3	3
33	это значило бы	1	3
34	только то что	1	3
35	так же как	1	2
36	то что эта	1	2
37	не только к	2	2
38	заключается не в	1	2
39	в применении к	1	2
40	в данном случае	3	2
41	в том чтобы	1	2
42	она могла бы	1	2
43	а следовательно и	2	2
44	для того чтобы	6	2
45	то что оно	1	2
46	друг с другом	14	2
47	и в частности	1	2
48	только один из	1	2
49	ни от какого	1	2
50	в конце концов	3	2
51	тех или иных	1	2
52	и таким образом	1	2
53	как бы ни	1	2
54	то что же	1	2
55	но даже и	1	2
56	в связи с	1	2
57	к тому что	2	2
58	но все же	1	2
59	во всяком случае	6	2
60	в этом отношении	1	2
61	вопрос о том	1	2
62	и в этом	1	2
63	что он есть	1	2
64	в этом и	1	2
65	быть не может	1	1
66	зрения приводит к	1	1
67	что он не	2	1
68	в полной мере	1	1
69	может остановиться на	1	1
70	совершенно самостоятельные и	1	1
71	и как бы	1	1
72	на том основании	1	1
73	и должно быть	1	1
74	и прежде всего	1	1
75	и во всяком	2	1
76	прежде всего на	1	1
77	и только в	1	1
78	собой и не	1	1
79	которые для нее	1	1
80	ни к какому	1	1
81	есть только один	1	1
82	и более или	1	1
83	важно только чтобы	1	1
84	когда речь идет	1	1
85	решения вопроса о	1	1
86	эта точка зрения	1	1
87	в себе и	2	1
88	вопрос о сущности	1	1
89	что не только	1	1
90	мы подходим к	1	1
91	ни у кого	1	1
92	точка зрения приводит	1	1
93	которых идет речь	1	1
94	по сравнению со	1	1
95	что все это	1	1
96	в результате этого	1	1
97	только в том	2	1
98	во всяком другом	3	1
99	являются не просто	1	1
100	только в виде	1	1
101	между прочим и	1	1
102	не привело бы	1	1
103	и то и	1	1
104	та или другая	1	1
105	внутренней и внешней	1	1
106	что бы то	3	1
107	до сих пор	5	1
108	одного и того	1	1
109	на точку зрения	1	1
110	смысле этого слова	1	1
111	речь идет о	1	1
112	мы не знаем	1	1
113	самое большее что	1	1
114	и вместе с	2	1
115	с нею и	1	1
116	но можно ли	1	1
117	что все что	1	1
118	даже и в	1	1
119	и того же	1	1
120	в этом случае	3	1
121	о которых идет	1	1
122	но в то	1	1
123	а в том	1	1
124	содержат в себе	1	1
125	по самому своему	2	1
126	самого себя и	3	1
127	также и то	1	1
128	сих пор мы	1	1
129	на точке зрения	1	1
130	ибо тот кто	1	1
131	то что для	1	1
132	то же самое	1	1
133	и все же	1	1
134	надо чтобы она	1	1
135	ни от каких	1	1
136	что с точки	1	1
137	относится не только	1	1
138	несмотря на все	1	1
139	но и к	2	1
140	это потому что	2	1
141	две совершенно самостоятельные	1	1
142	для этих целей	1	1
143	при таких условиях	3	1
144	тот или иной	1	1
145	но и для	1	1
146	или хотя бы	1	1
147	и не может	3	1
148	себе что эти	1	1
149	вот это и	1	1
