N	3gram	Losev_Prob	Komedia
1	в том что	7	29
2	к тому же	1	21
3	в то же	4	16
4	до сих пор	6	16
5	в самом деле	4	13
6	о том что	16	13
7	и т п	1	11
8	для того чтобы	9	11
9	в то время	2	11
10	вместе с тем	2	9
11	с одной стороны	4	9
12	то время как	2	9
13	с другой стороны	7	8
14	и в самом	2	8
15	так или иначе	7	7
16	бы то ни	2	7
17	в конце концов	11	7
18	на этот раз	2	7
19	на себя внимание	1	7
20	с самого начала	2	7
21	в первую очередь	1	7
22	во всяком случае	11	7
23	говоря уже о	5	6
24	в том числе	2	6
25	в связи с	7	6
26	с точки зрения	3	6
27	до тех пор	4	6
28	не говоря уже	6	6
29	о том как	2	5
30	то же самое	9	5
31	и т д	12	5
32	в этом отношении	2	5
33	тем не менее	25	5
34	и тот же	1	4
35	в самом начале	1	4
36	в этой области	5	4
37	к тому что	1	4
38	но все же	1	4
39	само собой разумеется	1	4
40	в это время	1	4
41	так как он	2	4
42	можно было бы	4	4
43	то что он	3	3
44	несмотря на всю	2	3
45	в том же	1	3
46	друг от друга	1	3
47	более или менее	7	3
48	по тому что	1	3
49	хотя и не	2	3
50	в какой мере	1	3
51	на то что	12	3
52	но и в	3	3
53	в этом же	1	3
54	в чем же	1	3
55	может быть даже	2	3
56	в последние десятилетия	2	3
57	один и тот	1	3
58	и к тому	1	3
59	нет и речи	1	3
60	таким образом в	1	3
61	внешней и внутренней	1	3
62	то обстоятельство что	1	3
63	если бы он	1	3
64	том числе и	2	3
65	одной стороны и	2	2
66	одного из них	1	2
67	а может быть	3	2
68	как будто бы	4	2
69	в широких кругах	1	2
70	в этом смысле	8	2
71	то что не	2	2
72	и на этот	1	2
73	при этом что	1	2
74	у нас в	1	2
75	что к нему	1	2
76	как и в	1	2
77	или может быть	2	2
78	в частности в	2	2
79	так и в	2	2
80	в разговоре с	1	2
81	в зависимости от	1	2
82	точно так же	7	2
83	и в то	1	2
84	том что в	2	2
85	не было и	1	2
86	из них не	1	2
87	если не считать	1	2
88	на первый план	3	2
89	в основе своей	1	2
90	для этой цели	1	2
91	в хронологическом порядке	1	2
92	и в том	1	2
93	в течение всей	1	2
94	все тот же	1	2
95	только в том	4	2
96	и тем более	2	2
97	подобно тому как	2	2
98	так же как	2	2
99	можно судить по	1	2
100	имеем в виду	1	2
101	только потому что	3	2
102	не только в	3	2
103	мы имеем в	1	2
104	в этом случае	6	2
105	как мы видели	1	2
106	представление о том	1	2
107	должны были бы	2	1
108	говорил о том	1	1
109	и что их	1	1
110	к нему же	1	1
111	тот или другой	1	1
112	и далеко не	1	1
113	за последние десятилетия	1	1
114	ясно что ни	1	1
115	но и не	2	1
116	имеет ничего общего	4	1
117	что она не	1	1
118	так и для	2	1
119	и для этого	1	1
120	но вместе с	1	1
121	никак не может	3	1
122	не может быть	5	1
123	тому и другому	1	1
124	от греческого слова	1	1
125	несмотря на то	1	1
126	один из них	1	1
127	поэтому и в	1	1
128	своему содержанию и	1	1
129	можно сказать что	6	1
130	она должна быть	1	1
131	здесь не только	2	1
132	о которых мы	2	1
133	в собственном смысле	1	1
134	понимать именно как	1	1
135	сказать что их	1	1
136	до наших дней	1	1
137	а то что	2	1
138	происходит от греческого	1	1
139	и здесь история	1	1
140	и независимо от	2	1
141	и во всех	1	1
142	мы конечно не	1	1
143	что все это	1	1
144	и все прочее	1	1
145	что ему придется	1	1
146	потому что она	1	1
147	и даже до	1	1
148	если он не	1	1
149	те моменты в	1	1
150	тот конечно не	1	1
151	что никогда не	1	1
152	в этой пьесе	1	1
153	и не имеет	1	1
154	того или иного	6	1
155	как мы уже	2	1
156	только тем что	1	1
157	друг на друга	1	1
158	что речь идет	1	1
159	одного и того	2	1
160	может быть только	2	1
161	по своему содержанию	3	1
162	сам по себе	7	1
163	в первом из	1	1
164	нет никакой необходимости	1	1
165	в том случае	2	1
166	из них в	1	1
167	одной из самых	1	1
168	похожих друг на	1	1
169	не хуже чем	1	1
170	ничего общего с	9	1
171	наше представление о	1	1
172	а между тем	1	1
173	даже если бы	3	1
174	мы можем сказать	1	1
175	таким образом что	2	1
176	что в нем	4	1
177	за последние два	1	1
178	они относятся к	1	1
179	само по себе	1	1
180	и тем самым	4	1
181	в данном случае	10	1
182	можно говорить о	2	1
183	как о том	1	1
184	в этих условиях	1	1
185	не имеет ничего	4	1
186	совсем другой смысл	1	1
187	об этом не	1	1
188	только в виде	1	1
189	только один из	1	1
190	и того же	2	1
191	в других случаях	2	1
192	до поры до	1	1
193	точки зрения самого	1	1
194	как таковой и	1	1
195	но как раз	2	1
196	мы не только	2	1
197	и не требует	1	1
198	по этому поводу	5	1
199	это вовсе не	2	1
200	гораздо ближе к	1	1
201	вовсе не является	6	1
202	он был и	1	1
203	многие из этих	2	1
204	и в его	2	1
205	поры до времени	1	1
206	уж говорить о	1	1
207	только в связи	1	1
208	потому что и	1	1
209	не о чем	5	1
210	имея в виду	1	1
211	или хотя бы	2	1
212	а не в	1	1
213	и не может	1	1
214	и в этом	5	1
215	мы имеем дело	1	1
216	что вы меня	1	1
217	может и не	1	1
218	ничего не знаем	1	1
219	тому что в	1	1
220	и не все	1	1
221	в этих словах	1	1
222	когда речь заходит	1	1
223	т д все	1	1
224	той или иной	5	1
225	таким образом на	1	1
226	из более обширного	1	1
227	признать что в	1	1
228	сводится к тому	1	1
229	значение и их	1	1
230	быть даже и	2	1
231	мы находим в	1	1
232	свою роль в	1	1
233	и особенно в	1	1
234	он должен быть	1	1
235	в том чтобы	1	1
236	том что ни	1	1
237	с которой она	1	1
238	по крайней мере	8	1
239	в любой другой	1	1
240	именно в этой	1	1
241	однако едва ли	1	1
242	его от всех	1	1
243	даже не только	1	1
244	и без всякого	1	1
245	смысле слова мы	1	1
246	каждый из которых	1	1
247	и вовсе не	6	1
248	бы он был	1	1
249	и на его	2	1
250	до начала х	1	1
251	что же касается	3	1
252	то что в	4	1
253	мы и здесь	1	1
254	но уже в	2	1
255	в некоторых случаях	1	1
256	не в их	1	1
257	и в помине	1	1
258	последние два десятилетия	1	1
259	как один из	1	1
260	к выводу что	1	1
261	всего этого можно	1	1
262	он не может	1	1
263	не был бы	4	1
264	но никак не	2	1
265	связи с этим	2	1
266	в настоящее время	17	1
267	к числу таких	1	1
268	едва ли кто-нибудь	3	1
269	так как будто	1	1
270	тому же он	1	1
271	ни один из	1	1
272	и один из	1	1
273	он может быть	1	1
274	то ясно что	1	1
275	предстает перед нами	1	1
276	не было бы	1	1
277	та или другая	1	1
278	случайно попавший в	1	1
279	во всех случаях	1	1
280	не что иное	5	1
281	и в частности	3	1
282	только на то	1	1
283	уже в самом	1	1
284	в одной точке	1	1
285	и ничего не	2	1
286	и о других	1	1
287	но все равно	1	1
288	и в своей	3	1
289	и о том	3	1
290	однако и в	1	1
291	тем же словом	1	1
292	как это ясно	1	1
293	что и здесь	1	1
294	что его можно	1	1
295	словом если в	1	1
296	как раз в	1	1
297	положение дел в	1	1
298	и в отношении	1	1
299	тоже ничего не	1	1
300	хотя бы в	1	1
301	же как и	1	1
302	обо всем этом	1	1
303	мы ничего не	1	1
304	в нем только	2	1
305	сам он не	1	1
306	тем что она	1	1
307	тем что он	2	1
308	том случае если	1	1
309	же в этих	1	1
310	что указывает на	1	1
311	и в литературе	1	1
312	что иное как	5	1
313	он был бы	1	1
314	вопрос о том	2	1
315	и не только	1	1
316	и меньше всего	1	1
317	то на что	1	1
318	в следующем виде	1	1
319	во всех отношениях	1	1
320	сама по себе	6	1
321	и не знает	1	1
322	в другом случае	2	1
323	потому что они	1	1
324	если бы не	3	1
