N	4gram	Voloshinov	Psycholo
1	в то время как	1	13
2	одно и то же	2	7
3	один и тот же	1	5
4	так же как и	1	5
5	одним и тем же	1	4
6	в зависимости от того	1	4
7	все более и более	1	4
8	в том что в	1	4
9	одна и та же	1	4
10	в то же время	1	3
11	что до сих пор	1	3
12	дело в том что	4	3
13	было бы показать что	1	2
14	с уверенностью сказать что	1	2
15	до сих пор не	1	2
16	ли из этого что	1	2
17	с одной стороны и	2	2
18	и не может быть	1	2
19	если мы обратимся к	1	2
20	можно было бы показать	1	2
21	бы то ни было	3	2
22	нам кажется что мы	1	2
23	уже не может быть	1	1
24	вступает в свои права	1	1
25	в зависимости от изменения	1	1
26	и проч и проч	1	1
27	ни в какой степени	1	1
28	к тому же самому	1	1
29	увидим что не только	1	1
30	ни в коем случае	1	1
31	как если бы оно	1	1
32	если бы не было	1	1
33	одному и тому же	1	1
34	в том что все	1	1
35	в какой степени не	1	1
36	в ней как в	1	1
37	о ком идет речь	1	1
38	является то что оно	1	1
39	ни в чем не	1	1
40	в самом деле в	1	1
41	но то же самое	1	1
42	можно с уверенностью сказать	1	1
43	обстоит дело и с	1	1
44	все зависит от того	1	1
45	и в этом смысле	1	1
46	какой бы то ни	1	1
47	мы имеем дело с	1	1
48	искусства и в частности	1	1
