N	3gram	Bakhtin_Fr	VeschiIm
1	не может быть	5	24
2	содержит в себе	2	11
3	в том что	6	9
4	а и в	1	9
5	в самом деле	1	7
6	на то что	1	7
7	по сравнению с	2	7
8	с точки зрения	6	6
9	может быть только	1	6
10	и не только	1	6
11	в чем же	1	5
12	в то же	5	5
13	не потому что	1	5
14	подобно тому как	2	5
15	не только в	5	5
16	в себе в	1	4
17	не только не	1	4
18	дело в том	2	4
19	о том что	3	4
20	то же время	5	4
21	мы видели что	1	3
22	но еще и	1	3
23	при переходе в	1	3
24	можно сказать что	3	3
25	сами по себе	1	3
26	в отрыве от	2	3
27	и в то	2	3
28	в собственном смысле	3	3
29	только то что	1	3
30	с одной стороны	2	3
31	то что мы	1	3
32	с другой стороны	1	3
33	он становится на	1	2
34	в той или	5	2
35	все то что	1	2
36	в применении к	3	2
37	мы видим что	1	2
38	в том чтобы	1	2
39	и без всякого	1	2
40	в свое время	5	2
41	главным образом на	2	2
42	для того чтобы	2	2
43	но самое главное	1	2
44	есть еще и	1	2
45	не относится к	1	2
46	друг с другом	2	2
47	том что он	1	2
48	и в частности	2	2
49	в отношении к	1	2
50	как раз в	1	2
51	в конце концов	1	2
52	в нем нет	1	2
53	тех или иных	1	2
54	даже и не	1	2
55	как бы ни	2	2
56	можно говорить о	1	2
57	а затем и	1	2
58	но даже и	2	2
59	этом отношении они	1	2
60	нужно сказать что	7	2
61	в связи с	1	2
62	но все же	3	2
63	во всяком случае	2	2
64	в этом отношении	5	2
65	как раз и	2	2
66	в основе своей	2	2
67	в самом начале	1	1
68	и в целом	1	1
69	нем нет ничего	1	1
70	становится на точку	1	1
71	точка зрения на	1	1
72	и прежде всего	4	1
73	еще и в	1	1
74	прежде всего на	3	1
75	была как бы	1	1
76	и может быть	1	1
77	но и в	5	1
78	одна из основных	1	1
79	ни к какому	2	1
80	как мы говорили	1	1
81	его от всех	1	1
82	только в свете	1	1
83	и в особенности	1	1
84	для него не	1	1
85	жизни и мира	2	1
86	что мы уже	1	1
87	в xix веке	2	1
88	то или иное	1	1
89	в себя момент	1	1
90	в себе и	2	1
91	но это понимание	1	1
92	и ни на	3	1
93	чем же сущность	1	1
94	на то или	1	1
95	и во всех	2	1
96	и в нем	1	1
97	на этой стадии	1	1
98	и пр но	1	1
99	и в чем	1	1
100	все это по	1	1
101	так как под	1	1
102	в смысл и	1	1
103	один из наиболее	1	1
104	не нуждается в	1	1
105	есть только в	1	1
106	с полной очевидностью	1	1
107	и пр и	1	1
108	мы будем говорить	1	1
109	слово для обозначения	1	1
110	и даже больше	1	1
111	до сих пор	7	1
112	именно потому что	1	1
113	одно из самых	1	1
114	резко отличается от	1	1
115	на точку зрения	1	1
116	это одна из	1	1
117	и новые формы	1	1
118	и здесь мы	1	1
119	и еще более	1	1
120	таким образом и	1	1
121	не есть его	1	1
122	потому что он	1	1
123	и во всей	1	1
124	проник и в	1	1
125	по своей природе	1	1
126	очень интересный и	1	1
127	на что не	2	1
128	можно только в	1	1
129	и ничего не	1	1
130	не могла бы	1	1
131	только потому что	1	1
132	это уже не	3	1
133	даже и в	4	1
134	но также и	1	1
135	в этом случае	1	1
136	но в то	2	1
137	ни на что	2	1
138	для него только	1	1
139	широко не только	1	1
140	ни с кем	1	1
141	мы сказали что	1	1
142	то что для	2	1
143	по существу и	1	1
144	в новое время	4	1
145	но как раз	1	1
146	и не подозревает	1	1
147	самом же деле	3	1
148	что с точки	1	1
149	в сущности и	1	1
150	на самом же	3	1
151	на первый план	1	1
152	оно все же	1	1
153	перевести на язык	1	1
154	все к чему	1	1
155	в сущности всегда	1	1
156	можно выразить и	1	1
157	или хотя бы	1	1
158	и не может	2	1
159	мы уже сказали	4	1
160	вовсе не в	2	1
