N	3gram	Savitsky_E	formyVre
1	то же время	14	21
2	в то же	15	18
3	в связи с	1	15
4	с точки зрения	16	15
5	друг с другом	3	13
6	для того чтобы	5	12
7	но и в	1	12
8	не только в	4	11
9	в этом мире	1	10
10	и в то	8	10
11	и того же	1	9
12	одного и того	1	9
13	в большинстве случаев	2	8
14	в том числе	1	8
15	и прежде всего	3	8
16	и т д	1	7
17	не может быть	2	7
18	в отличие от	1	7
19	в этом отношении	3	7
20	прежде всего в	2	7
21	в том же	1	6
22	друг от друга	2	6
23	и в этом	4	6
24	а также и	1	6
25	во всех этих	1	6
26	с одной стороны	8	6
27	в том что	6	5
28	одной стороны и	6	5
29	в то время	1	5
30	том числе и	1	5
31	то есть в	1	5
32	той или иной	4	5
33	и не только	1	5
34	о которых мы	1	4
35	с другой стороны	2	4
36	связи с этим	1	4
37	во всяком случае	3	4
38	то время как	1	4
39	может быть и	1	4
40	в той или	3	3
41	по сравнению с	2	3
42	в этом процессе	1	3
43	что в этом	1	3
44	же как и	3	3
45	и в частности	2	3
46	но в то	2	3
47	так же как	5	3
48	как бы ни	3	3
49	так и в	2	3
50	также и в	1	3
51	друг к другу	1	3
52	или иной степени	1	2
53	можно сказать что	3	2
54	в частности в	2	2
55	в соответствии с	1	2
56	в данном случае	2	2
57	что в таком	1	2
58	к тому же	1	2
59	это значит что	1	2
60	в каком же	1	2
61	в свою очередь	2	2
62	в значительной мере	1	2
63	и та же	1	2
64	но в отношении	1	2
65	дело в том	1	2
66	и все другие	2	2
67	к тому что	1	2
68	оно не может	1	2
69	с тем что	1	2
70	одна и та	1	2
71	и затем в	1	1
72	рано или поздно	2	1
73	же время не	1	1
74	так и для	1	1
75	в себе в	1	1
76	плоть от плоти	1	1
77	в применении к	3	1
78	в этом смысле	3	1
79	только в том	2	1
80	хотя бы и	3	1
81	с этой точки	5	1
82	вовсе не в	1	1
83	только в пределах	1	1
84	качестве одной из	1	1
85	более или менее	1	1
86	кроме того что	1	1
87	дело идет о	2	1
88	то что может	1	1
89	начале xx века	1	1
90	но в процессе	1	1
91	мы можем сказать	2	1
92	прежде всего к	2	1
93	так и по	1	1
94	и во все	1	1
95	вместо того чтобы	1	1
96	интересующего нас вопроса	1	1
97	не может не	1	1
98	одну и ту	1	1
99	к участию в	1	1
100	в стороне от	1	1
101	богатство и разнообразие	1	1
102	в значительной степени	1	1
103	в течение которого	1	1
104	или хотя бы	2	1
105	но в смысле	1	1
106	мы видели в	1	1
107	мы говорили в	1	1
108	в одном из	2	1
109	наше внимание на	1	1
110	от плоти и	1	1
111	и несколько ниже	1	1
112	и для всех	1	1
113	в качестве одной	1	1
114	ибо то что	1	1
115	и ту же	1	1
116	в пределах этого	1	1
117	же мало как	2	1
118	и видим как	1	1
119	и человеческой жизни	1	1
120	этой точки зрения	5	1
121	то что в	2	1
122	между ними и	2	1
123	и для того	1	1
124	как таковой вовсе	1	1
125	чтобы войти в	1	1
126	хотя и не	1	1
127	в одной из	1	1
128	на берегу моря	1	1
129	во всех случаях	3	1
130	другой стороны в	1	1
131	и с точки	1	1
132	смысле этого слова	1	1
133	чем если бы	1	1
134	в лучшем случае	1	1
135	всех этих случаях	1	1
136	и в своем	1	1
137	мы находим у	1	1
138	и притом в	2	1
139	говорили в предыдущем	1	1
140	когда дело идет	1	1
141	в пределах одного	1	1
142	или вовсе не	1	1
143	как мы видели	2	1
144	бы совершенно неправильно	1	1
145	в себе не	1	1
146	хотя бы в	2	1
147	тех случаях когда	1	1
148	не могут быть	1	1
149	выходит за пределы	1	1
150	так же мало	2	1
151	лишь в случаях	1	1
152	мало как и	2	1
153	отметить что эти	1	1
154	в отношении к	12	1
155	было бы совершенно	1	1
156	та или иная	1	1
157	в тех случаях	1	1
158	далее в этом	1	1
159	в нем и	1	1
160	то есть к	1	1
161	но и для	1	1
