N	3gram	Bakhtin_Fr	DiskursI
1	в том что	4	28
2	по отношению к	3	17
3	с одной стороны	3	14
4	в данном случае	1	12
5	то же время	12	10
6	той или иной	1	10
7	о том что	4	9
8	в то же	12	8
9	в этом отношении	3	8
10	как и в	2	7
11	тогда как в	1	7
12	так и в	3	6
13	к тому же	1	6
14	с точки зрения	4	6
15	в основе своей	1	6
16	одной стороны и	1	5
17	то же самое	1	5
18	с другой стороны	2	5
19	в значительной степени	3	5
20	в свою очередь	3	5
21	по своей природе	1	5
22	и может быть	1	5
23	что же касается	1	5
24	дело в том	2	5
25	не только в	1	5
26	до известной степени	1	4
27	в силу своей	1	4
28	существенную роль в	1	4
29	одного и того	1	4
30	и прежде всего	2	4
31	а с другой	1	4
32	и т.п но	2	4
33	и того же	1	4
34	в свое время	2	4
35	в том числе	4	3
36	более или менее	3	3
37	по аналогии с	1	3
38	том числе и	2	3
39	то есть в	6	3
40	в одной из	1	3
41	содержит в себе	1	3
42	том что в	1	3
43	во всяком случае	1	3
44	это прежде всего	3	3
45	все то что	3	2
46	в большинстве случаев	9	2
47	как и его	1	2
48	в предыдущей главе	2	2
49	литературы нового времени	1	2
50	не совпадает с	1	2
51	из них в	1	2
52	хотя и в	2	2
53	речь идет о	1	2
54	большей или меньшей	2	2
55	в этом мире	1	2
56	до настоящего времени	1	2
57	в новое время	1	2
58	никогда не было	1	2
59	и в том	1	2
60	жизнью и смертью	1	2
61	в том и	1	2
62	в одном из	2	2
63	и тем же	1	2
64	дело не с	1	2
65	но и в	2	2
66	и в особенности	1	2
67	здесь как и	1	2
68	можно определить как	1	2
69	каждый из них	2	2
70	одним и тем	1	2
71	между жизнью и	1	2
72	же время и	1	2
73	как и все	1	2
74	как мы видели	4	2
75	с самого начала	1	2
76	и то что	1	2
77	и не только	1	2
78	а также и	3	2
79	прежде всего в	4	2
80	хвала и брань	4	1
81	в той или	1	1
82	как и во	1	1
83	ведущую роль в	1	1
84	и смертью в	1	1
85	бы в точке	1	1
86	имеет в виду	1	1
87	в себе в	1	1
88	и тем самым	1	1
89	его точка зрения	1	1
90	в литературе и	2	1
91	о том как	3	1
92	между вещами и	1	1
93	в применении к	1	1
94	как и вообще	1	1
95	в этом смысле	1	1
96	о чем мы	1	1
97	а напротив торжествующего	1	1
98	и в другом	1	1
99	с большей или	1	1
100	во всех его	3	1
101	в xix веке	1	1
102	еще не было	1	1
103	или иной мере	1	1
104	так например в	1	1
105	но оказывается что	1	1
106	той же книги	1	1
107	в самом деле	3	1
108	в истории европейских	1	1
109	это не есть	1	1
110	большую или меньшую	1	1
111	с ним в	1	1
112	у него в	2	1
113	некоторые из них	1	1
114	друг от друга	1	1
115	свидетельствует о том	2	1
116	в строгом смысле	1	1
117	говорит о том	1	1
118	особое отношение к	1	1
119	что у него	2	1
120	сам по себе	2	1
121	не может так	1	1
122	до сих пор	3	1
123	в себе самом	1	1
124	и т.п или	1	1
125	и иерархическое место	1	1
126	для правильного понимания	1	1
127	лишь в одном	1	1
128	не может иметь	1	1
129	как и всякий	1	1
130	в том или	2	1
131	есть не что	1	1
132	в нераздельное единство	1	1
133	и по своему	1	1
134	и т.п и	1	1
135	имеет дело с	1	1
136	в связи с	2	1
137	и т.п в	2	1
138	но все же	1	1
139	в другом месте	3	1
140	же время они	1	1
141	все дело в	1	1
142	замкнутых в себе	1	1
143	текстов а также	1	1
144	том и в	1	1
145	в едином но	1	1
146	из того что	1	1
147	не должно быть	2	1
148	к рассказу о	1	1
149	мира с ее	1	1
150	ни для кого	1	1
151	конец света и	1	1
152	и в этом	1	1
153	людей своего времени	1	1
154	и не быть	1	1
155	может и не	1	1
156	во второй половине	1	1
157	или меньшей степени	1	1
158	за то что	4	1
159	прежде всего это	1	1
160	заключается в том	1	1
161	на этом свете	3	1
162	это своего рода	1	1
163	существенно связаны с	1	1
164	только после того	1	1
165	в это время	1	1
166	на одном лице	1	1
167	том или ином	2	1
168	в себе и	1	1
169	в целом ряде	1	1
170	то что в	2	1
171	никто не смеет	1	1
172	а также в	1	1
173	и что это	1	1
174	в результате этого	1	1
175	не в состоянии	1	1
176	то есть с	2	1
177	верха и низа	4	1
178	тем более что	1	1
179	и до настоящего	1	1
180	в большей или	2	1
181	хвалы и брани	3	1
182	он говорит и	1	1
183	большинстве случаев это	1	1
184	целом так и	1	1
185	на самом деле	1	1
186	в следующей главе	6	1
187	другой стороны в	1	1
188	не что иное	1	1
189	о том какое	3	1
190	мы узнаем из	1	1
191	оказывается тем самым	1	1
192	погружает нас в	1	1
193	до нас не	4	1
194	существовать не может	1	1
195	от прошлого к	1	1
196	мы не знаем	1	1
197	и сейчас в	1	1
198	можно было бы	2	1
199	не подлежит сомнению	1	1
200	именно здесь в	1	1
201	между собой и	1	1
202	и это не	1	1
203	во всех этих	1	1
204	кроме того и	1	1
205	прежде всего с	1	1
206	картина мира в	1	1
207	том что он	1	1
208	и до конца	4	1
209	в своем собственном	1	1
210	пространственном так и	1	1
211	в xvii веке	1	1
212	выходит за пределы	1	1
213	том что они	1	1
214	жизни и смерти	3	1
215	картины мира и	1	1
216	та или иная	1	1
217	что иное как	1	1
218	до наших дней	2	1
219	и др на	1	1
220	как бы в	1	1
221	в предисловии к	1	1
222	это и есть	1	1
223	и в литературу	1	1
224	после того как	6	1
225	приходит на смену	1	1
226	в другом случае	1	1
227	начала и до	4	1
