N	3gram	Bakhtin_Fr	VeschiIm
1	не что иное	1	12
2	что иное как	1	12
3	содержит в себе	1	11
4	в том что	4	9
5	есть не что	1	8
6	в самом деле	3	7
7	с точки зрения	4	6
8	и не только	1	6
9	в свою очередь	3	5
10	в чем же	2	5
11	в то же	12	5
12	и то что	1	5
13	не потому что	1	5
14	не только в	1	5
15	в себе в	1	4
16	о том как	3	4
17	есть прежде всего	1	4
18	в то время	1	4
19	более или менее	3	4
20	сам по себе	2	4
21	дело в том	2	4
22	о том что	4	4
23	это и есть	1	4
24	то же время	12	4
25	потому что они	1	4
26	мы видели что	1	3
27	заключается в том	1	3
28	и ничем не	1	3
29	и не в	1	3
30	свидетельствует о том	2	3
31	из того что	1	3
32	в отрыве от	2	3
33	можно было бы	2	3
34	есть как бы	1	3
35	так что в	1	3
36	с одной стороны	3	3
37	с другой стороны	2	3
38	то что он	1	2
39	в той или	1	2
40	отношении вещей и	1	2
41	все то что	3	2
42	а так как	1	2
43	мы находим в	2	2
44	и когда она	1	2
45	в применении к	1	2
46	мы видим что	2	2
47	дело не с	1	2
48	в данном случае	1	2
49	и еще один	1	2
50	есть не только	1	2
51	в свое время	2	2
52	было бы сказать	1	2
53	в этом смысле	1	2
54	а следовательно и	2	2
55	это не есть	1	2
56	и есть то	2	2
57	том что он	1	2
58	в том или	2	2
59	в первом случае	1	2
60	как раз в	1	2
61	в конце концов	5	2
62	никакого отношения к	1	2
63	нужно сказать что	3	2
64	в связи с	2	2
65	и с другой	1	2
66	но все же	1	2
67	во всяком случае	1	2
68	в этом отношении	3	2
69	и в этом	1	2
70	что он есть	1	2
71	что же касается	1	2
72	в основе своей	1	2
73	своей части в	1	1
74	момент который также	1	1
75	и как раз	1	1
76	как и во	1	1
77	имеющие никакого отношения	1	1
78	одной стороны и	1	1
79	уже сказали что	1	1
80	и в целом	1	1
81	еще один момент	1	1
82	стороны и с	1	1
83	он должен быть	1	1
84	не знали что	1	1
85	и прежде всего	2	1
86	и во всяком	1	1
87	в той же	5	1
88	но потому что	1	1
89	и может быть	1	1
90	но и в	2	1
91	и что вы	1	1
92	потому что это	1	1
93	не есть нечто	1	1
94	как это было	1	1
95	не в этом	1	1
96	и в особенности	1	1
97	не в состоянии	1	1
98	в xix веке	1	1
99	вещи в их	1	1
100	мы говорили о	1	1
101	взятый сам по	1	1
102	в себя момент	1	1
103	здесь как и	1	1
104	ни с какими	1	1
105	один момент который	1	1
106	и в самом	1	1
107	в себе и	1	1
108	то что в	2	1
109	явление как нечто	1	1
110	и что это	1	1
111	что все это	2	1
112	в результате этого	1	1
113	и в чем	1	1
114	и многих других	1	1
115	что и в	1	1
116	и для всех	1	1
117	не имеющие никакого	1	1
118	а уж потом	1	1
119	с полной очевидностью	1	1
120	говорит о том	1	1
121	я должен сказать	1	1
122	может так что	1	1
123	что у него	2	1
124	мы будем говорить	1	1
125	все новые и	2	1
126	из них в	1	1
127	и даже больше	2	1
128	до сих пор	3	1
129	именно потому что	1	1
130	одного и того	1	1
131	это одна из	4	1
132	а только в	1	1
133	таким образом и	2	1
134	что из этого	1	1
135	смысле этого слова	1	1
136	потому что он	1	1
137	речь идет о	1	1
138	и во всей	1	1
139	в нем те	1	1
140	тут у нас	1	1
141	один из самых	1	1
142	он между прочим	1	1
143	в результате такого	1	1
144	по своей природе	1	1
145	мы не знаем	1	1
146	как мы видим	5	1
147	все эти факты	1	1
148	но только в	1	1
149	и того же	1	1
150	конечно ни в	1	1
151	адама и евы	1	1
152	отца и сына	1	1
153	с вещами и	1	1
154	но в то	3	1
155	для него это	1	1
156	содержат в себе	1	1
157	они вовсе не	1	1
158	в этом ничего	1	1
159	а за ними	1	1
160	по самому своему	1	1
161	каждая в отдельности	1	1
162	ибо смерть есть	1	1
163	по себе и	1	1
164	имеет дело с	1	1
165	с тем что	1	1
166	в новое время	1	1
167	то же самое	1	1
168	мы видим как	1	1
169	самом же деле	1	1
170	та или иная	1	1
171	то обстоятельство что	1	1
172	в сущности и	1	1
173	и что он	1	1
174	вместо того чтобы	2	1
175	на самом же	1	1
176	на первый план	2	1
177	от всех других	1	1
178	где нет ни	1	1
179	является одним из	1	1
180	но и для	2	1
181	только в своей	1	1
182	новые и новые	2	1
183	и здесь как	1	1
184	только и может	1	1
185	мы уже сказали	2	1
186	и действия в	1	1
187	а также и	3	1
