N	3gram	Bakhtin_Fr	Analitik
1	в том что	8	25
2	не может быть	4	19
3	по отношению к	1	18
4	в то же	14	16
5	о том что	5	15
6	в данном случае	4	14
7	в отличие от	3	14
8	то же время	14	14
9	той или иной	1	14
10	к тому же	3	13
11	в конечном счете	1	11
12	с другой стороны	2	9
13	в свою очередь	1	9
14	подобно тому как	2	9
15	с одной стороны	2	9
16	с точки зрения	5	8
17	как и в	1	8
18	не только в	1	8
19	в этом отношении	7	8
20	что иное как	1	7
21	тем не менее	1	6
22	по природе своей	1	6
23	одного и того	1	6
24	в полной мере	1	6
25	и того же	1	6
26	не что иное	1	6
27	в той или	1	5
28	есть не что	1	5
29	но и в	3	5
30	но и не	1	5
31	в самом начале	2	4
32	до известной степени	4	4
33	в самом деле	2	4
34	для того чтобы	8	4
35	в соответствии с	1	4
36	и не может	1	4
37	большей или меньшей	1	4
38	дело здесь не	2	4
39	и не в	2	4
40	в значительной степени	1	4
41	в основе своей	1	4
42	и тот же	2	3
43	и как бы	2	3
44	и то что	1	3
45	одной из своих	1	3
46	в том числе	6	3
47	именно в этом	1	3
48	в первом случае	3	3
49	в зависимости от	1	3
50	между тем как	2	3
51	в связи с	5	3
52	то же самое	3	3
53	как раз и	1	3
54	то есть в	4	3
55	и в самом	1	3
56	можно сказать что	4	3
57	и той же	1	3
58	включает в себя	2	3
59	дело в том	4	3
60	одной и той	1	3
61	что он не	1	2
62	в коем случае	1	2
63	во внешнем мире	1	2
64	более или менее	2	2
65	возвращает нас к	1	2
66	можно было бы	2	2
67	во втором случае	3	2
68	друг с другом	2	2
69	до сих пор	3	2
70	в обоих случаях	1	2
71	ни в коем	1	2
72	в особенности же	1	2
73	и прежде всего	4	2
74	жизни прежде всего	1	2
75	а с другой	1	2
76	и то же	1	2
77	хотя он и	1	2
78	это своего рода	2	2
79	как может показаться	1	2
80	один и тот	1	2
81	здесь как и	2	2
82	и к тому	1	2
83	на этот вопрос	1	2
84	в одной из	2	2
85	в эту минуту	1	2
86	одно и то	1	2
87	но в то	6	2
88	в отрыве от	2	2
89	при этом он	1	2
90	и в своей	1	2
91	в этой системе	1	2
92	на первый взгляд	1	2
93	же время в	1	2
94	нет и не	1	2
95	если бы он	1	2
96	всех и каждого	1	1
97	с его веселым	1	1
98	как и во	2	1
99	в частности к	1	1
100	в себе в	1	1
101	и на все	1	1
102	о том как	2	1
103	никак не может	2	1
104	мы видим что	2	1
105	своей полноте и	1	1
106	только для того	2	1
107	во всех этих	2	1
108	одним из первых	1	1
109	в себя и	1	1
110	то что не	1	1
111	имеется в виду	2	1
112	самом деле в	1	1
113	лишь одной из	1	1
114	или иной форме	1	1
115	налагает на него	1	1
116	в течение всего	1	1
117	в том же	1	1
118	и во всех	3	1
119	из этих трех	1	1
120	в каждом из	1	1
121	года то есть	1	1
122	но дело здесь	1	1
123	друг от друга	1	1
124	жизни включая и	1	1
125	о мире и	1	1
126	оно никогда не	1	1
127	по своему содержанию	1	1
128	и если бы	1	1
129	в споре о	1	1
130	начало и конец	1	1
131	именно потому что	1	1
132	те же самые	1	1
133	они принадлежат к	1	1
134	хотя и в	1	1
135	прежде всего к	1	1
136	в конце концов	1	1
137	своего отца и	1	1
138	но на фоне	1	1
139	не только для	2	1
140	обойтись и без	1	1
141	а потому и	1	1
142	и таким образом	1	1
143	в частности и	1	1
144	по ту сторону	1	1
145	напомним что и	2	1
146	таким образом в	3	1
147	каждом из этих	1	1
148	и каким образом	1	1
149	так же точно	1	1
150	также что в	1	1
151	и т.п и	1	1
152	мотивов в том	1	1
153	что в качестве	1	1
154	это все же	1	1
155	эту свободу и	1	1
156	не нуждается в	2	1
157	все же не	1	1
158	только то что	1	1
159	его как бы	2	1
160	к той стороне	1	1
161	на самом же	4	1
162	и в эпизоде	4	1
163	и т.п все	1	1
164	и т.п как	1	1
165	у шекспира и	1	1
166	и т.п в	2	1
167	уже не могут	1	1
168	же самое что	1	1
169	внешней и внутренней	1	1
170	и в этой	2	1
171	но это все	1	1
172	выводит за пределы	1	1
173	жизнью и смертью	1	1
174	и внешнее и	2	1
175	в ту эпоху	2	1
176	и строго отграниченная	1	1
177	но он не	1	1
178	является не только	1	1
179	вместе с тем	2	1
180	не могли не	1	1
181	но в качестве	1	1
182	этом отношении он	1	1
183	самом же деле	4	1
184	видим что в	1	1
185	в большинстве случаев	5	1
186	как это ни	1	1
