N	2gram	Vygotskiy_	Literetu
1	а не	7	50
2	и не	27	47
3	не только	36	46
4	и в	47	44
5	может быть	20	43
6	при этом	4	41
7	но и	19	41
8	в том	38	39
9	в этом	47	38
10	том что	28	32
11	в частности	4	30
12	то что	40	29
13	в качестве	9	27
14	то же	16	26
15	состоит в	3	26
16	как и	19	23
17	в то	10	23
18	не в	7	22
19	того что	27	22
20	так и	8	22
21	не может	23	22
22	же время	1	21
23	в себе	14	20
24	прежде всего	9	19
25	как бы	13	18
26	с другой	7	17
27	точки зрения	39	17
28	в его	7	17
29	в этой	7	16
30	не менее	6	15
31	я не	3	15
32	только в	24	15
33	тем самым	14	15
34	в целом	7	15
35	и даже	3	14
36	по отношению	10	14
37	что он	13	14
38	уже не	1	13
39	в своем	3	13
40	с одной	7	13
41	как это	7	13
42	но не	13	13
43	и его	14	13
44	в своей	4	12
45	о том	5	12
46	в данном	7	12
47	одной стороны	7	12
48	одним из	3	12
49	еще не	5	12
50	отношению к	9	12
51	в другом	3	11
52	никогда не	7	11
53	в конечном	2	11
54	столь же	2	11
55	еще в	3	11
56	вместе с	19	11
57	как в	7	11
58	в основе	5	11
59	в отличие	4	11
60	с его	1	11
61	данном случае	5	11
62	это не	6	11
63	отличие от	4	11
64	а в	3	11
65	даже в	2	10
66	конечном счете	2	10
67	из них	2	10
68	в ее	7	10
69	что в	23	10
70	и на	4	10
71	для себя	24	10
72	потому что	26	10
73	другого в	1	10
74	этом отношении	7	10
75	отнюдь не	2	10
76	в области	5	10
77	с этой	5	9
78	к тому	13	9
79	представляет собой	23	9
80	связи с	4	9
81	один из	3	9
82	что я	1	9
83	одно из	6	9
84	в начале	6	9
85	и т.д	4	9
86	лишь в	3	9
87	же в	1	9
88	быть может	1	8
89	в своих	2	8
90	тем что	14	8
91	все же	7	8
92	исходит из	2	8
93	одна из	2	8
94	того же	7	8
95	едва ли	5	8
96	ли не	3	8
97	с точки	31	8
98	как раз	6	8
99	что не	2	8
100	в конце	5	8
101	особого рода	1	8
102	а именно	1	8
103	слова и	10	8
104	соответствии с	1	8
105	той же	13	8
106	в глазах	1	8
107	но в	9	8
108	уже в	3	8
109	для него	6	8
110	по существу	2	8
111	и как	7	8
112	и я	1	8
113	в самом	15	7
114	в одном	4	7
115	другой стороны	3	7
116	для всех	2	7
117	именно в	9	7
118	на фоне	3	7
119	для этого	4	7
120	в противоположность	1	7
121	как правило	2	7
122	не как	1	7
123	тому же	2	7
124	в случае	5	7
125	он не	5	7
126	и тем	10	7
127	и с	5	7
128	в нем	6	7
129	из того	7	7
130	по своей	12	7
131	наконец в	3	7
132	в сфере	8	7
133	до конца	8	7
134	друг друга	9	7
135	и для	5	7
136	перестает быть	1	7
137	он и	1	7
138	у нас	3	7
139	в их	4	7
140	человека в	1	7
141	и других	5	7
142	это как	1	7
143	тому как	2	7
144	а затем	2	6
145	в виду	5	6
146	например в	5	6
147	культуры в	1	6
148	казалось бы	4	6
149	обращаясь к	1	6
150	как на	8	6
151	и он	4	6
152	в ситуации	7	6
153	у него	2	6
154	его в	7	6
155	не было	1	6
156	во всех	9	6
157	в каждом	3	6
158	было бы	12	6
159	подобно тому	2	6
160	с ее	2	6
161	то в	4	6
162	отталкиваясь от	1	6
163	самом деле	6	6
164	самим собой	2	6
165	в слове	11	6
166	поэзии и	2	6
167	еще и	1	6
168	то и	5	6
169	тем же	8	6
170	одного из	2	6
171	и др	1	6
172	и то	10	6
173	что ему	3	6
174	том числе	2	6
175	в ней	5	6
176	далеко не	1	6
177	как будто	1	6
178	и только	7	6
179	и наконец	4	6
180	и к	11	5
181	самого себя	1	5
182	к этой	2	5
183	по выражению	2	5
184	в связи	1	5
185	с собой	3	5
186	в соответствии	1	5
187	мы с	1	5
188	в нашем	6	5
189	он сам	2	5
190	всего в	2	5
191	том чтобы	1	5
192	должно быть	3	5
193	несмотря на	2	5
194	тем не	4	5
195	не знает	3	5
196	деятельности в	3	5
197	по аналогии	1	5
198	в себя	4	5
199	этой точки	4	5
200	между тем	2	5
201	так что	8	5
202	все более	2	5
203	эти слова	1	5
204	в силу	21	5
205	во втором	5	5
206	в сущности	16	5
207	в словах	1	5
208	себя и	2	5
209	не с	3	5
210	идет о	3	5
211	быть не	1	5
212	так как	25	5
213	мы не	10	5
214	в литературе	1	5
215	как у	1	5
216	что и	4	5
217	но с	4	5
218	в равной	2	5
219	этот путь	3	5
220	однако не	2	5
221	как он	1	5
222	место в	1	5
223	или иной	2	5
224	в уме	4	5
225	не к	1	5
226	более того	2	5
227	что было	2	4
228	исходя из	1	4
229	оказывается не	3	4
230	и само	1	4
231	в них	3	4
232	с тем	8	4
233	только для	1	4
234	во всяком	2	4
235	входит в	3	4
236	не должен	1	4
237	для того	24	4
238	только на	5	4
239	за собой	1	4
240	перед ним	1	4
241	как мы	24	4
242	во всей	3	4
243	к этому	2	4
244	не мог	2	4
245	мышления и	16	4
246	хотя и	4	4
247	для своего	1	4
248	все время	3	4
249	что его	2	4
250	очевидно что	6	4
251	себе и	2	4
252	в сторону	1	4
253	здесь как	2	4
254	могли бы	10	4
255	на этом	4	4
256	ту же	4	4
257	и что	14	4
258	за пределы	2	4
259	общего с	1	4
260	к своему	1	4
261	могут быть	7	4
262	силу своей	1	4
263	и есть	4	4
264	можно сказать	9	4
265	из этого	4	4
266	а потому	1	4
267	жизни а	1	4
268	о которой	2	4
269	со всеми	2	4
270	и все	5	4
271	в пределах	3	4
272	отношения к	5	4
273	по собственному	1	4
274	никем не	2	4
275	приводит к	10	4
276	бы не	1	4
277	аналогии с	1	4
278	все они	1	4
279	ни к	1	4
280	совершенно не	2	4
281	не является	4	4
282	в свою	3	4
283	на том	2	4
284	при котором	2	4
285	одной из	4	4
286	но это	4	4
287	таким образом	38	4
288	как к	4	4
289	и вот	1	4
290	для нас	4	4
291	на его	3	4
292	в каждой	4	4
293	вовсе не	3	4
294	ко всему	2	4
295	выше и	1	4
296	но при	1	4
297	во второй	5	4
298	не оставляет	2	4
299	а по	4	4
300	по сути	1	4
301	такой же	4	4
302	на то	5	4
303	нуждается в	5	4
304	все что	7	3
305	мы и	5	3
306	о чем	8	3
307	мысли и	13	3
308	в этих	2	3
309	по себе	5	3
310	в первом	6	3
311	мысль о	1	3
312	речь идет	1	3
313	и того	3	3
314	вопрос о	9	3
315	так же	26	3
316	себе в	5	3
317	свою очередь	3	3
318	было сказано	3	3
319	и еще	1	3
320	который в	1	3
321	не удивительно	3	3
322	с ним	5	3
323	не просто	1	3
324	к общему	4	3
325	говорить о	1	3
326	что такое	2	3
327	а с	3	3
328	отношения между	8	3
329	как таковое	2	3
330	не есть	4	3
331	в чем	5	3
332	той или	2	3
333	я был	1	3
334	но как	3	3
335	для его	2	3
336	же как	14	3
337	к новым	1	3
338	и является	5	3
339	но только	5	3
340	над ним	1	3
341	не раз	2	3
342	он в	1	3
343	что для	3	3
344	в первой	3	3
345	и от	6	3
346	там где	7	3
347	не так	1	3
348	за ним	3	3
349	сказано в	1	3
350	если в	6	3
351	во время	2	3
352	ним и	1	3
353	из которых	3	3
354	мы в	3	3
355	в отношении	9	3
356	можно было	7	3
357	если не	1	3
358	если бы	8	3
359	с ней	3	3
360	из тех	2	3
361	и т	1	3
362	они не	2	3
363	не имеет	6	3
364	вследствие этого	1	3
365	всей своей	1	3
366	которая не	1	3
367	ничего общего	1	3
368	с восприятием	1	3
369	речь в	8	3
370	и состоит	3	3
371	объекта в	1	3
372	того чтобы	26	3
373	относится к	5	3
374	на два	1	3
375	и тогда	3	3
376	тех пор	1	3
377	и уже	1	3
378	в образах	1	3
379	не могло	3	3
380	отношении к	4	3
381	о своем	2	3
382	и до	3	3
383	в истории	1	3
384	к объекту	14	3
385	еще один	2	3
386	а во	1	3
387	как например	1	3
388	что же	3	3
389	в этот	3	3
390	между людьми	1	3
391	том же	7	3
392	в сознании	11	3
393	здесь не	1	3
394	говорится в	4	3
395	к предмету	6	3
396	всяком случае	1	3
397	ничего не	2	3
398	на языке	1	3
399	о нем	1	3
400	ее в	11	3
401	в полном	1	3
402	на самом	3	3
403	с их	2	3
404	все равно	2	3
405	этого не	1	3
406	без остатка	1	3
407	дело в	1	3
408	в действительности	3	3
409	в какой	6	3
410	от слова	7	3
411	все эти	7	3
412	но по	1	3
413	за его	1	3
414	сказать и	1	3
415	и потому	3	3
416	а к	1	3
417	он говорит	1	3
418	также и	2	3
419	одну из	2	3
420	не по	7	3
421	когда он	2	3
422	стороны и	6	3
423	еще на	1	3
424	числе и	2	3
425	же самое	12	3
426	отношение к	8	3
427	и о	4	3
428	в ходе	14	3
429	в разговоре	2	3
430	за счет	4	3
431	есть не	3	3
432	в той	7	2
433	во всем	4	2
434	в центре	2	2
435	еще раз	1	2
436	для меня	1	2
437	этого феномена	1	2
438	функционирования это	1	2
439	в результате	3	2
440	до последнего	1	2
441	среди других	1	2
442	чтобы в	1	2
443	мы были	1	2
444	подобного рода	2	2
445	из двух	3	2
446	у людей	1	2
447	и привести	1	2
448	действия а	1	2
449	начинается с	2	2
450	вещей в	1	2
451	что по	2	2
452	со специфической	1	2
453	собой не	1	2
454	в это	1	2
455	так например	1	2
456	на первый	1	2
457	действительности в	3	2
458	в котором	6	2
459	по тем	3	2
460	раз и	1	2
461	человека не	1	2
462	языка в	2	2
463	это последнее	1	2
464	два момента	1	2
