N	4gram	Bakhtin_Pr	Tvorches
1	в то же время	13	24
2	и в то же	2	6
3	но в то же	7	6
4	дело в том что	1	4
5	и не может быть	1	3
6	пространстве а не во	2	2
7	в том числе и	1	2
8	место в творчестве достоевского	1	2
9	заключается в том что	1	2
10	то же время достоевский	1	2
11	в пространстве а не	2	2
12	а не во времени	2	2
13	не торжество времени а	1	1
14	том и другом случае	1	1
15	и стремление достоевского следовать	1	1
16	одновременные и угадать их	1	1
17	чего он не знал	1	1
18	б м энгельгардт в	1	1
19	может быть перенесено и	1	1
20	следовать в романе драматическому	1	1
21	генетических и каузальных категорий	1	1
22	зрения извне как бы	1	1
23	содержания как одновременные и	1	1
24	лишь реалист в высшем	1	1
25	значило для него помыслить	1	1
26	драматическому принципу единства времени	1	1
27	быстрота единственный способ преодолеть	1	1
28	для достоевского не существует	1	1
29	только то что может	1	1
30	романе драматическому принципу единства	1	1
31	достоевского нет генетических и	1	1
32	в вечность ибо в	1	1
33	него помыслить все его	1	1
34	что в мире достоевского	1	1
35	катастрофическая быстрота действия вихревое	1	1
36	определение романа достоевского как	2	1
37	нет генетических и каузальных	1	1
38	не с точки зрения	1	1
39	торжество времени а преодоление	1	1
40	его содержания как одновременные	1	1
41	работе идеологический роман достоевского	1	1
42	сказать чего он не	1	1
43	не знал бы уже	1	1
44	бы заранее обессилена и	1	1
45	движение динамика достоевского динамика	1	1
46	на том или другом	1	1
47	в таком случае это	1	1
48	рассматривать в связи с	1	1
49	вечность ибо в вечности	1	1
50	на мир и на	2	1
51	и угадать их взаимоотношения	1	1
52	в творчестве достоевского но	1	1
53	каких бы то ни	1	1
54	преодоление его ибо быстрота	1	1
55	его героиней была идея	1	1
56	все его содержания как	1	1
57	то что может быть	1	1
58	их взаимоотношения в разрезе	1	1
59	отсюда же катастрофическая быстрота	1	1
60	как бы заранее обессилена	1	1
61	раскольников и иван карамазов	1	1
62	единства времени отсюда же	1	1
63	заранее обессилена и лишена	1	1
64	отсюда же и стремление	1	1
65	стремление достоевского следовать в	1	1
66	и лишена завершающего слова	1	1
67	бы он ни был	2	1
68	о герое записок из	1	1
69	все глубины души человеческой	1	1
70	но это не значит	1	1
71	обессилена и лишена завершающего	1	1
72	преодолеть время во времени	1	1
73	в том что это	1	1
74	не укладывается ни в	1	1
75	угадать их взаимоотношения в	1	1
76	герое записок из подполья	1	1
77	же катастрофическая быстрота действия	1	1
78	в романе достоевского нет	1	1
79	записок из подполья нам	1	1
80	нечего сказать чего он	1	1
81	извне как бы заранее	1	1
82	взаимоотношения в разрезе одного	1	1
83	психологом неправда я лишь	1	1
84	том что это не	1	1
85	принципу единства времени отсюда	1	1
86	вихревое движение динамика достоевского	1	1
87	в мире значило для	1	1
88	буквально нечего сказать чего	1	1
89	единственный способ преодолеть время	1	1
90	все одновременно все сосуществует	1	1
91	в художественном мире достоевского	3	1
92	мы уже говорили что	1	1
93	а преодоление его ибо	1	1
94	помыслить все его содержания	1	1
95	в разрезе одного момента	1	1
96	в том и другом	1	1
97	для него помыслить все	1	1
98	мире значило для него	1	1
99	точка зрения извне как	1	1
100	он не знал бы	1	1
101	но в таком случае	1	1
102	мы имеем в виду	1	1
103	с другой стороны и	3	1
104	реалист в высшем смысле	1	1
105	в романном мире достоевского	1	1
106	меня зовут психологом неправда	1	1
107	как одновременные и угадать	1	1
108	быть перенесено и в	1	1
109	по преимуществу в пространстве	1	1
110	времени а преодоление его	1	1
111	начала и до конца	2	1
112	при полном реализме найти	1	1
113	достоевского динамика и быстрота	1	1
114	возникает лишь там где	1	1
115	бы то ни было	2	1
116	нам буквально нечего сказать	1	1
117	достоевского следовать в романе	1	1
118	я лишь реалист в	1	1
119	и функции в произведении	1	1
120	действия вихревое движение динамика	1	1
121	которые сами по себе	1	1
122	одну и ту же	1	1
123	разобраться в мире значило	1	1
124	его ибо быстрота единственный	1	1
125	же и стремление достоевского	1	1
126	изображаю все глубины души	1	1
127	что с точки зрения	1	1
128	быстрота действия вихревое движение	1	1
129	мир по преимуществу в	1	1
130	так же как и	1	1
131	времени отсюда же катастрофическая	1	1
132	в романе драматическому принципу	1	1
133	способ преодолеть время во	1	1
134	зовут психологом неправда я	1	1
135	неправда я лишь реалист	1	1
136	и в вечность ибо	1	1
137	как и сам автор	1	1
138	подполья нам буквально нечего	1	1
139	из подполья нам буквально	1	1
140	перенесено и в вечность	1	1
141	динамика достоевского динамика и	1	1
142	преимуществу в пространстве а	1	1
143	ибо быстрота единственный способ	1	1
