N	4gram	Propp_Isto	Psycholo
1	в то время как	3	13
2	указывает на то что	1	11
3	с этой точки зрения	2	10
4	одно и то же	2	7
5	в том что она	1	7
6	не что иное как	1	6
7	так же как и	4	5
8	состоит в том что	1	4
9	точно так же как	2	4
10	никак не может быть	1	4
11	в то же время	1	3
12	и вместе с тем	1	3
13	мы сейчас увидим что	1	3
14	не в том чтобы	1	3
15	таким образом мы видим	1	3
16	же как и в	1	3
17	в том смысле что	1	3
18	одни и те же	1	3
19	не только то что	1	2
20	что в этом случае	1	2
21	и т д мы	3	2
22	вовсе не в том	1	2
23	что для того чтобы	1	2
24	здесь мы видим что	1	2
25	до сих пор не	1	2
26	сам по себе не	1	2
27	только в том что	1	2
28	так же как в	1	2
29	с одной стороны и	1	2
30	мы видели что в	1	2
31	и т д все	2	2
32	и тем не менее	2	2
33	и т д и	1	2
34	т д и т	1	2
35	но вместе с тем	4	2
36	только для того чтобы	1	2
37	д и т д	1	2
38	есть не что иное	1	2
39	то время как он	1	1
40	мы уже знаем что	1	1
41	в том смысле в	1	1
42	состоят в том что	1	1
43	вместе с тем мы	1	1
44	с другой стороны в	1	1
45	что сказано выше о	1	1
46	делается для того чтобы	1	1
47	указывают на то что	1	1
48	с этой стороны может	1	1
49	как мы увидим ниже	3	1
50	но для наших целей	1	1
51	и целый ряд других	2	1
52	вопрос о том что	1	1
53	она не имеет никакого	1	1
54	что у него есть	1	1
55	само по себе но	1	1
56	но это только одна	1	1
57	то или иное животное	1	1
58	этой стороны может быть	1	1
59	надо однако сказать что	1	1
60	не имеет никакого действия	1	1
61	дело вовсе не в	1	1
62	но так как в	1	1
63	и т д с	1	1
64	совершенно так же как	3	1
65	можно сказать что эта	1	1
66	с этим и в	1	1
67	о котором говорится что	1	1
68	то это означает что	1	1
69	ответить на этот вопрос	1	1
70	даже в тех случаях	1	1
71	но он думает что	1	1
72	он знает что он	1	1
73	как в данном случае	1	1
74	раньше чем перейти к	2	1
75	чтобы ответить на этот	1	1
76	в том числе и	2	1
77	ту же роль что	1	1
78	но в таком случае	1	1
79	свидетельствует о том что	1	1
80	одна из них не	1	1
81	что они представляют собой	1	1
82	на наших глазах и	1	1
83	которые не могут быть	1	1
84	и т д то	1	1
85	его так как он	1	1
86	если бы она не	1	1
87	это делается для того	1	1
