N	2gram	Bakhtin_Pr	Tvorches
1	у достоевского	35	91
2	и в	59	56
3	как бы	40	41
4	в его	44	37
5	в романе	12	34
6	романах достоевского	12	32
7	в то	15	30
8	в романах	15	30
9	достоевского в	21	27
10	то же	15	25
11	в году	1	24
12	не только	26	24
13	же время	10	24
14	но в	7	24
15	как и	21	23
16	то есть	64	23
17	и не	66	23
18	а в	9	23
19	и его	21	23
20	в этом	40	22
21	достоевского не	18	22
22	что в	14	21
23	в том	17	21
24	из подполья	14	21
25	он не	11	19
26	том что	15	19
27	может быть	38	19
28	потому что	20	19
29	в преступлении	2	19
30	у него	9	18
31	то что	21	18
32	преступлении и	2	18
33	таким образом	22	17
34	и на	15	17
35	и наказании	2	17
36	что он	16	17
37	все это	12	17
38	при этом	5	16
39	но и	22	16
40	никогда не	19	16
41	как в	10	16
42	в бесах	1	16
43	в творчестве	6	16
44	прежде всего	17	16
45	достоевского с	8	16
46	не может	31	16
47	достоевский не	8	16
48	и с	10	15
49	в мире	10	15
50	но это	7	15
51	в этой	5	15
52	с его	14	15
53	подпольного человека	1	14
54	и даже	4	14
55	достоевский в	10	14
56	это не	13	14
57	о том	5	13
58	времени в	2	13
59	преступление и	2	13
60	творчестве достоевского	6	13
61	а не	30	13
62	в котором	6	12
63	тем самым	3	12
64	в целом	8	12
65	в своей	17	11
66	все же	9	11
67	достоевского это	2	11
68	преступления и	2	11
69	братьях карамазовых	3	11
70	героев достоевского	5	11
71	для него	23	11
72	что достоевский	3	11
73	в самом	19	10
74	достоевского как	17	10
75	и достоевский	3	10
76	нашему мнению	3	10
77	творческого процесса	5	10
78	он сам	9	10
79	в русской	3	10
80	и наказания	2	10
81	не в	10	10
82	в конце	9	10
83	только в	15	10
84	иван карамазов	2	10
85	мире достоевского	10	10
86	герои достоевского	5	10
87	в основном	2	10
88	и наказание	2	10
89	уже в	9	10
90	так и	13	10
91	но не	13	10
92	романа достоевского	14	10
93	как будто	4	10
94	по нашему	5	10
95	в душе	1	9
96	в своих	5	9
97	наряду с	1	9
98	по природе	4	9
99	в братьях	3	9
100	в изображении	2	9
101	для достоевского	9	9
102	и от	3	9
103	один из	4	9
104	жизни в	3	9
105	в черновиках	1	9
106	в свою	1	9
107	человека в	8	9
108	в нем	38	9
109	во многом	1	9
110	даже в	7	8
111	в духе	3	8
112	именно в	8	8
113	не менее	3	8
114	так же	10	8
115	достоевским в	3	8
116	к этому	6	8
117	ивана карамазова	9	8
118	хотя и	1	8
119	одним из	11	8
120	это уже	1	8
121	вместе с	2	8
122	тогда как	1	8
123	одной из	1	8
124	еще не	11	8
125	в себе	9	8
126	так как	11	8
127	романе достоевского	11	8
128	в их	5	8
129	романов достоевского	12	8
130	на его	7	8
131	об этом	4	8
132	вовсе не	13	8
133	человека и	2	8
134	русской литературе	2	7
135	достоевского к	5	7
136	в этих	5	7
137	и сам	5	7
138	например в	5	7
139	уже не	14	7
140	казалось бы	1	7
141	в дальнейшем	2	7
142	за собой	3	7
143	он видит	1	7
144	что она	6	7
145	и он	3	7
146	в которой	6	7
147	в чем	2	7
148	в рассказе	3	7
149	творчество достоевского	3	7
150	своего рода	1	7
151	достоевского и	14	7
152	самом деле	9	7
153	идей в	5	7
154	в момент	4	6
155	еще более	1	6
156	не столько	3	6
157	и как	10	6
158	на эту	1	6
159	но у	5	6
160	поэтики достоевского	8	6
161	хотя бы	5	6
162	его романов	5	6
163	одна из	4	6
164	достоевского но	10	6
165	проблемы поэтики	1	6
166	его в	6	6
167	записок из	4	6
168	братьев карамазовых	1	6
169	так что	3	6
170	и ее	5	6
171	мира достоевского	4	6
172	а потому	4	6
173	героя в	9	6
174	своих героев	5	6
175	и далее	1	6
176	с ним	13	6
177	если бы	12	6
178	и все	4	6
179	творчества достоевского	8	6
180	приводит к	4	6
181	в бедных	2	6
182	в книге	4	6
183	достоевского нет	3	6
184	все эти	12	6
185	xx века	1	6
186	бедных людях	2	6
187	место в	2	6
188	и другие	4	5
189	из всех	1	5
190	в пользу	1	5
191	мысли и	5	5
192	что человек	1	5
193	в них	5	5
194	с другой	3	5
195	по отношению	17	5
196	отметить что	2	5
197	как правило	1	5
198	в своем	12	5
199	в одной	9	5
200	во всей	2	5
201	все время	4	5
202	из них	8	5
203	смешного человека	1	5
204	что они	3	5
205	что у	5	5
206	на него	4	5
207	в ее	4	5
208	что и	10	5
209	не было	5	5
210	что не	6	5
211	в таком	2	5
212	я не	7	5
213	и это	5	5
214	и у	6	5
215	а с	4	5
216	героя и	11	5
217	что это	1	5
218	если не	2	5
219	между тем	5	5
220	с большой	1	5
221	в первой	3	5
222	наше время	1	5
223	не так	3	5
224	та же	1	5
225	романа и	5	5
226	с этим	2	5
227	в идиоте	1	5
228	роман достоевского	11	5
229	самого достоевского	8	5
230	самим собой	1	5
231	в россии	1	5
232	достоевский как	2	5
233	в творческом	1	5
234	не имеют	1	5
235	по достоевскому	5	5
236	в истории	3	5
237	его романах	5	5
238	до конца	11	5
239	в образе	4	5
240	но если	1	5
241	тот же	4	5
242	ничего не	8	5
243	раскольников в	1	5
244	мы не	3	5
245	в литературе	7	5
246	как у	4	5
247	бы не	3	5
248	в виде	1	5
249	но с	4	5
250	но эта	4	5
251	всего романа	3	5
252	великом инквизиторе	1	5
253	литературной традиции	1	5
254	и по	4	5
255	но его	1	5
256	и других	8	5
257	что я	2	5
258	это как	2	5
259	как он	5	5
260	отношению к	17	5
261	человеческой души	1	4
262	с этой	1	4
263	достоевского можно	1	4
264	говорит о	1	4
265	него в	2	4
266	на земле	1	4
267	тем что	5	4
268	роль в	2	4
269	так в	1	4
