N	2gram	Tiupa_Narr	formyVre
1	и в	22	148
2	в этом	23	73
3	то есть	15	70
4	в романе	3	58
5	в нем	9	51
6	прежде всего	7	46
7	и т	3	40
8	и не	34	37
9	в его	12	36
10	и его	12	36
11	вовсе не	2	35
12	но и	39	33
13	то же	12	32
14	т п	2	32
15	не только	50	32
16	в литературе	8	32
17	но в	10	31
18	жизни и	7	31
19	так и	12	29
20	времени в	3	27
21	может быть	24	27
22	не в	12	26
23	как мы	3	26
24	как и	15	25
25	как бы	11	25
26	человеческой жизни	3	24
27	точки зрения	8	24
28	мы уже	1	24
29	только в	23	23
30	в то	9	23
31	времени и	9	23
32	человека в	2	23
33	в том	20	22
34	то что	14	22
35	связи с	3	21
36	во всех	2	21
37	жизни в	7	21
38	же время	7	21
39	все эти	3	21
40	в своем	7	19
41	и на	5	19
42	и для	4	19
43	таким образом	5	18
44	у него	13	18
45	и все	7	18
46	еще не	6	18
47	при этом	31	17
48	с этим	1	17
49	в особенности	2	17
50	так как	1	17
51	в пределах	2	17
52	все же	10	16
53	новой жизни	1	16
54	в связи	3	16
55	того же	2	16
56	в основе	1	16
57	не может	16	16
58	в одном	5	15
59	никогда не	8	15
60	с точки	2	15
61	так сказать	4	15
62	с его	6	15
63	в пространстве	3	15
64	вместе с	3	15
65	лишь в	3	15
66	и как	4	14
67	и с	3	14
68	так же	2	14
69	в конце	4	14
70	его жизни	5	14
71	а не	27	14
72	как раз	9	14
73	все это	1	14
74	в самом	8	13
75	в котором	3	13
76	для того	4	13
77	друг с	1	13
78	во время	2	13
79	с ним	6	13
80	как в	9	13
81	роль в	4	13
82	в их	1	13
83	с другом	1	13
84	в частности	23	13
85	того чтобы	7	13
86	а в	19	13
87	же в	6	13
88	и до	1	12
89	не было	3	12
90	он не	8	12
91	значение и	1	12
92	отнюдь не	6	12
93	что в	6	12
94	это время	1	12
95	потому что	7	12
96	ничего не	8	12
97	но не	7	12
98	и наконец	2	12
99	из них	4	11
100	хотя и	8	11
101	его в	1	11
102	между ними	3	11
103	и у	4	11
104	ни в	1	11
105	в образе	1	11
106	смерть и	1	11
107	уже в	1	11
108	мира и	2	11
109	в ней	5	11
110	и времени	1	11
111	уже не	11	10
112	и того	5	10
113	входит в	2	10
114	в ее	4	10
115	сих пор	3	10
116	также и	4	10
117	до сих	3	10
118	здесь не	4	10
119	тот же	1	10
120	в большинстве	1	10
121	и даже	4	9
122	но все	1	9
123	их в	4	9
124	с другой	6	9
125	наряду с	2	9
126	на протяжении	12	9
127	здесь нет	1	9
128	должно быть	1	9
129	к себе	11	9
130	в других	2	9
131	могут быть	1	9
132	та же	2	9
133	отношения к	1	9
134	оно не	4	9
135	том что	15	9
136	в самой	1	9
137	для него	8	9
138	есть в	1	9
139	жизнь и	1	9
140	одного и	2	9
141	мира в	4	9
142	и к	7	8
143	в результате	4	8
144	в виду	2	8
145	в этих	3	8
146	время как	1	8
147	и смерть	2	8
148	к тому	13	8
149	но эти	1	8
150	и т.п	11	8
151	хронотопа в	1	8
152	все его	4	8
153	с одной	5	8
154	в произведении	2	8
155	что и	3	8
156	характер и	3	8
157	в мире	8	8
158	героя и	4	8
159	здесь мы	1	8
160	и по	3	8
161	один из	8	8
162	в жизни	9	8
163	для себя	3	8
164	со всеми	3	8
165	если бы	9	8
166	большинстве случаев	1	8
167	в непосредственном	1	8
168	до конца	2	8
169	здесь и	1	8
170	мы еще	1	8
171	жизни но	3	8
172	и то	3	8
173	значение в	1	8
174	том числе	1	8
175	во всяком	2	8
176	это не	6	8
177	а также	11	8
178	на фоне	2	8
179	и потому	2	8
180	отношение к	2	8
181	отношению к	5	8
182	или иной	6	8
183	себе самому	5	8
184	в целом	5	8
185	в той	4	7
186	для всех	1	7
187	еще более	1	7
188	не как	1	7
189	имеет место	4	7
190	между собой	3	7
191	к ним	2	7
192	к этому	2	7
193	из этих	6	7
194	в себе	14	7
195	но он	2	7
196	не знает	2	7
197	в которой	2	7
198	в себя	3	7
199	в форме	7	7
200	с ее	3	7
201	в процессе	2	7
202	например в	2	7
203	и он	8	7
204	то время	1	7
205	в главе	1	7
206	было бы	2	7
207	не могло	3	7
208	в эпизоде	4	7
209	в отличие	6	7
210	т д	1	7
211	у них	1	7
212	того что	7	7
213	этом отношении	5	7
214	ее в	1	7
215	для других	3	7
216	отличие от	6	7
217	во времени	9	7
218	место в	3	7
219	что было	1	6
220	все что	4	6
221	именно в	5	6
222	с тем	1	6
223	на первый	1	6
224	о том	5	6
225	с помощью	2	6
226	между двумя	6	6
227	в различных	1	6
228	ни одного	2	6
229	сказать что	5	6
230	в качестве	27	6
231	в таком	4	6
232	мы можем	2	6
233	до нас	1	6
234	за пределы	1	6
235	одной стороны	5	6
236	бы ни	1	6
237	а как	2	6
238	и ее	3	6
239	в сущности	2	6
240	в отношении	1	6
241	не могут	1	6
242	в которых	1	6
243	друг от	1	6
244	своей жизни	2	6
245	не является	7	6
246	тех же	1	6
247	смерти и	1	6
248	автора и	2	6
249	слова и	1	6
250	еще вернемся	1	6
251	одной из	2	6
252	все они	1	6
253	мы не	5	6
254	от друга	1	6
255	в присутствии	2	6
256	особенно в	3	6
257	в начале	4	6
258	могло быть	2	6
259	событий и	1	6
260	более того	1	6
261	новое и	2	5
262	мы и	2	5
263	с этой	3	5
264	о чем	6	5
265	одно из	2	5
266	тем что	1	5
267	в своей	8	5
268	было и	2	5
269	во все	1	5
270	хотя бы	4	5
271	только на	4	5
272	но они	4	5
273	образе человека	1	5
274	что все	1	5
275	точка зрения	5	5
276	на свет	1	5
277	по преимуществу	1	5
278	и через	2	5
279	xix века	1	5
280	с другими	1	5
281	быть только	1	5
282	человек в	3	5
283	той или	7	5
284	так что	1	5
285	одно и	2	5
286	и является	2	5
287	по своей	3	5
288	в этой	8	5
289	протяжении всего	1	5
290	и от	3	5
291	мы будем	1	5
292	там где	1	5
293	в него	2	5
294	что они	1	5
295	и смех	1	5
296	не на	1	5
297	и они	1	5
298	с ними	5	5
299	над смертью	1	5
300	далеко не	6	5
301	они не	3	5
302	не имеет	3	5
303	да и	5	5
304	вернемся к	1	5
305	и уже	4	5
306	чем не	1	5
307	той же	2	5
308	произведения и	1	5
309	он может	1	5
310	в едином	2	5
311	ничем не	1	5
312	мы имеем	6	5
313	но на	1	5
314	или в	7	5
315	чужой мир	1	5
316	об этом	8	5
317	и вообще	1	5
318	нового времени	2	5
319	стороны и	1	5
320	числе и	1	5
321	и только	2	5
322	во всем	1	4
323	только что	4	4
324	даже в	1	4
325	связи в	1	4
326	не являются	2	4
327	его от	1	4
328	другой стороны	2	4
329	как если	2	4
330	по себе	4	4
331	в своих	2	4
332	или на	1	4
333	в корне	1	4
334	его на	1	4
335	мир и	2	4
336	жизни на	1	4
337	и смерти	1	4
338	и образ	1	4
339	и со	1	4
340	при всей	5	4
341	в данном	17	4
342	раз и	2	4
343	он был	1	4
344	в другом	5	4
345	людей и	2	4
346	по отношению	5	4
347	в глаза	1	4
348	не становится	1	4
349	друг на	2	4
350	чтобы они	1	4
351	в нашем	4	4
352	момент в	1	4
353	жизни как	2	4
354	жизни с	1	4
355	жизни так	3	4
356	несмотря на	1	4
357	иного рода	2	4
358	к жизни	3	4
359	и сознания	1	4
360	прежде чем	1	4
361	что не	2	4
362	между этими	1	4
363	себе и	2	4
364	в чем	3	4
365	времени но	2	4
366	за ними	3	4
367	в новое	1	4
368	природы и	1	4
369	образ смерти	1	4
370	человеческую жизнь	1	4
371	в один	1	4
372	любви и	1	4
373	и вот	2	4
374	в последнем	1	4
375	которых мы	1	4
376	из того	1	4
377	для них	2	4
378	что он	7	4
379	вследствие этого	1	4
380	перед нами	9	4
381	это и	2	4
382	и более	2	4
383	языка и	1	4
384	своей собственной	2	4
385	совершенно иной	1	4
386	и т.д	7	4
387	на друга	2	4
388	же самое	3	4
389	принадлежит к	1	4
390	под знаком	1	4
391	всяком случае	2	4
392	друг друга	2	4
393	находятся в	1	4
394	и было	1	4
395	образ автора	1	4
396	не для	1	4
397	бы на	1	4
398	как у	6	4
399	у нас	4	4
400	все равно	2	4
401	раз в	4	4
402	как она	2	4
403	так в	4	4
404	на одном	2	4
405	со своей	3	4
406	тем более	2	4
407	мы должны	1	4
408	быть и	3	4
409	как он	3	4
410	всей его	1	4
411	в тексте	17	4
412	и о	4	4
413	и совершенно	1	4
414	в лице	1	4
415	существенную роль	3	3
416	с которыми	1	3
417	в центре	4	3
418	различия в	1	3
419	всей жизни	1	3
420	тому что	4	3
421	из всех	1	3
422	строго говоря	2	3
423	нас в	2	3
424	по мере	2	3
425	их не	1	3
426	не обязательно	3	3
427	смерть как	1	3
428	в соответствии	8	3
429	в более	1	3
430	веков и	1	3
431	но мы	1	3
432	на материале	1	3
433	во внешнем	1	3
434	человека так	1	3
435	не могли	1	3
436	вопрос о	1	3
437	которой он	4	3
438	мы увидим	1	3
439	ее по	1	3
440	и еще	2	3
441	как на	2	3
442	еще нет	1	3
443	место для	1	3
444	в зависимости	3	3
445	все время	2	3
446	не мог	7	3
447	человек не	1	3
448	оказались бы	1	3
449	внимание на	7	3
450	для которой	1	3
451	как можно	2	3
452	на разных	1	3
453	событие в	5	3
454	же как	2	3
455	на земле	1	3
456	одна из	5	3
457	и характер	1	3
458	до известной	1	3
459	того и	1	3
460	в двух	2	3
461	на границе	1	3
462	бы в	2	3
463	я был	1	3
464	связь с	1	3
465	для развития	1	3
466	на этом	1	3
467	картины мира	3	3
468	другом и	1	3
469	как это	7	3
470	в тех	1	3
471	и детей	1	3
472	главным образом	1	3
473	не могла	2	3
474	и есть	1	3
475	теми же	1	3
476	в человеческой	1	3
477	здесь также	1	3
478	если они	1	3
479	на ранних	1	3
480	этом процессе	1	3
481	его к	1	3
482	и ничего	1	3
483	и здесь	3	3
484	жизни а	4	3
485	события и	1	3
486	это уже	3	3
487	нет никакого	1	3
488	сами по	2	3
489	если не	4	3
490	и событий	1	3
491	главный герой	1	3
492	пор еще	1	3
493	и шире	1	3
494	в слове	4	3
495	и так	1	3
496	по разным	1	3
497	бы не	1	3
498	том как	3	3
499	сравнению с	1	3
500	зависимости от	3	3
501	к другому	2	3
502	в аспекте	3	3
503	не входит	1	3
504	еще и	1	3
505	его и	2	3
506	время оно	1	3
507	что мы	2	3
508	в течение	1	3
509	в свою	4	3
510	в значительной	1	3
511	наконец в	1	3
512	характер не	1	3
513	характер это	1	3
514	вступает в	2	3
515	целый ряд	1	3
516	в творчестве	1	3
517	известной степени	1	3
518	в данной	2	3
519	нем не	2	3
520	событий в	1	3
521	тем же	3	3
522	они еще	1	3
523	к новой	1	3
524	в произведениях	3	3
525	но это	2	3
526	жизни не	1	3
527	точку зрения	3	3
528	человека но	1	3
529	то они	3	3
530	ему в	2	3
531	в первый	1	3
532	связи между	1	3
533	он как	1	3
534	одна и	1	3
535	совершенно не	1	3
536	как нечто	1	3
537	однако не	2	3
538	а на	2	3
539	дело в	2	3
540	в исторический	1	3
541	есть только	1	3
542	по своему	3	3
543	не столько	2	3
544	в новом	1	3
545	это было	3	3
546	ему как	1	3
547	только к	3	3
548	преимущественно в	1	3
549	она не	2	3
550	но при	5	3
551	ни один	1	3
552	надо было	1	3
553	но она	1	3
554	конечно в	1	3
555	по сравнению	1	3
556	к ней	3	3
557	человеческие отношения	1	3
558	можно сказать	11	3
559	вплоть до	5	3
560	происходит в	1	3
561	дело здесь	1	3
562	что на	4	3
563	не к	4	3
564	плане как	1	2
565	и лишь	2	2
566	только два	1	2
567	подходом к	1	2
568	мне то	1	2
569	без исключения	1	2
570	этот момент	1	2
571	в дом	1	2
572	частным и	1	2
573	этого момента	1	2
574	ясно что	2	2
575	в строгом	3	2
576	с собой	2	2
577	всей ее	1	2
578	мыслится как	2	2
579	значения в	1	2
580	на мир	1	2
581	от всего	1	2
582	самому и	1	2
583	мотивов в	1	2
584	и сами	2	2
585	становления в	1	2
586	отличается от	1	2
587	ко второй	1	2
588	ни для	1	2
589	и нет	1	2
590	жизнь человека	1	2
591	и дело	2	2
592	я вижу	1	2
593	которые мы	1	2
594	в пределе	2	2
595	своей природе	1	2
596	домов и	1	2
597	из жизни	1	2
598	к своей	2	2
599	нашем случае	1	2
600	особое место	4	2
601	особенно важно	1	2
602	встречи с	4	2
603	из одного	1	2
604	свою очередь	2	2
605	жизни то	2	2
606	это прежде	1	2
607	женщин и	1	2
608	он сам	4	2
609	эти не	1	2
610	тут же	1	2
611	что даже	1	2
612	а мы	1	2
613	на котором	1	2
614	их жизни	1	2
615	встречи на	1	2
616	с настоящим	1	2
617	начало и	3	2
618	к нему	5	2
619	то в	4	2
620	ее и	1	2
621	что у	6	2
622	по природе	1	2
623	и злых	1	2
624	в разнообразных	1	2
625	и всей	1	2
626	глубокий и	1	2
627	указать на	1	2
628	собой в	1	2
629	подчеркнуть что	2	2
630	после этого	1	2
631	объединены в	1	2
632	и сама	2	2
633	картине мира	1	2
634	стремится к	1	2
635	тому же	9	2
636	видит в	3	2
637	и притом	3	2
638	столько же	2	2
639	в разные	1	2
640	как по	2	2
641	на литературу	1	2
642	сказал что	1	2
643	всех его	2	2
644	по аналогии	2	2
645	на себя	5	2
646	но для	5	2
647	события эти	1	2
648	о смерти	2	2
649	человек и	2	2
650	я не	5	2
651	лишь на	1	2
652	также в	2	2
653	и она	1	2
654	особенности в	1	2
655	если я	1	2
656	сохраняется и	1	2
657	а только	1	2
658	могло бы	3	2
659	и своей	1	2
660	а потом	2	2
661	о каждом	1	2
662	и большие	1	2
663	на другой	6	2
664	но как	3	2
665	в уста	1	2
666	реальным и	1	2
667	они становятся	1	2
668	бы она	1	2
669	него есть	1	2
670	которой и	1	2
671	разных местах	1	2
672	если же	2	2
673	рассказывания в	6	2
674	и та	1	2
675	никто не	1	2
676	и тот	1	2
677	мира по	1	2
678	где в	3	2
679	даже не	1	2
680	выражается в	1	2
681	в смерти	1	2
682	и сам	4	2
683	этот вопрос	1	2
684	должны были	1	2
685	природе своей	1	2
686	или наконец	1	2
687	другой день	4	2
688	между людьми	1	2
689	его как	2	2
690	бы его	1	2
691	в каком	1	2
692	и каждый	1	2
693	о его	3	2
694	которое мы	1	2
695	них не	1	2
696	происходят в	1	2
697	необходимо чтобы	1	2
698	в полном	1	2
699	эпизоды в	3	2
700	события в	3	2
701	возникает в	1	2
702	и особенно	1	2
703	мы видели	1	2
704	но одновременно	2	2
705	во втором	6	2
706	в состав	5	2
707	опирается на	2	2
708	они и	2	2
709	жизни без	1	2
710	как с	1	2
711	никого не	1	2
712	если в	2	2
713	он только	1	2
714	живет в	1	2
715	должна быть	2	2
716	на ее	2	2
717	героя в	6	2
718	была бы	1	2
719	и пространстве	6	2
