N	4gram	Vygotskiy_	Freidism
1	в то же время	1	6
2	ни в чем не	1	4
3	одной и той же	4	3
4	один и тот же	1	3
5	заключается в том что	6	2
6	с объективной точки зрения	1	2
7	в зависимости от того	3	2
8	в том что он	2	2
9	бы то ни было	1	2
10	ни в каком случае	1	2
11	чтобы ответить на этот	1	1
12	том что он не	1	1
13	равно как и на	1	1
14	мы увидим что и	2	1
15	дело только с этими	1	1
16	самом деле если мы	1	1
17	что с точки зрения	1	1
18	мы никогда не поймем	1	1
19	отличает его от других	1	1
20	вне общества и следовательно	1	1
21	все время как бы	1	1
22	только потому что оно	1	1
23	мы видим таким образом	2	1
24	на этот вопрос нам	1	1
25	в этом отношении совершенно	1	1
26	одно и то же	3	1
27	ответить на этот вопрос	1	1
28	это и есть та	1	1
29	то это означает что	1	1
30	дело в том что	2	1
31	из того что мы	1	1
32	в данном случае в	1	1
33	друг с другом и	1	1
34	в том что в	2	1
35	в каком случае нельзя	1	1
36	от начала до конца	1	1
37	до сих пор не	1	1
38	обстоит дело и с	1	1
39	том что с точки	1	1
40	не что иное как	2	1
41	видим таким образом что	2	1
42	ответ на этот вопрос	2	1
43	в собственном смысле слова	2	1
44	нельзя не согласиться с	1	1
45	в самом деле если	2	1
