N	4gram	Tiupa_Anal	DiskursI
1	в то же время	7	8
2	состоит в том что	6	7
3	одного и того же	2	4
4	не может претендовать на	1	3
5	не говоря уже о	1	3
6	в качестве коммуникативного события	1	3
7	в том числе и	1	3
8	одно и то же	2	3
9	той мере в какой	2	2
10	своего присутствия в мире	1	2
11	выхожу один я на	1	2
12	мысль о том что	1	2
13	в той мере в	2	2
14	в том случае если	1	2
15	как уже было сказано	1	2
16	один я на дорогу	1	2
17	по той причине что	1	2
18	и не может быть	4	2
19	остановись мгновенье ты прекрасно	1	2
20	в тех случаях когда	1	2
21	присутствия в мире в	1	2
22	в науке о литературе	1	2
23	одной и той же	1	2
24	места времени и действия	1	2
25	мы имеем дело не	1	2
26	ни прибавить ни убавить	1	2
27	имеем дело не с	1	2
28	принципиально не может быть	1	2
29	с той или иной	2	2
30	бы то ни было	3	2
31	упускать из виду что	1	2
32	одним и тем же	1	2
33	субъекта объекта и адресата	1	2
34	в науках о природе	1	2
35	принесите лучшую одежду и	1	1
36	множества преданий о царских	1	1
37	может быть сведено к	2	1
38	не есть она сама	1	1
39	внезакономерных явлениях а о	1	1
40	чьего-то высказывания необходимо войти	1	1
41	и дайте перстень на	1	1
42	в полном соответствии с	1	1
43	об однократных и внезакономерных	1	1
44	с фабульной точки зрения	1	1
45	в некое интерсубъективное пространство	1	1
46	в начале х годов	2	1
47	не было и не	1	1
48	в чем и состоит	1	1
49	автора слушающего читателя и	1	1
50	воцариться в чужой стране	1	1
51	окружал человека к норме	1	1
52	не что иное как	5	1
53	и в этом случае	1	1
54	в акте художественного восприятия	1	1
55	ни изменить ничего нельзя	1	1
56	не упускать из виду	1	1
57	события событие о котором	1	1
58	что же касается самого	1	1
59	покойного ивана петровича белкина	1	1
60	от отца к сыну	1	1
61	одни и те же	2	1
62	рассказывания в этом последнем	1	1
63	его событийной полноте влэ	1	1
64	присутствия я в мире	1	1
65	недискурсивных формах внутренней речи	1	1
66	и социальные характеристики другие	1	1
67	и аномалий который окружал	1	1
68	не последнюю роль в	1	1
69	того о ком или	1	1
70	всем потому что из	1	1
71	ничего нельзя не сделав	1	1
72	не следует думать что	1	1
73	и того о ком	1	1
74	и внезакономерных явлениях а	1	1
75	со-общения при-общения раз-общения которое	1	1
76	их личностные и социальные	1	1
77	из нас самих состоят	1	1
78	ни чисто внешним объективным	1	1
79	при встрече сознания с	1	1
80	аномалий который окружал человека	1	1
81	котором рассказано в произведении	1	1
82	произведении и событие самого	1	1
83	сами участвуем как слушатели-читатели	1	1
84	являлись они трактовали не	1	1
85	большей или меньшей степени	1	1
86	который окружал человека к	1	1
87	они таковыми не являлись	1	1
88	о царских детях покидающих	1	1
89	и событие самого рассказывания	1	1
90	том что случилось однажды	2	1
91	в недискурсивных формах внутренней	1	1
92	себе они таковыми не	1	1
93	взаимодействия трех говорящего автора	1	1
94	личностные и социальные характеристики	1	1
95	перстень на руку его	1	1
96	пространство общения со-общения при-общения	1	1
97	интересно всем потому что	1	1
98	чисто внешним объективным ни	1	1
99	нами два события событие	1	1
100	в собственном значении этого	2	1
101	воспринимающему знаковую данность чьего-то	1	1
102	приобретают вид сюжетных сами	1	1
103	читателя и того о	1	1
104	как уже говорилось выше	1	1
105	характеристики другие аспекты социальной	1	1
106	в той или иной	3	1
107	данность чьего-то высказывания необходимо	1	1
108	и оденьте его и	1	1
109	трех говорящего автора слушающего	1	1
110	подобно тому как мы	1	1
111	по своей жанровой стратегии	1	1
112	мира вокруг я героя	2	1
113	в большей или меньшей	1	1
114	самое следует сказать и	1	1
115	языка и дискурс трактует	1	1
116	перед нами два события	1	1
117	эксцессов и аномалий который	1	1
118	единств места времени и	1	1
119	не следует упускать из	1	1
120	повести покойного ивана петровича	1	1
121	его по крайней мере	1	1
122	преданий о царских детях	1	1
123	человека к норме и	1	1
124	свою родину чтобы воцариться	1	1
125	внешним объективным ни чисто	1	1
126	последнем мы и сами	1	1
127	реальной единицы речевого общения	1	1
128	мир эксцессов и аномалий	1	1
129	трактует последний как коммуникативное	1	1
130	однократных и внезакономерных явлениях	1	1
131	убавить ни изменить ничего	1	1
132	мир оправдан существованием человека	1	1
133	может быть сведена к	1	1
134	слушающего читателя и того	1	1
135	дайте перстень на руку	1	1
136	и сами участвуем как	1	1
137	внимание на то что	1	1
138	не может быть ни	1	1
139	нет и не может	2	1
140	трактовали не об однократных	1	1
141	таковыми не являлись они	1	1
142	ван дейк четко разграничивая	1	1
143	войти в некое интерсубъективное	1	1
144	в произведении и событие	1	1
145	о котором рассказано в	1	1
146	в принципе не может	1	1
147	следует сказать и о	1	1
148	следует упускать из виду	1	1
149	покидающих свою родину чтобы	1	1
150	потому что из нас	1	1
151	говорящего автора слушающего читателя	1	1
152	от тестя к зятю	1	1
153	два события событие о	1	1
154	его и дайте перстень	1	1
155	тем не менее в	1	1
156	объективным ни чисто внутренним	1	1
157	не об однократных и	1	1
158	в такой же мере	1	1
159	произведение в его событийной	1	1
160	чего бы то ни	1	1
161	к тому или иному	1	1
162	этом последнем мы и	1	1
163	и того и другого	2	1
164	которое не может быть	1	1
165	хотя в современной передаче	1	1
166	только в том что	1	1
167	необходимо войти в некое	1	1
168	по крайней мере в	1	1
169	к норме и устройству	1	1
170	прибавить ни убавить ни	1	1
171	быть ни чисто внешним	1	1
172	не только в том	1	1
173	событие самого рассказывания в	1	1
174	слушающих их личностные и	1	1
175	при таком взгляде на	1	1
176	лишь в тех случаях	1	1
177	самого рассказывания в этом	1	1
178	родину чтобы воцариться в	1	1
179	заключается в том что	1	1
180	или во всяком случае	1	1
181	встрече сознания с текстом	1	1
182	может быть ни чисто	1	1
183	сами по себе они	1	1
184	исходя из того что	2	1
185	мы и сами участвуем	1	1
186	чтобы воцариться в чужой	1	1
187	той причине что в	1	1
188	некое интерсубъективное пространство общения	1	1
189	ком или о чем	1	1
190	сюжетных сами по себе	1	1
191	том и состоит что	1	1
192	с позиций исторической поэтики	1	1
193	царских детях покидающих свою	1	1
194	о ком или о	1	1
195	и до сего времени	1	1
196	что не есть она	1	1
197	но в таком случае	1	1
198	раз-общения которое не может	1	1
199	в том что он	2	1
200	общения со-общения при-общения раз-общения	1	1
201	рассказано в произведении и	1	1
202	знаковую данность чьего-то высказывания	1	1
203	что из нас самих	1	1
204	мы имеем дело с	4	1
205	последний как коммуникативное событие	1	1
206	в этом последнем мы	1	1
207	высказывания необходимо войти в	1	1
208	между автором и читателем	1	1
209	ни чисто внутренним субъективным	1	1
210	ни убавить ни изменить	1	1
211	свидетельствует о том что	1	1
212	в равной степени как	1	1
213	социального взаимодействия трех говорящего	1	1
214	о чем говорят героя	1	1
215	лишь в том случае	1	1
216	или о чем говорят	1	1
217	собственном значении этого слова	2	1
218	и дискурс трактует последний	1	1
219	интерсубъективное пространство общения со-общения	1	1
220	петровича белкина изданные а.п	1	1
221	при-общения раз-общения которое не	1	1
222	в его событийной полноте	1	1
223	нельзя не сделав хуже	1	1
224	другие аспекты социальной ситуации	1	1
225	говорящего и слушающих их	1	1
226	вид сюжетных сами по	1	1
227	субъект объект и адресат	1	1
228	не от отца к	1	1
229	не являлись они трактовали	1	1
230	они трактовали не об	1	1
