N	2gram	Vygotskiy_	DiskursI
1	в качестве	2	72
2	а не	16	60
3	может быть	34	56
4	не только	24	49
5	и в	55	49
6	как и	9	47
7	при этом	11	46
8	и не	19	44
9	в том	50	44
10	представляет собой	2	41
11	то есть	16	41
12	в прозе	2	41
13	том что	46	40
14	в этом	30	38
15	в себе	13	37
16	состоит в	3	37
17	в частности	6	36
18	но и	16	35
19	и т.п	1	32
20	но не	9	31
21	отличие от	3	28
22	со стороны	3	28
23	но в	7	28
24	так и	6	28
25	в отличие	3	27
26	не может	15	27
27	по своей	1	26
28	как в	4	25
29	еще не	6	23
30	а также	1	20
31	в своей	8	19
32	все же	11	19
33	в нем	13	19
34	прежде всего	6	19
35	далеко не	4	18
36	в основе	9	18
37	то же	16	17
38	в данном	4	17
39	с другой	12	17
40	по отношению	3	17
41	отношению к	2	17
42	точки зрения	15	16
43	только в	12	16
44	о том	24	15
45	то что	69	15
46	в его	8	15
47	не менее	1	14
48	можно сказать	4	14
49	одной стороны	15	14
50	с одной	15	14
51	не в	12	14
52	ни к	1	14
53	не является	3	14
54	это не	9	14
55	или иной	2	14
56	как бы	33	13
57	для него	5	13
58	в целом	7	13
59	в своих	9	12
60	в своем	12	12
61	того же	5	12
62	и на	12	12
63	и все	15	12
64	данном случае	4	12
65	не было	2	11
66	столь же	3	11
67	что в	43	11
68	с его	6	11
69	и как	10	11
70	не столько	1	10
71	в лирике	1	10
72	той или	2	10
73	а с	7	10
74	а в	7	10
75	же время	2	10
76	также и	1	10
77	и т.д	1	10
78	в них	7	9
79	уже не	1	9
80	пока еще	1	9
81	себя в	4	9
82	внимание на	4	9
83	между тем	4	9
84	в силу	3	9
85	в то	6	9
86	героя в	3	9
87	сводится к	7	9
88	еще в	2	9
89	тем самым	1	9
90	в этих	3	8
91	и даже	4	8
92	к тому	12	8
93	в котором	5	8
94	в противоположность	3	8
95	в одном	5	8
96	в басне	2	8
97	из них	7	8
98	хотя и	1	8
99	в себя	2	8
100	он не	10	8
101	если в	1	8
102	не на	1	8
103	совпадает с	1	8
104	потому что	48	8
105	этом отношении	3	8
106	человека в	3	8
107	как уже	1	8
108	не с	2	8
109	и о	5	8
110	о чем	4	7
111	другой стороны	8	7
112	на сцене	8	7
113	таким образом	35	7
114	иначе говоря	1	7
115	в русской	1	7
116	одной из	2	7
117	что и	11	7
118	тому же	4	7
119	его в	2	7
120	к этому	5	7
121	в этой	15	7
122	я в	1	7
123	могут быть	8	7
124	в рассказе	2	7
125	например в	2	7
126	ни в	5	7
127	в составе	1	7
128	в процессе	1	7
129	приводит к	2	7
130	перед нами	5	7
131	ни для	1	7
132	той же	6	7
133	но это	2	7
134	и для	13	7
135	основе своей	1	7
136	в пределах	3	7
137	и ее	1	7
138	и его	10	7
139	не как	3	6
140	одно из	1	6
141	именно в	9	6
142	конечном счете	2	6
143	и того	2	6
144	в контексте	1	6
145	одна из	6	6
146	крайней мере	1	6
147	никогда не	15	6
148	то в	1	6
149	с точки	5	6
150	в ее	3	6
151	в конечном	2	6
152	не знает	2	6
153	во всех	6	6
154	героя и	9	6
155	однако в	1	6
156	в особенности	3	6
157	в сущности	14	6
158	и то	12	6
159	имеет место	3	6
160	что он	30	6
161	к его	2	6
162	в которых	4	6
163	по крайней	1	6
164	в истории	1	6
165	что же	1	6
166	здесь не	1	6
167	в трагедии	21	6
168	одновременно и	1	6
169	дело в	4	6
170	времени и	5	6
171	в одной	4	6
172	тому как	3	6
173	и может	3	6
174	отношение к	1	6
175	одного из	1	6
176	в той	3	5
177	русской литературе	1	5
178	исходя из	7	5
179	может служить	1	5
180	строго говоря	2	5
181	в виду	5	5
182	из двух	3	5
183	мысль о	5	5
184	в другом	3	5
185	но они	2	5
186	говорить о	1	5
187	не обязательно	1	5
188	свою очередь	1	5
189	перед ним	2	5
190	сказать что	14	5
191	на протяжении	2	5
192	к себе	1	5
193	несмотря на	5	5
194	проявляется в	1	5
195	как раз	19	5
196	для своего	2	5
197	так сказать	1	5
198	в сторону	2	5
199	на этом	11	5
200	эстетической деятельности	1	5
201	но при	1	5
202	подход к	1	5
203	с ее	1	5
204	тем что	8	5
205	одного и	2	5
206	один из	9	5
207	представляют собой	2	5
208	подобно тому	1	5
209	себе не	2	5
210	за пределы	1	5
211	оно не	2	5
212	в свою	3	5
213	в значительной	1	5
214	известной степени	1	5
215	к той	1	5
216	ничего не	4	5
217	того что	12	5
218	того как	4	5
219	о нем	3	5
220	здесь в	2	5
221	несет в	1	5
222	в ней	5	5
223	и состоит	1	5
224	в их	3	5
225	и потому	8	5
226	из этих	4	5
227	что касается	4	5
228	но она	3	5
229	стороны и	5	5
230	же самое	13	5
231	как будто	7	5
232	не к	1	5
233	в самом	18	4
234	и к	5	4
235	и составляет	4	4
236	действующее лицо	3	4
237	оказывается не	1	4
238	по выражению	1	4
239	говорит о	5	4
240	в результате	6	4
241	ни одна	2	4
242	или на	2	4
243	и до	4	4
244	в жизни	2	4
245	его на	2	4
246	отличается от	4	4
247	во всяком	2	4
248	из жизни	1	4
249	следует отнести	1	4
250	чего не	1	4
251	только на	4	4
252	из виду	1	4
253	точка зрения	4	4
254	и представляет	1	4
255	что они	11	4
256	привело к	1	4
257	по преимуществу	2	4
258	указать на	1	4
259	в произведении	1	4
260	к жизни	2	4
261	связи с	2	4
262	не о	1	4
263	будто бы	3	4
264	полной мере	1	4
265	одним из	1	4
266	что не	5	4
267	не есть	4	4
268	одном из	2	4
269	по себе	13	4
270	и это	13	4
271	и тем	6	4
272	как это	16	4
273	должны быть	1	4
274	хотя в	1	4
275	трагедии как	3	4
276	это в	5	4
277	и есть	7	4
278	события в	3	4
279	или иного	1	4
280	жизни а	2	4
281	с ним	4	4
282	из того	4	4
283	не могут	4	4
284	с ней	1	4
285	можно назвать	1	4
286	произведение в	2	4
287	к другому	2	4
288	во мне	1	4
289	на примере	7	4
290	и во	2	4
291	до конца	7	4
292	до известной	1	4
293	у них	1	4
294	этом случае	2	4
295	трагедии в	5	4
296	того и	1	4
297	мы имеем	10	4
298	не для	4	4
299	во внешнем	2	4
300	и др	2	4
301	со своим	2	4
302	или в	6	4
303	с той	2	4
304	в какой	5	4
305	однако это	1	4
306	по своему	1	4
307	но уже	2	4
308	на его	4	4
309	а на	1	4
310	того или	1	4
311	в полной	2	4
312	частности в	1	4
313	и прежде	1	4
314	может и	2	4
315	более не	1	3
316	является в	2	3
317	которая в	1	3
318	дело с	5	3
319	к числу	1	3
320	выступают в	1	3
321	характер и	1	3
322	не бывает	1	3
323	у пушкина	1	3
324	пьесы в	2	3
325	более или	1	3
326	но все	5	3
327	и сам	1	3
328	к другим	2	3
329	событий а	1	3
330	там же	1	3
331	их в	4	3
332	романом и	1	3
333	в одно	1	3
334	чем не	2	3
335	на первый	2	3
336	с этим	4	3
337	в действительности	2	3
338	вопрос о	6	3
339	в пределе	1	3
340	означает не	1	3
341	различия между	2	3
342	как на	15	3
343	имеем дело	1	3
344	речь о	1	3
345	тут же	1	3
346	понятие о	1	3
347	о ней	2	3
348	ближе к	2	3
349	и он	7	3
350	вплоть до	1	3
351	в повестях	1	3
352	в опыте	1	3
353	в которой	4	3
354	исторической поэтики	1	3
355	из важнейших	2	3
356	и приводит	1	3
357	в области	2	3
358	между собой	2	3
359	как у	1	3
360	русский язык	1	3
361	но как	3	3
362	действия в	2	3
363	этой причине	1	3
364	одно и	3	3
365	и что	45	3
366	в тех	3	3
367	для человека	1	3
368	в форме	2	3
369	героя как	1	3
370	не просто	6	3
371	но так	1	3
372	то ни	1	3
373	было бы	15	3
374	его как	1	3
375	о его	1	3
376	и от	2	3
377	бы быть	1	3
378	имеет дело	4	3
379	еще одно	1	3
380	фабулы и	3	3
381	принадлежат к	1	3
382	должна быть	2	3
383	гораздо менее	1	3
384	оказывается в	1	3
385	в структуре	1	3
386	заключается в	13	3
387	себя с	2	3
388	в романе	2	3
389	отношения к	2	3
390	как не	1	3
391	вместе с	16	3
392	где герой	1	3
393	и герой	2	3
394	не имеет	2	3
395	да и	4	3
396	о котором	9	3
397	в следующей	1	3
398	он мог	3	3
399	басни и	2	3
400	но оно	1	3
401	это и	7	3
402	и более	1	3
403	идет о	1	3
404	на том	4	3
405	слова и	2	3
406	значение для	2	3
407	заметить что	1	3
408	речи в	1	3
409	тем же	3	3
410	как мы	6	3
411	их с	1	3
412	легенды и	1	3
413	всяком случае	1	3
414	по этой	1	3
415	к содержанию	1	3
416	жизни но	3	3
417	они не	3	3
418	различие между	1	3
419	и было	2	3
420	уже в	7	3
421	мы не	8	3
422	еще и	1	3
423	внешнем мире	1	3
424	что ни	4	3
425	в сферу	2	3
426	и без	1	3
427	все эти	5	3
428	или даже	1	3
429	ли не	2	3
430	в каждой	3	3
431	об этом	5	3
432	или менее	1	3
433	в сцене	1	3
434	не говоря	1	3
435	возможность иного	1	3
436	том случае	1	3
437	он говорит	5	3
438	она не	1	3
439	хотя бы	5	3
440	когда он	10	3
441	эстетического переживания	1	3
442	в начале	1	3
443	рассматривать как	3	3
444	к ней	3	3
445	указывает на	8	3
446	слова в	1	3
447	жизни и	8	3
448	уже о	1	3
449	событий и	3	3
450	для этого	12	3
451	и наконец	5	3
452	что на	6	3
453	что было	1	2
454	во всем	3	2
455	мы можем	8	2
456	в душе	2	2
457	нельзя как	1	2
458	с этой	5	2
459	или по	1	2
460	еще более	2	2
461	характер как	1	2
462	и героя	1	2
463	о них	2	2
464	мысли и	1	2
465	в некоторых	2	2
466	действие и	3	2
467	те же	3	2
468	нас в	2	2
469	не являются	1	2
470	требует от	1	2
471	то ли	1	2
472	из ее	1	2
473	переходит к	1	2
474	следует понимать	2	2
475	или во	1	2
476	и с	3	2
477	происходит не	1	2
478	за ним	3	2
479	в построении	1	2
480	представление о	1	2
481	из той	2	2
482	в собственном	2	2
483	всегда в	1	2
484	мысли о	2	2
485	понимания и	1	2
486	конструктивное значение	1	2
487	речь идет	1	2
488	деятельности на	1	2
489	так например	5	2
490	большей части	1	2
491	исследований и	2	2
492	некоторые из	1	2
493	к художественной	1	2
494	вследствие которого	1	2
495	не могли	4	2
496	трагедии остается	1	2
497	о которых	3	2
498	повести белкина	2	2
499	в нескольких	1	2
500	для того	45	2
501	и другой	1	2
502	характер в	1	2
503	и действия	1	2
504	одной и	4	2
505	с помощью	3	2
506	мы все	8	2
507	к которой	4	2
508	а между	1	2
509	внимания к	1	2
510	самого начала	5	2
511	то чтобы	1	2
512	обратим внимание	1	2
513	человеком и	1	2
514	жизни как	1	2
515	том чтобы	7	2
516	все то	6	2
517	в нашем	3	2
518	на него	4	2
519	для понимания	3	2
520	который в	1	2
521	он сам	1	2
522	по поводу	6	2
523	трагедии и	5	2
524	романа и	2	2
525	что даже	3	2
526	интригой и	1	2
527	едва ли	3	2
528	не то	4	2
529	к нему	1	2
530	всего в	1	2
531	бы то	1	2
532	этих двух	8	2
533	при сохранении	1	2
534	к их	1	2
535	на язык	2	2
536	в драме	5	2
537	должно быть	6	2
538	обратить внимание	2	2
539	ни было	1	2
540	не соответствует	1	2
541	чем у	3	2
542	у него	9	2
543	и развития	1	2
544	отношения между	3	2
545	что она	10	2
546	но для	1	2
547	о смерти	9	2
548	его характер	1	2
549	очевидно что	3	2
550	взаимодействия с	1	2
551	же как	4	2
552	должно было	2	2
553	иногда не	1	2
554	себе и	4	2
555	а только	1	2
556	в чем	1	2
557	что как	1	2
558	а герой	1	2
559	вопроса о	2	2
560	не был	1	2
561	в каждом	2	2
562	не имея	2	2
563	но оказывается	1	2
564	в пьесе	3	2
565	сюжета и	2	2
566	личности и	1	2
567	речи и	2	2
568	действующих лиц	9	2
569	не приходится	1	2
570	иметь в	3	2
571	могла бы	4	2
572	вторая часть	1	2
573	жизнь как	1	2
574	только с	3	2
575	бы его	3	2
576	строится на	1	2
577	что может	2	2
578	в первой	1	2
579	необходимо чтобы	2	2
580	они были	3	2
581	а как	3	2
582	она оказывается	1	2
583	в него	5	2
584	себе как	1	2
585	характера героя	1	2
586	лицо и	2	2
