N	3gram	Vinokur_Ku	Psycholo
1	в том что	23	78
2	для того чтобы	21	70
3	на то что	3	55
4	в самом деле	14	51
5	и т п	39	37
6	заключается в том	2	36
7	о том что	6	34
8	совершенно ясно что	1	33
9	с точки зрения	16	29
10	с одной стороны	2	28
11	в сущности говоря	1	24
12	все то что	1	23
13	не может быть	5	23
14	до сих пор	5	23
15	и т д	21	22
16	и в самом	4	22
17	к тому что	2	20
18	с другой стороны	12	20
19	в том чтобы	9	20
20	мы увидим что	2	19
21	на самом деле	3	17
22	в зависимости от	7	15
23	когда говорит что	1	14
24	так же как	3	14
25	во всяком случае	8	14
26	само по себе	6	14
27	в этом отношении	8	14
28	можно было бы	11	13
29	сам по себе	1	12
30	что в этом	1	12
31	этой точки зрения	4	12
32	в конце концов	3	12
33	и той же	1	12
34	одной и той	1	12
35	в конечном счете	2	11
36	по сравнению с	1	11
37	к тому чтобы	2	10
38	с этой точки	3	10
39	вместе с тем	3	10
40	только в том	5	10
41	и то что	1	10
42	не в том	5	10
43	том что она	1	10
44	сами по себе	2	10
45	том что он	4	10
46	и если мы	1	10
47	никак не может	1	9
48	в отличие от	3	9
49	не то что	1	9
50	в том случае	3	9
51	потому что он	1	9
52	точно так же	4	9
53	в данном случае	1	9
54	в том и	3	9
55	мы могли бы	1	9
56	и то же	1	8
57	смысле этого слова	2	8
58	речь идет о	3	8
59	с тем что	1	8
60	мы знаем что	2	8
61	состоит в том	4	7
62	на этот вопрос	3	7
63	том случае если	3	7
64	в этом смысле	8	7
65	а с другой	3	7
66	только то что	1	7
67	в свою очередь	4	7
68	в какой мере	1	7
69	можно сказать что	2	7
70	одно и то	1	7
71	что и в	1	7
72	как и в	1	7
73	совершенно прав когда	1	6
74	потому что она	2	6
75	и может быть	1	6
76	было бы сказать	2	6
77	не что иное	2	6
78	до тех пор	1	6
79	сводится к тому	2	6
80	тех пор пока	1	6
81	тем не менее	9	6
82	более или менее	3	6
83	по себе не	1	6
84	и в том	2	6
85	того или иного	5	6
86	не только в	4	6
87	по его мнению	1	6
88	что иное как	2	6
89	ни в каком	2	5
90	о том как	3	5
91	в собственном смысле	1	5
92	приходится иметь дело	1	5
93	и вместе с	1	5
94	ни в какой	1	5
95	и в частности	1	5
96	зависимости от того	1	5
97	в том виде	1	5
98	в каком отношении	1	5
99	и мы увидим	1	5
100	чтобы показать что	2	5
101	несмотря на все	1	5
102	в силу того	2	5
103	в том смысле	2	5
104	не имеет никакого	1	5
105	должен был бы	1	5
106	в лучшем случае	1	5
107	в русском языке	13	5
108	вместо того чтобы	1	5
109	потому что они	1	5
110	в применении к	1	4
111	в настоящее время	2	4
112	это на примере	1	4
113	и того же	2	4
114	а в том	2	4
115	к тому же	1	4
116	заключается не в	1	4
117	те или иные	2	4
118	и в этой	1	4
119	собственном смысле слова	1	4
120	ясно что в	2	4
121	как раз обратное	1	4
122	таким образом в	2	4
123	это было бы	1	4
124	то или иное	2	4
125	вовсе не в	1	4
126	не значит что	1	4
127	одного и того	2	4
128	силу того что	2	4
129	не для того	1	4
130	том что мы	1	4
131	в этой области	3	4
132	том что в	1	4
133	по себе и	1	4
134	это вовсе не	1	4
135	только тогда когда	2	4
136	внимание на то	2	4
137	что это есть	1	4
138	от того что	1	4
139	все более и	1	4
140	более и более	1	4
141	только потому что	11	4
142	именно в том	2	4
143	принять во внимание	1	4
144	на то как	1	4
145	что в ней	1	3
146	и в другом	2	3
147	том что на	1	3
148	друг от друга	1	3
149	не потому что	4	3
150	по аналогии с	1	3
151	в последнее время	1	3
152	прав когда указывает	1	3
153	на наших глазах	1	3
154	все дело в	1	3
155	могли бы сказать	1	3
156	и там где	2	3
157	по отношению к	8	3
158	столько же сколько	1	3
159	целый ряд таких	1	3
160	дело в том	1	3
161	с тем чтобы	1	3
162	не могут быть	1	3
163	а вовсе не	1	3
164	может быть и	1	3
165	может быть это	1	3
166	том смысле что	1	3
167	несмотря на то	1	3
168	что все это	2	3
169	совершенно справедливо указывает	1	3
170	на том же	1	3
171	не только из	1	3
172	иметь в виду	1	3
173	что все эти	2	3
174	легко заметить что	1	3
175	в том или	1	3
176	в наше время	3	3
177	бы то ни	1	3
178	то же время	4	3
179	если бы в	1	3
180	но он не	1	3
181	на этом примере	1	3
182	как только мы	1	3
183	в это время	1	3
184	не может и	1	3
185	том или ином	1	3
186	едва ли не	1	3
187	есть в сущности	1	3
188	ничего общего с	2	3
189	каждая эпоха имеет	1	3
190	это действительно так	1	3
191	в то же	4	3
192	может быть не	1	3
193	т п с	1	3
194	и здесь мы	1	3
195	ответ на этот	1	3
196	всего тем что	1	3
197	во всех этих	1	3
198	в этом случае	4	3
199	то обстоятельство что	15	3
200	обратить внимание на	2	3
201	до конца и	1	3
202	после того как	2	3
203	мере в какой	6	2
204	а может быть	1	2
205	а если так	1	2
206	ни на минуту	1	2
207	а следовательно и	2	2
208	не в этом	1	2
209	и все те	1	2
210	что это действительно	1	2
211	д и т	3	2
212	мы должны признать	1	2
213	дело не в	3	2
214	только о том	1	2
215	то что им	1	2
216	когда мы говорим	1	2
217	но для того	1	2
218	что в них	2	2
219	так или иначе	3	2
220	рядом с этим	1	2
221	так и в	2	2
222	сказать что оно	1	2
223	того что в	2	2
224	но может быть	1	2
225	между тем как	1	2
226	что в самом	1	2
227	и тем самым	1	2
228	во многих случаях	1	2
229	которые никак не	1	2
230	следующим образом если	1	2
231	потому что не	2	2
232	было бы назвать	1	2
233	что с точки	1	2
234	к вопросу о	3	2
235	д все это	1	2
236	в тех случаях	2	2
237	в связи с	4	2
238	того чтобы с	1	2
239	т д и	3	2
240	и тем не	4	2
241	в самом процессе	1	2
242	т д все	1	2
243	не годится для	1	2
244	той или иной	1	2
245	вместе с ним	1	2
246	т п все	2	2
247	прежде всего на	1	2
248	том что оно	2	2
249	из того факта	1	2
250	по крайней мере	11	2
251	что это только	2	2
252	и в особенности	1	2
253	не до конца	1	2
254	которые могли бы	1	2
255	из этих слов	1	2
256	когда указывает на	1	2
257	справедливо указывает что	1	2
258	и здесь уже	1	2
259	самом деле в	1	2
260	это еще не	1	2
261	и все его	1	2
262	мы имеем в	1	2
263	и в той	1	2
264	тем или иным	1	2
265	центр своего внимания	1	2
266	тогда когда он	2	2
267	и все же	1	2
268	который лежит в	1	2
269	в центр своего	1	2
270	должны были бы	1	2
271	может и не	1	2
272	для этого необходимо	1	2
273	случае если бы	1	2
274	того что они	2	2
275	чтобы понять что	1	2
276	мы меньше всего	1	2
277	а на деле	1	2
278	потому что как	1	2
279	именно в силу	2	2
280	в совершенно ином	2	2
281	лишь тогда когда	1	2
282	но они не	1	2
283	может быть только	2	2
284	и если бы	1	2
285	то же что	1	2
286	в первом случае	1	2
287	так как у	1	2
288	тех или иных	1	2
289	каждое из них	1	2
290	когда утверждает что	1	2
291	потому что оно	2	2
292	есть не что	1	2
293	и есть в	2	2
294	то ни было	1	2
295	очевидно что в	1	2
296	не только у	1	2
297	имеем здесь дело	1	2
298	в узком смысле	2	2
299	если так то	1	2
300	в сторону от	2	2
301	ту же мысль	1	2
302	никак не следует	1	2
303	о которых говорит	1	2
304	поскольку речь идет	1	2
305	т п в	2	2
306	мы приходим к	2	2
307	должны признать что	1	2
308	возникает целый ряд	1	2
309	хотя и не	1	2
310	как мы видели	1	2
311	и ничего не	1	2
312	потому что если	1	2
313	этого слова есть	1	2
314	имеем в виду	1	2
315	только для того	2	2
316	этого слова и	2	2
317	в предисловии к	1	2
318	того факта что	1	2
319	в историческом развитии	1	1
320	вовсе не то	1	1
321	конечно не просто	1	1
322	обстоит дело в	1	1
323	забывать что это	1	1
324	несмотря на их	1	1
325	в одном и	1	1
326	чаще всего в	1	1
327	того только чтобы	1	1
328	далеко не всякое	1	1
329	в той мере	6	1
330	можно себе представить	1	1
331	мы имели бы	1	1
332	и тогда когда	3	1
333	тесной связи с	1	1
334	в результате этого	1	1
335	при этом что	1	1
