N	2gram	Voloshinov	PoTuStor
1	может быть	13	17
2	и в	42	16
3	и пр	4	12
4	таким образом	8	9
5	в этом	10	9
6	прежде всего	22	9
7	мы можем	7	9
8	и проч	1	9
9	совершенно не	3	8
10	точки зрения	11	8
11	и с	5	8
12	не может	13	8
13	и его	7	8
14	не только	28	7
15	сказать что	3	7
16	с его	8	7
17	и к	4	6
18	при этом	9	6
19	для него	3	6
20	самом деле	5	6
21	я и	2	6
22	и это	8	6
23	конечно не	3	6
24	с точки	5	6
25	что такое	4	5
26	ни в	1	5
27	все эти	3	5
28	в чем	1	5
29	еще не	3	5
30	как бы	30	5
31	ту сторону	1	5
32	отношение к	2	5
33	нуждается в	3	5
34	в него	2	5
35	все что	1	4
36	для всех	2	4
37	и на	7	4
38	так как	8	4
39	все это	4	4
40	в его	6	4
41	художественного творчества	5	4
42	мысли и	1	4
43	так и	7	4
44	на самом	3	4
45	по ту	1	4
46	его в	4	4
47	и даже	3	4
48	и все	4	4
49	с ними	1	4
50	только в	7	4
51	и не	14	4
52	но мы	2	4
53	можно сказать	4	4
54	с самого	4	4
55	но и	16	4
56	хотя бы	18	4
57	и их	5	4
58	самого начала	4	4
59	в этой	6	4
60	как мы	10	4
61	отнюдь не	10	4
62	в нем	6	4
63	и наконец	5	4
64	но в	5	4
65	и вот	3	3
66	если б	6	3
67	до сих	1	3
68	в основном	1	3
69	в том	3	3
70	те же	5	3
71	с другими	2	3
72	с их	1	3
73	между ними	3	3
74	в конечном	1	3
75	ступенях развития	1	3
76	их в	3	3
77	отношения к	3	3
78	и как	10	3
79	что в	1	3
80	том что	3	3
81	большинстве случаев	1	3
82	вместе с	5	3
83	на этом	1	3
84	в этих	2	3
85	мира и	1	3
86	две группы	1	3
87	и художественного	1	3
88	сравнению с	1	3
89	и оно	1	3
90	во всех	6	3
91	но оно	1	3
92	с сознанием	1	3
93	и потому	2	3
94	в основе	3	3
95	тех же	1	3
96	только как	1	3
97	по сравнению	1	3
98	по крайней	1	3
99	и теперь	1	3
100	как это	5	3
101	только на	3	3
102	в одном	4	3
103	даже не	1	3
104	а в	5	3
105	в большинстве	1	3
106	то что	9	3
107	на две	1	3
108	и есть	1	3
109	сих пор	2	3
110	в общем	1	3
111	жизни и	3	3
112	в области	6	3
113	во время	1	3
114	крайней мере	1	3
115	в самом	5	2
116	доступ в	1	2
117	мы видим	4	2
118	что оно	3	2
119	и этот	2	2
120	на протяжении	1	2
121	т.е в	1	2
122	ненависть к	1	2
123	мы не	9	2
124	с этой	1	2
125	что это	4	2
126	нашего времени	1	2
127	ее в	1	2
128	может иметь	1	2
129	для нас	3	2
130	но как	2	2
131	что и	3	2
132	сознания и	1	2
133	исторического и	1	2
134	быть может	3	2
135	у него	1	2
136	не могут	1	2
137	в душе	2	2
138	а на	2	2
139	все то	2	2
140	не знает	3	2
141	всех его	2	2
142	так называемый	1	2
143	не нуждается	1	2
144	и действительно	1	2
145	конечном счете	1	2
146	здесь же	1	2
147	вообще не	1	2
148	в жизни	2	2
149	из тех	1	2
150	но ведь	6	2
151	как и	12	2
152	что он	2	2
153	есть в	1	2
154	же как	1	2
155	конечно мы	2	2
156	не есть	2	2
157	только то	1	2
158	в своей	2	2
159	и так	6	2
160	в одно	1	2
161	сознания при	1	2
162	связанные с	2	2
163	как с	2	2
164	по своему	3	2
165	войти в	2	2
166	не менее	1	2
167	в каком	2	2
168	путь к	1	2
169	на первый	2	2
170	и вообще	2	2
171	с этим	2	2
172	какое значение	1	2
173	к этому	2	2
174	не существует	4	2
175	между собой	2	2
176	что мы	11	2
177	это нечто	1	2
178	в историю	1	2
179	желаний и	1	2
180	мы уже	11	2
181	связанных с	5	2
182	другими словами	7	2
183	да еще	2	2
184	из этих	2	2
185	ту же	2	2
186	и содержание	2	2
187	на два	2	2
188	этих трех	1	2
189	он не	2	2
190	и т.п	25	2
191	в развитии	1	2
192	с помощью	6	2
193	в частности	3	2
194	не будет	3	2
195	и лишь	1	2
196	не существовало	1	2
197	но зато	1	2
198	и вся	1	2
199	всей жизни	1	2
200	говорить о	1	2
201	за пределы	1	2
202	в начале	3	2
203	в пределах	2	2
204	как не	2	2
205	так же	4	2
206	цели и	1	2
207	было бы	7	2
208	к ним	1	2
209	нет и	3	2
210	и о	1	2
211	своей жизни	5	2
212	если мы	4	2
213	о том	4	2
214	в голову	3	2
215	во всей	1	2
216	организма и	1	2
217	один из	4	2
218	и по	1	2
219	с ним	2	2
220	но это	2	2
221	и для	3	2
222	для этого	2	2
223	того же	1	2
224	то же	16	2
225	не можем	1	2
226	никогда не	7	2
227	нам сделать	1	1
228	и ту	2	1
229	что было	3	1
230	к сожалению	1	1
231	с большими	1	1
232	нового мира	1	1
233	они являются	1	1
234	события и	2	1
235	дает нам	1	1
236	одних и	1	1
237	и то	5	1
238	в другой	1	1
239	даже чисто	1	1
240	своей первой	1	1
241	в более	1	1
242	на языке	1	1
243	человек был	1	1
244	и здесь	3	1
245	та же	3	1
246	этот мир	1	1
247	руки или	1	1
248	самым существенным	1	1
