N	2gram	Voloshinov	Komedia
1	и в	42	77
2	и не	14	47
3	в том	3	44
4	том что	3	42
5	о том	4	33
6	в г	1	33
7	но и	16	32
8	может быть	13	30
9	из них	3	29
10	таким образом	8	29
11	в то	9	28
12	и его	7	28
13	в этом	10	27
14	потому что	7	27
15	что он	2	26
16	к тому	4	26
17	тому же	2	25
18	не только	28	25
19	вместе с	5	25
20	так как	8	24
21	как и	12	23
22	ни в	1	23
23	что в	1	23
24	в самом	5	22
25	что и	3	22
26	если бы	4	22
27	то же	16	21
28	ясно что	2	21
29	в конце	6	21
30	так и	7	21
31	а в	5	21
32	в его	6	20
33	к этому	2	19
34	во время	1	19
35	со стороны	1	19
36	в этой	6	18
37	тем что	2	17
38	же время	7	17
39	в нем	6	17
40	и здесь	3	17
41	еще не	3	17
42	при этом	9	16
43	все же	9	16
44	не менее	1	16
45	у него	1	16
46	сих пор	2	16
47	он не	2	16
48	действующих лиц	1	16
49	и сам	2	16
50	до сих	1	16
51	тот же	2	16
52	не в	6	15
53	в своем	1	15
54	точки зрения	11	15
55	его в	4	15
56	в которой	7	15
57	на себя	1	15
58	между тем	3	15
59	один из	4	15
60	и на	7	15
61	было бы	7	15
62	прежде всего	22	15
63	и с	5	14
64	на протяжении	1	14
65	столь же	1	14
66	к нему	2	14
67	в свою	6	14
68	все это	4	14
69	ли не	2	14
70	об этом	3	14
71	самом деле	5	13
72	о чем	2	13
73	в одном	4	13
74	того же	1	13
75	как раз	1	13
76	мы можем	7	13
77	так что	1	13
78	то что	9	13
79	того чтобы	7	13
80	но в	5	13
81	в котором	3	12
82	для того	9	12
83	так же	4	12
84	с другой	1	12
85	несмотря на	3	12
86	хотя и	3	12
87	в качестве	4	12
88	как это	5	12
89	из которых	3	12
90	как в	3	12
91	уже в	5	12
92	в истории	1	12
93	в начале	3	12
94	не может	13	12
95	но не	2	12
96	и даже	3	11
97	с тем	8	11
98	по отношению	2	11
99	наряду с	1	11
100	что его	1	11
101	с ним	2	11
102	должны были	2	11
103	как мы	10	11
104	на этот	2	11
105	и для	3	11
106	в их	2	11
107	в частности	3	11
108	одного из	1	11
109	с этим	2	10
110	свою очередь	4	10
111	на него	4	10
112	в чем	1	10
113	как бы	30	10
114	и что	1	10
115	в отношении	2	10
116	и все	4	10
117	более чем	1	10
118	одной из	2	10
119	с его	8	10
120	ничего не	8	10
121	мы не	9	10
122	на его	6	10
123	тем более	1	10
124	еще в	1	10
125	отношение к	2	10
126	же в	1	10
127	в целом	4	10
128	все что	1	9
129	но все	5	9
130	в своей	2	9
131	говорить о	1	9
132	тому что	5	9
133	только в	7	9
134	друг друга	2	9
135	в тех	3	9
136	даже не	1	9
137	и по	1	9
138	независимо от	5	9
139	однако в	2	9
140	ответ на	3	9
141	того как	1	9
142	вовсе не	2	9
143	в ней	8	9
144	отношению к	2	9
145	с этой	1	8
146	а затем	1	8
147	другой стороны	1	8
148	что у	3	8
149	не было	2	8
150	не знает	3	8
151	бы в	6	8
152	во всех	6	8
153	можно было	4	8
154	что для	1	8
155	если не	3	8
156	в которых	2	8
157	да и	4	8
158	в течение	1	8
159	связи с	3	8
160	возможно что	1	8
161	по своему	3	8
162	с самого	4	8
163	как он	1	8
164	при всем	2	8
165	место в	2	8
166	и к	4	7
167	мы найдем	2	7
168	дело с	1	7
169	в результате	1	7
170	в этих	2	7
171	равно как	2	7
172	если в	1	7
173	себе в	2	7
174	вопрос о	2	7
175	хотя бы	18	7
176	в другом	1	7
177	самого начала	4	7
178	х годов	1	7
179	в связи	2	7
180	и это	8	7
181	перед лицом	1	7
182	в себе	10	7
183	не является	5	7
184	из этих	2	7
185	и поэтому	3	7
186	целый ряд	3	7
187	и во	1	7
188	до конца	2	7
189	но если	1	7
190	и вот	3	7
191	для нас	3	7
192	должен был	1	7
193	само собой	4	7
194	отнюдь не	10	7
195	тех же	1	7
196	и о	1	7
197	конце концов	3	7
198	говоря уже	1	6
199	еще более	2	6
200	даже в	1	6
201	в виду	3	6
202	с собой	2	6
203	в своих	2	6
204	в наиболее	1	6
205	в дальнейшем	2	6
206	до того	3	6
207	представляет собой	2	6
208	не мог	3	6
209	и он	2	6
210	с точки	5	6
211	как видно	1	6
212	на этом	1	6
213	и тем	7	6
214	в силу	1	6
215	всего в	4	6
216	в сущности	1	6
217	в другой	1	6
218	в середине	2	6
219	а не	7	6
220	нет и	3	6
221	главным образом	3	6
222	в области	6	6
223	тем не	1	6
224	на вопрос	1	6
225	здесь в	1	6
226	или в	2	6
227	в какой	2	6
228	и как	10	6
229	на то	1	6
230	не говоря	2	6
231	человека в	2	6
232	во второй	3	6
233	когда он	1	6
234	на это	4	6
235	как будто	1	6
236	для всех	2	5
237	из всех	1	5
238	из двух	2	5
239	за ним	1	5
240	именно в	1	5
241	роль в	3	5
242	со своей	1	5
243	в действительности	1	5
244	с помощью	6	5
245	а на	2	5
246	к ним	1	5
247	сказать что	3	5
248	все время	5	5
249	тем же	4	5
250	себя в	4	5
251	никогда не	7	5
252	представить себе	3	5
253	в ее	3	5
254	одним из	1	5
255	в мире	2	5
256	одном из	1	5
257	между собой	2	5
258	в каждом	4	5
259	в развитии	1	5
260	не могла	1	5
261	друг другу	2	5
262	даже если	1	5
263	в первой	2	5
264	и от	7	5
265	не так	3	5
266	что это	4	5
267	здесь нет	1	5
268	за пределы	1	5
269	ему и	1	5
270	конечно не	3	5
271	да еще	2	5
272	и если	1	5
273	и теперь	1	5
274	только один	1	5
275	вслед за	1	5
276	же самое	5	5
277	той же	7	5
278	что я	1	5
279	в сознании	5	5
280	этом отношении	2	5
281	и после	1	5
282	это не	3	5
283	мы имеем	2	5
284	по существу	1	5
285	и без	4	5
286	к своему	4	5
287	в следующем	1	5
288	от того	3	5
289	жизни и	3	5
290	чаще всего	3	5
291	для этого	2	5
292	в той	5	4
293	тем как	1	4
294	собой разумеется	2	4
295	например в	1	4
296	либо в	2	4
297	их в	3	4
298	дома и	1	4
299	всякого рода	1	4
300	не всегда	2	4
301	должна была	2	4
302	перед ним	3	4
303	в глаза	1	4
304	его не	2	4
305	одна из	1	4
306	он так	1	4
307	ближе к	1	4
308	все его	1	4
309	в состоянии	1	4
310	к которому	2	4
311	одно из	1	4
312	это слово	2	4
313	там и	1	4
314	не о	1	4
315	прежде чем	2	4
316	не остается	1	4
317	я не	1	4
318	между ними	3	4
319	же как	1	4
320	в себя	1	4
321	на площади	1	4
322	выражение в	3	4
323	именно потому	1	4
324	здесь мы	3	4
325	можно сделать	1	4
326	что эта	1	4
327	по своей	2	4
328	образом в	1	4
329	к сожалению	1	4
330	которые он	1	4
331	был бы	2	4
332	когда в	1	4
333	так называемых	1	4
334	за свое	1	4
335	бы не	2	4
336	сравнению с	1	4
337	нет ничего	2	4
338	что мы	11	4
339	по сравнению	1	4
340	каждый из	2	4
341	что же	8	4
342	чуть ли	2	4
343	в более	1	4
344	ничем не	2	4
345	и другие	1	4
346	у нас	4	4
347	все равно	1	4
348	с их	1	4
349	времени и	2	4
350	или менее	1	4
351	в поле	1	4
352	мог бы	1	4
353	материал для	2	4
354	и их	5	4
355	в пределах	2	4
356	чтобы не	1	4
357	на кого	1	4
358	которые в	2	4
359	того времени	4	4
360	нуждается в	3	4
361	из которой	1	4
362	в основе	3	4
363	всю свою	1	3
364	за собой	1	3
365	по себе	1	3
366	более или	1	3
367	естественно не	1	3
368	или на	1	3
369	конечном счете	1	3
370	если он	3	3
371	похож на	1	3
372	было в	4	3
373	в любом	1	3
374	человека не	4	3
375	представления о	1	3
376	брата и	1	3
377	с ума	1	3
378	между двумя	2	3
379	только на	3	3
380	и когда	2	3
381	приходит к	1	3
382	от своего	1	3
383	путь к	1	3
384	в нашем	5	3
385	при виде	1	3
386	что именно	4	3
387	но там	1	3
388	не найдем	1	3
389	время и	1	3
390	теперь же	2	3
391	искать в	1	3
392	для своего	1	3
393	для них	2	3
394	отношения к	3	3
395	в таком	1	3
396	от этого	1	3
397	незадолго до	1	3
398	должно было	3	3
399	не был	1	3
400	а с	5	3
401	того в	1	3
402	бы к	1	3
403	для создания	1	3
404	в устах	3	3
405	в руки	1	3
406	могла бы	1	3
407	он в	1	3
408	и есть	1	3
409	роль играет	2	3
410	в какой-то	2	3
411	мы видели	5	3
412	на месте	1	3
413	из произведений	1	3
414	также что	1	3
415	к одной	1	3
416	его с	1	3
417	пока же	1	3
418	о которой	1	3
419	мы в	3	3
420	не могут	1	3
421	не мешает	1	3
422	и одновременно	1	3
423	и начало	1	3
424	с ними	1	3
425	связанные с	2	3
426	его и	3	3
427	совершенно не	3	3
428	в диалоге	1	3
429	и чаще	1	3
430	относится к	2	3
431	и уже	3	3
432	к людям	1	3
433	не совсем	1	3
434	на две	1	3
435	если мы	4	3
436	ответа на	1	3
437	принадлежит к	1	3
438	за пределами	1	3
439	том же	2	3
440	в самой	1	3
441	они были	1	3
442	как к	1	3
443	которым он	1	3
444	ему в	1	3
445	и типов	1	3
446	бы на	1	3
447	не являются	1	3
448	такое же	1	3
449	в виде	1	3
450	однако не	1	3
451	и эта	3	3
452	с той	1	3
453	является не	1	3
454	на все	1	3
455	высшей степени	1	3
456	в каждой	1	3
457	должен быть	2	3
458	в одной	1	3
459	и потому	2	3
460	в разной	1	3
461	а к	3	3
462	он говорит	2	3
463	затем и	1	3
464	она не	1	3
465	так называемой	4	3
466	но при	3	3
467	а из	1	3
468	один шаг	1	3
469	только как	1	3
470	не с	3	3
471	таким же	2	3
472	конечно в	1	3
473	в большинстве	1	3
474	ведь мы	1	3
475	будто бы	1	3
476	и самого	1	3
477	в высшей	1	3
478	в голову	3	3
479	все еще	1	3
480	в эти	1	3
481	является ли	1	3
482	в так	2	3
483	если она	1	3
484	не к	4	3
485	в душе	2	2
486	еще раз	1	2
487	из сторон	1	2
488	на эти	2	2
489	же и	1	2
490	находясь в	1	2
491	реальной жизни	1	2
492	говорит о	1	2
493	те же	5	2
494	не как	1	2
495	одному из	1	2
496	остановиться на	1	2
497	обстановка в	1	2
498	из многочисленных	1	2
499	связь с	2	2
500	каким образом	1	2
501	зрения на	3	2
502	к которой	1	2
503	к более	1	2
504	из всего	2	2
505	превращается в	1	2
506	разговоре с	1	2
507	в собственном	1	2
508	и те	2	2
509	друга и	1	2
510	в форму	1	2
511	ней как	1	2
512	как только	4	2
513	на первый	2	2
514	обращение к	1	2
515	как ее	1	2
516	нам не	1	2
517	кем я	1	2
518	мысли что	1	2
519	которой он	1	2
520	указания на	1	2
521	в противоположность	1	2
522	не должен	2	2
523	представлений в	1	2
524	и следовательно	5	2
525	вопроса об	1	2
526	поэтому мы	1	2
527	здесь его	1	2
528	но они	1	2
529	без всякого	1	2
530	которое так	1	2
531	тех случаях	2	2
532	в основу	1	2
533	можно привести	1	2
534	как от	1	2
535	в зависимости	7	2
536	не одно	1	2
537	из трех	2	2
538	словом если	1	2
539	намек на	1	2
540	то в	1	2
541	общественной жизни	10	2
542	мы видим	4	2
543	собой и	1	2
544	том насколько	1	2
545	но еще	1	2
546	слов в	4	2
547	я взял	2	2
