N	3gram	Tiupa_Narr	Formalny
1	с точки зрения	2	40
2	не может быть	5	29
3	на самом деле	1	21
4	то же время	3	20
5	в то же	3	20
6	в связи с	2	16
7	по отношению к	6	12
8	в самом деле	1	11
9	так и в	1	11
10	в этом отношении	3	11
11	бы то ни	3	10
12	с другой стороны	4	9
13	до сих пор	1	8
14	как мы видели	1	8
15	с одной стороны	7	8
16	более или менее	2	7
17	того или иного	2	7
18	сами по себе	2	7
19	то ни было	3	7
20	в свою очередь	3	7
21	в том что	8	6
22	и в то	1	6
23	сам по себе	1	6
24	в данном случае	4	6
25	может быть и	1	6
26	к тому чтобы	1	5
27	в этом смысле	1	5
28	в отличие от	5	5
29	все без исключения	1	5
30	в значительной степени	2	5
31	до известной степени	1	5
32	прежде всего в	1	5
33	и не в	4	4
34	тем не менее	3	4
35	не входит в	1	4
36	но все же	4	4
37	а не в	2	4
38	подобно тому как	2	4
39	по аналогии с	1	4
40	и тот же	1	3
41	в отвлечении от	2	3
42	то или иное	2	3
43	так и от	1	3
44	в том числе	6	3
45	так или иначе	2	3
46	друг с другом	1	3
47	не сводится к	2	3
48	том числе и	4	3
49	то же самое	1	3
50	только то что	1	3
51	в том чтобы	1	3
52	а не как	1	3
53	один и тот	1	3
54	именно в том	2	3
55	как мы увидим	1	3
56	не могло не	1	3
57	с таким же	1	3
58	мере в какой	1	2
59	и столь же	1	2
60	все то что	1	2
61	по себе а	1	2
62	в той мере	1	2
63	с этой точки	1	2
64	произведение в его	1	2
65	всех без исключения	1	2
66	друг от друга	1	2
67	совершенно очевидно что	1	2
68	на сегодняшний день	1	2
69	иметь в виду	1	2
70	тех или иных	1	2
71	и тем самым	3	2
72	и прежде всего	1	2
73	в том или	2	2
74	не было и	1	2
75	той мере в	1	2
76	в таком случае	2	2
77	может быть только	1	2
78	может и не	1	2
79	связаны между собой	1	2
80	лишь постольку поскольку	1	2
81	это не так	1	2
82	как это было	1	2
83	так и не	2	2
84	этой точки зрения	2	2
85	том или ином	2	2
86	как и в	1	2
87	какой бы то	1	2
88	но уже в	1	2
89	в какой это	1	2
90	и с точки	1	2
91	дело в том	1	2
92	в отрыве от	1	2
93	не только в	2	2
94	так же как	2	2
95	лишь одним из	1	2
96	или хотя бы	1	2
97	тот или иной	1	2
98	автора с читателем	1	1
99	такого подхода к	1	1
100	это то что	1	1
101	и как бы	1	1
102	следствием то что	1	1
103	так и для	1	1
104	то что он	1	1
105	в данном контексте	1	1
106	здесь совершенно не	1	1
107	она могла стать	1	1
108	он не может	1	1
109	в том же	1	1
110	но в таком	1	1
111	то что они	1	1
112	высказывания как целого	1	1
113	которое не может	1	1
114	как бы не	1	1
115	одного и того	1	1
116	и должна быть	1	1
117	роль в произведении	1	1
118	не имеем никакого	1	1
119	здесь не в	2	1
120	событие самого рассказывания	1	1
121	к сыну а	1	1
122	что в этом	1	1
123	по себе не	1	1
124	а с другой	1	1
125	на этом этапе	1	1
126	не могло быть	1	1
127	есть не что	1	1
128	и того же	1	1
129	состоит в том	3	1
130	понимания не только	1	1
131	не может не	2	1
132	очевидно что в	1	1
133	дистанции между ними	1	1
134	жизни не только	1	1
135	в действительности и	1	1
136	отношению к самому	1	1
137	а не только	1	1
138	несмотря на свой	1	1
139	произведения в его	1	1
140	своим следствием то	1	1
141	в этом последнем	1	1
142	а также и	1	1
143	в чистом виде	1	1
144	между ними не	1	1
145	то что было	1	1
146	может показаться что	1	1
147	как своего рода	1	1
148	мог бы быть	2	1
149	а то и	1	1
150	следует отметить что	1	1
151	сыну а от	1	1
152	отца к сыну	1	1
153	той или иной	4	1
154	между жизнью и	1	1
155	не распадается на	1	1
156	события но и	1	1
157	как и для	1	1
158	его смысла но	1	1
159	не с точки	1	1
160	и в особенности	1	1
161	он уже не	1	1
162	становления и развития	1	1
163	о том что	6	1
164	переход от одной	2	1
165	не может заменить	1	1
166	а иногда и	1	1
167	по крайней мере	1	1
168	литературы а не	1	1
169	что он уже	1	1
170	ту или иную	2	1
171	от отца к	1	1
172	только в качестве	1	1
173	и не было	1	1
174	оно еще не	1	1
175	можно сказать что	4	1
176	же обстоит дело	1	1
177	героя в этом	1	1
178	все же не	4	1
179	смысла но не	1	1
180	он не есть	1	1
181	в нем определенные	1	1
182	не что иное	2	1
183	что иное как	2	1
184	лишь одной из	1	1
185	только потому что	1	1
186	так и его	1	1
187	во всей его	1	1
188	что каждый из	1	1
189	этого слова а	1	1
190	и больше всего	1	1
191	и при этом	1	1
192	в его специфической	1	1
193	же как и	1	1
194	есть типическая форма	1	1
195	но не самой	1	1
196	схемы и в	1	1
197	же время в	1	1
198	дело здесь не	1	1
199	все равно что	1	1
200	по своей природе	1	1
201	не от отца	1	1
202	времени и пространстве	5	1
203	жанр есть типическая	1	1
204	и для любого	1	1
205	можно было бы	2	1
206	неотделимо от его	1	1
207	не мешает ему	1	1
