N	2gram	Voloshinov	Morfolog
1	может быть	1	61
2	не может	4	19
3	и в	3	17
4	и не	1	16
5	мы видим	1	15
6	связи с	1	12
7	а не	1	11
8	то же	1	10
9	но и	1	9
10	не только	1	8
11	один из	2	7
12	если в	2	7
13	не менее	1	7
14	точки зрения	1	7
15	с точки	1	6
16	к тому	1	5
17	тому что	1	5
18	тех же	1	4
19	несмотря на	1	4
20	с теми	1	4
21	в то	1	4
22	о формах	1	3
23	можно назвать	1	3
24	вопрос что	1	3
25	если бы	1	3
26	и больше	1	2
27	для него	1	2
28	может не	1	2
29	и заставляет	1	2
30	с другими	1	2
31	бы в	1	2
32	из этих	1	2
33	вторая половина	1	2
34	во второй	1	2
35	в особенности	1	1
36	значительное количество	1	1
37	и на	1	1
38	зрения их	1	1
39	конечно и	1	1
40	и все	1	1
41	формальных приемов	1	1
42	влияния на	1	1
43	становится особенно	1	1
44	не смог	1	1
45	может спасти	1	1
46	на примере	1	1
47	же время	1	1
48	при анализе	1	1
49	он в	1	1
50	если один	1	1
51	в его	1	1
52	бы на	1	1
53	теми или	1	1
54	в выборе	1	1
55	в каждом	1	1
56	при сравнении	1	1
57	может и	1	1
