N	2gram	Voloshinov	Narrotol
1	не только	18	62
2	и не	42	50
3	при этом	13	47
4	но и	17	45
5	а не	15	38
6	в качестве	4	35
7	в частности	2	31
8	может быть	50	30
9	и в	32	30
10	в том	13	29
11	в этом	27	28
12	том что	12	28
13	а в	5	27
14	такого рода	1	26
15	только в	14	25
16	в данном	8	24
17	как и	19	24
18	не в	13	23
19	то что	12	23
20	то есть	2	22
21	не может	40	20
22	в себе	5	17
23	так и	21	17
24	со стороны	2	16
25	в его	10	16
26	к тому	8	15
27	можно сказать	4	15
28	и т.п	17	15
29	но в	13	15
30	в жизни	2	14
31	и его	33	14
32	то же	19	13
33	в своей	5	13
34	уже не	2	13
35	о том	4	13
36	в своем	3	13
37	у него	2	13
38	времени и	1	13
39	все же	13	12
40	на протяжении	2	12
41	сводится к	5	12
42	как в	5	12
43	как бы	31	12
44	прежде всего	19	12
45	по отношению	10	11
46	хотя и	1	11
47	если бы	12	11
48	и тем	4	11
49	в этой	3	11
50	в нем	17	11
51	жизни в	5	11
52	в отличие	7	11
53	отличие от	7	11
54	тем самым	1	11
55	отношению к	9	11
56	никогда не	7	10
57	тому же	2	10
58	точки зрения	48	10
59	между тем	8	10
60	как это	2	10
61	в то	7	10
62	и все	8	10
63	не является	11	10
64	жизни и	4	10
65	с его	6	10
66	ничего не	9	10
67	того что	5	10
68	но не	2	10
69	и т.д	6	10
70	в соответствии	1	9
71	как раз	5	9
72	тем не	3	9
73	той или	5	9
74	не сводится	1	9
75	столь же	2	9
76	отнюдь не	14	9
77	что в	5	9
78	с ним	1	9
79	что он	5	9
80	еще не	7	9
81	потому что	2	9
82	во времени	1	9
83	для него	18	9
84	далеко не	5	9
85	в рамках	1	9
86	в той	6	8
87	и к	3	8
88	в самом	14	8
89	в таком	8	8
90	о чем	1	8
91	не менее	5	8
92	одна из	6	8
93	он не	5	8
94	и он	4	8
95	самом деле	18	8
96	того чтобы	9	8
97	внимание на	1	8
98	же время	7	8
99	соответствии с	1	8
100	и для	15	8
101	этом отношении	4	8
102	в литературе	2	8
103	у нас	4	8
104	но при	3	8
105	у нее	1	8
106	или иной	8	8
107	в речи	1	7
108	имеет место	2	7
109	в котором	6	7
110	с другой	6	7
111	в ее	9	7
112	на себя	1	7
