N	2gram	Tiupa_Anal	FransuaR
1	и в	30	367
2	то есть	19	209
3	в этом	31	112
4	и т.п	13	108
5	и не	33	101
6	таким образом	5	100
7	и его	9	99
8	в его	15	98
9	прежде всего	8	92
10	не только	30	87
11	мы уже	2	85
12	но и	29	84
13	как бы	15	82
14	все эти	3	79
15	вовсе не	4	77
16	в романе	2	77
17	как и	23	76
18	в нем	3	75
19	но в	11	75
20	и на	10	72
21	и др	1	72
22	в том	36	71
23	как мы	3	71
24	то же	12	66
25	и все	5	66
26	в них	1	65
27	в этой	12	65
28	так и	16	65
29	и с	2	64
30	в сущности	10	64
31	в то	10	63
32	во время	1	63
33	во всех	5	62
34	все это	2	62
35	же время	7	55
36	что в	7	52
37	в своем	2	51
38	только в	8	48
39	так как	3	46
40	и до	3	46
41	том что	21	45
42	в году	1	44
43	то что	11	41
44	здесь в	2	41
45	у него	5	40
46	жизни и	1	40
47	в самом	12	38
48	точки зрения	10	37
49	в ней	1	37
50	с его	3	36
51	о том	11	35
52	он был	3	35
53	может быть	33	35
54	мы видим	1	35
55	сказать что	2	34
56	и даже	10	34
57	в себе	17	34
58	в конце	4	32
59	он не	4	32
60	для него	5	32
61	в литературе	4	31
62	в своей	7	31
63	нового времени	1	31
64	так же	1	30
65	но он	1	30
66	один из	4	30
67	потому что	3	30
68	той же	4	30
69	и потому	2	30
70	никогда не	4	30
71	в одном	3	29
72	еще не	5	29
73	связи с	2	29
74	в этих	3	29
75	что он	3	29
76	не может	26	29
77	в особенности	1	29
78	при этом	20	29
79	его в	2	29
80	не в	17	29
81	и к	5	28
82	из них	2	28
83	всех этих	2	28
84	также и	3	28
85	в той	8	28
86	в основе	6	28
87	здесь и	1	28
88	сих пор	1	27
89	до сих	1	27
90	том числе	3	27
91	все же	4	27
92	на части	1	27
93	по своему	1	27
94	роль в	3	27
95	в эпизоде	5	27
96	и их	2	27
97	все они	2	26
98	на самом	2	25
99	в области	4	25
100	но это	1	25
101	мира и	1	25
102	он и	3	24
103	но не	13	24
104	например в	1	24
105	в ее	2	24
106	и от	1	24
107	как в	3	24
108	того чтобы	3	24
109	времени и	7	24
110	в частности	32	24
111	отношение к	2	24
112	так сказать	1	23
113	своего рода	12	23
114	и здесь	1	23
115	с ним	6	23
116	и для	3	23
117	в их	8	23
118	к нему	4	23
119	это не	7	23
120	еще и	1	23
121	даже в	5	22
122	не было	1	22
123	а в	11	22
124	границы между	1	22
125	тем что	2	22
126	что и	5	22
127	вместе с	6	22
128	и во	3	22
129	связь с	1	22
130	и о	3	22
131	в своих	1	21
132	именно в	6	21
133	культуры и	1	21
134	в отношении	2	21
135	уже в	1	21
136	и как	6	21
137	есть в	4	21
138	в качестве	38	21
139	одним из	3	21
140	в себя	8	21
141	что это	1	21
142	ни в	5	21
143	и наконец	2	21
144	в виду	2	20
145	в связи	2	20
146	в значительной	1	20
147	одной из	2	20
148	этом отношении	5	20
149	с точки	6	20
150	как раз	5	20
151	в образе	1	20
152	они были	1	20
153	а также	8	20
154	самом деле	3	20
155	во всем	1	19
156	их в	1	19
157	к этому	2	19
158	в эту	3	19
159	того же	7	19
160	за пределы	6	19
161	было бы	4	19
162	с ее	2	19
163	эпизод с	1	19
164	с другой	7	19
165	на протяжении	2	19
166	хотя и	4	19
167	в ту	1	19
168	далеко не	6	19
169	мы находим	1	18
170	конечно и	1	18
171	здесь не	2	18
172	смеха в	1	18
173	одна из	1	18
174	превращается в	3	18
175	на этом	4	18
176	перед нами	1	18
177	связан с	1	18
178	это в	1	18
179	в большей	1	17
180	большей или	4	17
181	и смерти	4	17
182	для того	4	17
183	в результате	3	17
184	можно было	1	17
185	на его	4	17
186	числе и	1	17
187	такой же	3	17
188	еще более	1	17
189	но все	1	17
190	меньшей степени	1	17
191	того что	5	17
192	а не	25	17
193	в другом	4	16
194	влияние на	1	16
195	с одной	7	16
196	между ними	1	16
197	между тем	7	16
198	и одновременно	4	16
199	почти вовсе	1	16
200	тот же	2	16
201	в начале	3	16
202	или меньшей	4	16
203	ничего не	10	16
204	они не	1	16
205	не подлежит	1	16
206	а затем	3	15
207	в которой	3	15
208	никто не	3	15
209	из этих	2	15
